发布日期,发布部门,通知标题,通知链接,附件名,附件链接,下载次数
2022-04-21,【教学运行】,关于2022年“五一”劳动节放假课程调整的通知,https://jwch.fzu.edu.cn/info/1036/11946.htm,无附件,无附件链接,无下载次数
2022-04-21,【质量办】,关于期中党政领导集中听课的通知,https://jwch.fzu.edu.cn/info/1040/11941.htm,福州大学课堂教学质量评估表.doc,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7843851,946
2022-04-21,【质量办】,关于期中党政领导集中听课的通知,https://jwch.fzu.edu.cn/info/1040/11941.htm,第十周课表.xlsx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7843852,1103
2022-04-19,【实践科】,关于近期常态化疫情防控期间本科生实习要求的通知,https://jwch.fzu.edu.cn/info/1039/11940.htm,无附件,无附件链接,无下载次数
2022-04-19,【实践科】,关于组织申报2022年大学生劳动教育实践基地的通知,https://jwch.fzu.edu.cn/info/1039/11939.htm,附件：福州大学大学生劳动教育实践基地申报书.docx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7843300,1201
2022-04-19,【实践科】,关于组织申报2022年大学生劳动教育实践基地的通知,https://jwch.fzu.edu.cn/info/1039/11939.htm,福州大学大学生劳动教育实践基地申报汇总表.docx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7843790,1209
2022-04-18,【实践科】,关于举办福州大学第十一届大学生软件设计与服务外包创新创业竞赛的通知,https://jwch.fzu.edu.cn/info/1039/11938.htm,无附件,无附件链接,无下载次数
2022-04-15,【实践科】,关于举办福州大学第十九届程序设计竞赛暨校ACM/ICPC集训队选拔赛的通知,https://jwch.fzu.edu.cn/info/1039/11937.htm,无附件,无附件链接,无下载次数
2022-04-13,【实践科】,关于举办福州大学第八届大学生用户体验设计大赛的通知,https://jwch.fzu.edu.cn/info/1039/11936.htm,附件2：福州大学第八届大学生用户体验设计大赛报名表.doc,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7842341,1224
2022-04-12,【实践科】,关于公布第二十六、二十七期本科生科研训练计划项目结题成绩的通知,https://jwch.fzu.edu.cn/info/1039/11934.htm,附件2：福州大学第二十七期本科生科研训练计划项目结题成绩汇总表.xls,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7842075,2840
2022-04-12,【实践科】,关于公布第二十六、二十七期本科生科研训练计划项目结题成绩的通知,https://jwch.fzu.edu.cn/info/1039/11934.htm,附件1：福州大学第二十六期本科生科研训练计划项目结题成绩汇总表.docx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7842076,2480
2022-04-12,【实践科】,关于公布省级以上大学生创新创业训练计划项目结题成绩的通知,https://jwch.fzu.edu.cn/info/1039/11933.htm,附件1：福州大学2020年省级以上大学生创新创业训练计划项目结题成绩汇总表.docx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7842073,1748
2022-04-12,【实践科】,关于公布省级以上大学生创新创业训练计划项目结题成绩的通知,https://jwch.fzu.edu.cn/info/1039/11933.htm,附件2：福州大学2021年国家级、省级大学生创新创业训练计划项目结题成绩汇总表.xls,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7842074,1860
2022-04-11,【教研教改】,福州大学关于开展2021-2022学年本科教学优秀奖评选工作的通知,https://jwch.fzu.edu.cn/info/1037/11932.htm,附件1：福州大学本科教学优秀奖评选办法.doc,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7841980,1290
2022-04-11,【教研教改】,福州大学关于开展2021-2022学年本科教学优秀奖评选工作的通知,https://jwch.fzu.edu.cn/info/1037/11932.htm,附件2：福州大学2021-2022学年教学优秀奖申报简表.doc,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7841981,1046
2022-04-11,【教研教改】,福州大学关于开展2021-2022学年本科教学优秀奖评选工作的通知,https://jwch.fzu.edu.cn/info/1037/11932.htm,附件3：福州大学2021-2022学年教学优秀奖申报汇总表.xls,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7841982,1210
2022-04-11,【教研教改】,福州大学关于开展2021-2022学年本科教学优秀奖评选工作的通知,https://jwch.fzu.edu.cn/info/1037/11932.htm,附件4：各教学单位2021-2022学年教学优秀奖二等奖和三等奖名额分配表.docx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7841983,1146
2022-04-08,【教学运行】,关于从4月11日起恢复本科线下教学活动相关要求的通知,https://jwch.fzu.edu.cn/info/1036/11925.htm,无附件,无附件链接,无下载次数
2022-04-06,【质量办】,诚邀2017届毕业生参与培养目标达成和职业发展问卷调研,https://jwch.fzu.edu.cn/info/1040/11924.htm,无附件,无附件链接,无下载次数
2022-04-04,【实践科】,关于组织开展2022（第15届）中国大学生计算机设计大赛校内预选赛的通知,https://jwch.fzu.edu.cn/info/1039/11923.htm,附件1 2022年（第15届）大赛内容分类、参赛要求、承办院校与决赛时间.pdf,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7841137,1506
2022-04-04,【实践科】,关于组织开展2022（第15届）中国大学生计算机设计大赛校内预选赛的通知,https://jwch.fzu.edu.cn/info/1039/11923.htm,附件2 2022年（第15届）中国大学生计算机设计大赛——校内选拔赛报名表.xlsx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7841136,1017
2022-04-04,【实践科】,关于举办福州大学第十二届大学生节能减排社会实践与科技竞赛的通知,https://jwch.fzu.edu.cn/info/1039/11922.htm,福州大学第十二届大学生节能减排社会实践与科技竞赛附件2-5.docx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7841135,1032
2022-04-04,【实践科】,关于举办福州大学第八届材料创新、设计及应用大赛的通知,https://jwch.fzu.edu.cn/info/1039/11921.htm,福州大学第八届大学生材料创新、设计及应用竞赛附件2-5.docx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7841126,1081
2022-03-30,【实践科】,关于举办福建省首届大学生材料综合竞赛的通知,https://jwch.fzu.edu.cn/info/1039/11916.htm,附件1报名表.docx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7839733,1193
