发布日期,发布部门,通知标题,通知链接,附件名,附件链接,下载次数
2019-05-24,【综合科】,关于本科生学生证补办的通知,https://jwch.fzu.edu.cn/info/1035/7309.htm,无附件,无附件链接,无下载次数
2019-05-23,【综合科】,福州大学关于印发 福州大学学生证管理办法的通知,https://jwch.fzu.edu.cn/info/1035/7307.htm,无附件,无附件链接,无下载次数
2019-05-20,【质量办】,关于第十六期新上岗教师观摩青年教师“最佳一节课”竞赛决赛的通知,https://jwch.fzu.edu.cn/info/1040/9076.htm,无附件,无附件链接,无下载次数
2019-05-20,【计划科】,关于组织申报2019-2020学年第一学期通识教育选修课的通知,https://jwch.fzu.edu.cn/info/1038/8140.htm,无附件,无附件链接,无下载次数
2019-05-17,【教学运行】,关于知识产权与信息素养讲座第260讲——《专利情报分析》报名的通知,https://jwch.fzu.edu.cn/info/1036/7573.htm,无附件,无附件链接,无下载次数
2019-05-17,【教学运行】,2018-2019学年下学期体育理论教室安排表,https://jwch.fzu.edu.cn/info/1036/7483.htm,无附件,无附件链接,无下载次数
2019-05-17,【综合科】,关于组织报名参加中国高等教育博览会（2019• 春）的通知,https://jwch.fzu.edu.cn/info/1035/11568.htm,无附件,无附件链接,无下载次数
2019-05-16,【实践科】,关于公布聂凯等254位同学获得奖励学分的通知,https://jwch.fzu.edu.cn/info/1039/8893.htm,无附件,无附件链接,无下载次数
2019-05-15,【教学运行】,关于知识产权与信息素养讲座第259讲——《知识产权与创意保护》报名的讲座,https://jwch.fzu.edu.cn/info/1036/7571.htm,无附件,无附件链接,无下载次数
2019-05-15,【实践科】,关于2019年全国大学生统计建模大赛参赛报名的通知,https://jwch.fzu.edu.cn/info/1039/8892.htm,无附件,无附件链接,无下载次数
2019-05-14,【教学运行】,关于2018-2019学年第二学期计算机语言类课程期末考试安排的通知,https://jwch.fzu.edu.cn/info/1036/7568.htm,无附件,无附件链接,无下载次数
2019-05-08,【实践科】,关于做好第二十三期、二十四期本科生科研训练计划项目结题工作的通知,https://jwch.fzu.edu.cn/info/1039/8891.htm,无附件,无附件链接,无下载次数
2019-05-08,【实践科】,关于做好国家、省级大学生创新创业训练计划项目结题工作的通知,https://jwch.fzu.edu.cn/info/1039/8890.htm,无附件,无附件链接,无下载次数
2019-05-07,【实践科】,关于公布第二十五期本科生科研训练计划立项项目的通知,https://jwch.fzu.edu.cn/info/1039/8889.htm,无附件,无附件链接,无下载次数
2019-05-06,【教材中心】,关于做好2019-2020学年第一学期教材征订工作的通知,https://jwch.fzu.edu.cn/info/1042/10005.htm,2019年秋季.rar,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=5373723,1047
2019-05-06,【质量办】,关于做好2019-2020学年第一学期教材征订工作的通知,https://jwch.fzu.edu.cn/info/1040/9241.htm,2019年秋季.rar,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=5372995,778
2019-04-30,【教学运行】,关于知识产权与信息素养讲座第257讲——《兴赏新视听，活阅新鲜人——牛津大学出版社电子资源使用和投稿技巧》报名的通知,https://jwch.fzu.edu.cn/info/1036/7559.htm,无附件,无附件链接,无下载次数
2019-04-30,【教学运行】,关于2018-2019学年第二学期《高等数学》半期考试安排的通知,https://jwch.fzu.edu.cn/info/1036/7566.htm,无附件,无附件链接,无下载次数
2019-04-29,【实践科】,关于举办“星云大数据杯”福州大学第十五届数学建模竞赛暨全国大学生数学建模竞赛集训队选拔的通知,https://jwch.fzu.edu.cn/info/1039/9710.htm,无附件,无附件链接,无下载次数
2019-04-28,【实践科】,关于举办“实达迪美杯”福州大学第八届大学生软件设计与服务外包创新创业竞赛的通知,https://jwch.fzu.edu.cn/info/1039/8888.htm,无附件,无附件链接,无下载次数
2019-04-26,【实践科】,关于公布第二十三、二十四期本科生科研训练计划项目评审结果的通知,https://jwch.fzu.edu.cn/info/1039/8924.htm,无附件,无附件链接,无下载次数
2019-04-26,【教学运行】,福州大学关于印发2019-2020学年校历的通知,https://jwch.fzu.edu.cn/info/1036/7557.htm,无附件,无附件链接,无下载次数
2019-04-24,【实践科】,关于举办福州大学第七届大学生机器人竞赛的通知,https://jwch.fzu.edu.cn/info/1039/8923.htm,无附件,无附件链接,无下载次数
2019-04-24,【实践科】,关于举办福州大学第六届大学生用户体验设计大赛的通知,https://jwch.fzu.edu.cn/info/1039/8922.htm,无附件,无附件链接,无下载次数
2019-04-23,【实践科】,关于公布大学生体育类学科竞赛项目级别认定结果的通知,https://jwch.fzu.edu.cn/info/1039/8921.htm,无附件,无附件链接,无下载次数
2019-04-22,【教学运行】,关于2019年五一节放假课程调整的通知,https://jwch.fzu.edu.cn/info/1036/7555.htm,无附件,无附件链接,无下载次数
2019-04-19,【实践科】,关于组织开展2019年省级虚拟仿真实验教学（培育）中心阶段检查的通知,https://jwch.fzu.edu.cn/info/1039/8920.htm,无附件,无附件链接,无下载次数
2019-04-17,【教学运行】,关于知识产权与信息素养讲座第255讲——《专利情报获取》报名的通知,https://jwch.fzu.edu.cn/info/1036/7553.htm,无附件,无附件链接,无下载次数
2019-04-17,【实践科】,关于召开2019年度申报省级虚拟仿真实验教学中心和虚拟仿真实验教学项目专家评审会的通知,https://jwch.fzu.edu.cn/info/1039/9712.htm,无附件,无附件链接,无下载次数
2019-04-15,【质量办】,关于组织推荐2019年公共基础课程骨干教师访学研修的通知,https://jwch.fzu.edu.cn/info/1040/9075.htm,无附件,无附件链接,无下载次数
2019-04-12,【教学运行】,关于“形势与政策”重修独立开班及延长重修选课的通知,https://jwch.fzu.edu.cn/info/1036/7551.htm,无附件,无附件链接,无下载次数
2019-04-12,【实践科】,关于组织申报2019年省级虚拟仿真实验教学中心和虚拟仿真实验教学项目的通知,https://jwch.fzu.edu.cn/info/1039/8919.htm,无附件,无附件链接,无下载次数
2019-04-10,【实践科】,关于举行2019年度国家、省级大学生创新创业训练计划项目申报立项答辩的通知,https://jwch.fzu.edu.cn/info/1039/8918.htm,无附件,无附件链接,无下载次数
2019-04-10,【教学运行】,关于知识产权与信息素养讲座第254讲——《课题分析与信息检索——基于人文学科课题》报名的通知,https://jwch.fzu.edu.cn/info/1036/7549.htm,无附件,无附件链接,无下载次数
2019-04-09,【教学运行】,关于2014-2016级学生《大学英语》免修申请的通知,https://jwch.fzu.edu.cn/info/1036/7546.htm,无附件,无附件链接,无下载次数
2019-04-08,【实践科】,关于组织参加2019年第九届“锐智杯”福建省大学生智能设计大赛报名的通知,https://jwch.fzu.edu.cn/info/1039/8916.htm,无附件,无附件链接,无下载次数
2019-04-08,【实践科】,关于组织参加第十一届全国大学生广告艺术大赛（福建赛区）报名的通知,https://jwch.fzu.edu.cn/info/1039/8917.htm,无附件,无附件链接,无下载次数
2019-04-08,【实践科】,关于举办“幸福家园杯”福州大学第二届大学生VR创新大赛的通知,https://jwch.fzu.edu.cn/info/1039/8915.htm,无附件,无附件链接,无下载次数
2019-04-04,【实践科】,关于2019年“中国知网”大学生论文检测系统使用培训的通知,https://jwch.fzu.edu.cn/info/1039/9711.htm,无附件,无附件链接,无下载次数
2019-04-04,【实践科】,关于举办福州大学第六届桥梁设计大赛的通知,https://jwch.fzu.edu.cn/info/1039/8914.htm,无附件,无附件链接,无下载次数
2019-04-03,【实践科】,关于举办“字节跳动”杯福州大学第十六届程序设计竞赛暨校ACM/ICPC集训队选拔赛的通知,https://jwch.fzu.edu.cn/info/1039/8911.htm,无附件,无附件链接,无下载次数
2019-04-03,【教学运行】,关于2019年全国大学生英语竞赛参赛通知,https://jwch.fzu.edu.cn/info/1036/7544.htm,无附件,无附件链接,无下载次数
2019-04-03,【实践科】,关于举办福州大学第四届网络信息安全竞赛的通知,https://jwch.fzu.edu.cn/info/1039/8912.htm,无附件,无附件链接,无下载次数
2019-04-03,【实践科】,关于举办福州大学第十二届企业经营模拟沙盘对抗赛的通知,https://jwch.fzu.edu.cn/info/1039/8913.htm,无附件,无附件链接,无下载次数
2019-04-03,【实践科】,关于对2019届本科毕业设计（论文）进行查重检测的通知,https://jwch.fzu.edu.cn/info/1039/8910.htm,无附件,无附件链接,无下载次数
2019-04-03,【教学运行】,关于知识产权与信息素养讲座第253讲——《请叫我学术高手——如何利用搜索迅速完成综述》报名的通知,https://jwch.fzu.edu.cn/info/1036/7542.htm,无附件,无附件链接,无下载次数
2019-04-01,【实践科】,关于转发《福建省首届大学生水利创新设计竞赛通知》的通知,https://jwch.fzu.edu.cn/info/1039/8909.htm,无附件,无附件链接,无下载次数
2019-04-01,【教学运行】,关于2019年清明节放假课程调整的通知,https://jwch.fzu.edu.cn/info/1036/7540.htm,无附件,无附件链接,无下载次数
2019-03-29,【实践科】,关于公布第七届“实达迪美杯”大学生软件设计与服务外包创新创业竞赛获奖名单的通知,https://jwch.fzu.edu.cn/info/1039/8907.htm,无附件,无附件链接,无下载次数
2019-03-29,【实践科】,关于举办福州大学第十二届大学生结构设计竞赛的通知,https://jwch.fzu.edu.cn/info/1039/8908.htm,无附件,无附件链接,无下载次数
2019-03-27,【教学运行】,关于知识产权与信息素养讲座第252讲——《如何运用台湾学术文献数 据库掌握台湾科研前沿》报名的通知,https://jwch.fzu.edu.cn/info/1036/7538.htm,无附件,无附件链接,无下载次数
2019-03-27,【质量办】,关于报名参加福州大学“嘉锡讲坛”第516期讲座的通知,https://jwch.fzu.edu.cn/info/1040/9073.htm,无附件,无附件链接,无下载次数
2019-03-22,【实践科】,关于举办福州大学第五届材料创新、设计及应用大赛的通知,https://jwch.fzu.edu.cn/info/1039/8944.htm,无附件,无附件链接,无下载次数
2019-03-22,【实践科】,关于举办福州大学第十九届高等数学竞赛的通知,https://jwch.fzu.edu.cn/info/1039/8942.htm,无附件,无附件链接,无下载次数
2019-03-22,【实践科】,关于举办福州大学第九届大学生节能减排社会实践与科技竞赛的通知,https://jwch.fzu.edu.cn/info/1039/8943.htm,无附件,无附件链接,无下载次数
2019-03-21,【教学运行】,关于安排《爱课程：孙子兵法鉴赏》线下见面课的通知,https://jwch.fzu.edu.cn/info/1036/7535.htm,无附件,无附件链接,无下载次数
2019-03-20,【教学运行】,关于知识产权与信息素养讲座第251讲—《利用图书馆资源助力外语学习》报名的通知,https://jwch.fzu.edu.cn/info/1036/7534.htm,无附件,无附件链接,无下载次数
2019-03-20,【教学运行】,关于做好2019-2020学年第一学期排课准备工作的通知,https://jwch.fzu.edu.cn/info/1036/7533.htm,无附件,无附件链接,无下载次数
2019-03-20,【实践科】,关于做好第二十五期本科生科研训练计划项目立项工作的通知,https://jwch.fzu.edu.cn/info/1039/8941.htm,无附件,无附件链接,无下载次数
2019-03-19,【教学运行】,关于2019届预计毕业生上网核对电子注册图像信息的通知,https://jwch.fzu.edu.cn/info/1036/7532.htm,无附件,无附件链接,无下载次数
2019-03-18,【综合科】,关于召开2018-2019学年第二学期期初教学工作会议的通知,https://jwch.fzu.edu.cn/info/1035/11567.htm,无附件,无附件链接,无下载次数
2019-03-13,【实践科】,关于举办2019年福州大学大学生电子设计竞赛暨全国大学生电子设计竞赛选拔赛的通知,https://jwch.fzu.edu.cn/info/1039/8940.htm,无附件,无附件链接,无下载次数
2019-03-13,【教学运行】,关于2018-2019学年第二学期重修选课的通知,https://jwch.fzu.edu.cn/info/1036/7643.htm,无附件,无附件链接,无下载次数
2019-03-13,【教学运行】,关于知识产权与信息素养讲座第249讲——《中文数据库检索方法与技巧（中国知网&万方数据）》报名的通知,https://jwch.fzu.edu.cn/info/1036/7530.htm,无附件,无附件链接,无下载次数
2019-03-07,【教学运行】,关于学生信息核准和补录的相关通知,https://jwch.fzu.edu.cn/info/1036/7637.htm,无附件,无附件链接,无下载次数
2019-03-06,【教学运行】,关于知识产权与信息素养讲座第248讲--《玩转图书馆——带你快速了解图书馆的各种资源》报名的通知,https://jwch.fzu.edu.cn/info/1036/7635.htm,无附件,无附件链接,无下载次数
2019-03-06,【实践科】,关于组织参加第十二届全国周培源大学生力学竞赛报名的通知,https://jwch.fzu.edu.cn/info/1039/8939.htm,无附件,无附件链接,无下载次数
2019-03-05,【教学运行】,关于经管学院开设《财务制度设计》辅修课程的通知,https://jwch.fzu.edu.cn/info/1036/7633.htm,无附件,无附件链接,无下载次数
2019-03-04,【教学运行】,关于公布2018-2019学年第二学期通选课取消开课名单的通知,https://jwch.fzu.edu.cn/info/1036/7630.htm,无附件,无附件链接,无下载次数
2019-03-01,【教学运行】,关于高校毕业生图像采集补拍摄的通知,https://jwch.fzu.edu.cn/info/1036/7628.htm,无附件,无附件链接,无下载次数
2019-02-25,【质量办】,关于组织观看2019年工程教育认证网络视频培训的通知,https://jwch.fzu.edu.cn/info/1040/9070.htm,无附件,无附件链接,无下载次数
2019-02-25,【教学运行】,2019年春季学期《大学物理实验（上）》绪论课安排（开学第一周）,https://jwch.fzu.edu.cn/info/1036/7626.htm,无附件,无附件链接,无下载次数
2019-02-24,【质量办】,关于开学第一周集中听课的通知,https://jwch.fzu.edu.cn/info/1040/9069.htm,无附件,无附件链接,无下载次数
2019-02-24,【教学运行】,关于2018-2019第二学期辅修专业补退选及缴费的通知,https://jwch.fzu.edu.cn/info/1036/7624.htm,无附件,无附件链接,无下载次数
2019-02-24,【教学运行】,关于2018-2019第二学期学期选课补退选的通知,https://jwch.fzu.edu.cn/info/1036/7619.htm,无附件,无附件链接,无下载次数
2019-02-24,【教学运行】,关于2018-2019学年第二学期通识教育选修课选课须知,https://jwch.fzu.edu.cn/info/1036/7621.htm,无附件,无附件链接,无下载次数
2019-02-21,【综合科】,关于2019年各学院本科教学经费使用的通知,https://jwch.fzu.edu.cn/info/1035/11566.htm,无附件,无附件链接,无下载次数
2019-01-19,【教研教改】,福州大学关于公布创新创业教育改革项目结项结果的通知,https://jwch.fzu.edu.cn/info/1037/8147.htm,无附件,无附件链接,无下载次数
2019-01-19,【教研教改】,关于印发福州大学在线开放课程建设与应用管理办法（试行）的通知,https://jwch.fzu.edu.cn/info/1037/8150.htm,无附件,无附件链接,无下载次数
2019-01-18,【教学运行】,关于做好本科生数据信息核准和补录工作的通知,https://jwch.fzu.edu.cn/info/1036/7617.htm,无附件,无附件链接,无下载次数
2019-01-16,【教学运行】,关于辅修专业选课的通知,https://jwch.fzu.edu.cn/info/1036/7614.htm,无附件,无附件链接,无下载次数
2019-01-15,【实践科】,关于举办福州大学首届大学生虚拟仿真实验教学项目创新设计竞赛宣讲会的通知,https://jwch.fzu.edu.cn/info/1039/8938.htm,无附件,无附件链接,无下载次数
2019-01-11,【实践科】,关于公布2018年省级以上大学生创新创业训练计划项目结题成绩的通知,https://jwch.fzu.edu.cn/info/1039/8937.htm,无附件,无附件链接,无下载次数
2019-01-11,【实践科】,关于公布“紫金杯”第六届大学生GPS定向越野大赛获奖名单的通知,https://jwch.fzu.edu.cn/info/1039/8936.htm,无附件,无附件链接,无下载次数
2019-01-08,【综合科】,关于召开2018-2019学年第一学期期末教学工作会议的通知,https://jwch.fzu.edu.cn/info/1035/7392.htm,无附件,无附件链接,无下载次数
2019-01-03,【教学运行】,关于2018-2019学年第一学期《大学英语（四）》期末考试安排的通知,https://jwch.fzu.edu.cn/info/1036/7596.htm,无附件,无附件链接,无下载次数
2019-01-03,【教学运行】,关于2018-2019学年第一学期《大学英语（三）》期末考试安排的通知,https://jwch.fzu.edu.cn/info/1036/7590.htm,无附件,无附件链接,无下载次数
2019-01-03,【教学运行】,关于2018-2019学年第一学期《大学英语（二）》期末考试安排的通知,https://jwch.fzu.edu.cn/info/1036/7585.htm,无附件,无附件链接,无下载次数
2019-01-03,【教学运行】,关于2018-2019学年第一学期《概率论与数理统计》期末考试安排的通知,https://jwch.fzu.edu.cn/info/1036/7611.htm,无附件,无附件链接,无下载次数
2019-01-03,【教学运行】,关于2018-2019学年第一学期《工程制图》期末考试安排的通知,https://jwch.fzu.edu.cn/info/1036/7600.htm,无附件,无附件链接,无下载次数
2019-01-03,【教学运行】,关于2018-2019学年第一学期《大学物理》期末考试安排的通知,https://jwch.fzu.edu.cn/info/1036/7604.htm,无附件,无附件链接,无下载次数
2019-01-03,【教学运行】,关于2018-2019学年第一学期《高等数学》期末考试安排的通知,https://jwch.fzu.edu.cn/info/1036/7608.htm,无附件,无附件链接,无下载次数
2019-01-03,【教学运行】,关于2018-2019学年第一学期《大学英语（一）》期末考试安排的通知,https://jwch.fzu.edu.cn/info/1036/7578.htm,无附件,无附件链接,无下载次数
2019-01-02,【实践科】,关于对2018年学院教学有关数据进行统计的通知,https://jwch.fzu.edu.cn/info/1039/8934.htm,2018年学院教学有关数据统计表格下载.rar,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7605425,597
2019-01-02,【实践科】,关于做好2019届本科生毕业设计（论文）工作的通知,https://jwch.fzu.edu.cn/info/1039/8935.htm,无附件,无附件链接,无下载次数
2018-12-28,【教学运行】,2018-2019学年第一学期《大学物理实验》（下）期末考试通知,https://jwch.fzu.edu.cn/info/1036/7692.htm,无附件,无附件链接,无下载次数
2018-12-28,【教学运行】,关于2018-2019学年第一学期《线性代数》、《线性代数与解析几何》期末考试安排的通知,https://jwch.fzu.edu.cn/info/1036/7687.htm,无附件,无附件链接,无下载次数
2018-12-28,【实践科】,关于公布第八届大学生工程训练综合能力竞赛获奖名单的通知,https://jwch.fzu.edu.cn/info/1039/8932.htm,附件：福州大学第八届大学生工程训练综合能力竞赛获奖名单.doc,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7605419,757
2018-12-28,【实践科】,关于开展2018年度国家级实验教学示范中心年度考核的通知,https://jwch.fzu.edu.cn/info/1039/8933.htm,附件1：国家级实验教学示范中心年度报告.rar,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7605422,804
2018-12-28,【教学运行】,关于2018-2019学年第一学期英语拓展课期末考试安排的通知,https://jwch.fzu.edu.cn/info/1036/7690.htm,无附件,无附件链接,无下载次数
2018-12-25,【教学运行】,关于2019年元旦放假课程调整的通知,https://jwch.fzu.edu.cn/info/1036/7684.htm,无附件,无附件链接,无下载次数
2018-12-24,【教学运行】,关于2018-2019学年第二学期学生学期选课的通知,https://jwch.fzu.edu.cn/info/1036/7682.htm,无附件,无附件链接,无下载次数
2018-12-24,【实践科】,第十六届大学物理实验竞赛预赛通知,https://jwch.fzu.edu.cn/info/1039/8931.htm,第十六届物理竞赛初赛考场名单.rar,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7605414,451
2018-12-21,【教学运行】,关于2018-2019学年第一学期《高等数学A（下）》期末考试安排的通知,https://jwch.fzu.edu.cn/info/1036/7679.htm,无附件,无附件链接,无下载次数
2018-12-20,【实践科】,关于召开国家、省级大学生创新创业训练计划项目结题答辩暨经验交流会的通知,https://jwch.fzu.edu.cn/info/1039/8930.htm,无附件,无附件链接,无下载次数
2018-12-20,【实践科】,关于召开国家、省级大学生创新创业训练计划项目结题答辩暨经验交流会的通知,https://jwch.fzu.edu.cn/info/1039/8929.htm,无附件,无附件链接,无下载次数
2018-12-19,【教学运行】,关于做好期末复习考试及下学期开学等工作的通知,https://jwch.fzu.edu.cn/info/1036/7678.htm,无附件,无附件链接,无下载次数
2018-12-19,【教学运行】,关于信息资源讲座第243讲——《事半功倍——个人文献管理工具及其使用》报名的通知,https://jwch.fzu.edu.cn/info/1036/7674.htm,无附件,无附件链接,无下载次数
2018-12-19,【教学运行】,2019年硕士研究生入学考试福州大学考点友情提示,https://jwch.fzu.edu.cn/info/1036/7672.htm,无附件,无附件链接,无下载次数
2018-12-18,【实践科】,关于公布蔡学镕等394位同学获得奖励学分的通知,https://jwch.fzu.edu.cn/info/1039/8928.htm,无附件,无附件链接,无下载次数
2018-12-17,【实践科】,关于报送福州大学学科竞赛经费使用情况一览表的通知,https://jwch.fzu.edu.cn/info/1039/8927.htm,2018-2019年福州大学学科竞赛经费使用情况一览表.doc,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7605411,671
2018-12-14,【教学运行】,关于线性代数独立重修班答疑教室更改的通知,https://jwch.fzu.edu.cn/info/1036/7670.htm,无附件,无附件链接,无下载次数
2018-12-12,【教学运行】,关于信息资源讲座第242讲——《科技查新方法及其在文献调研中的应用》报名的通知,https://jwch.fzu.edu.cn/info/1036/7668.htm,无附件,无附件链接,无下载次数
2018-12-11,【实践科】,关于公布第十四届数学建模竞赛获奖名单的通知,https://jwch.fzu.edu.cn/info/1039/8926.htm,无附件,无附件链接,无下载次数
2018-12-11,【实践科】,关于公布第五届桥梁图文大赛获奖名单的通知,https://jwch.fzu.edu.cn/info/1039/8925.htm,无附件,无附件链接,无下载次数
2018-12-10,【综合科】,关于报送各学院2018年教学工作总结和2019年教学工作计划的通知,https://jwch.fzu.edu.cn/info/1035/11564.htm,无附件,无附件链接,无下载次数
2018-12-04,【实践科】,关于开展2019年度福州大学虚拟仿真实验教学项目（培育）建设工作的通知,https://jwch.fzu.edu.cn/info/1039/8962.htm,无附件,无附件链接,无下载次数
2018-12-03,【计划科】,关于组织申报2018-2019学年第二学期通识教育选修课的通知,https://jwch.fzu.edu.cn/info/1038/8139.htm,无附件,无附件链接,无下载次数
2018-11-28,【教学运行】,关于信息资源讲座第240讲——《专利信息利用新思路 ——专利分析》报名的通知,https://jwch.fzu.edu.cn/info/1036/7666.htm,无附件,无附件链接,无下载次数
2018-11-27,【实践科】,关于公布参加第十届“蓝桥杯”软件大赛福建省选拔赛学生名单的通知,https://jwch.fzu.edu.cn/info/1039/8961.htm,无附件,无附件链接,无下载次数
2018-11-21,【教学运行】,关于信息资源讲座第239讲——《理工科外文信息资源导航》报名的通知,https://jwch.fzu.edu.cn/info/1036/7664.htm,无附件,无附件链接,无下载次数
2018-11-20,【实践科】,关于举办“紫金杯”福州大学第六届大学生GPS定向越野大赛的通知,https://jwch.fzu.edu.cn/info/1039/8960.htm,无附件,无附件链接,无下载次数
2018-11-20,【教学运行】,关于2018-2019学年第一学期《高等数学》半期考试安排的通知,https://jwch.fzu.edu.cn/info/1036/7662.htm,无附件,无附件链接,无下载次数
2018-11-19,【教学运行】,关于2018-2019学年第一学期《网络资源与信息检索》期末考试安排的通知,https://jwch.fzu.edu.cn/info/1036/7657.htm,无附件,无附件链接,无下载次数
2018-11-16,【实践科】,关于第十届“蓝桥杯”全国软件和信息技术专业人才大赛福州大学选拔赛的通知,https://jwch.fzu.edu.cn/info/1039/8959.htm,第十届蓝桥杯全国软件和信息技术专业人才大赛福州大学选拔赛报名汇总表.xls,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7605455,682
2018-11-15,【实践科】,关于做好第二十三期、二十四期本科生科研训练计划项目结题工作的通知,https://jwch.fzu.edu.cn/info/1039/9716.htm,无附件,无附件链接,无下载次数
2018-11-15,【综合科】,关于做好2018-2019学年第二学期教材征订工作的通知,https://jwch.fzu.edu.cn/info/1035/7388.htm,2019春教材征订附件.rar,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7605073,839
2018-11-15,【实践科】,关于做好2018年省级以上大学生创新创业训练计划项目和第二十四期本科生科研训练计划项目中期检查工作的通知,https://jwch.fzu.edu.cn/info/1039/8957.htm,无附件,无附件链接,无下载次数
2018-11-15,【实践科】,关于做好国家、省级大学生创新创业训练计划项目结题工作的通知,https://jwch.fzu.edu.cn/info/1039/8958.htm,无附件,无附件链接,无下载次数
2018-11-14,【教学运行】,停课通知,https://jwch.fzu.edu.cn/info/1036/7655.htm,无附件,无附件链接,无下载次数
2018-11-07,【教学运行】,关于信息资源讲座第237讲——《SciFinder——精确定位物质结构与反应信息》报名的通知,https://jwch.fzu.edu.cn/info/1036/7653.htm,无附件,无附件链接,无下载次数
2018-11-06,【质量办】,关于福州大学2018年第十六期新上岗教师达标培训班观摩公开课（二）的通知,https://jwch.fzu.edu.cn/info/1040/9067.htm,无附件,无附件链接,无下载次数
2018-10-31,【教学运行】,关于信息资源讲座第236讲——《走进国研网，畅启财经之旅》,https://jwch.fzu.edu.cn/info/1036/7651.htm,无附件,无附件链接,无下载次数
2018-10-30,【实践科】,关于第十届蓝桥杯全国软件和信息技术专业人才大赛报名通知,https://jwch.fzu.edu.cn/info/1039/8956.htm,第十届蓝桥杯软件大赛福州大学选拔赛报名汇总表.rar,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7605447,528
2018-10-29,【教学运行】,关于做好2019届预计毕业生电子注册图像采集工作的通知,https://jwch.fzu.edu.cn/info/1036/7648.htm,无附件,无附件链接,无下载次数
2018-10-29,【教学运行】,关于做好2018学年本科生转专业工作的通知,https://jwch.fzu.edu.cn/info/1036/11005.htm,无附件,无附件链接,无下载次数
2018-10-29,【教学运行】,关于2015、2016级学生《大学英语》免修申请的通知,https://jwch.fzu.edu.cn/info/1036/7737.htm,无附件,无附件链接,无下载次数
2018-10-29,【教学运行】,关于2014级学生《大学英语》免修申请的通知,https://jwch.fzu.edu.cn/info/1036/7645.htm,无附件,无附件链接,无下载次数
2018-10-23,【教学运行】,停课通知,https://jwch.fzu.edu.cn/info/1036/7736.htm,无附件,无附件链接,无下载次数
2018-10-19,【综合科】,关于2018级福州大学学生证附卡信息采集的通知,https://jwch.fzu.edu.cn/info/1035/11562.htm,无附件,无附件链接,无下载次数
2018-10-19,【质量办】,关于开展2018年度教师本科教学综合测评工作的通知,https://jwch.fzu.edu.cn/info/1040/9066.htm,无附件,无附件链接,无下载次数
2018-10-17,【质量办】,关于福州大学2018年第十六期新上岗教师达标培训班观摩公开课（一）的通知,https://jwch.fzu.edu.cn/info/1040/9063.htm,无附件,无附件链接,无下载次数
2018-10-17,【教学运行】,关于信息资源讲座第234讲——《网络开放学术资源检索和利用》报名的通知,https://jwch.fzu.edu.cn/info/1036/7735.htm,无附件,无附件链接,无下载次数
2018-10-17,【实践科】,关于公布第十八届高等数学竞赛获奖名单的通知,https://jwch.fzu.edu.cn/info/1039/8954.htm,无附件,无附件链接,无下载次数
2018-10-17,【实践科】,关于举办福州大学第十六届物理实验竞赛的通知,https://jwch.fzu.edu.cn/info/1039/8955.htm,无附件,无附件链接,无下载次数
2018-10-15,【教学运行】,关于2018-2019学年第一学期《大学物理A（下）》半期考试安排的通知,https://jwch.fzu.edu.cn/info/1036/7734.htm,无附件,无附件链接,无下载次数
2018-10-11,【实践科】,关于举办“实达迪美杯”福州大学第七届大学生软件设计与服务外包创新创业竞赛的通知,https://jwch.fzu.edu.cn/info/1039/8953.htm,无附件,无附件链接,无下载次数
2018-10-11,【教学运行】,关于组织2018级新生开展学籍信息自查工作的通知,https://jwch.fzu.edu.cn/info/1036/7733.htm,无附件,无附件链接,无下载次数
2018-10-09,【教学运行】,关于重修选课延长缴费时间的通知,https://jwch.fzu.edu.cn/info/1036/7731.htm,无附件,无附件链接,无下载次数
2018-09-28,【教学运行】,关于2018-2019-1-2017级体育理论教室安排表的通知,https://jwch.fzu.edu.cn/info/1036/7729.htm,无附件,无附件链接,无下载次数
2018-09-27,【教学运行】,关于信息资源讲座第232讲——《利用Web of Science助力科研创新 》报名的通知,https://jwch.fzu.edu.cn/info/1036/7725.htm,无附件,无附件链接,无下载次数
2018-09-26,【综合科】,关于召开2018-2019学年第一学期期初教学工作会议的通知,https://jwch.fzu.edu.cn/info/1035/11561.htm,无附件,无附件链接,无下载次数
