date,temperature_2m_max,temperature_2m_min,precipitation_sum,sunshine_duration,temperature_2m_mean
2024-12-10 00:00:00+00:00,19.696,12.096001,0.0,10117.655,16.1835
2024-12-11 00:00:00+00:00,22.296,13.246,1.0,32388.963,16.783499
2024-12-12 00:00:00+00:00,17.146,12.046,0.1,25624.916,13.950168
2024-12-13 00:00:00+00:00,16.496,9.195999,0.0,26854.266,13.335582
2024-12-14 00:00:00+00:00,15.046,6.196,0.0,27757.11,10.010583
2024-12-15 00:00:00+00:00,13.796,7.646,0.0,32217.408,10.062668
2024-12-16 00:00:00+00:00,14.945999,5.096,0.0,34863.043,9.698083
2024-12-17 00:00:00+00:00,16.996,6.296,0.0,34851.53,10.621001
2024-12-18 00:00:00+00:00,16.896,5.146,0.0,34842.723,10.783501
2024-12-19 00:00:00+00:00,12.746,6.746,0.0,24611.18,9.887668
2024-12-20 00:00:00+00:00,18.095999,9.496,0.0,32117.951,12.379333
2024-12-21 00:00:00+00:00,17.046,6.946,0.0,33423.87,12.223084
2024-12-22 00:00:00+00:00,12.646,6.596,0.0,34833.785,8.993917
2024-12-23 00:00:00+00:00,15.796,7.246,0.0,18861.973,11.025166
2024-12-24 00:00:00+00:00,16.246,8.945999,0.0,17157.117,13.773084
2024-12-25 00:00:00+00:00,20.746,13.546,1.1,28412.309,16.212666
2024-12-26 00:00:00+00:00,16.496,10.096001,0.1,7082.8154,13.67725
2024-12-27 00:00:00+00:00,17.345999,10.096001,0.0,25383.008,13.360581
2024-12-28 00:00:00+00:00,17.996,4.696,0.0,34892.082,10.50225
2024-12-29 00:00:00+00:00,12.896,6.546,0.0,34909.84,10.25225
2024-12-30 00:00:00+00:00,20.845999,7.746,0.0,34929.83,13.545999
2024-12-31 00:00:00+00:00,18.896,6.296,0.0,34952.008,12.016835
