latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
26.045692,119.24508,3.0,28800,Asia/Shanghai,GMT+8

time,temperature_2m (°C),relative_humidity_2m (%),apparent_temperature (°C),precipitation (mm),weather_code (wmo code),cloud_cover (%),wind_speed_10m (km/h),wind_direction_10m (°),shortwave_radiation_instant (W/m²),is_day ()
2024-01-01T00:00,13.4,72,11.8,0.00,3,100,8.1,58,0.0,0
2024-01-01T01:00,12.8,72,11.2,0.00,3,93,7.0,55,0.0,0
2024-01-01T02:00,12.3,69,10.6,0.00,3,100,5.7,55,0.0,0
2024-01-01T03:00,11.2,70,9.7,0.00,3,100,4.1,52,0.0,0
2024-01-01T04:00,10.7,72,9.1,0.00,2,65,3.6,53,0.0,0
2024-01-01T05:00,9.3,79,7.5,0.00,0,5,5.5,67,0.0,0
2024-01-01T06:00,9.3,76,7.5,0.00,0,2,4.8,77,0.0,0
2024-01-01T07:00,9.3,76,7.6,0.00,0,6,4.4,81,0.0,1
2024-01-01T08:00,9.9,74,8.2,0.00,0,8,4.0,85,138.8,1
2024-01-01T09:00,11.5,67,9.5,0.00,0,7,6.3,77,320.2,1
2024-01-01T10:00,12.7,62,10.7,0.00,0,11,6.1,87,474.2,1
2024-01-01T11:00,13.9,57,11.7,0.00,0,9,7.6,93,592.8,1
2024-01-01T12:00,15.0,53,13.0,0.00,0,13,9.4,97,645.1,1
2024-01-01T13:00,15.3,51,12.7,0.00,0,12,12.0,99,602.8,1
2024-01-01T14:00,15.2,49,12.1,0.00,0,15,13.2,101,535.5,1
2024-01-01T15:00,14.5,50,11.3,0.00,0,4,12.8,100,384.7,1
2024-01-01T16:00,13.4,55,10.5,0.00,0,0,11.4,103,218.4,1
2024-01-01T17:00,12.0,64,9.6,0.00,0,0,8.6,105,42.8,1
2024-01-01T18:00,10.2,76,8.6,0.00,0,0,4.6,108,0.0,0
2024-01-01T19:00,9.3,80,7.6,0.00,0,0,5.5,101,0.0,0
2024-01-01T20:00,10.4,73,9.0,0.00,0,2,2.8,50,0.0,0
2024-01-01T21:00,11.0,73,9.8,0.00,0,2,2.1,31,0.0,0
2024-01-01T22:00,10.6,76,9.4,0.00,0,3,2.4,27,0.0,0
2024-01-01T23:00,10.1,81,9.0,0.00,0,4,2.2,9,0.0,0
2024-01-02T00:00,9.2,88,8.2,0.00,0,11,2.6,344,0.0,0
2024-01-02T01:00,7.5,99,6.3,0.00,0,17,4.1,322,0.0,0
2024-01-02T02:00,6.4,100,4.6,0.00,3,97,6.4,317,0.0,0
2024-01-02T03:00,5.7,100,3.6,0.00,1,21,7.1,311,0.0,0
2024-01-02T04:00,5.4,99,3.2,0.00,0,15,6.9,309,0.0,0
2024-01-02T05:00,5.4,95,3.1,0.00,0,6,6.9,309,0.0,0
2024-01-02T06:00,6.7,93,4.7,0.00,0,2,6.3,301,0.0,0
2024-01-02T07:00,5.9,94,3.6,0.00,0,1,7.2,297,0.0,1
2024-01-02T08:00,9.0,85,7.4,0.00,0,1,5.3,298,139.4,1
2024-01-02T09:00,11.3,74,9.8,0.00,0,14,4.6,309,305.2,1
2024-01-02T10:00,14.0,63,12.9,0.00,0,0,3.1,315,479.0,1
2024-01-02T11:00,15.9,58,15.2,0.00,0,0,1.5,45,600.5,1
2024-01-02T12:00,17.3,55,17.1,0.00,0,0,2.4,117,650.4,1
2024-01-02T13:00,18.4,53,18.0,0.00,0,0,4.4,125,629.4,1
2024-01-02T14:00,18.9,52,17.8,0.00,0,0,6.7,126,541.4,1
2024-01-02T15:00,18.8,52,17.2,0.00,0,0,9.0,127,398.9,1
2024-01-02T16:00,18.2,55,16.4,0.00,0,5,10.3,126,221.2,1
2024-01-02T17:00,16.4,62,15.1,0.00,0,12,7.4,137,44.2,1
2024-01-02T18:00,13.9,74,12.9,0.00,3,96,6.2,144,0.0,0
2024-01-02T19:00,14.4,72,13.7,0.00,3,100,4.0,185,0.0,0
2024-01-02T20:00,13.2,81,12.5,0.00,3,83,4.6,225,0.0,0
2024-01-02T21:00,13.2,89,13.2,0.90,53,88,3.1,249,0.0,0
2024-01-02T22:00,13.2,87,13.2,0.00,2,78,2.6,196,0.0,0
2024-01-02T23:00,13.7,82,13.6,0.00,3,100,2.2,180,0.0,0
2024-01-03T00:00,13.8,82,14.0,0.00,3,100,0.7,180,0.0,0
2024-01-03T01:00,13.0,90,13.1,0.00,0,9,2.2,180,0.0,0
2024-01-03T02:00,13.1,87,12.9,0.00,1,26,3.4,238,0.0,0
2024-01-03T03:00,13.0,87,12.8,0.00,1,45,4.0,265,0.0,0
2024-01-03T04:00,11.3,91,10.3,0.00,1,31,7.0,282,0.0,0
2024-01-03T05:00,11.2,85,9.9,0.00,0,1,6.7,286,0.0,0
2024-01-03T06:00,10.7,83,8.9,0.00,0,5,8.8,289,0.0,0
2024-01-03T07:00,9.9,86,8.0,0.00,1,24,8.4,290,0.0,1
2024-01-03T08:00,10.9,80,8.8,0.00,0,14,10.6,288,107.2,1
2024-01-03T09:00,13.3,71,11.3,0.00,0,18,10.7,290,260.9,1
2024-01-03T10:00,14.4,67,12.2,0.00,0,9,12.1,297,410.9,1
2024-01-03T11:00,15.1,63,12.6,0.00,1,28,13.7,300,523.8,1
2024-01-03T12:00,16.2,58,13.8,0.00,1,49,14.2,300,599.6,1
2024-01-03T13:00,17.5,51,15.0,0.00,0,6,15.3,294,603.3,1
2024-01-03T14:00,18.5,46,15.7,0.00,0,5,14.8,293,532.4,1
2024-01-03T15:00,19.3,43,17.2,0.00,0,16,8.2,293,391.5,1
2024-01-03T16:00,18.0,46,15.6,0.00,2,69,10.0,111,207.4,1
2024-01-03T17:00,13.9,70,11.5,0.00,0,18,14.4,112,42.3,1
2024-01-03T18:00,11.4,81,10.0,0.00,0,18,6.4,133,0.0,0
2024-01-03T19:00,13.0,69,11.8,0.00,1,22,3.6,135,0.0,0
2024-01-03T20:00,12.7,68,11.7,0.00,0,15,1.8,360,0.0,0
2024-01-03T21:00,12.8,75,12.0,0.00,2,53,3.1,21,0.0,0
2024-01-03T22:00,12.7,76,11.8,0.00,2,78,3.4,18,0.0,0
2024-01-03T23:00,10.2,85,8.7,0.00,3,82,6.4,38,0.0,0
2024-01-04T00:00,9.7,87,8.1,0.00,0,13,6.9,43,0.0,0
2024-01-04T01:00,8.8,86,6.8,0.00,0,1,8.2,49,0.0,0
2024-01-04T02:00,8.3,78,5.8,0.00,0,0,8.4,43,0.0,0
2024-01-04T03:00,10.9,64,8.7,0.00,0,0,5.5,11,0.0,0
2024-01-04T04:00,8.3,76,6.2,0.00,0,0,5.5,349,0.0,0
2024-01-04T05:00,7.1,84,5.0,0.00,0,0,5.6,333,0.0,0
2024-01-04T06:00,6.1,95,4.1,0.00,0,0,6.3,329,0.0,0
2024-01-04T07:00,4.4,100,1.8,0.00,0,0,8.2,331,0.0,1
2024-01-04T08:00,7.7,89,5.8,0.00,0,0,6.8,328,149.4,1
2024-01-04T09:00,10.7,61,8.2,0.00,0,3,7.0,339,343.9,1
2024-01-04T10:00,12.2,50,9.2,0.00,0,7,8.4,40,474.8,1
2024-01-04T11:00,13.2,48,10.4,0.00,0,17,8.2,61,604.1,1
2024-01-04T12:00,14.1,47,11.8,0.00,0,16,7.6,71,631.5,1
2024-01-04T13:00,14.9,46,12.7,0.00,0,10,8.4,83,627.0,1
2024-01-04T14:00,15.2,45,12.7,0.00,0,2,8.6,90,554.1,1
2024-01-04T15:00,15.2,45,12.3,0.00,0,0,9.4,94,421.3,1
2024-01-04T16:00,14.6,47,11.7,0.00,0,0,9.3,103,238.9,1
2024-01-04T17:00,12.9,57,10.8,0.00,0,0,5.2,106,51.1,1
2024-01-04T18:00,12.8,59,11.0,0.00,0,0,4.3,85,0.0,0
2024-01-04T19:00,11.9,69,10.7,0.00,0,0,2.2,360,0.0,0
2024-01-04T20:00,10.8,80,9.8,0.00,0,0,3.0,346,0.0,0
2024-01-04T21:00,10.3,89,9.7,0.00,0,4,1.6,333,0.0,0
2024-01-04T22:00,9.4,96,8.6,0.00,0,1,3.8,319,0.0,0
2024-01-04T23:00,8.9,97,7.7,0.00,0,0,5.6,315,0.0,0
2024-01-05T00:00,6.7,98,4.7,0.00,0,6,7.5,305,0.0,0
2024-01-05T01:00,8.7,92,7.2,0.00,0,2,5.6,297,0.0,0
2024-01-05T02:00,8.7,90,7.2,0.00,0,0,5.1,278,0.0,0
2024-01-05T03:00,7.0,94,5.1,0.00,0,1,6.7,286,0.0,0
2024-01-05T04:00,6.7,94,4.6,0.00,0,5,7.4,284,0.0,0
2024-01-05T05:00,6.3,95,4.2,0.00,0,8,7.3,281,0.0,0
2024-01-05T06:00,5.7,96,3.4,0.00,0,11,8.1,283,0.0,0
2024-01-05T07:00,5.2,97,2.6,0.00,0,15,8.9,284,0.0,1
2024-01-05T08:00,8.6,85,6.9,0.00,1,26,5.6,255,120.7,1
2024-01-05T09:00,11.7,74,10.1,0.00,1,31,5.6,310,281.7,1
2024-01-05T10:00,14.6,62,13.4,0.00,1,40,3.6,315,438.5,1
2024-01-05T11:00,16.7,54,15.6,0.00,1,30,3.6,323,495.2,1
2024-01-05T12:00,18.6,48,17.8,0.00,0,1,3.5,336,604.1,1
2024-01-05T13:00,19.9,43,19.5,0.00,0,0,2.3,18,632.1,1
2024-01-05T14:00,20.6,41,19.9,0.00,0,0,1.5,76,550.6,1
2024-01-05T15:00,20.7,41,19.6,0.00,0,0,2.4,117,409.6,1
2024-01-05T16:00,20.4,43,19.4,0.00,0,1,2.0,135,228.9,1
2024-01-05T17:00,19.4,48,18.3,0.00,0,5,4.3,114,49.2,1
2024-01-05T18:00,15.2,62,13.6,0.00,0,3,7.5,125,0.0,0
2024-01-05T19:00,13.1,82,12.1,0.00,0,2,7.3,110,0.0,0
2024-01-05T20:00,13.8,80,13.4,0.00,0,0,4.1,52,0.0,0
2024-01-05T21:00,13.5,85,13.5,0.00,0,2,1.8,53,0.0,0
2024-01-05T22:00,13.1,88,13.4,0.00,0,5,0.7,270,0.0,0
2024-01-05T23:00,12.7,90,12.6,0.00,0,4,3.3,264,0.0,0
2024-01-06T00:00,12.2,92,12.1,0.00,0,1,2.9,277,0.0,0
2024-01-06T01:00,11.8,95,11.6,0.00,0,0,3.2,270,0.0,0
2024-01-06T02:00,11.3,97,11.0,0.00,0,2,4.0,280,0.0,0
2024-01-06T03:00,10.8,99,10.4,0.00,0,0,4.4,279,0.0,0
2024-01-06T04:00,10.4,100,9.9,0.00,3,98,4.3,265,0.0,0
2024-01-06T05:00,10.1,100,9.7,0.00,3,98,3.8,253,0.0,0
2024-01-06T06:00,10.0,98,9.4,0.00,1,48,4.0,260,0.0,0
2024-01-06T07:00,8.9,100,8.1,0.00,1,20,3.8,253,0.0,1
2024-01-06T08:00,10.4,96,10.0,0.00,0,0,3.0,256,128.3,1
2024-01-06T09:00,14.2,74,13.8,0.00,0,0,2.5,315,315.0,1
2024-01-06T10:00,16.8,61,16.3,0.00,0,7,2.7,337,482.0,1
2024-01-06T11:00,18.8,54,18.4,0.00,0,1,1.6,27,590.6,1
2024-01-06T12:00,20.3,50,20.5,0.00,0,0,1.8,90,648.2,1
2024-01-06T13:00,21.2,48,21.2,0.00,0,2,4.2,110,630.4,1
2024-01-06T14:00,21.5,48,20.5,0.00,0,17,6.6,112,510.9,1
2024-01-06T15:00,20.8,50,19.3,0.00,0,11,10.6,114,354.4,1
2024-01-06T16:00,18.4,54,16.0,0.00,0,16,15.2,112,188.4,1
2024-01-06T17:00,16.3,57,14.8,0.00,0,7,6.2,111,49.7,1
2024-01-06T18:00,14.9,62,13.5,0.00,0,2,5.4,138,0.0,0
2024-01-06T19:00,15.1,60,13.8,0.00,0,1,4.5,119,0.0,0
2024-01-06T20:00,14.1,65,13.0,0.00,0,7,3.6,96,0.0,0
2024-01-06T21:00,14.0,70,13.5,0.00,1,22,1.1,360,0.0,0
2024-01-06T22:00,13.3,75,12.5,0.00,0,6,3.4,342,0.0,0
2024-01-06T23:00,12.4,82,11.6,0.00,0,11,4.8,333,0.0,0
2024-01-07T00:00,10.5,90,9.4,0.00,1,25,5.9,313,0.0,0
2024-01-07T01:00,11.1,90,10.5,0.00,1,41,3.8,319,0.0,0
2024-01-07T02:00,10.6,95,10.1,0.00,3,100,3.3,311,0.0,0
2024-01-07T03:00,9.8,98,9.3,0.00,3,100,2.6,286,0.0,0
2024-01-07T04:00,9.6,98,9.2,0.00,3,100,2.3,288,0.0,0
2024-01-07T05:00,10.2,97,9.8,0.00,3,100,2.7,293,0.0,0
2024-01-07T06:00,10.8,91,10.4,0.00,3,100,1.8,281,0.0,0
2024-01-07T07:00,12.1,78,11.6,0.00,3,97,0.8,297,0.0,1
2024-01-07T08:00,12.5,73,11.7,0.00,3,96,1.8,79,73.5,1
2024-01-07T09:00,13.6,65,12.4,0.00,2,66,3.2,90,268.0,1
2024-01-07T10:00,14.7,61,13.0,0.00,1,35,6.8,90,451.4,1
2024-01-07T11:00,16.1,56,13.7,0.00,3,80,11.2,84,523.3,1
2024-01-07T12:00,16.5,55,14.1,0.00,2,68,11.9,90,536.1,1
2024-01-07T13:00,16.9,54,14.6,0.00,2,68,11.5,92,487.9,1
2024-01-07T14:00,16.7,55,14.3,0.00,3,97,12.3,93,406.9,1
2024-01-07T15:00,15.8,57,13.2,0.00,3,81,13.1,98,284.3,1
2024-01-07T16:00,14.8,60,12.3,0.00,0,17,11.6,106,188.1,1
2024-01-07T17:00,13.5,65,11.4,0.00,1,21,9.3,106,48.9,1
2024-01-07T18:00,12.0,74,10.3,0.00,1,24,7.1,105,0.0,0
2024-01-07T19:00,10.5,81,9.0,0.00,1,40,5.8,83,0.0,0
2024-01-07T20:00,9.8,82,8.2,0.00,1,34,6.1,45,0.0,0
2024-01-07T21:00,10.8,80,9.5,0.00,3,90,4.7,32,0.0,0
2024-01-07T22:00,9.9,80,8.3,0.00,2,51,5.8,22,0.0,0
2024-01-07T23:00,9.4,79,7.5,0.00,1,35,6.3,24,0.0,0
2024-01-08T00:00,8.6,82,6.5,0.00,1,45,6.8,32,0.0,0
2024-01-08T01:00,8.9,81,7.0,0.00,2,52,5.9,14,0.0,0
2024-01-08T02:00,9.7,78,8.0,0.00,3,91,5.4,4,0.0,0
2024-01-08T03:00,10.1,76,8.2,0.00,3,99,6.5,341,0.0,0
2024-01-08T04:00,9.8,78,8.0,0.00,3,94,6.0,327,0.0,0
2024-01-08T05:00,9.8,76,8.0,0.00,3,87,5.7,325,0.0,0
2024-01-08T06:00,9.7,77,8.0,0.00,3,100,4.5,346,0.0,0
2024-01-08T07:00,9.4,80,8.0,0.00,3,100,3.4,342,0.0,1
2024-01-08T08:00,10.4,74,8.6,0.00,3,85,5.4,340,70.0,1
2024-01-08T09:00,12.1,68,10.7,0.00,3,100,3.6,360,208.1,1
2024-01-08T10:00,13.2,64,11.8,0.00,3,93,3.3,347,326.1,1
2024-01-08T11:00,14.8,59,13.6,0.00,3,88,2.6,16,437.8,1
2024-01-08T12:00,15.9,55,14.5,0.00,3,100,4.0,63,488.2,1
2024-01-08T13:00,16.3,54,14.8,0.00,3,93,5.4,98,403.0,1
2024-01-08T14:00,16.0,56,14.5,0.10,51,100,5.8,112,210.5,1
2024-01-08T15:00,14.3,79,13.9,1.00,55,100,4.7,99,36.6,1
2024-01-08T16:00,13.8,80,13.6,0.90,53,99,3.0,76,27.5,1
2024-01-08T17:00,13.4,84,13.5,2.50,63,91,1.3,56,20.2,1
2024-01-08T18:00,12.7,86,12.3,0.90,53,100,4.0,95,0.0,0
2024-01-08T19:00,12.7,89,12.6,0.10,51,100,2.6,74,0.0,0
2024-01-08T20:00,12.5,90,12.5,0.20,51,100,2.2,81,0.0,0
2024-01-08T21:00,12.5,93,12.7,0.10,51,99,1.5,76,0.0,0
2024-01-08T22:00,11.9,92,11.8,0.00,3,100,2.5,90,0.0,0
2024-01-08T23:00,12.4,87,12.3,0.00,3,100,1.1,108,0.0,0
2024-01-09T00:00,12.4,87,12.2,0.00,1,44,2.3,108,0.0,0
2024-01-09T01:00,12.2,88,11.8,0.00,2,53,3.3,131,0.0,0
2024-01-09T02:00,12.0,89,11.7,0.20,51,91,3.1,144,0.0,0
2024-01-09T03:00,11.9,91,11.8,0.10,51,100,1.5,135,0.0,0
2024-01-09T04:00,11.8,91,11.7,0.20,51,99,2.4,153,0.0,0
2024-01-09T05:00,11.9,91,12.0,0.10,51,100,0.8,207,0.0,0
2024-01-09T06:00,12.0,91,12.0,0.00,3,100,1.6,117,0.0,0
2024-01-09T07:00,10.9,97,10.5,0.10,51,92,4.0,170,0.0,1
2024-01-09T08:00,12.0,95,12.1,0.20,51,100,2.0,135,77.5,1
2024-01-09T09:00,12.9,93,13.4,0.30,51,85,0.5,135,106.0,1
2024-01-09T10:00,14.0,85,14.1,0.10,51,100,3.1,306,227.0,1
2024-01-09T11:00,15.0,81,15.0,0.00,3,100,3.5,336,240.9,1
2024-01-09T12:00,16.0,77,16.3,0.00,3,100,2.5,360,301.4,1
2024-01-09T13:00,17.0,73,17.3,0.00,3,100,2.7,23,347.3,1
2024-01-09T14:00,16.7,75,16.9,0.00,3,100,3.1,45,137.0,1
2024-01-09T15:00,16.4,77,16.5,0.20,51,100,4.5,119,95.0,1
2024-01-09T16:00,15.6,84,15.7,0.30,51,100,5.7,145,38.3,1
2024-01-09T17:00,14.7,90,15.0,0.10,51,74,4.7,148,9.1,1
2024-01-09T18:00,14.9,85,15.3,0.00,2,50,2.9,120,0.0,0
2024-01-09T19:00,14.7,87,15.4,0.00,2,76,0.4,270,0.0,0
2024-01-09T20:00,14.4,88,15.2,0.00,0,19,0.4,270,0.0,0
2024-01-09T21:00,14.7,89,15.1,0.20,51,31,4.2,290,0.0,0
2024-01-09T22:00,12.5,94,12.0,0.00,1,29,6.7,324,0.0,0
2024-01-09T23:00,11.1,96,10.1,0.00,1,23,8.5,298,0.0,0
2024-01-10T00:00,10.6,97,9.6,0.00,1,29,7.6,289,0.0,0
2024-01-10T01:00,10.6,98,9.7,0.00,1,38,6.6,292,0.0,0
2024-01-10T02:00,10.5,97,9.4,0.00,2,69,7.4,299,0.0,0
2024-01-10T03:00,11.1,97,10.5,0.00,0,15,5.7,305,0.0,0
2024-01-10T04:00,9.6,98,8.2,0.00,1,25,8.6,303,0.0,0
2024-01-10T05:00,11.5,95,10.9,0.00,1,43,5.9,317,0.0,0
2024-01-10T06:00,11.5,95,11.2,0.00,2,54,3.6,307,0.0,0
2024-01-10T07:00,10.7,98,10.2,0.00,2,51,4.1,315,0.0,1
2024-01-10T08:00,11.3,96,10.7,0.00,2,70,5.5,302,94.2,1
2024-01-10T09:00,13.3,89,13.1,0.00,0,16,4.8,318,284.9,1
2024-01-10T10:00,15.5,80,15.4,0.00,1,21,5.1,315,463.2,1
2024-01-10T11:00,17.4,68,16.9,0.00,0,17,6.1,310,551.6,1
2024-01-10T12:00,19.0,57,18.6,0.00,0,19,6.1,310,619.3,1
2024-01-10T13:00,20.1,49,19.2,0.00,0,11,6.3,301,577.5,1
2024-01-10T14:00,21.0,35,19.2,0.00,0,0,6.2,324,548.4,1
2024-01-10T15:00,20.6,26,17.8,0.00,0,0,5.0,21,435.1,1
2024-01-10T16:00,18.8,35,16.5,0.00,0,0,5.1,98,253.1,1
2024-01-10T17:00,15.7,71,14.7,0.00,0,0,7.8,124,63.6,1
2024-01-10T18:00,12.9,85,11.6,0.00,0,0,9.8,126,0.0,0
2024-01-10T19:00,10.9,87,9.8,0.00,0,0,5.4,127,0.0,0
2024-01-10T20:00,11.7,76,10.6,0.00,0,0,3.3,131,0.0,0
2024-01-10T21:00,10.4,87,9.1,0.00,1,22,6.4,52,0.0,0
2024-01-10T22:00,9.9,86,8.3,0.00,0,15,6.5,56,0.0,0
2024-01-10T23:00,11.5,74,10.2,0.00,0,14,3.8,17,0.0,0
2024-01-11T00:00,8.7,88,7.2,0.00,1,29,5.2,344,0.0,0
2024-01-11T01:00,8.1,94,6.5,0.00,1,41,6.3,329,0.0,0
2024-01-11T02:00,8.8,96,7.7,0.00,2,75,4.3,336,0.0,0
2024-01-11T03:00,9.1,95,8.1,0.00,3,92,4.0,10,0.0,0
2024-01-11T04:00,9.0,92,7.7,0.00,3,95,4.9,36,0.0,0
2024-01-11T05:00,8.8,82,7.0,0.00,3,96,5.3,62,0.0,0
2024-01-11T06:00,9.0,80,7.4,0.00,3,100,4.4,81,0.0,0
2024-01-11T07:00,8.4,81,6.5,0.00,3,100,5.1,98,0.0,1
2024-01-11T08:00,10.2,73,8.4,0.00,3,100,4.8,103,88.8,1
2024-01-11T09:00,11.1,71,9.4,0.00,3,99,5.4,110,158.5,1
2024-01-11T10:00,12.1,66,10.6,0.00,3,99,3.6,90,305.8,1
2024-01-11T11:00,13.0,62,11.7,0.00,1,39,1.8,79,400.6,1
2024-01-11T12:00,14.2,56,12.9,0.00,0,8,2.7,113,591.8,1
2024-01-11T13:00,15.0,54,13.9,0.00,0,4,4.5,119,637.4,1
2024-01-11T14:00,15.6,51,14.1,0.00,0,7,5.2,115,564.5,1
2024-01-11T15:00,15.7,51,13.6,0.00,0,3,7.2,117,432.9,1
2024-01-11T16:00,14.9,55,12.5,0.00,0,0,9.7,121,256.0,1
2024-01-11T17:00,12.8,65,10.5,0.00,0,0,9.7,121,65.6,1
2024-01-11T18:00,10.4,77,8.6,0.00,0,0,6.2,126,0.0,0
2024-01-11T19:00,8.7,86,6.8,0.00,0,0,6.6,131,0.0,0
2024-01-11T20:00,9.2,80,7.4,0.00,0,0,5.4,132,0.0,0
2024-01-11T21:00,10.2,79,8.9,0.00,0,0,3.3,131,0.0,0
2024-01-11T22:00,9.8,84,8.8,0.00,0,1,2.2,171,0.0,0
2024-01-11T23:00,9.4,88,8.5,0.00,0,7,1.9,248,0.0,0
2024-01-12T00:00,9.0,93,7.9,0.00,0,12,3.9,304,0.0,0
2024-01-12T01:00,8.2,98,7.1,0.00,0,16,4.5,299,0.0,0
2024-01-12T02:00,7.5,100,6.2,0.00,3,98,4.5,284,0.0,0
2024-01-12T03:00,6.0,100,4.3,0.00,3,97,4.9,287,0.0,0
2024-01-12T04:00,5.3,100,3.3,0.00,3,96,6.0,295,0.0,0
2024-01-12T05:00,5.3,100,3.3,0.00,3,96,5.8,300,0.0,0
2024-01-12T06:00,5.3,100,3.3,0.00,3,96,5.5,302,0.0,0
2024-01-12T07:00,5.8,99,3.9,0.00,2,64,5.7,288,0.0,1
2024-01-12T08:00,8.1,88,6.8,0.00,1,40,3.1,291,118.4,1
2024-01-12T09:00,10.4,80,9.4,0.00,1,39,1.8,307,286.4,1
2024-01-12T10:00,12.6,71,11.6,0.00,1,23,2.2,9,453.1,1
2024-01-12T11:00,14.9,60,14.0,0.00,0,1,2.1,31,603.2,1
2024-01-12T12:00,16.9,49,16.4,0.00,0,0,2.2,90,678.9,1
2024-01-12T13:00,18.4,42,17.5,0.00,0,0,4.0,117,665.0,1
2024-01-12T14:00,19.2,39,17.6,0.00,0,0,5.7,125,582.5,1
2024-01-12T15:00,19.3,39,17.0,0.00,0,0,8.0,126,441.1,1
2024-01-12T16:00,18.4,44,16.1,0.00,0,0,9.3,126,257.3,1
2024-01-12T17:00,15.8,58,14.3,0.00,0,0,5.6,117,67.5,1
2024-01-12T18:00,11.7,74,9.8,0.00,0,0,8.7,132,0.0,0
2024-01-12T19:00,11.7,76,10.0,0.00,0,0,7.1,139,0.0,0
2024-01-12T20:00,12.6,74,11.7,0.00,0,0,3.0,104,0.0,0
2024-01-12T21:00,12.1,79,11.5,0.00,0,0,1.6,207,0.0,0
2024-01-12T22:00,11.3,84,10.7,0.00,0,0,2.2,270,0.0,0
2024-01-12T23:00,10.7,89,9.8,0.00,0,0,4.1,308,0.0,0
2024-01-13T00:00,10.1,93,9.3,0.00,0,0,4.0,297,0.0,0
2024-01-13T01:00,9.9,93,9.1,0.00,0,0,4.0,270,0.0,0
2024-01-13T02:00,9.7,93,8.8,0.00,0,0,3.6,264,0.0,0
2024-01-13T03:00,9.4,93,8.4,0.00,0,0,3.6,276,0.0,0
2024-01-13T04:00,9.2,92,8.0,0.00,0,0,4.7,274,0.0,0
2024-01-13T05:00,9.2,89,7.9,0.00,0,0,4.7,270,0.0,0
2024-01-13T06:00,9.2,85,7.7,0.00,0,0,5.0,270,0.0,0
2024-01-13T07:00,9.2,83,7.6,0.00,0,0,4.7,261,0.0,1
2024-01-13T08:00,9.6,81,8.3,0.00,0,0,3.3,257,148.1,1
2024-01-13T09:00,12.1,75,11.2,0.00,0,0,1.9,292,347.8,1
2024-01-13T10:00,15.2,60,14.2,0.00,0,0,2.5,278,523.9,1
2024-01-13T11:00,17.9,47,17.1,0.00,0,0,2.0,225,646.2,1
2024-01-13T12:00,19.7,40,19.1,0.00,0,0,3.2,153,702.5,1
2024-01-13T13:00,20.8,35,19.5,0.00,0,0,6.9,133,684.8,1
2024-01-13T14:00,21.3,27,18.5,0.00,0,0,10.0,120,600.5,1
2024-01-13T15:00,20.7,26,16.9,0.00,0,0,12.2,114,457.2,1
2024-01-13T16:00,19.2,31,15.8,0.00,0,0,11.1,119,269.5,1
2024-01-13T17:00,15.9,49,14.0,0.00,0,0,5.6,140,72.9,1
2024-01-13T18:00,12.8,58,10.4,0.00,0,0,7.9,150,0.0,0
2024-01-13T19:00,13.9,57,12.1,0.00,0,0,4.3,132,0.0,0
2024-01-13T20:00,12.0,69,11.0,0.00,0,0,1.1,72,0.0,0
2024-01-13T21:00,11.4,76,10.5,0.00,0,0,2.0,315,0.0,0
2024-01-13T22:00,9.4,87,7.9,0.00,0,2,5.9,308,0.0,0
2024-01-13T23:00,8.1,92,6.4,0.00,0,17,6.9,313,0.0,0
2024-01-14T00:00,7.4,94,5.4,0.00,1,20,7.9,313,0.0,0
2024-01-14T01:00,8.5,91,7.0,0.00,2,76,5.9,308,0.0,0
2024-01-14T02:00,9.4,83,7.8,0.00,1,39,5.1,309,0.0,0
2024-01-14T03:00,8.4,85,6.6,0.00,1,25,6.1,315,0.0,0
2024-01-14T04:00,7.6,88,5.4,0.00,0,15,8.1,315,0.0,0
2024-01-14T05:00,7.1,90,4.7,0.00,0,7,9.2,318,0.0,0
2024-01-14T06:00,7.0,92,4.6,0.00,0,4,9.4,313,0.0,0
2024-01-14T07:00,7.0,94,4.7,0.00,0,2,9.3,306,0.0,1
2024-01-14T08:00,10.8,87,9.4,0.00,0,2,7.1,300,133.2,1
2024-01-14T09:00,13.5,70,12.3,0.00,0,0,5.5,293,324.8,1
2024-01-14T10:00,17.3,55,16.0,0.00,0,0,5.6,297,496.6,1
2024-01-14T11:00,19.8,51,19.1,0.00,0,0,5.4,307,616.3,1
2024-01-14T12:00,21.3,50,21.9,0.00,0,0,2.0,315,672.0,1
2024-01-14T13:00,22.1,49,23.1,0.00,0,0,0.7,180,656.6,1
2024-01-14T14:00,22.5,48,23.0,0.00,0,0,2.2,171,572.8,1
2024-01-14T15:00,22.6,48,22.5,0.00,0,1,2.9,150,432.2,1
2024-01-14T16:00,22.2,49,21.8,0.00,0,5,4.7,148,249.2,1
2024-01-14T17:00,19.8,61,19.6,0.00,0,0,5.6,140,68.0,1
2024-01-14T18:00,16.3,73,15.6,0.00,0,0,7.7,127,0.0,0
2024-01-14T19:00,16.4,71,15.8,0.00,0,0,6.6,151,0.0,0
2024-01-14T20:00,16.3,71,16.2,0.00,0,0,3.5,204,0.0,0
2024-01-14T21:00,15.9,74,15.9,0.00,0,0,3.2,270,0.0,0
2024-01-14T22:00,14.9,79,14.8,0.00,0,0,3.4,302,0.0,0
2024-01-14T23:00,13.3,85,12.8,0.00,0,0,5.2,304,0.0,0
2024-01-15T00:00,10.9,93,9.6,0.00,0,0,8.4,301,0.0,0
