latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
26.045692,119.24508,3.0,28800,Asia/Shanghai,GMT+8

time,temperature_2m (°C),relative_humidity_2m (%),apparent_temperature (°C),precipitation (mm),weather_code (wmo code),cloud_cover (%),wind_speed_10m (km/h),wind_direction_10m (°),shortwave_radiation_instant (W/m²),is_day ()
2024-11-24T15:00,20.7,61,19.9,0.00,3,97,11.8,64,233.9,1
2024-11-24T16:00,19.8,66,19.4,0.00,3,99,9.6,60,80.8,1
2024-11-24T17:00,18.7,70,18.6,0.00,3,100,7.9,45,6.4,1
2024-11-24T18:00,17.8,75,18.3,0.00,3,100,4.3,42,0.0,0
2024-11-24T19:00,17.4,76,18.0,0.80,53,83,3.1,28,0.0,0
2024-11-24T20:00,17.0,77,17.5,0.20,51,80,3.0,343,0.0,0
2024-11-24T21:00,17.0,83,18.0,0.00,2,68,3.1,310,0.0,0
2024-11-24T22:00,16.8,82,17.4,0.00,3,96,4.5,293,0.0,0
2024-11-24T23:00,16.8,81,17.3,0.00,3,82,4.7,302,0.0,0
2024-11-25T00:00,16.3,82,16.4,2.40,61,100,6.1,298,0.0,0
2024-11-25T01:00,15.9,86,16.1,0.50,53,92,6.2,300,0.0,0
2024-11-25T02:00,15.2,90,15.8,0.10,51,100,4.4,277,0.0,0
2024-11-25T03:00,15.7,87,16.2,0.60,53,100,4.9,280,0.0,0
2024-11-25T04:00,15.7,87,16.2,0.10,51,100,4.0,300,0.0,0
2024-11-25T05:00,15.6,90,16.3,1.50,61,100,3.9,294,0.0,0
2024-11-25T06:00,15.4,91,16.1,0.80,53,100,4.1,299,0.0,0
2024-11-25T07:00,15.7,91,16.6,4.20,63,100,3.6,290,9.3,1
2024-11-25T08:00,16.1,90,17.3,3.30,63,99,2.7,318,52.2,1
2024-11-25T09:00,17.0,91,18.4,1.80,61,100,3.3,299,43.6,1
2024-11-25T10:00,17.2,93,18.9,2.10,61,100,2.9,270,50.0,1
2024-11-25T11:00,17.7,94,19.1,1.10,55,100,6.3,301,81.0,1
2024-11-25T12:00,18.7,89,20.7,0.50,53,100,3.3,319,155.1,1
2024-11-25T13:00,18.7,90,20.6,3.50,63,100,4.7,310,112.8,1
2024-11-25T14:00,19.3,88,21.1,0.20,51,100,5.3,294,153.9,1
2024-11-25T15:00,19.4,87,21.1,0.10,51,100,5.4,323,109.3,1
2024-11-25T16:00,19.4,86,21.2,0.10,51,100,5.4,326,87.9,1
2024-11-25T17:00,18.8,89,20.6,0.00,1,49,5.2,331,5.5,1
2024-11-25T18:00,17.5,93,19.1,0.00,0,4,3.9,317,0.0,0
2024-11-25T19:00,17.0,93,18.4,0.00,0,12,4.4,289,0.0,0
2024-11-25T20:00,16.5,94,17.8,0.00,0,2,4.7,286,0.0,0
2024-11-25T21:00,17.0,96,18.6,0.00,3,87,4.6,288,0.0,0
2024-11-25T22:00,17.4,96,19.0,0.00,0,14,5.6,291,0.0,0
2024-11-25T23:00,17.1,96,18.7,0.00,3,100,5.2,284,0.0,0
2024-11-26T00:00,17.3,94,18.7,0.00,3,100,5.7,288,0.0,0
2024-11-26T01:00,17.7,90,18.7,0.00,2,66,7.7,286,0.0,0
2024-11-26T02:00,17.8,86,18.1,0.00,3,100,10.9,297,0.0,0
2024-11-26T03:00,17.3,83,16.8,0.00,1,32,13.2,296,0.0,0
2024-11-26T04:00,16.1,82,15.3,0.00,2,77,12.1,287,0.0,0
2024-11-26T05:00,15.6,81,14.9,0.00,3,100,10.0,290,0.0,0
2024-11-26T06:00,15.4,80,14.6,0.00,2,59,9.6,298,0.0,0
2024-11-26T07:00,15.2,80,14.6,0.00,2,52,8.0,298,16.4,1
2024-11-26T08:00,15.9,75,15.2,0.00,2,58,8.3,300,145.4,1
2024-11-26T09:00,16.3,73,15.5,0.00,2,61,8.8,293,120.1,1
2024-11-26T10:00,18.1,66,17.1,0.00,1,22,10.6,316,472.6,1
2024-11-26T11:00,19.3,62,18.8,0.00,0,6,8.4,318,614.8,1
2024-11-26T12:00,20.2,58,20.4,0.00,0,18,7.0,314,656.8,1
2024-11-26T13:00,20.7,55,20.7,0.00,1,26,5.6,312,577.8,1
2024-11-26T14:00,21.3,52,20.3,0.00,1,39,8.7,287,483.7,1
2024-11-26T15:00,20.9,52,20.0,0.00,2,53,7.7,286,349.9,1
2024-11-26T16:00,19.0,59,18.4,0.00,1,24,5.9,101,161.4,1
2024-11-26T17:00,16.7,76,15.9,0.00,1,44,10.3,96,14.2,1
2024-11-26T18:00,15.5,79,15.5,0.00,1,37,4.0,93,0.0,0
2024-11-26T19:00,15.0,78,15.0,0.00,2,67,2.1,70,0.0,0
2024-11-26T20:00,14.8,76,14.9,0.00,3,92,0.8,45,0.0,0
2024-11-26T21:00,15.6,78,16.0,0.00,3,100,1.0,31,0.0,0
2024-11-26T22:00,15.8,76,16.1,0.00,3,100,1.8,360,0.0,0
2024-11-26T23:00,15.7,75,15.8,0.00,3,100,2.1,345,0.0,0
2024-11-27T00:00,15.5,77,15.6,0.00,3,100,2.6,326,0.0,0
2024-11-27T01:00,15.1,82,15.3,0.00,2,52,3.1,329,0.0,0
2024-11-27T02:00,14.4,87,14.7,0.00,1,28,3.0,335,0.0,0
2024-11-27T03:00,13.7,87,13.9,0.00,0,9,2.4,333,0.0,0
2024-11-27T04:00,13.0,91,13.3,0.00,0,6,1.9,331,0.0,0
2024-11-27T05:00,12.5,95,12.8,0.00,0,12,1.7,319,0.0,0
2024-11-27T06:00,11.8,99,12.1,0.00,1,28,2.1,290,0.0,0
2024-11-27T07:00,11.6,100,11.7,0.00,3,98,3.1,294,21.3,1
2024-11-27T08:00,13.5,89,13.3,0.00,0,19,5.1,312,200.2,1
2024-11-27T09:00,14.9,77,14.6,0.00,0,14,4.5,323,379.0,1
2024-11-27T10:00,16.4,64,15.6,0.00,2,63,4.5,331,539.7,1
2024-11-27T11:00,17.6,54,16.7,0.00,0,4,5.7,323,645.6,1
2024-11-27T12:00,18.6,45,17.6,0.00,0,0,6.5,318,677.1,1
2024-11-27T13:00,19.2,42,17.7,0.00,0,0,8.1,309,638.7,1
2024-11-27T14:00,19.2,42,16.7,0.00,0,0,11.1,293,533.2,1
2024-11-27T15:00,19.1,44,16.2,0.00,0,0,13.5,284,378.7,1
2024-11-27T16:00,18.5,46,15.9,0.00,0,0,11.8,279,191.4,1
2024-11-27T17:00,16.8,50,14.8,0.00,0,0,7.6,273,16.0,1
2024-11-27T18:00,15.3,60,14.3,0.00,0,0,3.1,301,0.0,0
2024-11-27T19:00,14.7,64,14.0,0.00,0,4,1.0,315,0.0,0
2024-11-27T20:00,13.8,70,13.4,0.00,0,4,0.5,315,0.0,0
2024-11-27T21:00,13.7,75,13.6,0.00,0,8,0.3,315,0.0,0
2024-11-27T22:00,13.2,80,13.1,0.00,0,10,0.4,270,0.0,0
2024-11-27T23:00,12.4,83,12.1,0.00,1,28,1.9,299,0.0,0
2024-11-28T00:00,11.8,83,11.1,0.00,0,14,3.1,294,0.0,0
2024-11-28T01:00,11.2,83,10.2,0.00,0,18,4.3,292,0.0,0
2024-11-28T02:00,10.7,81,9.4,0.00,0,5,4.6,288,0.0,0
2024-11-28T03:00,10.3,79,8.8,0.00,0,17,4.8,285,0.0,0
2024-11-28T04:00,9.9,77,8.2,0.00,1,41,4.8,283,0.0,0
2024-11-28T05:00,9.5,79,7.8,0.00,1,46,5.0,289,0.0,0
2024-11-28T06:00,9.3,79,7.6,0.00,0,10,5.1,293,0.0,0
2024-11-28T07:00,9.7,75,7.8,0.00,0,16,5.4,291,21.4,1
2024-11-28T08:00,11.6,66,9.5,0.00,0,0,6.8,295,211.7,1
2024-11-28T09:00,13.7,57,11.5,0.00,0,10,6.9,300,406.3,1
2024-11-28T10:00,15.4,46,12.8,0.00,0,4,8.4,304,564.5,1
2024-11-28T11:00,16.6,40,14.0,0.00,0,3,9.6,307,663.7,1
2024-11-28T12:00,17.3,38,15.0,0.00,0,0,10.4,312,694.4,1
2024-11-28T13:00,17.8,36,15.1,0.00,1,36,12.0,309,655.2,1
2024-11-28T14:00,17.9,39,14.8,0.00,0,1,12.9,302,549.7,1
2024-11-28T15:00,17.8,40,14.4,0.00,1,21,13.0,294,388.9,1
2024-11-28T16:00,17.1,43,14.2,0.00,0,0,10.8,288,196.3,1
2024-11-28T17:00,15.4,47,12.6,0.00,1,41,9.8,278,16.4,1
2024-11-28T18:00,14.1,53,11.6,0.00,3,94,8.3,283,0.0,0
2024-11-28T19:00,12.7,63,10.9,0.00,3,91,5.8,290,0.0,0
2024-11-28T20:00,11.6,71,10.1,0.00,0,11,4.0,291,0.0,0
2024-11-28T21:00,11.6,75,10.4,0.00,0,18,3.8,295,0.0,0
2024-11-28T22:00,10.8,81,9.6,0.00,0,0,4.3,298,0.0,0
2024-11-28T23:00,10.3,82,9.0,0.00,1,35,4.4,300,0.0,0
2024-11-29T00:00,9.8,82,8.4,0.00,0,8,4.3,292,0.0,0
2024-11-29T01:00,9.3,83,7.9,0.00,1,31,3.8,289,0.0,0
2024-11-29T02:00,8.8,85,7.3,0.00,1,25,3.8,289,0.0,0
2024-11-29T03:00,8.4,87,6.8,0.00,0,1,4.3,294,0.0,0
2024-11-29T04:00,8.0,89,6.6,0.00,0,0,3.5,291,0.0,0
2024-11-29T05:00,7.8,91,6.6,0.00,0,0,2.5,291,0.0,0
2024-11-29T06:00,7.4,93,6.1,0.00,1,20,2.7,302,0.0,0
2024-11-29T07:00,7.5,94,6.1,0.00,2,71,4.0,302,21.5,1
2024-11-29T08:00,10.2,82,8.6,0.00,0,0,6.1,304,212.7,1
2024-11-29T09:00,12.9,64,11.1,0.00,0,0,6.0,314,411.7,1
2024-11-29T10:00,15.0,46,12.4,0.00,0,0,7.8,320,571.5,1
2024-11-29T11:00,16.2,41,14.0,0.00,0,0,7.1,330,672.4,1
2024-11-29T12:00,17.1,39,15.8,0.00,0,0,4.6,329,702.6,1
2024-11-29T13:00,17.7,39,16.7,0.00,1,32,2.6,309,661.1,1
2024-11-29T14:00,18.0,39,16.7,0.00,2,71,1.8,323,553.5,1
2024-11-29T15:00,18.1,39,16.2,0.00,1,48,2.7,4,391.5,1
2024-11-29T16:00,17.6,43,16.0,0.00,0,0,2.4,54,197.0,1
2024-11-29T17:00,15.1,63,14.0,0.00,0,0,4.4,99,16.3,1
2024-11-29T18:00,13.4,69,12.1,0.00,0,0,5.1,113,0.0,0
2024-11-29T19:00,12.4,69,11.3,0.00,0,3,2.4,117,0.0,0
2024-11-29T20:00,12.0,71,11.1,0.00,1,43,0.6,124,0.0,0
2024-11-29T21:00,11.7,75,11.0,0.00,0,3,0.5,270,0.0,0
2024-11-29T22:00,10.8,84,10.1,0.00,2,72,1.8,294,0.0,0
2024-11-29T23:00,9.8,91,8.9,0.00,0,12,3.8,289,0.0,0
2024-11-30T00:00,9.2,94,8.3,0.00,0,14,3.7,284,0.0,0
2024-11-30T01:00,8.9,95,8.1,0.00,0,17,2.9,270,0.0,0
2024-11-30T02:00,8.8,94,7.8,0.00,1,22,2.9,263,0.0,0
2024-11-30T03:00,8.7,92,7.7,0.00,1,23,2.7,270,0.0,0
2024-11-30T04:00,8.6,91,7.4,0.00,1,24,3.1,280,0.0,0
2024-11-30T05:00,8.4,90,7.1,0.00,1,20,3.3,283,0.0,0
2024-11-30T06:00,8.1,93,6.8,0.00,0,15,3.8,275,0.0,0
2024-11-30T07:00,8.5,93,7.2,0.00,0,7,4.2,277,16.8,1
2024-11-30T08:00,10.8,81,9.5,0.00,0,7,5.2,292,192.4,1
2024-11-30T09:00,13.1,74,12.1,0.00,0,3,4.4,305,385.4,1
2024-11-30T10:00,15.4,61,14.3,0.00,0,0,3.7,309,542.9,1
2024-11-30T11:00,16.9,57,16.7,0.00,3,97,1.2,321,637.9,1
2024-11-30T12:00,17.0,57,16.4,0.00,2,58,1.1,198,369.1,1
2024-11-30T13:00,17.8,56,17.2,0.00,3,100,2.6,155,512.6,1
2024-11-30T14:00,17.3,57,16.5,0.00,3,100,3.8,161,201.6,1
2024-11-30T15:00,17.1,59,16.2,0.00,1,33,5.0,154,136.4,1
2024-11-30T16:00,17.0,61,16.0,0.00,1,20,5.9,142,172.8,1
2024-11-30T17:00,15.2,74,14.7,0.00,2,57,4.4,148,15.0,1
2024-11-30T18:00,14.2,78,13.9,0.00,1,20,3.7,169,0.0,0
2024-11-30T19:00,13.9,81,14.0,0.00,0,16,1.2,207,0.0,0
2024-11-30T20:00,13.1,85,13.3,0.00,1,45,0.7,256,0.0,0
2024-11-30T21:00,13.0,90,13.3,0.00,3,92,1.3,270,0.0,0
2024-11-30T22:00,12.7,92,12.9,0.00,2,50,2.3,274,0.0,0
2024-11-30T23:00,12.5,92,12.6,0.00,3,98,2.2,270,0.0,0
2024-12-01T00:00,12.1,93,12.0,0.00,3,97,3.1,273,0.0,0
2024-12-01T01:00,11.4,95,11.1,0.00,3,91,3.6,276,0.0,0
2024-12-01T02:00,11.5,94,11.2,0.00,1,34,3.6,279,0.0,0
2024-12-01T03:00,10.9,95,10.4,0.00,0,12,4.0,275,0.0,0
2024-12-01T04:00,10.4,96,9.8,0.00,0,12,4.0,275,0.0,0
2024-12-01T05:00,10.1,95,9.4,0.00,0,9,4.3,275,0.0,0
2024-12-01T06:00,10.0,95,9.1,0.00,0,6,4.5,275,0.0,0
2024-12-01T07:00,10.2,95,9.5,0.00,0,1,4.2,280,17.0,1
2024-12-01T08:00,12.8,82,12.0,0.00,0,2,5.6,299,188.7,1
2024-12-01T09:00,14.4,83,14.4,0.00,0,8,3.0,335,368.9,1
2024-12-01T10:00,16.7,72,16.8,0.00,0,0,3.2,3,538.8,1
2024-12-01T11:00,18.8,62,19.2,0.00,0,0,3.2,16,642.3,1
2024-12-01T12:00,20.4,54,20.9,0.00,1,25,3.6,41,674.8,1
2024-12-01T13:00,21.3,49,21.5,0.00,3,81,4.4,52,637.3,1
2024-12-01T14:00,21.6,47,21.2,0.00,2,75,4.4,78,534.4,1
2024-12-01T15:00,21.4,48,20.9,0.00,1,30,3.8,87,377.2,1
2024-12-01T16:00,20.9,50,20.8,0.00,0,0,0.9,101,190.0,1
2024-12-01T17:00,19.0,63,19.5,0.00,0,0,0.8,243,15.8,1
2024-12-01T18:00,17.6,67,18.0,0.00,0,0,0.2,270,0.0,0
2024-12-01T19:00,16.3,71,16.4,0.00,0,0,1.3,180,0.0,0
2024-12-01T20:00,15.0,79,15.1,0.00,0,0,1.8,143,0.0,0
2024-12-01T21:00,14.8,87,15.6,0.00,0,0,0.4,207,0.0,0
2024-12-01T22:00,13.8,93,14.5,0.00,0,6,1.1,279,0.0,0
2024-12-01T23:00,12.9,96,13.2,0.00,0,0,3.3,279,0.0,0
2024-12-02T00:00,12.5,98,12.7,0.00,0,0,2.9,270,0.0,0
2024-12-02T01:00,12.2,99,12.4,0.00,0,0,2.9,270,0.0,0
2024-12-02T02:00,11.8,100,12.0,0.00,1,27,3.1,277,0.0,0
2024-12-02T03:00,11.6,100,11.6,0.00,0,0,3.1,270,0.0,0
2024-12-02T04:00,11.5,100,11.5,0.00,1,27,3.4,270,0.0,0
2024-12-02T05:00,11.3,99,11.3,0.00,1,47,3.3,264,0.0,0
2024-12-02T06:00,11.1,99,11.0,0.00,0,6,3.1,270,0.0,0
2024-12-02T07:00,11.2,99,11.1,0.00,1,48,3.6,273,17.1,1
2024-12-02T08:00,13.9,90,13.9,0.00,0,18,4.9,276,186.6,1
2024-12-02T09:00,16.5,81,17.2,0.00,0,0,2.9,292,373.1,1
2024-12-02T10:00,19.1,67,19.7,0.00,0,0,2.2,284,526.9,1
2024-12-02T11:00,21.0,58,21.8,0.00,0,1,1.7,257,622.5,1
2024-12-02T12:00,22.1,56,23.5,0.00,0,1,1.7,193,652.8,1
2024-12-02T13:00,22.9,58,24.5,0.00,0,0,2.8,162,615.2,1
2024-12-02T14:00,23.4,60,24.7,0.00,0,0,3.6,147,517.1,1
2024-12-02T15:00,23.3,63,24.6,0.00,0,1,5.1,129,367.1,1
2024-12-02T16:00,22.4,67,23.5,0.00,0,0,7.1,128,181.5,1
2024-12-02T17:00,20.3,79,21.9,0.00,0,0,4.7,140,14.5,1
2024-12-02T18:00,18.5,85,20.1,0.00,0,0,3.6,153,0.0,0
2024-12-02T19:00,17.8,87,19.6,0.00,0,2,1.0,158,0.0,0
2024-12-02T20:00,16.9,91,18.6,0.00,0,7,0.4,270,0.0,0
2024-12-02T21:00,16.7,94,18.3,0.00,0,11,2.3,288,0.0,0
2024-12-02T22:00,16.0,95,17.4,0.00,0,16,3.0,284,0.0,0
2024-12-02T23:00,15.8,96,16.9,0.00,0,17,4.0,297,0.0,0
2024-12-03T00:00,15.3,97,16.3,0.00,1,29,3.9,304,0.0,0
2024-12-03T01:00,15.0,97,15.9,0.00,1,28,3.7,299,0.0,0
2024-12-03T02:00,14.7,97,15.6,0.00,3,100,3.6,297,0.0,0
2024-12-03T03:00,15.6,95,16.7,0.00,3,100,3.5,291,0.0,0
2024-12-03T04:00,15.9,94,17.0,0.00,3,100,3.5,291,0.0,0
2024-12-03T05:00,16.2,93,17.3,0.00,3,100,3.8,281,0.0,0
2024-12-03T06:00,16.3,93,17.7,0.00,3,100,2.5,270,0.0,0
2024-12-03T07:00,16.7,92,18.2,0.00,3,100,2.2,270,7.4,1
2024-12-03T08:00,17.5,89,18.9,0.00,3,100,4.0,262,58.9,1
2024-12-03T09:00,19.7,83,21.7,0.10,51,61,2.8,349,193.5,1
2024-12-03T10:00,20.7,76,21.6,0.10,51,81,9.1,49,319.5,1
2024-12-03T11:00,21.4,73,22.2,0.00,2,59,9.6,57,372.6,1
2024-12-03T12:00,21.5,73,22.3,0.40,51,74,9.6,67,380.5,1
2024-12-03T13:00,21.9,71,23.1,0.10,51,98,7.2,78,370.0,1
2024-12-03T14:00,21.9,69,22.6,0.00,2,75,9.2,83,343.0,1
2024-12-03T15:00,21.1,72,21.5,0.00,2,65,10.7,77,233.2,1
2024-12-03T16:00,20.3,74,21.1,0.00,2,52,7.9,79,125.1,1
2024-12-03T17:00,19.2,79,20.5,0.00,3,80,4.0,69,12.0,1
2024-12-03T18:00,18.3,82,19.8,0.00,3,88,1.8,45,0.0,0
2024-12-03T19:00,18.2,82,19.8,0.00,3,92,0.6,304,0.0,0
2024-12-03T20:00,17.9,83,19.3,0.00,3,80,1.7,328,0.0,0
2024-12-03T21:00,17.4,83,18.8,0.00,1,33,0.6,326,0.0,0
2024-12-03T22:00,16.9,84,18.1,0.00,1,30,1.2,309,0.0,0
2024-12-03T23:00,16.3,86,17.3,0.00,1,44,2.6,304,0.0,0
2024-12-04T00:00,16.1,87,17.0,0.00,1,48,2.9,292,0.0,0
2024-12-04T01:00,16.0,88,16.7,0.00,1,41,4.2,290,0.0,0
2024-12-04T02:00,15.7,88,16.4,0.00,1,48,4.3,292,0.0,0
2024-12-04T03:00,15.2,89,15.8,0.00,2,54,3.8,287,0.0,0
2024-12-04T04:00,15.1,89,15.5,0.00,3,83,4.3,287,0.0,0
2024-12-04T05:00,14.8,88,15.1,0.00,3,100,4.5,286,0.0,0
2024-12-04T06:00,14.8,87,15.1,0.00,3,100,3.6,279,0.0,0
2024-12-04T07:00,15.1,87,15.7,0.00,3,100,2.5,270,7.4,1
2024-12-04T08:00,15.8,80,16.1,0.00,3,100,3.4,270,63.9,1
2024-12-04T09:00,17.5,71,17.8,0.00,3,100,3.1,324,153.3,1
2024-12-04T10:00,18.1,70,18.2,0.00,3,100,4.9,4,123.0,1
2024-12-04T11:00,18.1,74,18.3,0.10,51,100,5.9,35,116.2,1
2024-12-04T12:00,18.7,71,18.6,0.00,3,100,8.3,42,195.8,1
2024-12-04T13:00,18.9,69,18.8,0.00,3,100,7.8,48,192.3,1
2024-12-04T14:00,19.2,68,19.1,0.00,3,100,8.1,59,207.3,1
2024-12-04T15:00,19.1,68,18.7,0.00,3,89,9.1,75,135.7,1
2024-12-04T16:00,18.9,70,18.9,0.00,3,90,7.6,91,86.5,1
2024-12-04T17:00,17.8,76,18.2,0.00,3,83,4.8,105,10.7,1
2024-12-04T18:00,16.7,83,17.5,0.00,3,100,2.9,101,0.0,0
2024-12-04T19:00,16.7,83,17.8,0.00,3,100,1.3,90,0.0,0
2024-12-04T20:00,16.6,81,17.7,0.00,3,100,0.6,56,0.0,0
2024-12-04T21:00,16.1,88,17.3,0.00,3,100,0.7,284,0.0,0
2024-12-04T22:00,15.9,88,17.0,0.00,3,100,1.8,276,0.0,0
2024-12-04T23:00,15.4,92,16.3,0.00,3,97,3.2,273,0.0,0
2024-12-05T00:00,15.1,94,15.9,0.00,3,100,3.6,276,0.0,0
2024-12-05T01:00,14.8,96,15.6,0.00,1,48,3.8,270,0.0,0
2024-12-05T02:00,13.8,100,14.5,0.00,1,32,3.4,267,0.0,0
2024-12-05T03:00,13.2,100,13.5,0.00,3,99,4.7,274,0.0,0
2024-12-05T04:00,12.9,100,13.1,0.00,3,99,5.1,287,0.0,0
2024-12-05T05:00,12.8,100,12.7,0.00,3,100,6.4,288,0.0,0
2024-12-05T06:00,13.0,99,13.1,0.00,3,100,5.6,291,0.0,0
2024-12-05T07:00,13.1,98,13.2,0.00,3,100,5.4,300,7.5,1
2024-12-05T08:00,13.9,92,14.1,0.00,3,100,4.8,297,79.9,1
2024-12-05T09:00,16.7,80,17.2,0.00,0,12,3.5,294,302.2,1
2024-12-05T10:00,18.7,68,19.4,0.00,0,1,1.3,286,484.4,1
2024-12-05T11:00,20.2,63,20.9,0.00,0,11,3.1,103,594.8,1
2024-12-05T12:00,21.2,60,21.7,0.00,2,54,3.9,106,548.3,1
2024-12-05T13:00,21.5,59,22.2,0.00,3,99,2.0,90,427.2,1
2024-12-05T14:00,21.1,59,21.3,0.00,2,55,4.9,114,256.9,1
2024-12-05T15:00,21.0,61,20.7,0.00,1,26,8.9,119,269.8,1
2024-12-05T16:00,20.0,66,19.9,0.00,1,27,8.5,122,146.0,1
2024-12-05T17:00,18.4,76,19.0,0.00,0,10,5.2,124,14.7,1
2024-12-05T18:00,17.0,83,17.9,0.00,0,15,3.5,141,0.0,0
2024-12-05T19:00,16.3,86,17.2,0.00,1,20,3.1,140,0.0,0
2024-12-05T20:00,15.8,88,17.0,0.00,1,28,1.0,158,0.0,0
2024-12-05T21:00,15.5,91,16.8,0.00,1,42,0.4,243,0.0,0
2024-12-05T22:00,15.0,94,16.2,0.00,1,38,1.6,270,0.0,0
2024-12-05T23:00,15.0,96,16.0,0.00,2,63,3.1,280,0.0,0
2024-12-06T00:00,15.2,96,16.0,0.00,3,97,4.4,277,0.0,0
2024-12-06T01:00,15.2,96,16.3,0.00,3,100,2.9,266,0.0,0
2024-12-06T02:00,15.4,95,16.6,0.00,3,89,2.9,270,0.0,0
2024-12-06T03:00,15.1,95,16.1,0.00,3,99,3.3,279,0.0,0
2024-12-06T04:00,15.2,95,16.1,0.00,3,100,3.5,298,0.0,0
2024-12-06T05:00,15.2,95,16.3,0.00,3,100,2.6,295,0.0,0
2024-12-06T06:00,14.8,95,15.9,0.00,3,100,1.6,297,0.0,0
2024-12-06T07:00,14.5,97,15.4,0.00,2,55,2.9,317,10.1,1
2024-12-06T08:00,15.3,94,16.4,0.00,1,44,2.2,346,138.7,1
2024-12-06T09:00,18.0,80,19.2,0.00,1,30,2.1,15,313.7,1
2024-12-06T10:00,19.1,74,19.7,0.00,3,100,5.8,70,425.4,1
2024-12-06T11:00,19.5,71,20.0,0.00,3,100,5.8,81,316.0,1
2024-12-06T12:00,19.6,70,20.1,0.10,51,100,5.6,88,253.6,1
2024-12-06T13:00,19.7,70,20.3,0.10,51,100,5.7,101,273.6,1
2024-12-06T14:00,19.7,70,19.9,0.00,3,96,7.8,109,234.0,1
2024-12-06T15:00,19.4,71,19.4,0.00,1,26,9.2,107,195.2,1
2024-12-06T16:00,18.6,73,18.5,0.00,1,49,9.0,103,144.7,1
2024-12-06T17:00,17.3,79,17.4,0.00,3,98,7.8,109,11.5,1
2024-12-06T18:00,16.5,81,16.7,0.00,3,100,6.0,115,0.0,0
2024-12-06T19:00,16.1,82,16.6,0.00,3,100,3.4,115,0.0,0
2024-12-06T20:00,15.9,83,16.6,0.00,3,100,2.4,103,0.0,0
2024-12-06T21:00,16.0,85,16.7,0.00,3,100,3.0,123,0.0,0
2024-12-06T22:00,15.9,85,16.6,0.00,3,100,2.4,103,0.0,0
2024-12-06T23:00,15.7,85,16.6,0.00,3,100,1.7,122,0.0,0
2024-12-07T00:00,15.6,86,16.5,0.10,51,100,0.9,191,0.0,0
2024-12-07T01:00,15.2,88,15.9,0.10,51,97,2.3,184,0.0,0
2024-12-07T02:00,14.9,90,15.7,0.10,51,76,1.6,207,0.0,0
2024-12-07T03:00,14.4,90,15.1,0.00,2,50,1.5,166,0.0,0
2024-12-07T04:00,14.0,92,14.6,0.00,1,46,1.5,150,0.0,0
2024-12-07T05:00,13.3,96,13.7,0.00,2,68,2.8,125,0.0,0
2024-12-07T06:00,13.4,96,14.2,0.00,3,100,0.7,180,0.0,0
2024-12-07T07:00,14.1,93,14.7,0.00,3,100,2.0,185,5.1,1
2024-12-07T08:00,14.5,89,14.9,0.00,3,100,3.6,153,69.7,1
2024-12-07T09:00,15.8,83,16.2,0.00,3,100,4.0,108,135.5,1
2024-12-07T10:00,16.7,78,17.1,0.00,3,100,3.4,72,190.4,1
2024-12-07T11:00,17.5,74,18.0,0.00,3,100,3.3,49,228.4,1
2024-12-07T12:00,18.0,72,18.3,0.00,3,100,4.5,7,171.8,1
2024-12-07T13:00,18.3,71,18.6,0.00,3,100,4.1,45,146.0,1
2024-12-07T14:00,18.4,70,18.5,0.00,3,100,5.2,65,127.6,1
2024-12-07T15:00,17.8,73,17.9,0.00,3,100,5.9,90,67.1,1
2024-12-07T16:00,17.2,74,17.1,0.00,3,100,6.4,108,40.9,1
2024-12-07T17:00,16.3,75,16.0,0.00,3,100,6.8,108,5.1,1
2024-12-07T18:00,15.4,76,15.0,0.00,3,99,5.4,116,0.0,0
2024-12-07T19:00,14.9,76,14.7,0.00,3,100,3.3,119,0.0,0
2024-12-07T20:00,14.7,78,14.7,0.00,3,100,1.9,124,0.0,0
2024-12-07T21:00,15.0,78,15.3,0.00,3,100,0.7,194,0.0,0
2024-12-07T22:00,14.8,81,15.0,0.00,3,100,2.3,360,0.0,0
2024-12-07T23:00,14.6,75,14.0,0.00,3,100,4.9,24,0.0,0
2024-12-08T00:00,14.1,69,13.0,0.00,3,100,5.4,30,0.0,0
2024-12-08T01:00,13.7,64,12.3,0.00,3,100,4.9,39,0.0,0
2024-12-08T02:00,13.3,63,11.5,0.00,3,100,6.4,16,0.0,0
2024-12-08T03:00,12.9,64,11.1,0.00,3,100,6.1,23,0.0,0
2024-12-08T04:00,12.7,62,10.6,0.00,3,100,7.3,28,0.0,0
2024-12-08T05:00,12.2,63,10.1,0.00,3,100,7.0,32,0.0,0
2024-12-08T06:00,11.8,63,9.6,0.00,1,24,6.5,8,0.0,0
2024-12-08T07:00,11.0,68,9.2,0.00,3,81,4.1,358,10.4,1
2024-12-08T08:00,12.0,63,10.2,0.00,3,95,4.3,358,133.9,1
2024-12-08T09:00,12.9,61,10.9,0.00,3,100,6.1,34,122.2,1
2024-12-08T10:00,13.1,60,11.0,0.00,3,99,6.4,54,126.7,1
2024-12-08T11:00,13.7,59,11.6,0.00,3,100,7.6,59,266.6,1
2024-12-08T12:00,14.1,58,11.8,0.00,3,100,8.9,62,295.2,1
2024-12-08T13:00,13.9,59,11.8,0.00,3,100,7.7,65,180.9,1
2024-12-08T14:00,14.1,58,12.1,0.00,3,100,7.2,71,183.7,1
2024-12-08T15:00,14.4,58,12.2,0.00,3,100,8.6,78,158.0,1
