date,temperature_2m,relative_humidity_2m,apparent_temperature,precipitation,cloud_cover,weather_code,wind_speed_10m,wind_direction_10m,shortwave_radiation_instant,is_day
2024-01-01T00:00,11.0°C,68%,9.5°C,0.0mm,35%,1,2.6km/h,74°,136.8W/m²,1
2024-01-01T01:00,11.8°C,63%,9.8°C,0.0mm,40%,2,5.6km/h,63°,265.5W/m²,1
2024-01-01T02:00,13.1°C,57%,10.3°C,0.0mm,46%,2,10.2km/h,58°,400.2W/m²,1
2024-01-01T03:00,14.1°C,53%,10.8°C,0.0mm,51%,2,13.6km/h,58°,509.5W/m²,1
2024-01-01T04:00,14.5°C,51%,10.9°C,0.0mm,49%,2,15.5km/h,62°,566.6W/m²,1
2024-01-01T05:00,14.5°C,51%,11.0°C,0.0mm,46%,2,16.2km/h,69°,567.7W/m²,1
2024-01-01T06:00,14.6°C,51%,10.8°C,0.0mm,44%,2,17.0km/h,73°,509.5W/m²,1
2024-01-01T07:00,14.0°C,55%,10.8°C,0.0mm,24%,1,13.5km/h,81°,380.4W/m²,1
2024-01-01T08:00,13.2°C,56%,10.2°C,0.0mm,17%,1,11.9km/h,90°,232.7W/m²,1
2024-01-01T09:00,12.5°C,57%,9.7°C,0.0mm,9%,1,9.5km/h,99°,52.6W/m²,1
2024-01-01T10:00,11.7°C,59%,9.4°C,0.0mm,6%,0,6.0km/h,107°,0.0W/m²,0
2024-01-01T11:00,11.5°C,61%,9.6°C,0.0mm,0%,0,3.6km/h,143°,0.0W/m²,0
2024-01-01T12:00,11.6°C,63%,10.0°C,0.0mm,0%,0,2.3km/h,129°,0.0W/m²,0
2024-01-01T13:00,11.3°C,65%,9.9°C,0.0mm,0%,0,1.1km/h,162°,0.0W/m²,0
2024-01-01T14:00,11.2°C,64%,9.8°C,0.0mm,26%,1,0.8km/h,243°,0.0W/m²,0
2024-01-01T15:00,10.9°C,66%,9.2°C,0.0mm,6%,0,2.6km/h,286°,0.0W/m²,0
2024-01-01T16:00,10.0°C,72%,8.3°C,0.0mm,0%,0,4.0km/h,275°,0.0W/m²,0
2024-01-01T17:00,9.2°C,79%,7.4°C,0.0mm,0%,0,4.7km/h,266°,0.0W/m²,0
2024-01-01T18:00,8.8°C,80%,7.0°C,0.0mm,0%,0,4.7km/h,270°,0.0W/m²,0
2024-01-01T19:00,8.3°C,82%,6.5°C,0.0mm,0%,0,5.1km/h,262°,0.0W/m²,0
2024-01-01T20:00,7.7°C,85%,5.8°C,0.0mm,0%,0,4.8km/h,257°,0.0W/m²,0
2024-01-01T21:00,7.1°C,88%,5.2°C,0.0mm,0%,0,5.2km/h,254°,0.0W/m²,0
2024-01-01T22:00,6.8°C,90%,4.9°C,0.0mm,0%,0,5.2km/h,254°,0.0W/m²,0
2024-01-01T23:00,6.6°C,90%,4.7°C,0.0mm,0%,0,4.9km/h,253°,6.9W/m²,1
2024-01-02T00:00,7.9°C,87%,6.2°C,0.0mm,0%,0,4.8km/h,257°,139.1W/m²,1
2024-01-02T01:00,11.2°C,68%,9.6°C,0.0mm,0%,0,3.7km/h,281°,315.3W/m²,1
2024-01-02T02:00,13.3°C,56%,11.5°C,0.0mm,0%,0,3.8km/h,311°,477.8W/m²,1
2024-01-02T03:00,15.0°C,53%,13.4°C,0.0mm,0%,0,4.1km/h,345°,596.2W/m²,1
2024-01-02T04:00,16.5°C,51%,15.5°C,0.0mm,0%,0,5.1km/h,8°,653.5W/m²,1
2024-01-02T05:00,17.7°C,50%,16.9°C,0.0mm,29%,1,4.9km/h,36°,631.4W/m²,1
2024-01-02T06:00,18.2°C,50%,16.7°C,0.0mm,0%,0,6.9km/h,81°,537.7W/m²,1
2024-01-02T07:00,18.3°C,51%,16.6°C,0.0mm,0%,0,7.9km/h,90°,392.9W/m²,1
2024-01-02T08:00,17.8°C,53%,16.1°C,0.0mm,0%,0,8.4km/h,97°,213.0W/m²,1
2024-01-02T09:00,16.6°C,59%,14.9°C,0.0mm,46%,2,8.9km/h,104°,40.7W/m²,1
2024-01-02T10:00,15.2°C,65%,13.8°C,0.0mm,96%,3,7.1km/h,105°,0.0W/m²,0
2024-01-02T11:00,14.5°C,69%,13.5°C,0.0mm,100%,3,4.8km/h,103°,0.0W/m²,0
2024-01-02T12:00,14.0°C,72%,13.3°C,0.1mm,97%,3,2.7km/h,67°,0.0W/m²,0
2024-01-02T13:00,13.6°C,75%,13.0°C,0.2mm,99%,80,2.8km/h,50°,0.0W/m²,0
2024-01-02T14:00,13.6°C,76%,13.1°C,0.0mm,98%,3,2.6km/h,326°,0.0W/m²,0
2024-01-02T15:00,13.5°C,77%,13.1°C,0.2mm,92%,3,2.6km/h,326°,0.0W/m²,0
2024-01-02T16:00,13.6°C,78%,13.5°C,0.0mm,94%,3,1.1km/h,342°,0.0W/m²,0
2024-01-02T17:00,13.6°C,79%,13.3°C,0.0mm,88%,3,1.8km/h,270°,0.0W/m²,0
2024-01-02T18:00,13.7°C,80%,13.6°C,0.0mm,90%,3,1.5km/h,315°,0.0W/m²,0
2024-01-02T19:00,13.7°C,80%,13.7°C,0.0mm,91%,3,0.4km/h,360°,0.0W/m²,0
2024-01-02T20:00,13.7°C,80%,13.7°C,0.0mm,85%,3,0.8km/h,153°,0.0W/m²,0
2024-01-02T21:00,13.7°C,80%,13.7°C,0.0mm,74%,2,1.0km/h,45°,0.0W/m²,0
2024-01-02T22:00,13.7°C,80%,13.7°C,0.0mm,50%,2,1.1km/h,342°,0.0W/m²,0
2024-01-02T23:00,13.4°C,80%,12.7°C,0.0mm,55%,2,5.6km/h,333°,7.8W/m²,1
2024-01-03T00:00,14.5°C,67%,12.7°C,0.0mm,41%,2,9.4km/h,320°,127.0W/m²,1
2024-01-03T01:00,15.4°C,62%,13.0°C,0.0mm,64%,2,13.5km/h,312°,291.4W/m²,1
2024-01-03T02:00,15.8°C,60%,12.8°C,0.0mm,79%,2,17.6km/h,316°,396.0W/m²,1
2024-01-03T03:00,16.0°C,59%,12.9°C,0.0mm,95%,3,17.6km/h,317°,375.2W/m²,1
2024-01-03T04:00,16.4°C,58%,13.4°C,0.0mm,89%,3,16.9km/h,320°,404.8W/m²,1
2024-01-03T05:00,16.6°C,57%,13.8°C,0.0mm,67%,2,15.6km/h,326°,351.4W/m²,1
2024-01-03T06:00,17.1°C,52%,14.3°C,0.0mm,62%,2,14.3km/h,335°,268.5W/m²,1
2024-01-03T07:00,17.5°C,48%,14.7°C,0.0mm,61%,2,13.1km/h,351°,318.8W/m²,1
2024-01-03T08:00,17.6°C,46%,14.9°C,0.0mm,63%,2,11.7km/h,9°,168.2W/m²,1
2024-01-03T09:00,16.6°C,53%,14.3°C,0.0mm,56%,2,10.2km/h,67°,35.9W/m²,1
2024-01-03T10:00,14.3°C,72%,12.7°C,0.0mm,71%,2,10.0km/h,103°,0.0W/m²,0
2024-01-03T11:00,13.2°C,76%,11.9°C,0.0mm,77%,2,7.5km/h,125°,0.0W/m²,0
2024-01-03T12:00,12.7°C,76%,11.5°C,0.0mm,74%,2,5.9km/h,137°,0.0W/m²,0
2024-01-03T13:00,12.2°C,78%,11.1°C,0.0mm,57%,2,4.9km/h,144°,0.0W/m²,0
2024-01-03T14:00,11.8°C,80%,10.7°C,0.0mm,55%,2,4.5km/h,119°,0.0W/m²,0
2024-01-03T15:00,11.4°C,78%,10.2°C,0.0mm,39%,1,4.7km/h,94°,0.0W/m²,0
2024-01-03T16:00,11.1°C,76%,9.8°C,0.0mm,44%,1,4.3km/h,66°,0.0W/m²,0
2024-01-03T17:00,10.9°C,74%,9.4°C,0.0mm,43%,1,4.3km/h,42°,0.0W/m²,0
2024-01-03T18:00,10.8°C,66%,8.8°C,0.0mm,32%,2,5.0km/h,30°,0.0W/m²,0
2024-01-03T19:00,10.4°C,67%,8.4°C,0.0mm,32%,1,4.5km/h,14°,0.0W/m²,0
2024-01-03T20:00,9.9°C,70%,8.1°C,0.0mm,34%,1,4.0km/h,360°,0.0W/m²,0
2024-01-03T21:00,9.4°C,72%,7.7°C,0.0mm,10%,1,3.3km/h,347°,0.0W/m²,0
2024-01-03T22:00,9.0°C,74%,7.3°C,0.0mm,17%,1,2.9km/h,330°,0.0W/m²,0
2024-01-03T23:00,8.5°C,78%,6.8°C,0.0mm,26%,1,2.8km/h,320°,9.1W/m²,1
2024-01-04T00:00,8.8°C,75%,7.0°C,0.0mm,11%,1,3.1km/h,324°,147.4W/m²,1
2024-01-04T01:00,10.5°C,66%,8.6°C,0.0mm,5%,0,4.2km/h,340°,327.2W/m²,1
2024-01-04T02:00,12.1°C,51%,9.3°C,0.0mm,22%,1,7.6km/h,19°,473.6W/m²,1
2024-01-04T03:00,13.3°C,47%,10.0°C,0.0mm,13%,1,10.3km/h,29°,585.9W/m²,1
2024-01-04T04:00,14.5°C,43%,11.6°C,0.0mm,0%,0,11.5km/h,39°,666.1W/m²,1
2024-01-04T05:00,15.4°C,40%,12.5°C,0.0mm,0%,0,11.8km/h,50°,650.4W/m²,1
2024-01-04T06:00,15.5°C,41%,12.3°C,0.0mm,0%,0,12.6km/h,59°,563.4W/m²,1
2024-01-04T07:00,15.4°C,42%,11.8°C,0.0mm,0%,0,13.3km/h,71°,413.6W/m²,1
2024-01-04T08:00,14.8°C,46%,11.3°C,0.0mm,0%,0,13.4km/h,76°,231.4W/m²,1
2024-01-04T09:00,13.7°C,52%,10.6°C,0.0mm,0%,0,11.6km/h,85°,47.5W/m²,1
2024-01-04T10:00,12.6°C,59%,10.4°C,0.0mm,38%,1,6.3km/h,103°,0.0W/m²,0
2024-01-04T11:00,11.9°C,65%,10.4°C,0.0mm,44%,2,2.3km/h,129°,0.0W/m²,0
2024-01-04T12:00,12.3°C,66%,11.1°C,0.0mm,35%,2,1.8km/h,37°,0.0W/m²,0
2024-01-04T13:00,11.9°C,66%,10.6°C,0.0mm,20%,1,2.3km/h,309°,0.0W/m²,0
2024-01-04T14:00,11.0°C,73%,9.7°C,0.0mm,5%,0,3.3km/h,276°,0.0W/m²,0
2024-01-04T15:00,9.6°C,82%,8.0°C,0.0mm,0%,0,5.1km/h,274°,0.0W/m²,0
2024-01-04T16:00,8.6°C,87%,7.0°C,0.0mm,0%,0,5.0km/h,270°,0.0W/m²,0
2024-01-04T17:00,8.1°C,89%,6.4°C,0.0mm,0%,0,5.8km/h,274°,0.0W/m²,0
2024-01-04T18:00,8.1°C,86%,6.3°C,0.0mm,27%,0,5.8km/h,277°,0.0W/m²,0
2024-01-04T19:00,7.7°C,87%,5.9°C,0.0mm,0%,0,4.7km/h,274°,0.0W/m²,0
2024-01-04T20:00,7.3°C,90%,5.5°C,0.0mm,0%,0,4.7km/h,261°,0.0W/m²,0
2024-01-04T21:00,7.1°C,90%,5.4°C,0.0mm,17%,1,4.4km/h,261°,0.0W/m²,0
2024-01-04T22:00,7.2°C,90%,5.4°C,0.0mm,37%,1,4.7km/h,261°,0.0W/m²,0
2024-01-04T23:00,7.4°C,88%,5.8°C,0.0mm,62%,2,3.6km/h,264°,10.7W/m²,1
2024-01-05T00:00,9.1°C,85%,7.7°C,0.0mm,69%,2,4.4km/h,279°,116.8W/m²,1
2024-01-05T01:00,11.9°C,69%,10.5°C,0.0mm,42%,1,3.6km/h,307°,258.7W/m²,1
2024-01-05T02:00,14.3°C,52%,12.5°C,0.0mm,34%,1,3.6km/h,323°,463.5W/m²,1
2024-01-05T03:00,16.2°C,47%,14.4°C,0.0mm,0%,0,3.9km/h,338°,595.7W/m²,1
2024-01-05T04:00,17.9°C,42%,16.8°C,0.0mm,30%,1,3.6km/h,354°,659.2W/m²,1
2024-01-05T05:00,19.2°C,39%,18.3°C,0.0mm,0%,0,2.5km/h,8°,637.0W/m²,1
2024-01-05T06:00,20.0°C,35%,18.6°C,0.0mm,23%,1,1.8km/h,37°,547.9W/m²,1
2024-01-05T07:00,20.3°C,35%,18.8°C,0.0mm,35%,1,1.5km/h,14°,401.0W/m²,1
2024-01-05T08:00,20.2°C,37%,18.6°C,0.0mm,0%,0,3.3km/h,6°,223.6W/m²,1
2024-01-05T09:00,19.5°C,40%,18.0°C,0.0mm,0%,0,2.8km/h,50°,48.4W/m²,1
2024-01-05T10:00,17.6°C,51%,16.4°C,0.0mm,3%,0,3.4km/h,108°,0.0W/m²,0
2024-01-05T11:00,15.2°C,68%,14.3°C,0.0mm,38%,1,4.6km/h,129°,0.0W/m²,0
2024-01-05T12:00,13.7°C,83%,13.4°C,0.0mm,0%,1,3.6km/h,143°,0.0W/m²,0
2024-01-05T13:00,12.5°C,91%,12.3°C,0.0mm,5%,0,3.2km/h,180°,0.0W/m²,0
2024-01-05T14:00,11.1°C,97%,10.8°C,0.0mm,43%,45,3.3km/h,193°,0.0W/m²,0
2024-01-05T15:00,10.2°C,100%,10.0°C,0.0mm,66%,45,2.3km/h,231°,0.0W/m²,0
2024-01-05T16:00,10.0°C,97%,9.4°C,0.0mm,50%,45,3.4km/h,238°,0.0W/m²,0
2024-01-05T17:00,9.2°C,99%,8.4°C,0.0mm,73%,45,3.9km/h,236°,0.0W/m²,0
2024-01-05T18:00,9.0°C,97%,8.1°C,0.0mm,58%,45,4.1km/h,255°,0.0W/m²,0
2024-01-05T19:00,8.7°C,96%,7.6°C,0.0mm,61%,45,3.9km/h,248°,0.0W/m²,0
2024-01-05T20:00,8.5°C,96%,7.4°C,0.0mm,52%,2,4.2km/h,239°,0.0W/m²,0
2024-01-05T21:00,8.3°C,95%,7.1°C,0.0mm,53%,2,3.9km/h,236°,0.0W/m²,0
2024-01-05T22:00,8.1°C,95%,6.9°C,0.0mm,54%,2,3.9km/h,236°,0.0W/m²,0
2024-01-05T23:00,8.0°C,95%,6.8°C,0.0mm,69%,2,3.6km/h,233°,13.1W/m²,1
2024-01-06T00:00,9.5°C,90%,8.5°C,0.0mm,36%,2,3.4km/h,252°,130.0W/m²,1
2024-01-06T01:00,13.1°C,79%,12.9°C,0.0mm,20%,1,1.1km/h,270°,286.9W/m²,1
2024-01-06T02:00,16.2°C,55%,15.1°C,0.0mm,0%,0,2.3km/h,51°,480.8W/m²,1
2024-01-06T03:00,18.0°C,46%,16.6°C,0.0mm,0%,0,4.2km/h,59°,602.3W/m²,1
2024-01-06T04:00,19.6°C,41%,18.8°C,0.0mm,13%,1,3.3km/h,49°,658.4W/m²,1
2024-01-06T05:00,20.7°C,39%,19.9°C,0.0mm,16%,1,3.9km/h,56°,632.3W/m²,1
2024-01-06T06:00,21.2°C,41%,19.8°C,0.0mm,24%,1,6.8km/h,65°,542.6W/m²,1
2024-01-06T07:00,20.9°C,45%,18.9°C,0.0mm,14%,1,11.1km/h,77°,403.9W/m²,1
2024-01-06T08:00,19.6°C,52%,17.6°C,0.0mm,0%,0,13.1km/h,98°,226.5W/m²,1
2024-01-06T09:00,18.0°C,53%,16.1°C,0.0mm,0%,0,10.1km/h,107°,49.4W/m²,1
2024-01-06T10:00,16.4°C,57%,14.8°C,0.0mm,30%,1,7.3km/h,99°,0.0W/m²,0
2024-01-06T11:00,15.2°C,61%,13.8°C,0.0mm,56%,2,5.2km/h,102°,0.0W/m²,0
2024-01-06T12:00,14.2°C,67%,13.1°C,0.0mm,55%,2,4.3km/h,114°,0.0W/m²,0
2024-01-06T13:00,13.3°C,71%,12.4°C,0.0mm,55%,2,3.1km/h,135°,0.0W/m²,0
2024-01-06T14:00,12.9°C,74%,12.1°C,0.0mm,68%,2,2.7km/h,157°,0.0W/m²,0
2024-01-06T15:00,12.6°C,75%,11.9°C,0.0mm,65%,2,2.3km/h,162°,0.0W/m²,0
2024-01-06T16:00,12.5°C,75%,11.8°C,0.0mm,66%,2,2.2km/h,189°,0.0W/m²,0
2024-01-06T17:00,12.6°C,73%,11.8°C,0.0mm,61%,2,1.8km/h,217°,0.0W/m²,0
2024-01-06T18:00,13.1°C,67%,12.3°C,0.0mm,82%,2,0.5km/h,225°,0.0W/m²,0
2024-01-06T19:00,12.9°C,67%,12.1°C,0.0mm,74%,2,0.5km/h,135°,0.0W/m²,0
2024-01-06T20:00,12.8°C,66%,11.9°C,0.0mm,78%,2,0.4km/h,270°,0.0W/m²,0
2024-01-06T21:00,12.8°C,65%,11.9°C,0.0mm,95%,3,0.4km/h,360°,0.0W/m²,0
2024-01-06T22:00,12.7°C,66%,11.5°C,0.0mm,89%,3,2.5km/h,82°,0.0W/m²,0
2024-01-06T23:00,11.8°C,74%,10.7°C,0.0mm,81%,2,2.9km/h,83°,0.0W/m²,1
2024-01-07T00:00,12.2°C,77%,11.4°C,0.0mm,84%,3,2.6km/h,56°,78.9W/m²,1
2024-01-07T01:00,13.6°C,66%,12.3°C,0.0mm,91%,3,4.2km/h,70°,211.8W/m²,1
2024-01-07T02:00,14.6°C,58%,12.4°C,0.0mm,83%,3,8.9km/h,63°,347.6W/m²,1
2024-01-07T03:00,15.4°C,58%,13.2°C,0.0mm,66%,2,9.7km/h,68°,509.4W/m²,1
2024-01-07T04:00,16.0°C,57%,13.5°C,0.0mm,64%,2,13.2km/h,73°,572.8W/m²,1
2024-01-07T05:00,16.2°C,57%,13.4°C,0.0mm,70%,2,15.7km/h,79°,566.1W/m²,1
2024-01-07T06:00,16.3°C,55%,13.1°C,0.0mm,48%,2,17.3km/h,90°,482.3W/m²,1
2024-01-07T07:00,15.4°C,59%,12.5°C,0.0mm,58%,2,15.9km/h,93°,359.1W/m²,1
2024-01-07T08:00,14.6°C,61%,11.8°C,0.0mm,58%,2,14.1km/h,96°,202.6W/m²,1
2024-01-07T09:00,13.7°C,64%,11.3°C,0.0mm,72%,2,11.4km/h,103°,46.8W/m²,1
2024-01-07T10:00,12.7°C,68%,10.6°C,0.0mm,71%,2,8.9km/h,117°,0.0W/m²,0
2024-01-07T11:00,12.0°C,71%,10.4°C,0.0mm,68%,2,5.8km/h,97°,0.0W/m²,0
2024-01-07T12:00,12.1°C,73%,10.9°C,0.0mm,93%,2,3.6km/h,84°,0.0W/m²,0
2024-01-07T13:00,11.8°C,71%,10.6°C,0.0mm,81%,3,2.5km/h,98°,0.0W/m²,0
2024-01-07T14:00,11.8°C,69%,10.6°C,0.0mm,97%,3,2.4km/h,63°,0.0W/m²,0
2024-01-07T15:00,11.7°C,68%,10.3°C,0.0mm,96%,3,2.6km/h,56°,0.0W/m²,0
2024-01-07T16:00,11.4°C,68%,9.8°C,0.0mm,81%,2,3.3km/h,49°,0.0W/m²,0
2024-01-07T17:00,11.2°C,68%,9.6°C,0.0mm,57%,2,3.1km/h,45°,0.0W/m²,0
2024-01-07T18:00,10.9°C,64%,9.1°C,0.0mm,81%,2,2.9km/h,7°,0.0W/m²,0
2024-01-07T19:00,10.5°C,65%,8.7°C,0.0mm,100%,3,3.3km/h,319°,0.0W/m²,0
2024-01-07T20:00,10.0°C,69%,8.2°C,0.0mm,100%,3,3.4km/h,302°,0.0W/m²,0
2024-01-07T21:00,9.9°C,72%,8.1°C,0.1mm,100%,61,4.4km/h,305°,0.0W/m²,0
2024-01-07T22:00,9.9°C,73%,8.0°C,0.0mm,90%,3,5.0km/h,300°,0.0W/m²,0
2024-01-07T23:00,10.0°C,72%,8.1°C,0.0mm,91%,3,5.0km/h,291°,0.0W/m²,1
2024-01-08T00:00,10.5°C,72%,8.9°C,0.0mm,97%,3,3.9km/h,292°,79.1W/m²,1
2024-01-08T01:00,11.5°C,63%,9.7°C,0.0mm,98%,3,3.6km/h,307°,136.6W/m²,1
2024-01-08T02:00,12.2°C,61%,10.2°C,0.0mm,97%,3,5.2km/h,335°,182.4W/m²,1
2024-01-08T03:00,13.0°C,60%,11.0°C,0.0mm,100%,3,5.8km/h,338°,267.6W/m²,1
2024-01-08T04:00,13.5°C,60%,11.8°C,0.0mm,99%,3,5.2km/h,344°,281.9W/m²,1
2024-01-08T05:00,13.7°C,63%,12.0°C,0.1mm,99%,61,6.2km/h,353°,217.1W/m²,1
2024-01-08T06:00,13.4°C,65%,11.9°C,0.0mm,100%,3,5.1km/h,356°,164.0W/m²,1
2024-01-08T07:00,13.2°C,69%,11.9°C,0.1mm,99%,61,4.4km/h,351°,66.1W/m²,1
2024-01-08T08:00,12.8°C,74%,11.7°C,0.6mm,100%,61,4.3km/h,355°,35.1W/m²,1
2024-01-08T09:00,12.4°C,79%,11.4°C,0.7mm,99%,61,5.0km/h,339°,9.0W/m²,1
2024-01-08T10:00,12.1°C,81%,11.2°C,0.2mm,99%,61,4.3km/h,336°,0.0W/m²,0
2024-01-08T11:00,12.0°C,82%,11.3°C,0.0mm,96%,3,3.1km/h,339°,0.0W/m²,0
2024-01-08T12:00,11.8°C,84%,11.3°C,0.0mm,99%,3,2.1km/h,329°,0.0W/m²,0
2024-01-08T13:00,11.7°C,85%,11.0°C,0.0mm,100%,3,3.1km/h,291°,0.0W/m²,0
2024-01-08T14:00,11.5°C,86%,10.9°C,0.0mm,97%,3,3.4km/h,302°,0.0W/m²,0
2024-01-08T15:00,11.5°C,87%,10.8°C,0.1mm,97%,61,3.9km/h,304°,0.0W/m²,0
2024-01-08T16:00,11.4°C,88%,10.8°C,0.3mm,100%,61,3.8km/h,311°,0.0W/m²,0
2024-01-08T17:00,11.4°C,89%,10.8°C,0.6mm,100%,61,3.3km/h,311°,0.0W/m²,0
2024-01-08T18:00,11.4°C,92%,11.0°C,0.8mm,99%,61,3.3km/h,311°,0.0W/m²,0
2024-01-08T19:00,11.4°C,92%,11.1°C,0.4mm,93%,61,2.7km/h,337°,0.0W/m²,0
2024-01-08T20:00,11.6°C,92%,11.4°C,0.1mm,95%,61,2.0km/h,315°,0.0W/m²,0
2024-01-08T21:00,11.7°C,90%,11.4°C,0.0mm,99%,3,3.1km/h,339°,0.0W/m²,0
2024-01-08T22:00,11.8°C,90%,11.7°C,0.0mm,100%,3,1.1km/h,72°,0.0W/m²,0
2024-01-08T23:00,11.8°C,90%,11.8°C,0.0mm,100%,3,1.0km/h,225°,0.0W/m²,1
2024-01-09T00:00,12.2°C,91%,12.3°C,0.0mm,100%,3,1.4km/h,270°,75.5W/m²,1
2024-01-09T01:00,12.9°C,87%,12.9°C,0.0mm,100%,3,1.8km/h,360°,109.8W/m²,1
2024-01-09T02:00,13.6°C,84%,13.8°C,0.0mm,100%,3,1.3km/h,326°,149.4W/m²,1
2024-01-09T03:00,14.3°C,81%,14.5°C,0.0mm,100%,3,1.5km/h,14°,224.8W/m²,1
2024-01-09T04:00,15.6°C,77%,15.7°C,0.1mm,100%,3,2.3km/h,18°,362.7W/m²,1
2024-01-09T05:00,16.4°C,74%,16.7°C,0.0mm,100%,3,1.3km/h,304°,299.4W/m²,1
2024-01-09T06:00,17.1°C,73%,17.8°C,0.0mm,100%,3,0.5km/h,315°,280.6W/m²,1
2024-01-09T07:00,17.5°C,74%,18.0°C,0.0mm,100%,3,2.3km/h,108°,160.3W/m²,1
2024-01-09T08:00,17.3°C,75%,18.0°C,0.0mm,100%,3,1.1km/h,108°,85.0W/m²,1
2024-01-09T09:00,16.9°C,79%,17.9°C,0.2mm,100%,61,0.4km/h,90°,12.4W/m²,1
2024-01-09T10:00,16.1°C,86%,17.0°C,0.2mm,100%,61,2.3km/h,141°,0.0W/m²,0
2024-01-09T11:00,15.5°C,90%,16.5°C,0.2mm,100%,61,2.3km/h,162°,0.0W/m²,0
2024-01-09T12:00,15.0°C,94%,16.0°C,0.2mm,100%,61,2.4km/h,153°,0.0W/m²,0
2024-01-09T13:00,14.4°C,96%,15.3°C,0.0mm,75%,45,2.3km/h,129°,0.0W/m²,0
2024-01-09T14:00,14.0°C,97%,14.9°C,0.0mm,82%,45,2.3km/h,129°,0.0W/m²,0
2024-01-09T15:00,13.9°C,96%,14.8°C,0.0mm,93%,45,1.5km/h,135°,0.0W/m²,0
2024-01-09T16:00,14.0°C,95%,14.8°C,0.0mm,84%,3,1.5km/h,104°,0.0W/m²,0
2024-01-09T17:00,13.9°C,96%,14.8°C,0.0mm,92%,45,0.7km/h,90°,0.0W/m²,0
2024-01-09T18:00,14.0°C,94%,14.8°C,0.0mm,89%,45,1.8km/h,281°,0.0W/m²,0
2024-01-09T19:00,13.9°C,93%,14.6°C,0.0mm,71%,2,1.8km/h,270°,0.0W/m²,0
2024-01-09T20:00,13.6°C,91%,14.1°C,0.0mm,46%,2,1.5km/h,256°,0.0W/m²,0
2024-01-09T21:00,13.0°C,92%,13.3°C,0.0mm,30%,1,2.1km/h,239°,0.0W/m²,0
2024-01-09T22:00,11.8°C,95%,11.8°C,0.0mm,32%,1,2.5km/h,225°,0.0W/m²,0
2024-01-09T23:00,11.5°C,95%,11.4°C,0.0mm,54%,2,2.4km/h,207°,0.0W/m²,1
2024-01-10T00:00,13.1°C,88%,13.2°C,0.0mm,72%,2,1.6km/h,207°,101.5W/m²,1
2024-01-10T01:00,14.4°C,85%,14.9°C,0.0mm,50%,2,1.3km/h,56°,247.8W/m²,1
2024-01-10T02:00,16.2°C,78%,16.3°C,0.0mm,58%,2,5.0km/h,60°,431.2W/m²,1
2024-01-10T03:00,17.3°C,68%,16.8°C,0.0mm,47%,2,6.6km/h,41°,529.1W/m²,1
2024-01-10T04:00,18.1°C,62%,17.1°C,0.0mm,59%,2,8.4km/h,47°,551.8W/m²,1
2024-01-10T05:00,18.1°C,61%,17.0°C,0.0mm,47%,2,9.2km/h,69°,494.3W/m²,1
2024-01-10T06:00,18.2°C,61%,17.2°C,0.0mm,47%,2,8.5km/h,78°,441.1W/m²,1
2024-01-10T07:00,17.1°C,65%,16.1°C,0.0mm,47%,2,8.2km/h,105°,315.7W/m²,1
2024-01-10T08:00,16.2°C,68%,14.8°C,0.0mm,56%,2,10.8km/h,120°,197.2W/m²,1
2024-01-10T09:00,15.0°C,70%,13.0°C,0.0mm,67%,2,13.3km/h,109°,50.2W/m²,1
2024-01-10T10:00,14.0°C,74%,12.3°C,0.0mm,69%,2,10.5km/h,112°,0.0W/m²,0
2024-01-10T11:00,13.3°C,74%,11.9°C,0.0mm,62%,2,7.8km/h,112°,0.0W/m²,0
2024-01-10T12:00,13.0°C,73%,11.5°C,0.0mm,66%,2,7.5km/h,107°,0.0W/m²,0
2024-01-10T13:00,12.2°C,73%,10.6°C,0.0mm,60%,2,6.4km/h,106°,0.0W/m²,0
2024-01-10T14:00,11.7°C,75%,10.4°C,0.0mm,67%,2,4.8km/h,103°,0.0W/m²,0
2024-01-10T15:00,11.4°C,77%,10.2°C,0.0mm,79%,2,4.0km/h,100°,0.0W/m²,0
2024-01-10T16:00,11.1°C,78%,9.9°C,0.0mm,80%,2,3.6km/h,96°,0.0W/m²,0
2024-01-10T17:00,10.8°C,79%,9.5°C,0.0mm,92%,3,4.0km/h,95°,0.0W/m²,0
2024-01-10T18:00,10.7°C,76%,9.3°C,0.0mm,92%,3,4.0km/h,80°,0.0W/m²,0
2024-01-10T19:00,10.5°C,77%,9.2°C,0.0mm,79%,2,3.3km/h,84°,0.0W/m²,0
2024-01-10T20:00,10.2°C,77%,8.9°C,0.0mm,89%,3,2.9km/h,97°,0.0W/m²,0
2024-01-10T21:00,10.1°C,78%,8.9°C,0.0mm,85%,3,2.3km/h,108°,0.0W/m²,0
2024-01-10T22:00,10.0°C,79%,8.7°C,0.0mm,86%,3,2.5km/h,98°,0.0W/m²,0
2024-01-10T23:00,9.6°C,81%,8.4°C,0.0mm,73%,2,2.5km/h,82°,59.1W/m²,1
2024-01-11T00:00,10.3°C,78%,9.1°C,0.0mm,28%,2,2.6km/h,304°,136.7W/m²,1
2024-01-11T01:00,11.4°C,70%,10.1°C,0.0mm,20%,1,2.4km/h,27°,324.5W/m²,1
2024-01-11T02:00,12.6°C,63%,10.8°C,0.0mm,55%,2,5.1km/h,45°,494.0W/m²,1
2024-01-11T03:00,13.4°C,61%,11.8°C,0.0mm,50%,2,4.5km/h,29°,555.9W/m²,1
