时间,温度(2m)(°C),相对湿度(2m)(%),风速(10m)(m/s),体感温度(°C),降水量(mm),天气代码,云量(%),风速(10m)(m/s),风向(10m)(°),短波辐射(W/m²),白天/夜晚
2024-03-02T11:00,11.3,58,7.3,9.4,0.0,3,100,7.3,70,693.2,白天
2024-03-02T12:00,12.1,56,7.1,9.7,0.0,3,100,7.1,105,580.3,白天
2024-03-02T13:00,12.1,57,8.0,9.5,0.0,3,100,8.0,117,435.3,白天
2024-03-02T14:00,12.4,56,7.1,10.0,0.0,3,100,7.1,114,439.2,白天
2024-03-02T15:00,12.2,57,9.0,9.5,0.0,3,100,9.0,127,274.4,白天
2024-03-02T16:00,12.3,57,9.3,9.6,0.0,3,100,9.3,118,264.6,白天
2024-03-02T17:00,11.1,59,14.1,7.5,0.0,3,100,14.1,109,104.4,白天
2024-03-02T18:00,9.4,66,11.8,6.2,0.0,1,30,11.8,110,1.2,白天
2024-03-02T19:00,8.7,70,4.7,6.5,0.0,1,40,4.7,113,0.0,夜晚
2024-03-02T20:00,7.6,76,4.2,5.5,0.0,1,44,4.2,110,0.0,夜晚
2024-03-02T21:00,6.5,82,4.8,4.3,0.0,0,3,4.8,117,0.0,夜晚
2024-03-02T22:00,6.6,79,4.3,4.4,0.0,0,7,4.3,95,0.0,夜晚
2024-03-02T23:00,7.8,71,2.5,5.8,0.0,0,3,2.5,90,0.0,夜晚
2024-03-03T00:00,7.6,73,1.5,5.8,0.0,0,1,1.5,76,0.0,夜晚
2024-03-03T01:00,7.3,76,0.7,5.6,0.0,0,3,0.7,90,0.0,夜晚
2024-03-03T02:00,7.0,81,1.5,5.3,0.0,0,2,1.5,14,0.0,夜晚
2024-03-03T03:00,6.6,91,1.1,5.3,0.0,0,0,1.1,342,0.0,夜晚
2024-03-03T04:00,6.1,100,2.0,4.9,0.0,3,99,2.0,315,0.0,夜晚
2024-03-03T05:00,5.5,100,2.6,4.1,0.0,3,98,2.6,304,0.0,夜晚
2024-03-03T06:00,4.2,100,4.4,2.2,0.0,3,98,4.4,305,0.0,夜晚
2024-03-03T07:00,4.9,99,3.6,3.1,0.0,3,97,3.6,307,31.6,白天
2024-03-03T08:00,7.2,87,3.3,5.5,0.0,2,56,3.3,311,212.0,白天
2024-03-03T09:00,9.0,81,1.6,7.8,0.0,2,59,1.6,333,412.1,白天
2024-03-03T10:00,11.1,72,1.1,10.1,0.0,0,2,1.1,90,631.7,白天
2024-03-03T11:00,12.9,65,3.8,12.6,0.0,0,0,3.8,131,779.0,白天
2024-03-03T12:00,14.1,59,6.4,13.8,0.0,1,26,6.4,142,820.3,白天
2024-03-03T13:00,14.2,59,10.8,13.0,0.0,2,69,10.8,143,758.3,白天
2024-03-03T14:00,14.1,61,12.4,12.2,0.0,0,17,12.4,126,635.1,白天
2024-03-03T15:00,14.9,61,12.0,13.0,0.0,0,17,12.0,111,573.2,白天
2024-03-03T16:00,14.4,63,13.4,11.8,0.0,0,15,13.4,126,366.1,白天
2024-03-03T17:00,12.9,70,12.6,10.5,0.0,0,7,12.6,127,163.2,白天
2024-03-03T18:00,11.1,80,6.0,9.6,0.0,0,3,6.0,123,4.0,白天
2024-03-03T19:00,9.5,91,5.4,8.3,0.0,0,13,5.4,143,0.0,夜晚
2024-03-03T20:00,9.4,90,5.4,8.0,0.0,2,53,5.4,160,0.0,夜晚
2024-03-03T21:00,8.9,88,4.9,7.5,0.0,2,72,4.9,126,0.0,夜晚
2024-03-03T22:00,10.6,80,2.6,9.5,0.0,3,96,2.6,146,0.0,夜晚
2024-03-03T23:00,9.9,88,2.5,9.1,0.0,3,100,2.5,315,0.0,夜晚
2024-03-04T00:00,10.4,84,2.7,9.4,0.3,51,100,2.7,293,0.0,夜晚
2024-03-04T01:00,10.5,85,1.0,9.9,0.1,51,35,1.0,315,0.0,夜晚
2024-03-04T02:00,9.1,92,4.9,7.8,0.0,3,85,4.9,306,0.0,夜晚
2024-03-04T03:00,10.5,87,2.5,9.7,0.0,3,100,2.5,262,0.0,夜晚
2024-03-04T04:00,9.6,93,3.6,8.7,0.0,3,100,3.6,276,0.0,夜晚
2024-03-04T05:00,10.1,91,3.3,9.3,0.0,3,100,3.3,276,0.0,夜晚
2024-03-04T06:00,10.2,91,2.8,9.5,0.0,3,100,2.8,220,0.0,夜晚
2024-03-04T07:00,10.5,90,2.6,9.9,0.0,3,100,2.6,236,27.0,白天
2024-03-04T08:00,12.3,84,3.4,11.8,0.0,3,85,3.4,212,155.7,白天
2024-03-04T09:00,13.0,85,1.8,13.0,0.0,1,28,1.8,217,295.2,白天
2024-03-04T10:00,15.5,79,1.1,16.0,0.0,1,33,1.1,162,561.9,白天
2024-03-04T11:00,17.4,75,2.9,18.3,0.0,2,76,2.9,150,640.6,白天
2024-03-04T12:00,19.8,68,7.3,20.3,0.0,2,53,7.3,99,622.0,白天
2024-03-04T13:00,21.4,65,11.6,22.5,0.0,0,5,11.6,95,764.1,白天
2024-03-04T14:00,22.4,64,10.5,23.7,0.0,1,34,10.5,86,697.6,白天
2024-03-04T15:00,23.2,62,9.9,23.7,0.0,3,91,9.9,109,509.4,白天
2024-03-04T16:00,22.9,62,12.5,22.8,0.0,2,70,12.5,129,255.9,白天
2024-03-04T17:00,21.1,70,12.3,21.1,0.0,1,38,12.3,128,129.8,白天
2024-03-04T18:00,18.7,78,8.2,19.2,0.0,1,21,8.2,119,4.0,白天
2024-03-04T19:00,16.5,88,5.1,17.2,0.0,1,21,5.1,98,0.0,夜晚
2024-03-04T20:00,15.2,92,6.2,15.6,0.0,3,100,6.2,83,0.0,夜晚
2024-03-04T21:00,15.1,91,3.6,15.8,0.0,2,76,3.6,45,0.0,夜晚
2024-03-04T22:00,14.6,94,4.4,15.2,0.0,3,99,4.4,81,0.0,夜晚
2024-03-04T23:00,15.1,92,2.5,16.0,0.0,3,100,2.5,90,0.0,夜晚
2024-03-05T00:00,15.4,90,2.1,16.4,0.1,51,100,2.1,59,0.0,夜晚
2024-03-05T01:00,15.4,90,1.9,16.4,0.0,3,100,1.9,68,0.0,夜晚
2024-03-05T02:00,15.5,90,2.1,16.5,0.0,3,100,2.1,59,0.0,夜晚
2024-03-05T03:00,15.5,90,2.0,16.5,0.0,3,100,2.0,45,0.0,夜晚
2024-03-05T04:00,15.5,91,2.5,16.4,0.0,3,100,2.5,45,0.0,夜晚
2024-03-05T05:00,15.5,94,2.6,16.6,0.0,3,100,2.6,34,0.0,夜晚
2024-03-05T06:00,15.6,92,4.5,16.4,0.0,3,100,4.5,346,0.0,夜晚
2024-03-05T07:00,15.7,95,4.7,16.6,0.0,3,98,4.7,337,20.2,白天
2024-03-05T08:00,17.2,91,3.2,18.7,0.0,3,96,3.2,360,134.6,白天
2024-03-05T09:00,19.2,85,3.1,21.1,0.0,3,94,3.1,21,238.0,白天
2024-03-05T10:00,22.4,76,3.1,24.9,0.0,3,90,3.1,69,397.4,白天
2024-03-05T11:00,25.5,69,6.9,28.2,0.0,2,79,6.9,223,587.2,白天
2024-03-05T12:00,27.4,62,11.5,29.3,0.0,3,80,11.5,212,568.7,白天
2024-03-05T13:00,28.1,57,15.3,29.2,0.0,0,17,15.3,204,524.8,白天
2024-03-05T14:00,28.9,55,15.9,30.2,0.0,1,32,15.9,198,561.3,白天
2024-03-05T15:00,28.8,56,15.0,30.1,0.0,2,60,15.0,210,379.0,白天
2024-03-05T16:00,28.1,59,9.9,30.3,0.0,3,84,9.9,213,221.2,白天
2024-03-05T17:00,26.5,73,3.8,30.5,0.0,2,73,3.8,197,99.0,白天
2024-03-05T18:00,23.3,83,6.3,26.3,0.1,51,99,6.3,156,4.3,白天
2024-03-05T19:00,22.2,89,6.3,25.3,0.1,51,87,6.3,156,0.0,夜晚
2024-03-05T20:00,21.8,90,5.4,24.9,0.1,51,62,5.4,138,0.0,夜晚
2024-03-05T21:00,20.9,92,3.1,24.1,0.1,51,91,3.1,306,0.0,夜晚
2024-03-05T22:00,19.8,97,2.9,22.9,0.2,51,53,2.9,270,0.0,夜晚
2024-03-05T23:00,19.0,98,3.0,21.8,0.1,51,54,3.0,284,0.0,夜晚
2024-03-06T00:00,18.9,98,3.9,21.6,0.0,3,94,3.9,292,0.0,夜晚
2024-03-06T01:00,18.7,98,4.6,21.2,0.1,51,77,4.6,288,0.0,夜晚
2024-03-06T02:00,19.1,97,5.0,21.5,0.4,51,100,5.0,291,0.0,夜晚
2024-03-06T03:00,19.0,97,3.1,21.7,3.5,63,100,3.1,111,0.0,夜晚
2024-03-06T04:00,17.6,99,8.6,19.1,1.3,61,100,8.6,123,0.0,夜晚
2024-03-06T05:00,15.7,95,10.3,15.9,0.1,51,100,10.3,126,0.0,夜晚
2024-03-06T06:00,14.6,93,9.7,14.3,0.0,3,99,9.7,121,0.0,夜晚
2024-03-06T07:00,14.0,94,9.0,13.7,0.0,3,100,9.0,119,15.6,白天
2024-03-06T08:00,14.2,92,9.0,13.9,0.0,3,100,9.0,127,109.5,白天
2024-03-06T09:00,16.5,87,10.3,16.5,0.0,3,100,10.3,119,294.3,白天
2024-03-06T10:00,16.5,83,14.0,15.7,0.0,3,100,14.0,119,280.0,白天
2024-03-06T11:00,16.2,79,12.0,15.3,0.0,3,100,12.0,111,250.5,白天
2024-03-06T12:00,16.9,74,11.5,15.9,0.0,3,100,11.5,104,348.1,白天
2024-03-06T13:00,16.6,74,8.6,16.0,0.0,3,100,8.6,105,208.7,白天
2024-03-06T14:00,16.9,71,8.3,16.2,0.0,3,100,8.3,108,225.3,白天
2024-03-06T15:00,16.3,72,10.3,15.2,0.0,3,100,10.3,119,147.7,白天
2024-03-06T16:00,15.7,74,10.3,14.5,0.0,3,100,10.3,115,98.2,白天
2024-03-06T17:00,14.9,76,8.9,13.9,0.0,3,100,8.9,104,30.5,白天
2024-03-06T18:00,14.5,77,7.2,13.6,0.0,3,100,7.2,108,1.5,白天
2024-03-06T19:00,14.0,79,6.8,13.2,0.1,51,100,6.8,115,0.0,夜晚
2024-03-06T20:00,13.7,81,4.9,13.1,0.7,53,100,4.9,126,0.0,夜晚
2024-03-06T21:00,12.9,92,6.8,12.5,0.4,51,100,6.8,115,0.0,夜晚
2024-03-06T22:00,12.7,90,3.4,12.6,0.6,53,100,3.4,148,0.0,夜晚
2024-03-06T23:00,12.4,91,4.1,12.2,1.5,61,100,4.1,128,0.0,夜晚
2024-03-07T00:00,12.3,92,3.8,12.0,0.5,53,100,3.8,139,0.0,夜晚
2024-03-07T01:00,12.1,93,3.9,11.8,1.2,55,100,3.9,112,0.0,夜晚
2024-03-07T02:00,11.9,92,4.6,11.5,0.4,51,100,4.6,129,0.0,夜晚
2024-03-07T03:00,11.7,88,5.8,10.8,0.1,51,100,5.8,94,0.0,夜晚
2024-03-07T04:00,11.5,86,3.9,10.7,0.0,3,97,3.9,112,0.0,夜晚
2024-03-07T05:00,11.1,86,3.1,10.4,0.0,3,100,3.1,111,0.0,夜晚
2024-03-07T06:00,11.0,85,2.6,10.3,0.0,3,100,2.6,106,0.0,夜晚
2024-03-07T07:00,11.5,80,2.9,10.6,0.0,3,100,2.9,120,17.8,白天
2024-03-07T08:00,11.8,75,5.0,10.4,0.0,3,100,5.0,111,108.9,白天
2024-03-07T09:00,12.5,69,5.6,10.9,0.0,3,100,5.6,63,230.0,白天
2024-03-07T10:00,13.1,67,6.0,11.5,0.0,3,81,6.0,65,302.1,白天
2024-03-07T11:00,13.9,61,5.4,12.3,0.0,2,63,5.4,70,383.0,白天
2024-03-07T12:00,16.1,57,6.6,15.2,0.0,3,100,6.6,61,668.5,白天
2024-03-07T13:00,17.1,55,4.5,16.4,0.0,3,100,4.5,104,614.3,白天
2024-03-07T14:00,17.5,56,6.6,16.1,0.0,3,95,6.6,135,514.1,白天
2024-03-07T15:00,16.5,56,13.8,14.0,0.0,3,98,13.8,131,364.8,白天
2024-03-07T16:00,13.5,61,18.9,9.8,0.0,2,58,18.9,121,243.1,白天
2024-03-07T17:00,12.7,64,10.1,10.3,0.0,2,52,10.1,107,127.3,白天
2024-03-07T18:00,12.5,67,3.1,11.1,0.0,3,88,3.1,126,6.2,白天
2024-03-07T19:00,12.1,65,3.8,10.5,0.0,1,25,3.8,131,0.0,夜晚
2024-03-07T20:00,10.3,74,5.4,8.5,0.0,0,8,5.4,132,0.0,夜晚
2024-03-07T21:00,9.8,77,5.1,8.1,0.0,1,22,5.1,94,0.0,夜晚
2024-03-07T22:00,11.2,64,2.5,9.6,0.0,1,27,2.5,45,0.0,夜晚
2024-03-07T23:00,10.8,68,1.8,9.4,0.0,0,19,1.8,360,0.0,夜晚
2024-03-08T00:00,10.4,74,3.3,9.0,0.0,1,21,3.3,354,0.0,夜晚
2024-03-08T01:00,10.0,80,2.2,8.8,0.0,1,23,2.2,360,0.0,夜晚
2024-03-08T02:00,9.7,85,1.5,8.8,0.0,1,25,1.5,346,0.0,夜晚
2024-03-08T03:00,9.4,90,2.0,8.6,0.0,1,26,2.0,315,0.0,夜晚
2024-03-08T04:00,8.3,95,4.6,7.0,0.0,0,12,4.6,315,0.0,夜晚
2024-03-08T05:00,9.1,94,3.8,8.1,0.0,0,3,3.8,319,0.0,夜晚
2024-03-08T06:00,9.0,93,3.3,8.0,0.0,0,7,3.3,319,0.0,夜晚
2024-03-08T07:00,8.1,98,3.4,7.0,0.0,0,14,3.4,302,42.1,白天
2024-03-08T08:00,10.5,88,1.6,9.9,0.0,0,5,1.6,297,235.3,白天
2024-03-08T09:00,12.8,70,2.7,11.8,0.0,0,0,2.7,203,465.4,白天
2024-03-08T10:00,14.7,61,4.2,13.6,0.0,0,13,4.2,121,651.6,白天
2024-03-08T11:00,16.3,54,9.4,15.2,0.0,0,10,9.4,83,770.0,白天
2024-03-08T12:00,17.3,47,9.0,15.8,0.0,3,90,9.0,74,714.3,白天
2024-03-08T13:00,17.6,46,9.8,15.6,0.0,3,100,9.8,84,619.1,白天
2024-03-08T14:00,16.4,51,16.6,13.1,0.0,1,24,16.6,117,483.8,白天
2024-03-08T15:00,15.5,54,16.2,12.7,0.0,0,3,16.2,127,573.9,白天
2024-03-08T16:00,14.6,54,14.6,11.4,0.0,0,13,14.6,106,399.9,白天
2024-03-08T17:00,13.6,54,11.1,10.6,0.0,0,7,11.1,103,182.0,白天
2024-03-08T18:00,12.0,59,6.4,9.7,0.0,0,1,6.4,106,9.9,白天
2024-03-08T19:00,10.1,71,6.6,7.9,0.0,0,7,6.6,99,0.0,夜晚
2024-03-08T20:00,11.8,58,2.6,10.0,0.0,0,13,2.6,146,0.0,夜晚
2024-03-08T21:00,11.2,63,1.8,9.6,0.0,0,13,1.8,360,0.0,夜晚
2024-03-08T22:00,10.9,67,3.1,9.3,0.0,0,11,3.1,339,0.0,夜晚
2024-03-08T23:00,10.4,73,2.7,9.0,0.0,0,0,2.7,337,0.0,夜晚
2024-03-09T00:00,9.1,87,3.6,7.8,0.0,0,0,3.6,323,0.0,夜晚
2024-03-09T01:00,9.1,93,3.9,8.0,0.0,0,0,3.9,326,0.0,夜晚
2024-03-09T02:00,9.4,95,2.7,8.7,0.0,0,3,2.7,337,0.0,夜晚
2024-03-09T03:00,9.0,99,1.8,8.5,0.0,1,27,1.8,37,0.0,夜晚
2024-03-09T04:00,7.8,100,3.5,6.8,0.0,3,97,3.5,24,0.0,夜晚
2024-03-09T05:00,6.7,92,5.8,4.8,0.0,3,100,5.8,338,0.0,夜晚
2024-03-09T06:00,8.4,90,3.6,7.1,0.0,3,100,3.6,360,0.0,夜晚
2024-03-09T07:00,8.8,87,3.0,7.6,0.1,51,100,3.0,346,6.6,白天
2024-03-09T08:00,9.8,76,1.4,8.6,0.0,3,100,1.4,90,42.6,白天
2024-03-09T09:00,9.7,81,3.1,8.4,0.4,51,100,3.1,36,93.7,白天
2024-03-09T10:00,10.0,81,7.3,8.2,0.3,51,100,7.3,57,167.0,白天
2024-03-09T11:00,10.0,81,6.6,8.3,0.4,51,100,6.6,49,113.4,白天
2024-03-09T12:00,10.1,80,5.9,8.5,0.7,53,100,5.9,47,123.4,白天
2024-03-09T13:00,10.4,75,4.9,8.8,0.9,53,100,4.9,73,167.3,白天
2024-03-09T14:00,11.1,71,7.8,9.0,0.0,3,100,7.8,68,254.7,白天
2024-03-09T15:00,11.1,70,7.3,9.0,0.0,3,100,7.3,70,143.3,白天
2024-03-09T16:00,11.3,67,6.2,9.3,0.0,1,20,6.2,83,132.5,白天
2024-03-09T17:00,11.5,64,6.1,9.4,0.0,0,10,6.1,87,153.8,白天
2024-03-09T18:00,9.5,77,6.1,7.5,0.0,0,18,6.1,93,10.0,白天
2024-03-09T19:00,8.3,76,6.8,6.0,0.0,3,80,6.8,87,0.0,夜晚
2024-03-09T20:00,10.3,65,4.0,8.3,0.0,0,7,4.0,95,0.0,夜晚
2024-03-09T21:00,9.7,68,4.8,7.6,0.0,0,1,4.8,103,0.0,夜晚
2024-03-09T22:00,10.4,63,2.9,8.5,0.0,0,0,2.9,90,0.0,夜晚
2024-03-09T23:00,10.4,63,0.4,8.8,0.0,2,75,0.4,90,0.0,夜晚
2024-03-10T00:00,8.4,75,3.8,6.5,0.0,3,100,3.8,41,0.0,夜晚
2024-03-10T01:00,8.4,83,4.0,6.7,0.0,3,96,4.0,350,0.0,夜晚
2024-03-10T02:00,9.1,77,3.4,7.4,0.0,2,63,3.4,328,0.0,夜晚
2024-03-10T03:00,7.8,82,5.5,5.8,0.0,3,99,5.5,349,0.0,夜晚
2024-03-10T04:00,8.3,80,4.8,6.4,0.0,3,83,4.8,347,0.0,夜晚
2024-03-10T05:00,7.8,81,5.8,5.7,0.0,3,92,5.8,356,0.0,夜晚
2024-03-10T06:00,8.1,81,5.1,6.2,0.0,3,80,5.1,356,0.0,夜晚
2024-03-10T07:00,9.0,81,2.5,7.7,0.0,1,38,2.5,352,30.9,白天
2024-03-10T08:00,10.3,70,3.3,8.7,0.0,0,7,3.3,6,188.0,白天
2024-03-10T09:00,11.6,60,4.8,9.5,0.0,2,66,4.8,27,302.1,白天
2024-03-10T10:00,13.0,57,6.5,10.8,0.0,0,7,6.5,56,500.5,白天
2024-03-10T11:00,14.4,56,9.8,12.4,0.0,1,31,9.8,73,665.6,白天
2024-03-10T12:00,15.4,53,10.9,13.8,0.0,1,27,10.9,84,734.3,白天
2024-03-10T13:00,16.2,52,11.9,14.7,0.0,2,71,11.9,90,739.1,白天
2024-03-10T14:00,16.7,51,11.5,15.1,0.0,0,6,11.5,86,686.4,白天
2024-03-10T15:00,16.9,52,11.2,15.0,0.0,0,9,11.2,84,582.3,白天
2024-03-10T16:00,16.6,53,11.3,14.2,0.0,3,80,11.3,81,400.4,白天
2024-03-10T17:00,15.8,55,8.6,13.7,0.0,3,100,8.6,75,172.4,白天
2024-03-10T18:00,14.2,70,5.2,13.1,0.0,3,85,5.2,56,7.3,白天
2024-03-10T19:00,14.5,60,2.3,13.4,0.2,51,100,2.3,18,0.0,夜晚
2024-03-10T20:00,13.6,70,2.3,12.9,0.2,51,100,2.3,18,0.0,夜晚
2024-03-10T21:00,12.5,72,3.2,11.4,0.1,51,100,3.2,333,0.0,夜晚
2024-03-10T22:00,12.1,73,3.6,10.9,0.3,51,100,3.6,315,0.0,夜晚
2024-03-10T23:00,11.6,82,3.5,10.7,0.6,53,100,3.5,336,0.0,夜晚
2024-03-11T00:00,11.4,88,3.0,10.9,0.2,51,100,3.0,346,0.0,夜晚
2024-03-11T01:00,11.3,89,2.6,10.9,0.4,51,100,2.6,304,0.0,夜晚
2024-03-11T02:00,11.2,90,2.6,10.8,0.5,53,100,2.6,326,0.0,夜晚
2024-03-11T03:00,11.1,91,2.9,10.7,0.4,51,100,2.9,300,0.0,夜晚
2024-03-11T04:00,10.9,90,4.1,10.2,0.0,3,100,4.1,285,0.0,夜晚
2024-03-11T05:00,11.3,88,3.2,10.7,0.0,3,97,3.2,297,0.0,夜晚
2024-03-11T06:00,11.5,87,3.4,10.9,0.0,3,100,3.4,252,0.0,夜晚
2024-03-11T07:00,12.2,85,2.9,11.7,0.0,3,100,2.9,263,33.0,白天
2024-03-11T08:00,12.9,86,4.2,12.5,0.0,3,100,4.2,290,128.0,白天
2024-03-11T09:00,12.9,92,4.9,12.7,2.2,61,100,4.9,287,95.8,白天
2024-03-11T10:00,13.2,93,6.3,13.0,2.3,61,100,6.3,283,72.2,白天
2024-03-11T11:00,13.8,91,3.8,14.0,2.6,63,100,3.8,319,94.3,白天
2024-03-11T12:00,14.2,90,4.6,14.3,1.4,61,100,4.6,321,112.2,白天
2024-03-11T13:00,15.0,89,2.9,15.6,0.6,53,100,2.9,300,142.7,白天
2024-03-11T14:00,15.3,90,8.0,15.4,2.0,61,100,8.0,306,122.1,白天
2024-03-11T15:00,15.3,92,3.3,16.2,1.1,55,100,3.3,347,55.9,白天
2024-03-11T16:00,15.4,93,8.4,15.5,0.2,51,100,8.4,329,86.8,白天
2024-03-11T17:00,14.7,89,8.2,14.5,0.5,53,99,8.2,311,28.1,白天
2024-03-11T18:00,14.5,88,6.4,14.3,0.3,51,100,6.4,286,4.5,白天
2024-03-11T19:00,14.1,89,7.4,13.8,0.0,3,100,7.4,309,0.0,夜晚
2024-03-11T20:00,13.5,91,5.6,13.4,0.0,2,62,5.6,310,0.0,夜晚
2024-03-11T21:00,11.8,94,6.6,11.1,0.0,0,1,6.6,311,0.0,夜晚
2024-03-11T22:00,11.3,94,6.4,10.5,0.0,0,4,6.4,308,0.0,夜晚
2024-03-11T23:00,10.4,95,7.4,9.3,0.0,0,2,7.4,299,0.0,夜晚
2024-03-12T00:00,9.3,97,8.9,7.8,0.0,0,1,8.9,302,0.0,夜晚
2024-03-12T01:00,8.9,98,8.5,7.4,0.0,0,6,8.5,306,0.0,夜晚
2024-03-12T02:00,8.8,99,8.1,7.3,0.0,0,19,8.1,302,0.0,夜晚
2024-03-12T03:00,9.0,99,7.3,7.6,0.0,1,46,7.3,303,0.0,夜晚
2024-03-12T04:00,8.7,99,7.6,7.3,0.0,2,72,7.6,301,0.0,夜晚
2024-03-12T05:00,8.5,99,7.7,7.0,0.0,1,44,7.7,298,0.0,夜晚
2024-03-12T06:00,8.2,99,8.4,6.5,0.0,1,30,8.4,295,0.0,夜晚
2024-03-12T07:00,9.3,99,5.5,8.3,0.0,1,23,5.5,281,50.4,白天
2024-03-12T08:00,12.1,89,4.4,11.7,0.0,1,21,4.4,279,241.0,白天
2024-03-12T09:00,13.9,84,4.6,13.6,0.0,0,19,4.6,315,466.2,白天
2024-03-12T10:00,16.1,72,5.1,15.9,0.0,0,5,5.1,315,653.1,白天
2024-03-12T11:00,18.6,54,4.6,19.1,0.0,0,16,4.6,288,816.5,白天
2024-03-12T12:00,20.2,37,3.3,20.6,0.0,1,34,3.3,221,881.8,白天
2024-03-12T13:00,20.9,35,6.2,20.7,0.0,2,60,6.2,187,849.1,白天
2024-03-12T14:00,21.3,37,5.4,21.1,0.0,1,25,5.4,172,759.4,白天
2024-03-12T15:00,21.6,38,5.9,20.7,0.0,0,14,5.9,133,620.4,白天
2024-03-12T16:00,21.2,41,8.6,19.3,0.0,0,0,8.6,123,418.4,白天
2024-03-12T17:00,20.1,53,4.5,19.5,0.0,0,1,4.5,119,199.9,白天
2024-03-12T18:00,16.8,60,8.0,15.4,0.0,0,19,8.0,100,15.0,白天
2024-03-12T19:00,17.6,50,6.2,16.0,0.0,1,26,6.2,97,0.0,夜晚
2024-03-12T20:00,16.2,56,3.3,15.0,0.0,1,33,3.3,84,0.0,夜晚
2024-03-12T21:00,15.8,55,0.4,14.9,0.0,1,34,0.4,90,0.0,夜晚
2024-03-12T22:00,14.8,58,2.6,13.6,0.0,0,14,2.6,326,0.0,夜晚
2024-03-12T23:00,13.1,67,4.3,11.8,0.0,0,0,4.3,312,0.0,夜晚
2024-03-13T00:00,11.8,76,2.9,10.8,0.0,0,0,2.9,300,0.0,夜晚
2024-03-13T01:00,11.6,82,5.1,10.5,0.0,0,7,5.1,98,0.0,夜晚
2024-03-13T02:00,12.5,70,3.8,11.2,0.0,0,2,3.8,17,0.0,夜晚
2024-03-13T03:00,12.3,69,0.4,11.4,0.0,0,2,0.4,270,0.0,夜晚
2024-03-13T04:00,11.7,71,2.6,10.5,0.0,3,81,2.6,254,0.0,夜晚
2024-03-13T05:00,11.1,77,1.8,10.2,0.0,2,63,1.8,259,0.0,夜晚
2024-03-13T06:00,10.6,82,1.9,9.7,0.0,3,99,1.9,248,0.0,夜晚
2024-03-13T07:00,10.2,86,0.7,9.6,0.0,3,100,0.7,360,50.3,白天
2024-03-13T08:00,10.9,84,3.7,9.9,0.0,3,100,3.7,241,114.4,白天
2024-03-13T09:00,12.8,69,2.2,11.8,0.0,1,29,2.2,351,367.7,白天
2024-03-13T10:00,14.4,57,1.5,13.3,0.0,3,100,1.5,14,616.0,白天
2024-03-13T11:00,14.8,53,3.9,13.1,0.0,3,93,3.9,124,377.9,白天
2024-03-13T12:00,16.9,42,6.2,15.9,0.0,3,100,6.2,100,781.8,白天
2024-03-13T13:00,15.5,43,6.8,12.9,0.0,3,100,6.8,87,174.1,白天
2024-03-13T14:00,15.5,40,6.1,12.8,0.0,3,100,6.1,62,235.8,白天
2024-03-13T15:00,15.0,43,4.0,12.7,0.0,3,100,4.0,90,108.2,白天
2024-03-13T16:00,14.4,56,3.1,13.0,0.0,3,100,3.1,111,63.5,白天
2024-03-13T17:00,14.4,54,1.0,13.1,0.0,3,100,1.0,135,65.6,白天
2024-03-13T18:00,13.0,72,4.2,11.9,0.0,3,99,4.2,160,3.1,白天
2024-03-13T19:00,12.9,69,4.2,11.6,0.0,3,100,4.2,160,0.0,夜晚
2024-03-13T20:00,12.9,67,4.0,11.5,0.0,3,100,4.0,153,0.0,夜晚
2024-03-13T21:00,13.6,57,2.3,12.1,0.0,3,100,2.3,108,0.0,夜晚
2024-03-13T22:00,13.1,64,2.3,12.0,0.0,3,95,2.3,108,0.0,夜晚
2024-03-13T23:00,13.2,63,1.8,12.0,0.0,3,100,1.8,143,0.0,夜晚
2024-03-14T00:00,12.2,77,3.6,11.3,0.0,3,96,3.6,174,0.0,夜晚
2024-03-14T01:00,11.3,81,4.7,10.2,0.0,2,77,4.7,157,0.0,夜晚
2024-03-14T02:00,12.3,69,0.7,11.4,0.0,3,94,0.7,270,0.0,夜晚
2024-03-14T03:00,12.1,72,1.6,11.2,0.0,3,85,1.6,243,0.0,夜晚
2024-03-14T04:00,11.8,75,3.2,10.7,0.0,3,100,3.2,270,0.0,夜晚
2024-03-14T05:00,11.9,77,3.3,11.0,0.0,3,100,3.3,283,0.0,夜晚
2024-03-14T06:00,11.7,82,2.5,11.0,0.0,3,100,2.5,262,0.0,夜晚
2024-03-14T07:00,11.9,86,2.2,11.5,0.0,3,100,2.2,270,13.1,白天
2024-03-14T08:00,12.7,78,3.3,11.9,0.0,3,100,3.3,283,50.0,白天
2024-03-14T09:00,13.2,79,2.5,12.8,0.1,51,100,2.5,270,73.9,白天
2024-03-14T10:00,14.6,72,2.5,14.1,0.0,3,100,2.5,315,241.8,白天
2024-03-14T11:00,15.7,70,3.6,15.3,0.0,3,86,3.6,323,314.3,白天
2024-03-14T12:00,18.0,66,2.3,18.7,0.0,3,100,2.3,309,635.9,白天
2024-03-14T13:00,18.1,67,2.5,18.3,0.0,3,100,2.5,270,338.4,白天
2024-03-14T14:00,17.4,71,2.5,17.7,0.3,51,100,2.5,262,158.1,白天
2024-03-14T15:00,16.4,82,1.9,17.2,1.2,55,100,1.9,248,110.1,白天
2024-03-14T16:00,16.0,87,2.4,16.9,0.7,53,100,2.4,297,82.8,白天
2024-03-14T17:00,15.7,90,3.4,16.6,0.1,51,100,3.4,302,33.2,白天
