时间,温度(2m)(°C),相对湿度(2m)(%),风速(10m)(m/s),体感温度(°C),降水量(mm),天气代码,云量(%),风速(10m)(m/s),风向(10m)(°),短波辐射(W/m²),白天/夜晚
2024-01-01T00:00,13.4,72,8.1,11.8,0.0,3,100,8.1,58,0.0,夜晚
2024-01-01T01:00,12.8,72,7.0,11.2,0.0,3,93,7.0,55,0.0,夜晚
2024-01-01T02:00,12.3,69,5.7,10.6,0.0,3,100,5.7,55,0.0,夜晚
2024-01-01T03:00,11.2,70,4.1,9.7,0.0,3,100,4.1,52,0.0,夜晚
2024-01-01T04:00,10.7,72,3.6,9.1,0.0,2,65,3.6,53,0.0,夜晚
2024-01-01T05:00,9.3,79,5.5,7.5,0.0,0,5,5.5,67,0.0,夜晚
2024-01-01T06:00,9.3,76,4.8,7.5,0.0,0,2,4.8,77,0.0,夜晚
2024-01-01T07:00,9.3,76,4.4,7.6,0.0,0,6,4.4,81,0.0,白天
2024-01-01T08:00,9.9,74,4.0,8.2,0.0,0,8,4.0,85,138.8,白天
2024-01-01T09:00,11.5,67,6.3,9.5,0.0,0,7,6.3,77,320.2,白天
2024-01-01T10:00,12.7,62,6.1,10.7,0.0,0,11,6.1,87,474.2,白天
2024-01-01T11:00,13.9,57,7.6,11.7,0.0,0,9,7.6,93,592.8,白天
2024-01-01T12:00,15.0,53,9.4,13.0,0.0,0,13,9.4,97,645.1,白天
2024-01-01T13:00,15.3,51,12.0,12.7,0.0,0,12,12.0,99,602.8,白天
2024-01-01T14:00,15.2,49,13.2,12.1,0.0,0,15,13.2,101,535.5,白天
2024-01-01T15:00,14.5,50,12.8,11.3,0.0,0,4,12.8,100,384.7,白天
2024-01-01T16:00,13.4,55,11.4,10.5,0.0,0,0,11.4,103,218.4,白天
2024-01-01T17:00,12.0,64,8.6,9.6,0.0,0,0,8.6,105,42.8,白天
2024-01-01T18:00,10.2,76,4.6,8.6,0.0,0,0,4.6,108,0.0,夜晚
2024-01-01T19:00,9.3,80,5.5,7.6,0.0,0,0,5.5,101,0.0,夜晚
2024-01-01T20:00,10.4,73,2.8,9.0,0.0,0,2,2.8,50,0.0,夜晚
2024-01-01T21:00,11.0,73,2.1,9.8,0.0,0,2,2.1,31,0.0,夜晚
2024-01-01T22:00,10.6,76,2.4,9.4,0.0,0,3,2.4,27,0.0,夜晚
2024-01-01T23:00,10.1,81,2.2,9.0,0.0,0,4,2.2,9,0.0,夜晚
2024-01-02T00:00,9.2,88,2.6,8.2,0.0,0,11,2.6,344,0.0,夜晚
2024-01-02T01:00,7.5,99,4.1,6.3,0.0,0,17,4.1,322,0.0,夜晚
2024-01-02T02:00,6.4,100,6.4,4.6,0.0,3,97,6.4,317,0.0,夜晚
2024-01-02T03:00,5.7,100,7.1,3.6,0.0,1,21,7.1,311,0.0,夜晚
2024-01-02T04:00,5.4,99,6.9,3.2,0.0,0,15,6.9,309,0.0,夜晚
2024-01-02T05:00,5.4,95,6.9,3.1,0.0,0,6,6.9,309,0.0,夜晚
2024-01-02T06:00,6.7,93,6.3,4.7,0.0,0,2,6.3,301,0.0,夜晚
2024-01-02T07:00,5.9,94,7.2,3.6,0.0,0,1,7.2,297,0.0,白天
2024-01-02T08:00,9.0,85,5.3,7.4,0.0,0,1,5.3,298,139.4,白天
2024-01-02T09:00,11.3,74,4.6,9.8,0.0,0,14,4.6,309,305.2,白天
2024-01-02T10:00,14.0,63,3.1,12.9,0.0,0,0,3.1,315,479.0,白天
2024-01-02T11:00,15.9,58,1.5,15.2,0.0,0,0,1.5,45,600.5,白天
2024-01-02T12:00,17.3,55,2.4,17.1,0.0,0,0,2.4,117,650.4,白天
2024-01-02T13:00,18.4,53,4.4,18.0,0.0,0,0,4.4,125,629.4,白天
2024-01-02T14:00,18.9,52,6.7,17.8,0.0,0,0,6.7,126,541.4,白天
2024-01-02T15:00,18.8,52,9.0,17.2,0.0,0,0,9.0,127,398.9,白天
2024-01-02T16:00,18.2,55,10.3,16.4,0.0,0,5,10.3,126,221.2,白天
2024-01-02T17:00,16.4,62,7.4,15.1,0.0,0,12,7.4,137,44.2,白天
2024-01-02T18:00,13.9,74,6.2,12.9,0.0,3,96,6.2,144,0.0,夜晚
2024-01-02T19:00,14.4,72,4.0,13.7,0.0,3,100,4.0,185,0.0,夜晚
2024-01-02T20:00,13.2,81,4.6,12.5,0.0,3,83,4.6,225,0.0,夜晚
2024-01-02T21:00,13.2,89,3.1,13.2,0.9,53,88,3.1,249,0.0,夜晚
2024-01-02T22:00,13.2,87,2.6,13.2,0.0,2,78,2.6,196,0.0,夜晚
2024-01-02T23:00,13.7,82,2.2,13.6,0.0,3,100,2.2,180,0.0,夜晚
2024-01-03T00:00,13.8,82,0.7,14.0,0.0,3,100,0.7,180,0.0,夜晚
2024-01-03T01:00,13.0,90,2.2,13.1,0.0,0,9,2.2,180,0.0,夜晚
2024-01-03T02:00,13.1,87,3.4,12.9,0.0,1,26,3.4,238,0.0,夜晚
2024-01-03T03:00,13.0,87,4.0,12.8,0.0,1,45,4.0,265,0.0,夜晚
2024-01-03T04:00,11.3,91,7.0,10.3,0.0,1,31,7.0,282,0.0,夜晚
2024-01-03T05:00,11.2,85,6.7,9.9,0.0,0,1,6.7,286,0.0,夜晚
2024-01-03T06:00,10.7,83,8.8,8.9,0.0,0,5,8.8,289,0.0,夜晚
2024-01-03T07:00,9.9,86,8.4,8.0,0.0,1,24,8.4,290,0.0,白天
2024-01-03T08:00,10.9,80,10.6,8.8,0.0,0,14,10.6,288,107.2,白天
2024-01-03T09:00,13.3,71,10.7,11.3,0.0,0,18,10.7,290,260.9,白天
2024-01-03T10:00,14.4,67,12.1,12.2,0.0,0,9,12.1,297,410.9,白天
2024-01-03T11:00,15.1,63,13.7,12.6,0.0,1,28,13.7,300,523.8,白天
2024-01-03T12:00,16.2,58,14.2,13.8,0.0,1,49,14.2,300,599.6,白天
2024-01-03T13:00,17.5,51,15.3,15.0,0.0,0,6,15.3,294,603.3,白天
2024-01-03T14:00,18.5,46,14.8,15.7,0.0,0,5,14.8,293,532.4,白天
2024-01-03T15:00,19.3,43,8.2,17.2,0.0,0,16,8.2,293,391.5,白天
2024-01-03T16:00,18.0,46,10.0,15.6,0.0,2,69,10.0,111,207.4,白天
2024-01-03T17:00,13.9,70,14.4,11.5,0.0,0,18,14.4,112,42.3,白天
2024-01-03T18:00,11.4,81,6.4,10.0,0.0,0,18,6.4,133,0.0,夜晚
2024-01-03T19:00,13.0,69,3.6,11.8,0.0,1,22,3.6,135,0.0,夜晚
2024-01-03T20:00,12.7,68,1.8,11.7,0.0,0,15,1.8,360,0.0,夜晚
2024-01-03T21:00,12.8,75,3.1,12.0,0.0,2,53,3.1,21,0.0,夜晚
2024-01-03T22:00,12.7,76,3.4,11.8,0.0,2,78,3.4,18,0.0,夜晚
2024-01-03T23:00,10.2,85,6.4,8.7,0.0,3,82,6.4,38,0.0,夜晚
2024-01-04T00:00,9.7,87,6.9,8.1,0.0,0,13,6.9,43,0.0,夜晚
2024-01-04T01:00,8.8,86,8.2,6.8,0.0,0,1,8.2,49,0.0,夜晚
2024-01-04T02:00,8.3,78,8.4,5.8,0.0,0,0,8.4,43,0.0,夜晚
2024-01-04T03:00,10.9,64,5.5,8.7,0.0,0,0,5.5,11,0.0,夜晚
2024-01-04T04:00,8.3,76,5.5,6.2,0.0,0,0,5.5,349,0.0,夜晚
2024-01-04T05:00,7.1,84,5.6,5.0,0.0,0,0,5.6,333,0.0,夜晚
2024-01-04T06:00,6.1,95,6.3,4.1,0.0,0,0,6.3,329,0.0,夜晚
2024-01-04T07:00,4.4,100,8.2,1.8,0.0,0,0,8.2,331,0.0,白天
2024-01-04T08:00,7.7,89,6.8,5.8,0.0,0,0,6.8,328,149.4,白天
2024-01-04T09:00,10.7,61,7.0,8.2,0.0,0,3,7.0,339,343.9,白天
2024-01-04T10:00,12.2,50,8.4,9.2,0.0,0,7,8.4,40,474.8,白天
2024-01-04T11:00,13.2,48,8.2,10.4,0.0,0,17,8.2,61,604.1,白天
2024-01-04T12:00,14.1,47,7.6,11.8,0.0,0,16,7.6,71,631.5,白天
2024-01-04T13:00,14.9,46,8.4,12.7,0.0,0,10,8.4,83,627.0,白天
2024-01-04T14:00,15.2,45,8.6,12.7,0.0,0,2,8.6,90,554.1,白天
2024-01-04T15:00,15.2,45,9.4,12.3,0.0,0,0,9.4,94,421.3,白天
2024-01-04T16:00,14.6,47,9.3,11.7,0.0,0,0,9.3,103,238.9,白天
2024-01-04T17:00,12.9,57,5.2,10.8,0.0,0,0,5.2,106,51.1,白天
2024-01-04T18:00,12.8,59,4.3,11.0,0.0,0,0,4.3,85,0.0,夜晚
2024-01-04T19:00,11.9,69,2.2,10.7,0.0,0,0,2.2,360,0.0,夜晚
2024-01-04T20:00,10.8,80,3.0,9.8,0.0,0,0,3.0,346,0.0,夜晚
2024-01-04T21:00,10.3,89,1.6,9.7,0.0,0,4,1.6,333,0.0,夜晚
2024-01-04T22:00,9.4,96,3.8,8.6,0.0,0,1,3.8,319,0.0,夜晚
2024-01-04T23:00,8.9,97,5.6,7.7,0.0,0,0,5.6,315,0.0,夜晚
2024-01-05T00:00,6.7,98,7.5,4.7,0.0,0,6,7.5,305,0.0,夜晚
2024-01-05T01:00,8.7,92,5.6,7.2,0.0,0,2,5.6,297,0.0,夜晚
2024-01-05T02:00,8.7,90,5.1,7.2,0.0,0,0,5.1,278,0.0,夜晚
2024-01-05T03:00,7.0,94,6.7,5.1,0.0,0,1,6.7,286,0.0,夜晚
2024-01-05T04:00,6.7,94,7.4,4.6,0.0,0,5,7.4,284,0.0,夜晚
2024-01-05T05:00,6.3,95,7.3,4.2,0.0,0,8,7.3,281,0.0,夜晚
2024-01-05T06:00,5.7,96,8.1,3.4,0.0,0,11,8.1,283,0.0,夜晚
2024-01-05T07:00,5.2,97,8.9,2.6,0.0,0,15,8.9,284,0.0,白天
2024-01-05T08:00,8.6,85,5.6,6.9,0.0,1,26,5.6,255,120.7,白天
2024-01-05T09:00,11.7,74,5.6,10.1,0.0,1,31,5.6,310,281.7,白天
2024-01-05T10:00,14.6,62,3.6,13.4,0.0,1,40,3.6,315,438.5,白天
2024-01-05T11:00,16.7,54,3.6,15.6,0.0,1,30,3.6,323,495.2,白天
2024-01-05T12:00,18.6,48,3.5,17.8,0.0,0,1,3.5,336,604.1,白天
2024-01-05T13:00,19.9,43,2.3,19.5,0.0,0,0,2.3,18,632.1,白天
2024-01-05T14:00,20.6,41,1.5,19.9,0.0,0,0,1.5,76,550.6,白天
2024-01-05T15:00,20.7,41,2.4,19.6,0.0,0,0,2.4,117,409.6,白天
2024-01-05T16:00,20.4,43,2.0,19.4,0.0,0,1,2.0,135,228.9,白天
2024-01-05T17:00,19.4,48,4.3,18.3,0.0,0,5,4.3,114,49.2,白天
2024-01-05T18:00,15.2,62,7.5,13.6,0.0,0,3,7.5,125,0.0,夜晚
2024-01-05T19:00,13.1,82,7.3,12.1,0.0,0,2,7.3,110,0.0,夜晚
2024-01-05T20:00,13.8,80,4.1,13.4,0.0,0,0,4.1,52,0.0,夜晚
2024-01-05T21:00,13.5,85,1.8,13.5,0.0,0,2,1.8,53,0.0,夜晚
2024-01-05T22:00,13.1,88,0.7,13.4,0.0,0,5,0.7,270,0.0,夜晚
2024-01-05T23:00,12.7,90,3.3,12.6,0.0,0,4,3.3,264,0.0,夜晚
2024-01-06T00:00,12.2,92,2.9,12.1,0.0,0,1,2.9,277,0.0,夜晚
2024-01-06T01:00,11.8,95,3.2,11.6,0.0,0,0,3.2,270,0.0,夜晚
2024-01-06T02:00,11.3,97,4.0,11.0,0.0,0,2,4.0,280,0.0,夜晚
2024-01-06T03:00,10.8,99,4.4,10.4,0.0,0,0,4.4,279,0.0,夜晚
2024-01-06T04:00,10.4,100,4.3,9.9,0.0,3,98,4.3,265,0.0,夜晚
2024-01-06T05:00,10.1,100,3.8,9.7,0.0,3,98,3.8,253,0.0,夜晚
2024-01-06T06:00,10.0,98,4.0,9.4,0.0,1,48,4.0,260,0.0,夜晚
2024-01-06T07:00,8.9,100,3.8,8.1,0.0,1,20,3.8,253,0.0,白天
2024-01-06T08:00,10.4,96,3.0,10.0,0.0,0,0,3.0,256,128.3,白天
2024-01-06T09:00,14.2,74,2.5,13.8,0.0,0,0,2.5,315,315.0,白天
2024-01-06T10:00,16.8,61,2.7,16.3,0.0,0,7,2.7,337,482.0,白天
2024-01-06T11:00,18.8,54,1.6,18.4,0.0,0,1,1.6,27,590.6,白天
2024-01-06T12:00,20.3,50,1.8,20.5,0.0,0,0,1.8,90,648.2,白天
2024-01-06T13:00,21.2,48,4.2,21.2,0.0,0,2,4.2,110,630.4,白天
2024-01-06T14:00,21.5,48,6.6,20.5,0.0,0,17,6.6,112,510.9,白天
2024-01-06T15:00,20.8,50,10.6,19.3,0.0,0,11,10.6,114,354.4,白天
2024-01-06T16:00,18.4,54,15.2,16.0,0.0,0,16,15.2,112,188.4,白天
2024-01-06T17:00,16.3,57,6.2,14.8,0.0,0,7,6.2,111,49.7,白天
2024-01-06T18:00,14.9,62,5.4,13.5,0.0,0,2,5.4,138,0.0,夜晚
2024-01-06T19:00,15.1,60,4.5,13.8,0.0,0,1,4.5,119,0.0,夜晚
2024-01-06T20:00,14.1,65,3.6,13.0,0.0,0,7,3.6,96,0.0,夜晚
2024-01-06T21:00,14.0,70,1.1,13.5,0.0,1,22,1.1,360,0.0,夜晚
2024-01-06T22:00,13.3,75,3.4,12.5,0.0,0,6,3.4,342,0.0,夜晚
2024-01-06T23:00,12.4,82,4.8,11.6,0.0,0,11,4.8,333,0.0,夜晚
2024-01-07T00:00,10.5,90,5.9,9.4,0.0,1,25,5.9,313,0.0,夜晚
2024-01-07T01:00,11.1,90,3.8,10.5,0.0,1,41,3.8,319,0.0,夜晚
2024-01-07T02:00,10.6,95,3.3,10.1,0.0,3,100,3.3,311,0.0,夜晚
2024-01-07T03:00,9.8,98,2.6,9.3,0.0,3,100,2.6,286,0.0,夜晚
2024-01-07T04:00,9.6,98,2.3,9.2,0.0,3,100,2.3,288,0.0,夜晚
2024-01-07T05:00,10.2,97,2.7,9.8,0.0,3,100,2.7,293,0.0,夜晚
2024-01-07T06:00,10.8,91,1.8,10.4,0.0,3,100,1.8,281,0.0,夜晚
2024-01-07T07:00,12.1,78,0.8,11.6,0.0,3,97,0.8,297,0.0,白天
2024-01-07T08:00,12.5,73,1.8,11.7,0.0,3,96,1.8,79,73.5,白天
2024-01-07T09:00,13.6,65,3.2,12.4,0.0,2,66,3.2,90,268.0,白天
2024-01-07T10:00,14.7,61,6.8,13.0,0.0,1,35,6.8,90,451.4,白天
2024-01-07T11:00,16.1,56,11.2,13.7,0.0,3,80,11.2,84,523.3,白天
2024-01-07T12:00,16.5,55,11.9,14.1,0.0,2,68,11.9,90,536.1,白天
2024-01-07T13:00,16.9,54,11.5,14.6,0.0,2,68,11.5,92,487.9,白天
2024-01-07T14:00,16.7,55,12.3,14.3,0.0,3,97,12.3,93,406.9,白天
2024-01-07T15:00,15.8,57,13.1,13.2,0.0,3,81,13.1,98,284.3,白天
2024-01-07T16:00,14.8,60,11.6,12.3,0.0,0,17,11.6,106,188.1,白天
2024-01-07T17:00,13.5,65,9.3,11.4,0.0,1,21,9.3,106,48.9,白天
2024-01-07T18:00,12.0,74,7.1,10.3,0.0,1,24,7.1,105,0.0,夜晚
2024-01-07T19:00,10.5,81,5.8,9.0,0.0,1,40,5.8,83,0.0,夜晚
2024-01-07T20:00,9.8,82,6.1,8.2,0.0,1,34,6.1,45,0.0,夜晚
2024-01-07T21:00,10.8,80,4.7,9.5,0.0,3,90,4.7,32,0.0,夜晚
2024-01-07T22:00,9.9,80,5.8,8.3,0.0,2,51,5.8,22,0.0,夜晚
2024-01-07T23:00,9.4,79,6.3,7.5,0.0,1,35,6.3,24,0.0,夜晚
2024-01-08T00:00,8.6,82,6.8,6.5,0.0,1,45,6.8,32,0.0,夜晚
2024-01-08T01:00,8.9,81,5.9,7.0,0.0,2,52,5.9,14,0.0,夜晚
2024-01-08T02:00,9.7,78,5.4,8.0,0.0,3,91,5.4,4,0.0,夜晚
2024-01-08T03:00,10.1,76,6.5,8.2,0.0,3,99,6.5,341,0.0,夜晚
2024-01-08T04:00,9.8,78,6.0,8.0,0.0,3,94,6.0,327,0.0,夜晚
2024-01-08T05:00,9.8,76,5.7,8.0,0.0,3,87,5.7,325,0.0,夜晚
2024-01-08T06:00,9.7,77,4.5,8.0,0.0,3,100,4.5,346,0.0,夜晚
2024-01-08T07:00,9.4,80,3.4,8.0,0.0,3,100,3.4,342,0.0,白天
2024-01-08T08:00,10.4,74,5.4,8.6,0.0,3,85,5.4,340,70.0,白天
2024-01-08T09:00,12.1,68,3.6,10.7,0.0,3,100,3.6,360,208.1,白天
2024-01-08T10:00,13.2,64,3.3,11.8,0.0,3,93,3.3,347,326.1,白天
2024-01-08T11:00,14.8,59,2.6,13.6,0.0,3,88,2.6,16,437.8,白天
2024-01-08T12:00,15.9,55,4.0,14.5,0.0,3,100,4.0,63,488.2,白天
2024-01-08T13:00,16.3,54,5.4,14.8,0.0,3,93,5.4,98,403.0,白天
2024-01-08T14:00,16.0,56,5.8,14.5,0.1,51,100,5.8,112,210.5,白天
2024-01-08T15:00,14.3,79,4.7,13.9,1.0,55,100,4.7,99,36.6,白天
2024-01-08T16:00,13.8,80,3.0,13.6,0.9,53,99,3.0,76,27.5,白天
2024-01-08T17:00,13.4,84,1.3,13.5,2.5,63,91,1.3,56,20.2,白天
2024-01-08T18:00,12.7,86,4.0,12.3,0.9,53,100,4.0,95,0.0,夜晚
2024-01-08T19:00,12.7,89,2.6,12.6,0.1,51,100,2.6,74,0.0,夜晚
2024-01-08T20:00,12.5,90,2.2,12.5,0.2,51,100,2.2,81,0.0,夜晚
2024-01-08T21:00,12.5,93,1.5,12.7,0.1,51,99,1.5,76,0.0,夜晚
2024-01-08T22:00,11.9,92,2.5,11.8,0.0,3,100,2.5,90,0.0,夜晚
2024-01-08T23:00,12.4,87,1.1,12.3,0.0,3,100,1.1,108,0.0,夜晚
2024-01-09T00:00,12.4,87,2.3,12.2,0.0,1,44,2.3,108,0.0,夜晚
2024-01-09T01:00,12.2,88,3.3,11.8,0.0,2,53,3.3,131,0.0,夜晚
2024-01-09T02:00,12.0,89,3.1,11.7,0.2,51,91,3.1,144,0.0,夜晚
2024-01-09T03:00,11.9,91,1.5,11.8,0.1,51,100,1.5,135,0.0,夜晚
2024-01-09T04:00,11.8,91,2.4,11.7,0.2,51,99,2.4,153,0.0,夜晚
2024-01-09T05:00,11.9,91,0.8,12.0,0.1,51,100,0.8,207,0.0,夜晚
2024-01-09T06:00,12.0,91,1.6,12.0,0.0,3,100,1.6,117,0.0,夜晚
2024-01-09T07:00,10.9,97,4.0,10.5,0.1,51,92,4.0,170,0.0,白天
2024-01-09T08:00,12.0,95,2.0,12.1,0.2,51,100,2.0,135,77.5,白天
2024-01-09T09:00,12.9,93,0.5,13.4,0.3,51,85,0.5,135,106.0,白天
2024-01-09T10:00,14.0,85,3.1,14.1,0.1,51,100,3.1,306,227.0,白天
2024-01-09T11:00,15.0,81,3.5,15.0,0.0,3,100,3.5,336,240.9,白天
2024-01-09T12:00,16.0,77,2.5,16.3,0.0,3,100,2.5,360,301.4,白天
2024-01-09T13:00,17.0,73,2.7,17.3,0.0,3,100,2.7,23,347.3,白天
2024-01-09T14:00,16.7,75,3.1,16.9,0.0,3,100,3.1,45,137.0,白天
2024-01-09T15:00,16.4,77,4.5,16.5,0.2,51,100,4.5,119,95.0,白天
2024-01-09T16:00,15.6,84,5.7,15.7,0.3,51,100,5.7,145,38.3,白天
2024-01-09T17:00,14.7,90,4.7,15.0,0.1,51,74,4.7,148,9.1,白天
2024-01-09T18:00,14.9,85,2.9,15.3,0.0,2,50,2.9,120,0.0,夜晚
2024-01-09T19:00,14.7,87,0.4,15.4,0.0,2,76,0.4,270,0.0,夜晚
2024-01-09T20:00,14.4,88,0.4,15.2,0.0,0,19,0.4,270,0.0,夜晚
2024-01-09T21:00,14.7,89,4.2,15.1,0.2,51,31,4.2,290,0.0,夜晚
2024-01-09T22:00,12.5,94,6.7,12.0,0.0,1,29,6.7,324,0.0,夜晚
2024-01-09T23:00,11.1,96,8.5,10.1,0.0,1,23,8.5,298,0.0,夜晚
2024-01-10T00:00,10.6,97,7.6,9.6,0.0,1,29,7.6,289,0.0,夜晚
2024-01-10T01:00,10.6,98,6.6,9.7,0.0,1,38,6.6,292,0.0,夜晚
2024-01-10T02:00,10.5,97,7.4,9.4,0.0,2,69,7.4,299,0.0,夜晚
2024-01-10T03:00,11.1,97,5.7,10.5,0.0,0,15,5.7,305,0.0,夜晚
2024-01-10T04:00,9.6,98,8.6,8.2,0.0,1,25,8.6,303,0.0,夜晚
2024-01-10T05:00,11.5,95,5.9,10.9,0.0,1,43,5.9,317,0.0,夜晚
2024-01-10T06:00,11.5,95,3.6,11.2,0.0,2,54,3.6,307,0.0,夜晚
2024-01-10T07:00,10.7,98,4.1,10.2,0.0,2,51,4.1,315,0.0,白天
2024-01-10T08:00,11.3,96,5.5,10.7,0.0,2,70,5.5,302,94.2,白天
2024-01-10T09:00,13.3,89,4.8,13.1,0.0,0,16,4.8,318,284.9,白天
2024-01-10T10:00,15.5,80,5.1,15.4,0.0,1,21,5.1,315,463.2,白天
2024-01-10T11:00,17.4,68,6.1,16.9,0.0,0,17,6.1,310,551.6,白天
2024-01-10T12:00,19.0,57,6.1,18.6,0.0,0,19,6.1,310,619.3,白天
2024-01-10T13:00,20.1,49,6.3,19.2,0.0,0,11,6.3,301,577.5,白天
2024-01-10T14:00,21.0,35,6.2,19.2,0.0,0,0,6.2,324,548.4,白天
2024-01-10T15:00,20.6,26,5.0,17.8,0.0,0,0,5.0,21,435.1,白天
2024-01-10T16:00,18.8,35,5.1,16.5,0.0,0,0,5.1,98,253.1,白天
2024-01-10T17:00,15.7,71,7.8,14.7,0.0,0,0,7.8,124,63.6,白天
2024-01-10T18:00,12.9,85,9.8,11.6,0.0,0,0,9.8,126,0.0,夜晚
2024-01-10T19:00,10.9,87,5.4,9.8,0.0,0,0,5.4,127,0.0,夜晚
2024-01-10T20:00,11.7,76,3.3,10.6,0.0,0,0,3.3,131,0.0,夜晚
2024-01-10T21:00,10.4,87,6.4,9.1,0.0,1,22,6.4,52,0.0,夜晚
2024-01-10T22:00,9.9,86,6.5,8.3,0.0,0,15,6.5,56,0.0,夜晚
2024-01-10T23:00,11.5,74,3.8,10.2,0.0,0,14,3.8,17,0.0,夜晚
2024-01-11T00:00,8.7,88,5.2,7.2,0.0,1,29,5.2,344,0.0,夜晚
2024-01-11T01:00,8.1,94,6.3,6.5,0.0,1,41,6.3,329,0.0,夜晚
2024-01-11T02:00,8.8,96,4.3,7.7,0.0,2,75,4.3,336,0.0,夜晚
2024-01-11T03:00,9.1,95,4.0,8.1,0.0,3,92,4.0,10,0.0,夜晚
2024-01-11T04:00,9.0,92,4.9,7.7,0.0,3,95,4.9,36,0.0,夜晚
2024-01-11T05:00,8.8,82,5.3,7.0,0.0,3,96,5.3,62,0.0,夜晚
2024-01-11T06:00,9.0,80,4.4,7.4,0.0,3,100,4.4,81,0.0,夜晚
2024-01-11T07:00,8.4,81,5.1,6.5,0.0,3,100,5.1,98,0.0,白天
2024-01-11T08:00,10.2,73,4.8,8.4,0.0,3,100,4.8,103,88.8,白天
2024-01-11T09:00,11.1,71,5.4,9.4,0.0,3,99,5.4,110,158.5,白天
2024-01-11T10:00,12.1,66,3.6,10.6,0.0,3,99,3.6,90,305.8,白天
2024-01-11T11:00,13.0,62,1.8,11.7,0.0,1,39,1.8,79,400.6,白天
2024-01-11T12:00,14.2,56,2.7,12.9,0.0,0,8,2.7,113,591.8,白天
2024-01-11T13:00,15.0,54,4.5,13.9,0.0,0,4,4.5,119,637.4,白天
2024-01-11T14:00,15.6,51,5.2,14.1,0.0,0,7,5.2,115,564.5,白天
2024-01-11T15:00,15.7,51,7.2,13.6,0.0,0,3,7.2,117,432.9,白天
2024-01-11T16:00,14.9,55,9.7,12.5,0.0,0,0,9.7,121,256.0,白天
2024-01-11T17:00,12.8,65,9.7,10.5,0.0,0,0,9.7,121,65.6,白天
2024-01-11T18:00,10.4,77,6.2,8.6,0.0,0,0,6.2,126,0.0,夜晚
2024-01-11T19:00,8.7,86,6.6,6.8,0.0,0,0,6.6,131,0.0,夜晚
2024-01-11T20:00,9.2,80,5.4,7.4,0.0,0,0,5.4,132,0.0,夜晚
2024-01-11T21:00,10.2,79,3.3,8.9,0.0,0,0,3.3,131,0.0,夜晚
2024-01-11T22:00,9.8,84,2.2,8.8,0.0,0,1,2.2,171,0.0,夜晚
2024-01-11T23:00,9.4,88,1.9,8.5,0.0,0,7,1.9,248,0.0,夜晚
2024-01-12T00:00,9.0,93,3.9,7.9,0.0,0,12,3.9,304,0.0,夜晚
2024-01-12T01:00,8.2,98,4.5,7.1,0.0,0,16,4.5,299,0.0,夜晚
2024-01-12T02:00,7.5,100,4.5,6.2,0.0,3,98,4.5,284,0.0,夜晚
2024-01-12T03:00,6.0,100,4.9,4.3,0.0,3,97,4.9,287,0.0,夜晚
2024-01-12T04:00,5.3,100,6.0,3.3,0.0,3,96,6.0,295,0.0,夜晚
2024-01-12T05:00,5.3,100,5.8,3.3,0.0,3,96,5.8,300,0.0,夜晚
2024-01-12T06:00,5.3,100,5.5,3.3,0.0,3,96,5.5,302,0.0,夜晚
2024-01-12T07:00,5.8,99,5.7,3.9,0.0,2,64,5.7,288,0.0,白天
2024-01-12T08:00,8.1,88,3.1,6.8,0.0,1,40,3.1,291,118.4,白天
2024-01-12T09:00,10.4,80,1.8,9.4,0.0,1,39,1.8,307,286.4,白天
2024-01-12T10:00,12.6,71,2.2,11.6,0.0,1,23,2.2,9,453.1,白天
2024-01-12T11:00,14.9,60,2.1,14.0,0.0,0,1,2.1,31,603.2,白天
2024-01-12T12:00,16.9,49,2.2,16.4,0.0,0,0,2.2,90,678.9,白天
2024-01-12T13:00,18.4,42,4.0,17.5,0.0,0,0,4.0,117,665.0,白天
2024-01-12T14:00,19.2,39,5.7,17.6,0.0,0,0,5.7,125,582.5,白天
2024-01-12T15:00,19.3,39,8.0,17.0,0.0,0,0,8.0,126,441.1,白天
2024-01-12T16:00,18.4,44,9.3,16.1,0.0,0,0,9.3,126,257.3,白天
2024-01-12T17:00,15.8,58,5.6,14.3,0.0,0,0,5.6,117,67.5,白天
2024-01-12T18:00,11.7,74,8.7,9.8,0.0,0,0,8.7,132,0.0,夜晚
2024-01-12T19:00,11.7,76,7.1,10.0,0.0,0,0,7.1,139,0.0,夜晚
2024-01-12T20:00,12.6,74,3.0,11.7,0.0,0,0,3.0,104,0.0,夜晚
2024-01-12T21:00,12.1,79,1.6,11.5,0.0,0,0,1.6,207,0.0,夜晚
2024-01-12T22:00,11.3,84,2.2,10.7,0.0,0,0,2.2,270,0.0,夜晚
2024-01-12T23:00,10.7,89,4.1,9.8,0.0,0,0,4.1,308,0.0,夜晚
2024-01-13T00:00,10.1,93,4.0,9.3,0.0,0,0,4.0,297,0.0,夜晚
2024-01-13T01:00,9.9,93,4.0,9.1,0.0,0,0,4.0,270,0.0,夜晚
2024-01-13T02:00,9.7,93,3.6,8.8,0.0,0,0,3.6,264,0.0,夜晚
2024-01-13T03:00,9.4,93,3.6,8.4,0.0,0,0,3.6,276,0.0,夜晚
2024-01-13T04:00,9.2,92,4.7,8.0,0.0,0,0,4.7,274,0.0,夜晚
2024-01-13T05:00,9.2,89,4.7,7.9,0.0,0,0,4.7,270,0.0,夜晚
2024-01-13T06:00,9.2,85,5.0,7.7,0.0,0,0,5.0,270,0.0,夜晚
