时刻,当前温度-2m,当前相对湿度-2m,当前降水量,当前体感温度,天气编码,当前风速-10m,当前总云量,当前风向,当前短波太阳辐射-即时,是否白天-0黑1白
2024-03-05 02:00:00,14.8,89,0.0,15.0,2,4.9,76,73,0.0,0
2024-03-05 03:00:00,14.7,90,0.0,14.6,2,7.4,72,67,0.0,0
2024-03-05 04:00:00,14.6,90,0.0,14.4,3,7.9,85,24,0.0,0
2024-03-05 05:00:00,14.4,91,0.0,15.0,2,2.2,66,90,0.0,0
2024-03-05 06:00:00,14.1,95,0.0,14.6,1,3.9,32,56,0.0,0
2024-03-05 07:00:00,14.3,96,0.0,15.3,45,1.5,41,104,35.9,1
2024-03-05 08:00:00,15.6,94,0.0,16.6,2,3.8,53,49,218.5,1
2024-03-05 09:00:00,17.9,86,0.0,19.2,2,3.6,53,53,386.6,1
2024-03-05 10:00:00,20.3,81,0.0,22.4,2,2.8,69,130,522.4,1
2024-03-05 11:00:00,24.6,70,0.0,27.3,2,5.6,69,230,614.8,1
2024-03-05 12:00:00,27.5,61,0.0,31.0,2,6.0,59,205,691.2,1
2024-03-05 13:00:00,28.6,55,0.0,29.8,3,16.6,86,221,616.3,1
2024-03-05 14:00:00,27.2,60,0.0,27.7,2,21.6,72,195,602.1,1
2024-03-05 15:00:00,27.2,60,0.0,27.1,2,23.0,73,197,468.2,1
2024-03-05 16:00:00,26.7,62,0.0,27.0,2,21.1,70,194,293.5,1
2024-03-05 17:00:00,25.8,66,0.0,27.0,2,14.4,79,176,138.4,1
2024-03-05 18:00:00,24.2,73,0.0,26.2,2,9.8,63,152,4.5,1
2024-03-05 19:00:00,23.0,78,0.0,25.4,2,7.0,73,145,0.0,0
2024-03-05 20:00:00,21.9,84,0.0,24.6,2,5.4,46,143,0.0,0
2024-03-05 21:00:00,21.3,86,0.0,23.9,2,4.7,67,148,0.0,0
2024-03-05 22:00:00,20.5,90,0.0,23.4,3,2.6,83,146,0.0,0
2024-03-05 23:00:00,19.9,92,0.0,22.6,2,3.5,75,156,0.0,0
2024-03-06 00:00:00,19.6,93,0.0,22.4,2,2.5,71,172,0.0,0
2024-03-06 01:00:00,19.2,95,0.0,22.1,2,1.8,78,169,0.0,0
2024-03-06 02:00:00,19.0,96,0.0,21.7,45,3.2,99,117,0.0,0
2024-03-06 03:00:00,18.7,90,0.0,19.1,51,14.4,95,90,0.0,0
2024-03-06 04:00:00,16.1,90,0.0,16.0,3,10.8,100,94,0.0,0
2024-03-06 05:00:00,15.9,87,0.0,15.8,3,8.8,99,81,0.0,0
2024-03-06 06:00:00,15.7,84,0.0,15.5,3,7.9,100,93,0.0,0
2024-03-06 07:00:00,15.6,84,0.0,15.7,3,6.1,100,93,8.9,1
2024-03-06 08:00:00,15.3,87,0.0,15.3,3,6.8,100,87,54.7,1
2024-03-06 09:00:00,15.3,86,0.0,15.0,3,8.6,98,90,73.6,1
2024-03-06 10:00:00,15.8,84,0.0,15.6,3,8.4,100,100,269.9,1
2024-03-06 11:00:00,16.1,82,0.0,15.7,3,9.6,100,103,291.9,1
2024-03-06 12:00:00,16.4,80,0.0,15.9,3,10.0,100,103,330.7,1
2024-03-06 13:00:00,15.7,80,0.0,14.8,3,11.2,100,105,124.0,1
2024-03-06 14:00:00,15.0,82,0.0,14.3,3,9.1,100,99,90.9,1
2024-03-06 15:00:00,14.8,79,0.0,13.8,3,9.1,100,99,75.6,1
2024-03-06 16:00:00,14.3,79,0.0,13.2,3,9.4,100,97,30.0,1
2024-03-06 17:00:00,14.1,78,0.0,13.1,3,7.6,100,98,27.1,1
2024-03-06 18:00:00,13.9,78,0.0,12.9,3,7.3,100,99,0.6,1
2024-03-06 19:00:00,13.7,79,0.0,12.7,3,7.4,100,113,0.0,0
2024-03-06 20:00:00,12.9,82,0.1,11.8,61,7.8,100,103,0.0,0
2024-03-06 21:00:00,12.9,83,0.1,12.1,61,6.2,100,111,0.0,0
2024-03-06 22:00:00,12.6,86,1.0,11.7,61,6.7,100,106,0.0,0
2024-03-06 23:00:00,12.5,85,0.1,11.6,61,6.2,100,100,0.0,0
2024-03-07 00:00:00,12.3,84,0.1,11.0,61,8.3,100,90,0.0,0
2024-03-07 01:00:00,12.2,83,0.0,11.2,3,6.1,100,90,0.0,0
2024-03-07 02:00:00,12.0,83,0.0,10.6,3,8.3,100,88,0.0,0
2024-03-07 03:00:00,11.9,82,0.0,10.5,3,7.6,100,85,0.0,0
2024-03-07 04:00:00,11.7,81,0.0,10.1,3,8.0,100,98,0.0,0
2024-03-07 05:00:00,11.5,80,0.0,9.8,3,8.0,100,100,0.0,0
2024-03-07 06:00:00,11.4,79,0.0,9.9,3,6.1,100,87,0.0,0
2024-03-07 07:00:00,11.4,78,0.0,9.9,3,5.8,100,112,4.4,1
2024-03-07 08:00:00,11.3,77,0.0,9.8,3,6.2,100,100,33.0,1
2024-03-07 09:00:00,11.7,75,0.0,10.3,3,5.1,100,94,100.0,1
2024-03-07 10:00:00,11.9,75,0.0,10.5,3,5.1,100,82,99.2,1
2024-03-07 11:00:00,12.2,74,0.0,11.0,3,4.8,100,77,141.1,1
2024-03-07 12:00:00,12.8,72,0.0,11.3,3,6.4,100,63,236.8,1
2024-03-07 13:00:00,13.1,70,0.0,11.6,3,6.4,100,63,253.0,1
2024-03-07 14:00:00,14.0,66,0.0,12.1,3,9.2,100,79,216.8,1
2024-03-07 15:00:00,13.5,65,0.0,11.7,3,7.7,100,79,138.7,1
2024-03-07 16:00:00,13.6,65,0.0,11.7,3,8.0,100,82,114.1,1
2024-03-07 17:00:00,13.3,65,0.0,11.4,3,7.6,100,90,48.0,1
2024-03-07 18:00:00,12.9,64,0.0,10.9,3,7.2,100,96,2.3,1
2024-03-07 19:00:00,12.5,64,0.0,10.5,3,6.8,100,90,0.0,0
2024-03-07 20:00:00,12.0,62,0.0,10.0,3,5.8,100,90,0.0,0
2024-03-07 21:00:00,11.8,62,0.0,9.8,3,5.1,100,86,0.0,0
2024-03-07 22:00:00,11.7,63,0.0,10.0,3,3.6,100,90,0.0,0
2024-03-07 23:00:00,11.7,65,0.0,10.3,3,1.8,98,79,0.0,0
2024-03-08 00:00:00,11.5,67,0.0,10.1,3,2.6,95,74,0.0,0
2024-03-08 01:00:00,11.4,70,0.0,10.1,3,2.6,95,74,0.0,0
2024-03-08 02:00:00,11.1,68,0.0,9.5,3,3.2,100,63,0.0,0
2024-03-08 03:00:00,11.0,69,0.0,9.5,3,2.7,98,67,0.0,0
2024-03-08 04:00:00,10.8,71,0.0,9.5,3,2.0,84,45,0.0,0
2024-03-08 05:00:00,10.6,73,0.0,9.3,2,1.8,45,37,0.0,0
2024-03-08 06:00:00,10.3,74,0.0,9.1,0,0.8,3,63,0.0,0
2024-03-08 07:00:00,10.2,74,0.0,9.0,0,1.0,0,135,51.0,1
2024-03-08 08:00:00,11.1,70,0.0,10.0,1,1.1,37,360,249.6,1
2024-03-08 09:00:00,12.6,62,0.0,11.3,2,1.5,59,45,446.1,1
2024-03-08 10:00:00,14.1,58,0.0,12.5,1,4.7,40,58,629.3,1
2024-03-08 11:00:00,15.6,56,0.0,14.5,1,9.7,28,68,773.2,1
2024-03-08 12:00:00,16.3,54,0.0,14.4,2,14.5,64,67,748.9,1
2024-03-08 13:00:00,15.9,57,0.0,13.0,2,16.9,64,79,568.9,1
2024-03-08 14:00:00,16.1,53,0.0,13.2,1,16.8,68,75,583.2,1
2024-03-08 15:00:00,15.9,52,0.0,12.4,1,18.1,38,84,527.0,1
2024-03-08 16:00:00,15.4,52,0.0,11.7,2,18.4,47,84,396.5,1
2024-03-08 17:00:00,14.4,52,0.0,10.5,2,18.0,76,87,177.1,1
2024-03-08 18:00:00,13.2,55,0.0,9.9,3,13.2,93,101,8.6,1
2024-03-08 19:00:00,12.6,57,0.0,9.9,3,9.2,100,116,0.0,0
2024-03-08 20:00:00,12.2,52,0.0,9.7,3,5.8,89,120,0.0,0
2024-03-08 21:00:00,12.0,54,0.0,9.9,3,3.6,92,135,0.0,0
2024-03-08 22:00:00,11.6,57,0.0,9.7,3,2.6,93,146,0.0,0
2024-03-08 23:00:00,11.5,58,0.0,9.7,3,1.8,84,127,0.0,0
2024-03-09 00:00:00,10.8,62,0.0,8.9,2,3.6,56,84,0.0,0
2024-03-09 01:00:00,10.1,70,0.0,8.4,2,3.2,45,63,0.0,0
2024-03-09 02:00:00,10.0,70,0.0,8.2,2,3.4,80,72,0.0,0
2024-03-09 03:00:00,9.6,74,0.0,8.0,2,2.6,62,56,0.0,0
2024-03-09 04:00:00,9.5,75,0.0,8.0,3,2.6,100,16,0.0,0
2024-03-09 05:00:00,9.5,76,0.0,7.9,3,3.6,95,53,0.0,0
2024-03-09 06:00:00,9.8,72,0.0,8.1,3,3.3,85,77,0.0,0
2024-03-09 07:00:00,10.1,69,0.0,8.4,3,2.9,95,7,22.1,1
2024-03-09 08:00:00,10.6,66,0.0,8.9,3,3.1,95,21,71.0,1
2024-03-09 09:00:00,10.7,70,0.3,8.5,61,7.5,98,55,102.1,1
2024-03-09 10:00:00,11.2,68,0.1,8.9,61,8.3,100,56,244.9,1
2024-03-09 11:00:00,11.9,65,0.0,9.6,3,8.7,95,60,358.3,1
2024-03-09 12:00:00,12.1,63,0.0,9.5,3,10.2,91,72,295.8,1
2024-03-09 13:00:00,12.1,60,0.1,9.3,61,10.4,100,56,253.9,1
2024-03-09 14:00:00,12.0,58,0.3,9.2,61,9.1,100,72,141.1,1
2024-03-09 15:00:00,11.9,59,0.0,9.4,3,7.6,95,71,156.8,1
2024-03-09 16:00:00,11.9,57,0.0,9.2,3,8.6,91,90,95.9,1
2024-03-09 17:00:00,11.8,57,0.0,9.2,3,8.0,87,95,60.8,1
2024-03-09 18:00:00,11.6,56,0.0,9.0,3,6.5,88,93,4.3,1
2024-03-09 19:00:00,11.2,57,0.0,8.8,3,5.5,83,101,0.0,0
2024-03-09 20:00:00,10.9,58,0.0,9.2,3,1.1,87,180,0.0,0
2024-03-09 21:00:00,10.9,58,0.0,9.0,2,1.5,63,135,0.0,0
2024-03-09 22:00:00,10.8,59,0.0,9.0,2,1.6,71,243,0.0,0
2024-03-09 23:00:00,10.5,63,0.0,8.9,2,1.0,52,45,0.0,0
2024-03-10 00:00:00,10.5,59,0.0,8.7,2,0.7,67,270,0.0,0
2024-03-10 01:00:00,10.1,62,0.0,8.2,2,2.3,80,342,0.0,0
2024-03-10 02:00:00,10.5,56,0.0,8.5,3,1.6,100,333,0.0,0
2024-03-10 03:00:00,10.2,60,0.0,8.4,3,1.1,100,288,0.0,0
2024-03-10 04:00:00,10.0,61,0.0,7.6,3,5.4,84,274,0.0,0
2024-03-10 05:00:00,9.8,64,0.0,7.9,3,2.2,100,270,0.0,0
2024-03-10 06:00:00,9.7,66,0.1,7.6,61,4.4,100,261,0.0,0
2024-03-10 07:00:00,9.7,68,0.0,7.6,3,4.7,82,261,24.2,1
2024-03-10 08:00:00,10.6,63,0.0,8.8,3,2.4,78,297,84.8,1
2024-03-10 09:00:00,11.5,57,0.0,9.6,2,2.2,80,351,219.4,1
2024-03-10 10:00:00,12.7,51,0.0,10.1,3,6.6,84,49,318.1,1
2024-03-10 11:00:00,14.0,46,0.0,10.9,3,10.2,84,51,533.1,1
2024-03-10 12:00:00,15.4,45,0.0,13.0,2,12.1,76,53,718.0,1
2024-03-10 13:00:00,16.3,44,0.0,13.9,2,13.5,65,65,710.5,1
2024-03-10 14:00:00,16.3,44,0.0,12.9,3,15.3,94,75,571.9,1
2024-03-10 15:00:00,15.4,44,0.0,12.0,3,13.0,94,90,363.2,1
2024-03-10 16:00:00,14.6,46,0.0,11.6,3,10.2,96,108,150.1,1
2024-03-10 17:00:00,14.2,48,0.0,11.6,3,7.1,100,120,58.9,1
2024-03-10 18:00:00,13.6,53,0.1,11.7,61,3.2,100,117,1.9,1
2024-03-10 19:00:00,13.3,57,0.0,11.7,3,2.5,100,135,0.0,0
2024-03-10 20:00:00,12.8,61,0.0,11.4,3,2.1,100,211,0.0,0
2024-03-10 21:00:00,12.3,66,0.2,10.8,61,3.8,99,253,0.0,0
2024-03-10 22:00:00,12.1,69,0.1,10.6,61,4.0,100,260,0.0,0
2024-03-10 23:00:00,11.9,70,0.3,10.2,61,5.8,100,270,0.0,0
2024-03-11 00:00:00,12.1,68,0.1,10.6,61,4.0,93,297,0.0,0
2024-03-11 01:00:00,12.2,69,0.0,10.9,3,3.3,100,283,0.0,0
2024-03-11 02:00:00,12.1,76,0.1,11.0,61,3.7,93,281,0.0,0
2024-03-11 03:00:00,12.1,76,0.1,11.0,61,4.2,98,290,0.0,0
2024-03-11 04:00:00,12.2,79,0.2,11.3,61,3.6,100,264,0.0,0
2024-03-11 05:00:00,12.1,83,0.9,11.4,61,3.7,100,331,0.0,0
2024-03-11 06:00:00,12.0,86,1.2,11.5,61,2.9,100,300,0.0,0
2024-03-11 07:00:00,12.0,88,0.8,11.8,61,2.3,100,309,4.4,1
2024-03-11 08:00:00,11.9,92,2.7,11.6,63,3.5,100,336,21.1,1
2024-03-11 09:00:00,12.4,91,1.2,12.3,61,2.8,100,310,68.2,1
2024-03-11 10:00:00,13.0,89,0.6,12.9,61,3.2,100,333,77.8,1
2024-03-11 11:00:00,13.8,87,0.5,13.9,61,2.6,100,326,164.2,1
2024-03-11 12:00:00,14.5,87,0.7,14.9,61,2.7,100,293,198.8,1
2024-03-11 13:00:00,14.8,89,2.0,15.3,61,3.1,100,324,121.0,1
2024-03-11 14:00:00,14.9,91,0.7,15.8,61,1.8,100,360,120.2,1
2024-03-11 15:00:00,15.3,90,0.7,16.0,61,3.1,100,339,98.3,1
2024-03-11 16:00:00,15.6,88,0.1,16.6,61,1.8,100,11,81.8,1
2024-03-11 17:00:00,16.1,87,0.0,17.1,3,1.8,94,270,63.2,1
2024-03-11 18:00:00,16.4,84,0.0,17.6,3,0.5,94,315,5.0,1
2024-03-11 19:00:00,16.3,81,0.0,16.7,2,3.9,60,326,0.0,0
2024-03-11 20:00:00,15.7,86,0.0,16.2,2,3.7,81,331,0.0,0
2024-03-11 21:00:00,15.4,82,0.0,15.4,2,4.6,49,321,0.0,0
2024-03-11 22:00:00,14.8,82,0.0,14.8,1,3.9,36,292,0.0,0
2024-03-11 23:00:00,13.8,86,0.0,13.7,0,4.3,0,294,0.0,0
2024-03-12 00:00:00,12.9,89,0.0,12.6,0,4.3,0,275,0.0,0
2024-03-12 01:00:00,12.0,92,0.0,11.5,1,4.7,9,274,0.0,0
2024-03-12 02:00:00,11.5,92,0.0,10.9,1,5.4,21,270,0.0,0
2024-03-12 03:00:00,11.1,92,0.0,10.3,1,5.4,15,270,0.0,0
2024-03-12 04:00:00,10.7,92,0.0,9.8,0,5.4,5,266,0.0,0
2024-03-12 05:00:00,10.1,93,0.0,9.1,1,5.4,15,266,0.0,0
2024-03-12 06:00:00,9.7,93,0.0,8.6,1,5.1,22,262,0.0,0
2024-03-12 07:00:00,9.5,93,0.0,8.4,1,4.8,28,257,70.1,1
2024-03-12 08:00:00,12.2,88,0.0,11.6,0,4.7,0,274,297.0,1
2024-03-12 09:00:00,15.7,70,0.0,15.0,0,5.5,0,293,533.2,1
2024-03-12 10:00:00,17.6,63,0.0,17.7,0,5.1,0,309,729.7,1
2024-03-12 11:00:00,19.4,54,0.0,20.0,1,6.9,18,313,860.9,1
2024-03-12 12:00:00,20.9,46,0.0,21.8,0,6.5,6,326,912.4,1
2024-03-12 13:00:00,22.0,40,0.0,22.8,0,6.1,0,3,900.3,1
2024-03-12 14:00:00,22.7,31,0.0,22.9,0,3.6,8,53,811.4,1
2024-03-12 15:00:00,22.9,33,0.0,22.5,0,4.0,4,95,655.5,1
2024-03-12 16:00:00,22.9,33,0.0,20.8,2,7.2,49,108,442.7,1
2024-03-12 17:00:00,21.8,31,0.0,18.6,3,12.1,95,117,183.7,1
2024-03-12 18:00:00,19.9,31,0.0,17.0,3,8.5,100,126,12.5,1
2024-03-12 19:00:00,17.9,42,0.0,16.0,3,4.6,100,135,0.0,0
2024-03-12 20:00:00,16.3,52,0.0,14.8,3,3.9,77,158,0.0,0
2024-03-12 21:00:00,15.0,61,0.0,14.0,2,2.7,71,157,0.0,0
2024-03-12 22:00:00,14.4,64,0.0,13.5,3,1.9,88,158,0.0,0
2024-03-12 23:00:00,14.3,62,0.0,13.3,3,1.8,84,217,0.0,0
2024-03-13 00:00:00,14.0,61,0.0,12.7,2,2.6,57,236,0.0,0
2024-03-13 01:00:00,13.3,63,0.0,12.1,1,2.5,28,135,0.0,0
2024-03-13 02:00:00,12.5,59,0.0,9.7,2,10.5,63,98,0.0,0
2024-03-13 03:00:00,12.3,69,0.0,10.8,0,4.9,0,107,0.0,0
2024-03-13 04:00:00,11.9,67,0.0,10.7,1,1.5,7,135,0.0,0
2024-03-13 05:00:00,11.7,65,0.0,10.3,1,2.3,30,141,0.0,0
2024-03-13 06:00:00,11.1,67,0.0,9.7,3,1.1,100,198,0.0,0
2024-03-13 07:00:00,11.4,64,0.0,10.1,3,0.5,88,135,52.5,1
2024-03-13 08:00:00,12.2,63,0.0,10.8,3,1.8,77,11,216.2,1
2024-03-13 09:00:00,13.6,49,0.0,11.2,2,5.5,71,349,393.9,1
2024-03-13 10:00:00,14.7,45,0.0,12.1,2,6.5,76,3,562.7,1
2024-03-13 11:00:00,15.8,42,0.0,13.7,2,7.2,68,357,681.7,1
2024-03-13 12:00:00,16.4,39,0.0,13.7,3,9.2,100,31,616.6,1
2024-03-13 13:00:00,16.8,38,0.0,14.1,3,6.8,89,32,411.2,1
2024-03-13 14:00:00,16.8,38,0.0,14.1,3,6.9,100,47,340.9,1
2024-03-13 15:00:00,16.8,37,0.0,14.0,2,7.0,73,55,267.0,1
2024-03-13 16:00:00,17.1,37,0.0,14.7,2,4.1,75,38,262.4,1
2024-03-13 17:00:00,16.8,37,0.0,14.1,2,6.4,78,63,121.3,1
2024-03-13 18:00:00,16.1,41,0.0,13.8,3,5.1,100,98,6.8,1
2024-03-13 19:00:00,15.1,48,0.0,13.2,3,4.1,83,105,0.0,0
2024-03-13 20:00:00,14.5,53,0.0,12.7,2,4.2,67,110,0.0,0
2024-03-13 21:00:00,13.6,59,0.0,12.1,2,3.4,79,108,0.0,0
2024-03-13 22:00:00,13.1,66,0.0,11.6,3,4.7,99,113,0.0,0
2024-03-13 23:00:00,13.0,67,0.0,11.9,3,2.2,86,189,0.0,0
2024-03-14 00:00:00,12.7,69,0.0,11.6,2,2.6,80,146,0.0,0
2024-03-14 01:00:00,12.6,72,0.0,11.7,3,1.9,89,112,0.0,0
2024-03-14 02:00:00,12.6,73,0.0,11.8,3,1.8,85,143,0.0,0
2024-03-14 03:00:00,12.6,71,0.0,11.9,3,0.8,100,207,0.0,0
2024-03-14 04:00:00,12.7,66,0.0,11.7,3,1.0,90,225,0.0,0
2024-03-14 05:00:00,12.7,70,0.0,11.7,3,1.8,100,349,0.0,0
2024-03-14 06:00:00,13.0,67,0.0,11.8,3,2.6,100,286,0.0,0
2024-03-14 07:00:00,12.6,72,0.0,11.5,3,3.6,100,225,21.8,1
2024-03-14 08:00:00,12.8,75,0.0,12.0,3,3.3,100,264,54.2,1
2024-03-14 09:00:00,13.2,71,0.2,12.3,61,2.9,100,270,98.9,1
2024-03-14 10:00:00,13.6,68,0.3,12.5,61,3.2,100,297,139.8,1
2024-03-14 11:00:00,14.2,68,0.1,13.4,61,3.2,99,333,218.0,1
2024-03-14 12:00:00,14.3,72,0.2,13.6,61,3.7,92,331,138.6,1
2024-03-14 13:00:00,14.4,71,0.1,13.7,61,3.6,100,323,132.8,1
2024-03-14 14:00:00,14.8,72,0.4,14.2,61,3.9,96,338,90.9,1
2024-03-14 15:00:00,14.9,72,0.0,14.4,3,3.0,100,346,60.4,1
2024-03-14 16:00:00,15.2,72,0.0,14.8,3,3.3,100,6,52.7,1
2024-03-14 17:00:00,15.0,74,0.2,14.8,61,2.3,99,309,23.3,1
2024-03-14 18:00:00,14.8,77,0.1,14.7,61,2.7,96,337,2.5,1
2024-03-14 19:00:00,14.6,81,0.3,14.7,61,2.3,100,342,0.0,0
2024-03-14 20:00:00,14.6,85,0.6,14.8,61,3.3,100,311,0.0,0
2024-03-14 21:00:00,14.5,86,0.7,15.0,61,1.3,92,304,0.0,0
2024-03-14 22:00:00,14.3,89,0.6,15.0,61,0.4,100,180,0.0,0
2024-03-14 23:00:00,14.2,90,0.7,14.9,61,0.8,100,243,0.0,0
2024-03-15 00:00:00,13.9,93,0.9,14.7,61,1.1,100,288,0.0,0
2024-03-15 01:00:00,13.9,93,0.5,14.6,61,1.8,100,270,0.0,0
2024-03-15 02:00:00,13.9,95,1.3,14.7,61,1.3,99,304,0.0,0
2024-03-15 03:00:00,13.8,95,0.2,14.6,61,1.5,99,284,0.0,0
2024-03-15 04:00:00,13.8,95,0.4,14.5,61,1.8,100,281,0.0,0
2024-03-15 05:00:00,13.9,94,0.4,14.6,61,1.8,100,233,0.0,0
2024-03-15 06:00:00,13.9,94,0.4,14.5,61,2.5,99,278,0.0,0
2024-03-15 07:00:00,14.0,94,0.3,14.7,61,1.8,99,281,13.1,1
2024-03-15 08:00:00,14.2,93,0.6,15.0,61,0.8,100,297,45.7,1
2024-03-15 09:00:00,14.4,93,0.7,15.2,61,2.4,98,297,57.1,1
2024-03-15 10:00:00,14.7,93,0.1,15.6,61,1.8,100,169,109.7,1
2024-03-15 11:00:00,15.3,90,0.2,16.2,61,2.2,100,351,176.6,1
2024-03-15 12:00:00,15.7,89,0.0,16.6,3,2.5,97,360,156.9,1
2024-03-15 13:00:00,16.3,88,0.0,17.3,3,2.5,95,82,217.4,1
2024-03-15 14:00:00,16.6,86,0.0,17.2,3,5.1,97,94,241.5,1
2024-03-15 15:00:00,17.1,84,0.0,17.6,3,6.2,93,80,218.3,1
2024-03-15 16:00:00,17.1,83,0.0,17.6,3,6.2,96,100,157.3,1
2024-03-15 17:00:00,16.8,83,0.0,17.2,3,6.0,95,115,80.8,1
2024-03-15 18:00:00,16.3,85,0.0,16.6,3,6.5,100,96,6.9,1
2024-03-15 19:00:00,15.8,87,0.0,16.3,3,5.3,100,118,0.0,0
2024-03-15 20:00:00,15.3,89,0.1,15.6,61,5.6,100,105,0.0,0
2024-03-15 21:00:00,15.1,90,0.2,15.7,61,3.7,100,119,0.0,0
2024-03-15 22:00:00,14.9,92,0.1,15.5,61,3.6,99,127,0.0,0
2024-03-15 23:00:00,14.7,94,1.4,15.7,61,1.3,100,146,0.0,0
2024-03-16 00:00:00,14.5,96,1.8,15.4,61,2.0,100,135,0.0,0
2024-03-16 01:00:00,14.4,97,0.7,15.6,61,0.8,100,117,0.0,0
2024-03-16 02:00:00,14.9,97,0.4,16.2,61,1.3,99,34,0.0,0
2024-03-16 03:00:00,14.8,97,0.4,16.0,61,1.5,98,225,0.0,0
2024-03-16 04:00:00,14.8,98,0.5,16.1,61,1.1,100,198,0.0,0
2024-03-16 05:00:00,14.7,98,1.5,15.8,61,2.6,100,254,0.0,0
2024-03-16 06:00:00,14.7,98,1.3,16.1,61,0.7,98,180,0.0,0
2024-03-16 07:00:00,14.9,96,0.0,16.0,45,1.9,99,292,13.0,1
2024-03-16 08:00:00,15.1,96,0.9,16.3,61,1.5,100,346,22.0,1
2024-03-16 09:00:00,15.4,96,0.8,16.6,61,2.4,100,27,58.2,1
2024-03-16 10:00:00,15.6,95,0.7,17.1,61,1.0,100,45,70.9,1
2024-03-16 11:00:00,15.9,95,1.2,17.4,61,1.8,100,37,107.8,1
2024-03-16 12:00:00,16.3,95,1.6,18.0,61,1.1,99,18,134.5,1
2024-03-16 13:00:00,16.4,94,1.1,17.9,61,2.9,99,90,80.6,1
2024-03-16 14:00:00,16.9,93,0.0,18.5,51,2.5,100,82,181.8,1
2024-03-16 15:00:00,17.4,93,0.0,19.2,3,2.8,100,40,174.2,1
2024-03-16 16:00:00,17.8,92,0.0,19.4,3,4.7,97,67,155.7,1
2024-03-16 17:00:00,17.9,92,0.0,19.8,3,3.3,100,77,78.1,1
2024-03-16 18:00:00,17.8,92,0.0,19.7,3,2.3,84,39,7.9,1
2024-03-16 19:00:00,17.1,96,0.0,19.0,45,2.2,67,90,0.0,0
2024-03-16 20:00:00,17.1,98,0.0,19.4,45,0.4,81,270,0.0,0
2024-03-16 21:00:00,16.8,99,0.0,18.9,45,1.8,88,307,0.0,0
2024-03-16 22:00:00,16.6,100,0.0,18.8,45,0.8,81,207,0.0,0
2024-03-16 23:00:00,16.3,100,0.0,18.3,45,1.5,82,256,0.0,0
2024-03-17 00:00:00,15.9,100,0.0,17.8,45,1.4,87,270,0.0,0
2024-03-17 01:00:00,15.7,100,0.0,17.4,45,1.8,82,259,0.0,0
2024-03-17 02:00:00,15.9,100,0.0,17.6,45,1.9,78,248,0.0,0
2024-03-17 03:00:00,15.8,100,0.0,17.6,45,1.3,75,236,0.0,0
2024-03-17 04:00:00,15.8,99,0.0,17.4,45,2.1,75,211,0.0,0
2024-03-17 05:00:00,15.6,100,0.0,17.3,45,1.6,73,243,0.0,0
2024-03-17 06:00:00,15.4,99,0.0,16.8,45,2.3,66,231,0.0,0
2024-03-17 07:00:00,15.7,99,0.0,17.3,45,2.5,63,225,62.8,1
2024-03-17 08:00:00,17.2,98,0.0,19.6,45,0.8,66,243,208.6,1
2024-03-17 09:00:00,19.9,89,0.0,22.7,2,1.0,50,315,460.6,1
2024-03-17 10:00:00,21.9,83,0.0,25.4,3,1.5,83,346,663.0,1
2024-03-17 11:00:00,23.5,80,0.0,28.0,1,3.4,11,32,778.9,1
2024-03-17 12:00:00,24.9,75,0.0,30.0,1,2.7,27,67,794.3,1
2024-03-17 13:00:00,25.9,72,0.0,31.0,1,3.5,30,66,775.9,1
2024-03-17 14:00:00,26.3,71,0.0,30.8,1,6.6,50,99,717.8,1
2024-03-17 15:00:00,26.0,74,0.0,29.3,2,10.5,52,112,572.2,1
2024-03-17 16:00:00,23.7,78,0.0,25.5,2,12.6,61,114,396.2,1
2024-03-17 17:00:00,21.2,84,0.0,22.3,3,13.7,85,104,185.6,1
2024-03-17 18:00:00,19.0,87,0.0,19.4,3,14.1,93,93,12.9,1
2024-03-17 19:00:00,17.6,88,0.0,17.4,3,14.5,100,96,0.0,0
2024-03-17 20:00:00,17.1,86,0.0,16.4,3,15.9,100,95,0.0,0
2024-03-17 21:00:00,16.2,76,0.1,15.0,3,12.1,100,107,0.0,0
2024-03-17 22:00:00,15.7,74,0.0,14.8,3,8.5,100,118,0.0,0
2024-03-17 23:00:00,15.3,75,0.0,14.4,3,8.0,100,108,0.0,0
2024-03-18 00:00:00,14.9,74,0.0,14.1,3,6.3,100,103,0.0,0
2024-03-18 01:00:00,14.8,71,0.0,14.1,3,4.6,100,108,0.0,0
2024-03-18 02:00:00,14.8,72,0.0,14.3,3,3.8,100,107,0.0,0
2024-03-18 03:00:00,14.9,68,0.0,14.2,3,2.9,100,97,0.0,0
2024-03-18 04:00:00,14.9,64,0.0,13.8,3,4.4,100,99,0.0,0
2024-03-18 05:00:00,14.6,62,0.0,13.2,3,5.1,100,82,0.0,0
2024-03-18 06:00:00,14.2,63,0.0,12.6,3,6.1,100,93,0.0,0
2024-03-18 07:00:00,13.7,64,0.0,11.9,3,7.7,99,101,25.9,1
2024-03-18 08:00:00,13.4,66,0.0,11.6,3,7.6,100,98,79.3,1
2024-03-18 09:00:00,13.5,61,0.0,11.7,3,5.9,94,76,91.3,1
2024-03-18 10:00:00,13.9,55,0.0,11.8,3,6.2,85,54,177.0,1
2024-03-18 11:00:00,14.8,50,0.0,12.4,3,7.4,90,51,374.0,1
2024-03-18 12:00:00,15.6,48,0.0,13.2,3,8.0,88,63,548.8,1
