date,temperature_2m_max,temperature_2m_mean,temperature_2m_min,precipitation_sum,sunshine_duration
2024-12-21 00:00:00+00:00,17.046,12.223084,6.946,0.0,33423.87
2024-12-22 00:00:00+00:00,12.646,8.993917,6.596,0.0,34833.785
2024-12-23 00:00:00+00:00,15.796,11.025166,7.246,0.0,18861.973
2024-12-24 00:00:00+00:00,16.246,13.773084,8.945999,0.0,17157.117
2024-12-25 00:00:00+00:00,20.746,16.212666,13.546,1.1,28412.309
2024-12-26 00:00:00+00:00,16.496,13.67725,10.096001,0.1,7082.8154
2024-12-27 00:00:00+00:00,17.345999,13.360581,10.096001,0.0,25383.008
2024-12-28 00:00:00+00:00,17.996,10.50225,4.696,0.0,34892.082
2024-12-29 00:00:00+00:00,12.896,10.25225,6.546,0.0,34909.84
2024-12-30 00:00:00+00:00,20.845999,13.545999,7.746,0.0,34929.83
2024-12-31 00:00:00+00:00,18.896,12.016835,6.296,0.0,34952.008
