通知人,标题,日期,详情链接,下载量1,附件1,附件链接1,下载量2,附件2,附件链接2,下载量3,附件3,附件链接3,下载量4,附件4,附件链接4,下载量5,附件5,附件链接5,下载量6,附件6,附件链接6,下载量7,附件7,附件链接7,下载量8,附件8,附件链接8,下载量9,附件9,附件链接9
教研教改,福州大学关于公布2021级数理综合班专业分流学生名单及学科导师名单的通知,2023-05-17,https://jwch.fzu.edu.cn/info/1037/12770.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
实践科,关于公布福州大学第七届网络信息安全竞赛获奖名单的通知,2023-05-17,https://jwch.fzu.edu.cn/info/1039/12769.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
质量办,关于举办福州大学第四十一场“教学有道”研讨活动的通知,2023-05-16,https://jwch.fzu.edu.cn/info/1040/12768.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
教学运行,关于2024届预计毕业生核对电子注册学历信息的通知,2023-05-16,https://jwch.fzu.edu.cn/info/1036/12765.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
计划科,关于组织申报2023-2024学年第一学期通识教育选修课的通知,2023-05-15,https://jwch.fzu.edu.cn/info/1038/12762.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
教学运行,关于2022-2023学年第二学期计算机语言类课程期末考试安排的通知,2023-05-12,https://jwch.fzu.edu.cn/info/1036/12761.htm,1246,2202计算机语言期末考试5.28.xlsx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12222774,,,,,,,,,,,,,,,,,,,,,,,,
质量办,关于举办福州大学第四十场“教学有道”研讨活动的通知,2023-05-12,https://jwch.fzu.edu.cn/info/1040/12760.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
质量办,关于开展2023届本科毕业生座谈会的通知,2023-05-12,https://jwch.fzu.edu.cn/info/1040/12759.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
实践科,关于公布福州大学第九届“汇仟杯”测量大赛获奖名单的通知,2023-05-08,https://jwch.fzu.edu.cn/info/1039/12750.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
计划科,2022-2023学年第二学期在校学生申请辅修专业的通知,2023-05-08,https://jwch.fzu.edu.cn/info/1038/12749.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
教研教改,福州大学关于开展2022-2023学年本科教学优秀奖评选工作的通知,2023-05-05,https://jwch.fzu.edu.cn/info/1037/12747.htm,1498,附件1：福州大学本科教学优秀奖评选办法.doc,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12219565,1278,附件2：福州大学2022-2023学年教学优秀奖申报简表.doc,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12219566,1606,附件4：各教学单位2022-2023学年教学优秀奖二等奖和三等奖名额分配表.docx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12219568,1326,附件3：福州大学2022-2023学年教学优秀奖申报汇总表.xls,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12219567,,,,,,,,,,,,,,,
质量办,关于举办福州大学第三十九场“教学有道”研讨活动的通知,2023-05-05,https://jwch.fzu.edu.cn/info/1040/12746.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
实践科,关于组织申报2023年本科生开放探索性实验项目（课程）的通知,2023-05-05,https://jwch.fzu.edu.cn/info/1039/12745.htm,0,/2023niankaifangtansuoxingshiyanxiangmukechengtongzhifujian.zip,https://jwch.fzu.edu.cn/2023niankaifangtansuoxingshiyanxiangmukechengtongzhifujian.zip,,,,,,,,,,,,,,,,,,,,,,,,
实践科,关于开展2023届本科毕业设计（论文）抽检送审工作的通知,2023-04-26,https://jwch.fzu.edu.cn/info/1039/12723.htm,3553,3附件2：2023届福州大学本科毕业设计（论文）抽检情况汇总表.xlsx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12218055,2735,3附件1：福建省本科毕业论文（设计）抽检评议要素（试行）.docx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12218054,,,,,,,,,,,,,,,,,,,,,
实践科,关于对2023届本科毕业设计（论文）进行查重检测的通知,2023-04-26,https://jwch.fzu.edu.cn/info/1039/12722.htm,7310,2附件：维普论文检测系统查重标准及格式报告说明.doc,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12218050,,,,,,,,,,,,,,,,,,,,,,,,
实践科,关于试用本科毕业设计（论文）管理模块的通知,2023-04-26,https://jwch.fzu.edu.cn/info/1039/12721.htm,2618,1附件：福州大学本科毕业设计（论文）管理模块操作指南.doc,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12218049,,,,,,,,,,,,,,,,,,,,,,,,
教学运行,关于2022-2023学年第二学期《工程制图E》课程期末考试安排的通知,2023-04-25,https://jwch.fzu.edu.cn/info/1036/12718.htm,940,2202制图E期末考试5.14上午.xlsx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12219851,,,,,,,,,,,,,,,,,,,,,,,,
教学运行,关于2023届预计毕业生补拍电子注册学历照片的通知,2023-04-24,https://jwch.fzu.edu.cn/info/1036/12716.htm,2345,附件：获得图像采集码途径.pdf,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12216500,,,,,,,,,,,,,,,,,,,,,,,,
实践科,关于举办福州大学第十七届数学建模竞赛暨2023年全国大学生数学建模竞赛集训队选拔的通知,2023-04-20,https://jwch.fzu.edu.cn/info/1039/12714.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
教学运行,关于2023年五一节放假课程调整的通知,2023-04-19,https://jwch.fzu.edu.cn/info/1036/12712.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
教学运行,关于2022-2023学年第二学期《大学物理》课程半期考试安排的通知,2023-04-19,https://jwch.fzu.edu.cn/info/1036/12711.htm,1031,2202大物半期考5.7下午.xlsx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12215056,,,,,,,,,,,,,,,,,,,,,,,,
实践科,关于举办2023年福州大学第二十三届数学竞赛暨第十五届全国大学生数学竞赛选拔赛的通知,2023-04-17,https://jwch.fzu.edu.cn/info/1039/12702.htm,3613,附件3：福州大学第二十三届数学竞赛大纲.pdf,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12214628,,,,,,,,,,,,,,,,,,,,,,,,
实践科,关于举办福州大学第十三届大学生节能减排社会实践与科技竞赛暨第九届材料创新、设计及应用竞赛的通知,2023-04-15,https://jwch.fzu.edu.cn/info/1039/12701.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
实践科,关于举办福州大学第二十届程序设计竞赛暨校ACM/ICPC集训队选拔赛的通知,2023-04-14,https://jwch.fzu.edu.cn/info/1039/12695.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
实践科,关于举办福州大学第七届网络信息安全竞赛的通知,2023-04-13,https://jwch.fzu.edu.cn/info/1039/12694.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
实践科,关于组织开展第十六届中国大学生计算机设计大赛校内预选赛的通知,2023-04-07,https://jwch.fzu.edu.cn/info/1039/12673.htm,1610,附件1：2023年（第16届）4C大赛通知（中大计赛函[2023]1号）.pdf,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12212463,1841,附件2：2023年计算机设计大赛省级赛公告.pdf,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12212465,1322,附件3 2023年（第16届）中国大学生计算机设计大赛——校内选拔赛报名表.xlsx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12212464,,,,,,,,,,,,,,,,,,
实践科,关于举办福州大学第三届大学生先进成图技术与产品信息建模创新大赛的通知,2023-04-07,https://jwch.fzu.edu.cn/info/1039/12672.htm,1313,附件2：福州大学第三届大学生先进成图技术与产品信息建模创新大赛报名表.xls,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12212445,,,,,,,,,,,,,,,,,,,,,,,,
教学运行,关于2022-2023学年第二学期《高等数学》课程半期考试安排的通知,2023-04-07,https://jwch.fzu.edu.cn/info/1036/12671.htm,1412,2202高数半期考4.16上午.xlsx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12212349,,,,,,,,,,,,,,,,,,,,,,,,
教学运行,关于2022-2023学年第二学期《线性代数》课程半期考试安排的通知,2023-04-06,https://jwch.fzu.edu.cn/info/1036/12667.htm,1163,2202线代半期考4.22下午.xlsx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12212082,,,,,,,,,,,,,,,,,,,,,,,,
教学运行,关于2023年清明节放假课程调整的通知,2023-04-03,https://jwch.fzu.edu.cn/info/1036/12666.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
实践科,关于举办福州大学第十四届企业经营模拟沙盘对抗赛的通知,2023-03-31,https://jwch.fzu.edu.cn/info/1039/12665.htm,1182,附件：福州大学第十四届企业经营模拟沙盘对抗赛报名表.doc,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12210538,,,,,,,,,,,,,,,,,,,,,,,,
实践科,关于开展2023年省级大学生学科专业竞赛项目申报工作的通知,2023-03-29,https://jwch.fzu.edu.cn/info/1039/12660.htm,1517,附件1：福建省高校大学生学科专业竞赛管理办法（试行）.pdf,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11995879,1415,附件2：福建省高校大学生学科专业竞赛项目申请表.doc,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11995878,,,,,,,,,,,,,,,,,,,,,
质量办,关于正式启用福州大学课堂教学督导管理系统的通知,2023-03-27,https://jwch.fzu.edu.cn/info/1040/12657.htm,1385,附件：福州大学课堂教学督导管理系统操作指南（学院）.doc,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11994720,,,,,,,,,,,,,,,,,,,,,,,,
实践科,关于转发福建省教育厅《关于印发<福建省高校大学生学科专业竞赛管理办法（试行）>的通知》的通知,2023-03-27,https://jwch.fzu.edu.cn/info/1039/12656.htm,1951,闽教规〔2023〕2号福建省教育厅关于印发《福建省高校大学生学科专业竞赛管理办法（试行）》的通知.pdf,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11994703,,,,,,,,,,,,,,,,,,,,,,,,
综合科,关于召开2022-2023学年春季学期期初本科教育教学工作会议的通知,2023-03-24,https://jwch.fzu.edu.cn/info/1035/12655.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
教材中心,2023年第二届福建省高校教材联合巡展（福州大学）活动通知,2023-03-23,https://jwch.fzu.edu.cn/info/1042/12654.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
教学运行,关于做好2023年3月参军退役复学学生转专业工作的通知,2023-03-22,https://jwch.fzu.edu.cn/info/1036/12650.htm,1434,福州大学本科生转专业管理实施办法（暂行）.docx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11992244,1359,福州大学参军退伍复学后学生转专业审批表.doc,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11992245,,,,,,,,,,,,,,,,,,,,,
计划科,关于2022-2023学年第二学期爱课程平台参加通识教育选修课学习的重要提示,2023-03-21,https://jwch.fzu.edu.cn/info/1038/12649.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
教学运行,关于做好2023-2024学年第一学期排课准备工作的通知,2023-03-21,https://jwch.fzu.edu.cn/info/1036/12648.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
实践科,关于举办2023年福州大学大学生电子设计竞赛暨全国大学生电子设计竞赛选拔赛的通知,2023-03-17,https://jwch.fzu.edu.cn/info/1039/12646.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
质量办,关于上报2023年各学院本科教育教学质量保障工作计划的通知,2023-03-17,https://jwch.fzu.edu.cn/info/1040/12645.htm,1318,附件1：福州大学关于进一步完善本科教育教学质量保障体系的实施意见.doc,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11990962,1351,附件2：福州大学本科教学质量监控与持续改进管理实施办法.doc,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11990963,,,,,,,,,,,,,,,,,,,,,
综合科,教务处关于暂停对外办公的通知,2023-03-15,https://jwch.fzu.edu.cn/info/1035/12641.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
实践科,关于举办福州大学第九届“汇仟杯”测量大赛的通知,2023-03-14,https://jwch.fzu.edu.cn/info/1039/12633.htm,3228,附件2 ：福州大学第九届“汇仟杯”测量大赛竞赛细则.docx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11990523,1395,附件3：福州大学第九届“汇仟杯”测量大赛报名表.docx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11990524,1087,附件4：路线参考.docx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11990522,1309,附件5：比赛记录表.docx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11990525,,,,,,,,,,,,,,,
实践科,关于举办福州大学第十二届大学生软件设计与服务外包创新创业竞赛的通知,2023-03-14,https://jwch.fzu.edu.cn/info/1039/12632.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
计划科,关于通识选修课《爱课程：美化嗓音 轻松讲课》开课的友情提示,2023-03-13,https://jwch.fzu.edu.cn/info/1038/12631.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
实践科,关于做好第二十九期本科生科研训练计划项目立项工作的通知,2023-03-10,https://jwch.fzu.edu.cn/info/1039/12622.htm,4266,第29期SRTP附件.zip,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11990101,,,,,,,,,,,,,,,,,,,,,,,,
教学运行,关于2022-2023学年第二学期重新学习选课、缴费的通知,2023-03-07,https://jwch.fzu.edu.cn/info/1036/12619.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
实践科,关于上报2023年各学院新时代劳动教育实施计划的通知,2023-03-03,https://jwch.fzu.edu.cn/info/1039/12614.htm,1166,福大教21-13福州大学关于印发《福州大学关于新时代劳动教育的实施方案（暂行）》的通知.pdf,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11988731,,,,,,,,,,,,,,,,,,,,,,,,
实践科,关于福州大学参加2023年第九届全国大学生统计建模大赛的通知,2023-03-03,https://jwch.fzu.edu.cn/info/1039/12613.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
实践科,关于组织参加2023年美国大学生数学建模春季MCM/ICM赛的通知,2023-03-01,https://jwch.fzu.edu.cn/info/1039/12601.htm,3790,2023年美国大学生数学建模春季MCMICM赛介绍及参赛流程.pdf,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11988018,,,,,,,,,,,,,,,,,,,,,,,,
计划科,关于公布2022-2023学年第二学期通选课取消开课名单的通知,2023-02-27,https://jwch.fzu.edu.cn/info/1038/12592.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
综合科,关于2022-2023学年第二学期本科生学生证和火车票优惠卡补办及火车票优惠卡更改区间的通知,2023-02-21,https://jwch.fzu.edu.cn/info/1035/12568.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
教学运行,关于2023届预计毕业生校对电子注册学历照片的通知,2023-02-21,https://jwch.fzu.edu.cn/info/1036/12567.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
实践科,关于组织参加第十四届全国周培源大学生力学竞赛的通知,2023-02-21,https://jwch.fzu.edu.cn/info/1039/12566.htm,1774,关于组织参加第十四届全国周培源大学生力学竞赛的通知.docx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11930610,1599,第十四届全国周培源大学生力学竞赛报名表.xls,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11930611,,,,,,,,,,,,,,,,,,,,,
实践科,关于2023届本科毕业生创新创业实践与素质拓展学分认定工作的通知,2023-02-20,https://jwch.fzu.edu.cn/info/1039/12565.htm,2601,学分认定申请表格.zip,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11930525,,,,,,,,,,,,,,,,,,,,,,,,
教学运行,关于2022-2023第二学期辅修专业补退选、缴费的通知,2023-02-20,https://jwch.fzu.edu.cn/info/1036/12564.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
实践科,关于对2022年学院教学有关数据进行统计的通知,2023-02-19,https://jwch.fzu.edu.cn/info/1039/12563.htm,1102,2022年学院教学有关数据统计表格下载.zip,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11930381,,,,,,,,,,,,,,,,,,,,,,,,
质量办,关于开学第一周集中听课的通知,2023-02-19,https://jwch.fzu.edu.cn/info/1040/12562.htm,1161,《福州大学课堂教学质量评估表》,http://info.fzu.edu.cn/upload/file/20218289555080.doc,1161,第一周课表,http://info.fzu.edu.cn/upload/file/202182895533460.xlsx,1161,附件1：福州大学课堂教学质量评估表（理论课）.doc,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11930357,1101,附件3：福州大学党政领导听课管理实施办法（福大教〔2022〕27号）.doc,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11930359,1469,附件2：2022-2023学年第二学期第一周课表.xlsx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11930358,,,,,,,,,,,,
