,通知人,标题,日期,详细链接,附件
439,教材中心,关于召开教材建设研讨会暨福州大学第四十八场“教学有道”研讨会的通知,2023-10-23,https://jwch.fzu.edu.cn//info/1042/13052.htm,[]
440,教研教改,关于开展福建省第二批新工科教育优秀教学案例征集、实践平台共建共享推荐工作的通知,2023-12-26,https://jwch.fzu.edu.cn//info/1037/13204.htm,"[{'附件名': '【第二批福建省新工科教育联盟新工科教育优秀教学案例征集、实践平台共建共享工作附件3——附件6.rar', '下载词数': 821, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13183994'}, {'附件名': '【福建省新工科教育联盟关于开展第二批新工科教育优秀教学案例征集、实践平台共建共享工作的通知（含章）.pdf', '下载词数': 1143, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13183995'}]"
441,教材中心,关于组织申报福建省“十四五”普通高等教育本科规划教材建设项目的通知,2024-01-18,https://jwch.fzu.edu.cn//info/1042/13251.htm,"[{'附件名': '【福建省教育厅关于开展福建省“十四五”普通高等教育本科规划教材建设工作的通知.pdf', '下载词数': 1070, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14575797'}, {'附件名': '【附件1.福建省普通高等教育“十四五”规划教材建设立项申报书.docx', '下载词数': 979, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14575798'}, {'附件名': '【附件2.福建省普通高等学校“十四五”规划教材建设项目申报汇总表.docx', '下载词数': 793, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14575799'}, {'附件名': '【单位审核意见书（参考模板）.docx', '下载词数': 910, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14575800'}]"
442,教学运行,关于做好2023学年本科生转专业工作的通知,2023-10-19,https://jwch.fzu.edu.cn//info/1036/13043.htm,[]
443,综合科,关于福州大学智慧教室二期使用培训的通知,2023-10-24,https://jwch.fzu.edu.cn//content.jsp?urltype=news.NewsContentUrl&wbtreeid=1035&wbnewsid=13062,[]
444,实践科,关于举办第十五届蓝桥杯全国软件和信息技术专业人才大赛福州大学选拔赛的通知,2023-10-20,https://jwch.fzu.edu.cn//info/1039/13051.htm,[]
445,质量办,关于举办福州大学第四十七场“教学有道”研讨活动暨2023年教师教学创新大赛培训会的通知,2023-10-19,https://jwch.fzu.edu.cn//info/1040/13041.htm,[]
446,教学运行,关于组织2023级新生开展学籍信息自查工作的通知,2023-10-09,https://jwch.fzu.edu.cn//info/1036/13029.htm,[]
447,教学运行,关于2023-2024学年第一学期《线性代数》、《线性代数与解析几何》课程半期考试安排的通知,2023-11-08,https://jwch.fzu.edu.cn//info/1036/13107.htm,"[{'附件名': '【2301线性代数、线性代数与解析几何半期考12.9下午.xlsx', '下载词数': 973, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13163769'}]"
448,教学运行,关于2023-2024学年第一学期《工程制图E》、《画法几何》课程期末考试安排的通知,2023-11-08,https://jwch.fzu.edu.cn//info/1036/13109.htm,"[{'附件名': '【2301画法几何、工程制图E期末考12.10下午.xlsx', '下载词数': 1012, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13163784'}]"
449,教学运行,2023-2024-01学期2023级体育理论教室安排表,2023-09-20,https://jwch.fzu.edu.cn//info/1036/13014.htm,[]
450,计划科,关于2023-2024学年第一学期爱课程平台参加通识教育选修课学习的重要提示,2023-09-18,https://jwch.fzu.edu.cn//info/1038/13001.htm,[]
451,实践科,关于公布第十二届大学生软件设计与服务外包创新创业竞赛获奖名单的通知,2023-09-19,https://jwch.fzu.edu.cn//info/1039/13011.htm,[]
452,教学运行,关于做好2023-2024学年第二学期排课准备工作的通知,2023-09-20,https://jwch.fzu.edu.cn//info/1036/13013.htm,[]
453,教学运行,关于2023年中秋节、国庆节放假课程调整的通知,2023-09-25,https://jwch.fzu.edu.cn//info/1036/13017.htm,[]
454,计划科,关于通识选修课《爱课程：美化嗓音 轻松讲课》开课的友情提示,2023-09-18,https://jwch.fzu.edu.cn//info/1038/13000.htm,[]
455,教学运行,关于2023-2024学年第一学期《习近平新时代中国特色社会主义思想概论》课程期末考试安排的通知,2023-11-07,https://jwch.fzu.edu.cn//info/1036/13101.htm,"[{'附件名': '【2301习概论随堂考.xlsx', '下载词数': 1182, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13163586'}]"
456,教材中心,关于做好2023-2024学年第二学期教材选用及征订工作的通知,2023-11-23,https://jwch.fzu.edu.cn//info/1042/13144.htm,"[{'附件名': '【附件1：已出版马克思主义理论研究和建设工程重点教材目录（截至2023年09月，共计116种）.xlsx', '下载词数': 1005, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13170310'}, {'附件名': '【附件2：全国大中专教学用书目录(2024春).xlsx', '下载词数': 1040, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13170311'}]"
457,教学运行,关于2023-2024学年第一学期《高等数学A（下）》课程期末考试安排的通知,2023-11-08,https://jwch.fzu.edu.cn//info/1036/13105.htm,"[{'附件名': '【2301高数A（下）期末考12.3下午.xlsx', '下载词数': 903, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13163693'}]"
458,教学运行,关于公布2023学年各学院转专业实施细则的通知,2023-11-07,https://jwch.fzu.edu.cn//info/1036/13102.htm,"[{'附件名': '【2023转专业细则.pdf', '下载词数': 10764, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13163597'}]"
459,质量办,关于举办福州大学第四十六场“教学有道”研讨活动的通知,2023-09-14,https://jwch.fzu.edu.cn//info/1040/12997.htm,[]
460,教学运行,关于2023-2024学年第一学期《高等数学A（上）》、《高等数学B（上）》、《高等数学C（上）》、《高等数学D》课程半期考试安排的通知,2023-11-08,https://jwch.fzu.edu.cn//info/1036/13108.htm,"[{'附件名': '【2301高数C(上）、D半期考12.10上午.xlsx', '下载词数': 900, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13163772'}, {'附件名': '【2301高数A(上）、B（上）半期考12.10上午.xlsx', '下载词数': 1035, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13163771'}]"
461,实践科,关于举办福州大学第十届桥梁设计大赛的通知,2023-12-06,https://jwch.fzu.edu.cn//info/1039/13167.htm,"[{'附件名': '【附件1：福州大学第十届桥梁设计大赛报名表20231126.doc', '下载词数': 833, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13176359'}, {'附件名': '【附件2：福州大学第十届桥梁设计大赛-竞赛细则20231126.doc', '下载词数': 881, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13178630'}, {'附件名': '【附件3：福州大学第十届桥梁设计大赛-桥址信息20231126.docx', '下载词数': 950, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13176358'}]"
462,教学运行,关于2023-2024学年第一学期《高等数学A（下）》课程半期考试安排的通知,2023-10-17,https://jwch.fzu.edu.cn//info/1036/13039.htm,"[{'附件名': '【2301高数A（下）半期考10.22晚.xlsx', '下载词数': 1141, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13145543'}]"
463,教学运行,关于2023-2024学年第一学期《概率与数理统计》课程半期考试安排的通知,2023-10-08,https://jwch.fzu.edu.cn//info/1036/13027.htm,"[{'附件名': '【10.21晚概率半期考.xlsx', '下载词数': 1083, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13142824'}]"
464,实践科,关于2023年高校教学基本状态数据库教学相关数据报送的通知,2023-10-16,https://jwch.fzu.edu.cn//info/1039/13035.htm,"[{'附件名': '【2023年本科教学相关数据报送表格.zip', '下载词数': 1009, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13145324'}]"
465,教研教改,福州大学关于公布2023级“数理综合班”学生名单的通知,2023-09-14,https://jwch.fzu.edu.cn//info/1037/12995.htm,[]
466,教研教改,福州大学关于公布2023级“数理金融实验班”学生名单的通知,2023-09-14,https://jwch.fzu.edu.cn//info/1037/12994.htm,[]
467,教学运行,关于受第11号台风“海葵”影响课程调整的通知,2023-09-06,https://jwch.fzu.edu.cn//info/1036/12973.htm,[]
468,教学运行,关于9月7日开展线上教学的紧急通知,2023-09-06,https://jwch.fzu.edu.cn//info/1036/12977.htm,[]
469,综合科,关于召开2023-2024学年秋季学期期初本科教育教学工作会议的通知,2023-09-01,https://jwch.fzu.edu.cn//info/1035/12955.htm,[]
470,教研教改,福州大学关于公布2023级 “嘉锡化学拔尖班”学生名单的通知,2023-09-14,https://jwch.fzu.edu.cn//info/1037/12996.htm,[]
471,计划科,关于公布2023-2024学年第一学期通选课取消开课名单的通知,2023-09-05,https://jwch.fzu.edu.cn//info/1038/12962.htm,[]
472,教学运行,关于2023-2024学年第一学期重新学习选课、缴费的通知,2023-09-11,https://jwch.fzu.edu.cn//info/1036/12983.htm,[]
473,质量办,关于开展福州大学2023年教师教学创新大赛的通知,2023-10-08,https://jwch.fzu.edu.cn//info/1040/13028.htm,"[{'附件名': '【附件1-4.rar', '下载词数': 919, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13142915'}]"
474,计划科,关于2023级学生选修《大学信息技术基础》的通知,2023-08-30,https://jwch.fzu.edu.cn//info/1038/12951.htm,[]
475,教研教改,关于公布参加2023级“数理金融实验班”选拔面试学生名单的通知,2023-08-29,https://jwch.fzu.edu.cn//info/1037/12942.htm,[]
476,质量办,关于期中党政领导集中听课的通知,2023-10-30,https://jwch.fzu.edu.cn//info/1040/13079.htm,"[{'附件名': '【附件1：福州大学课堂教学质量评估表.doc', '下载词数': 782, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13157962'}, {'附件名': '【附件2：第10周课表.xlsx', '下载词数': 887, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13157963'}]"
477,教研教改,关于公布参加2023级“数理综合班”选拔面试学生名单的通知,2023-08-30,https://jwch.fzu.edu.cn//info/1037/12953.htm,[]
478,教研教改,关于公布参加2023级“嘉锡化学拔尖班”选拔面试学生名单的通知,2023-08-30,https://jwch.fzu.edu.cn//info/1037/12952.htm,[]
479,综合科,关于2023-2024学年第一学期本科生学生证和火车票优惠卡补办及火车票优惠卡更改区间的通知,2023-08-27,https://jwch.fzu.edu.cn//info/1035/12937.htm,[]
480,教学运行,关于2023-2024第一学期辅修专业补退选、缴费的通知,2023-08-27,https://jwch.fzu.edu.cn//info/1036/12936.htm,[]
481,教学运行,关于2023-2024学年第一学期《大学物理A（下）》、《大学物理B（下）》课程半期考试安排的通知,2023-10-16,https://jwch.fzu.edu.cn//info/1036/13038.htm,"[{'附件名': '【10.29晚大物B（下）半期考.xlsx', '下载词数': 945, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13145374'}, {'附件名': '【10.28晚大物A（下）半期考.xlsx', '下载词数': 912, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13145373'}]"
482,教学运行,关于2023-2024第一学期学期选课补退选的通知,2023-08-26,https://jwch.fzu.edu.cn//info/1036/12933.htm,[]
483,综合科,关于2023级福州大学本科生学生证信息采集的通知,2023-08-27,https://jwch.fzu.edu.cn//info/1035/12934.htm,[]
484,教学运行,关于做好2024届预计毕业生电子注册图像采集工作的通知,2023-10-16,https://jwch.fzu.edu.cn//info/1036/13034.htm,"[{'附件名': '【附件1：各学院分班拍照顺序.pdf', '下载词数': 1649, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13145312'}, {'附件名': '【附件2：获得图像采集码途径.pdf', '下载词数': 1590, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13145313'}]"
485,综合科,关于开展智慧教室使用培训工作的通知,2023-08-21,https://jwch.fzu.edu.cn//info/1035/12913.htm,[]
486,实践科,福州大学关于公布2023年本科生开放探索性实验项目（课程）评选结果的通知,2023-08-23,https://jwch.fzu.edu.cn//info/1039/12923.htm,[]
487,实践科,关于举办第十四届全国大学生电子商务“三创赛”福州大学校赛的通知,2023-11-17,https://jwch.fzu.edu.cn//info/1039/13134.htm,"[{'附件名': '【附件1.团队高校指导老师承诺书.doc', '下载词数': 927, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13168775'}, {'附件名': '【附件2.参赛团队承诺与说明书.doc', '下载词数': 889, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13168776'}, {'附件名': '【附件3.校级赛计划书模板.docx', '下载词数': 1123, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13168777'}, {'附件名': '【附件4.校级赛比赛报名表.xlsx', '下载词数': 908, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13168778'}]"
488,实践科,关于做好2022-2023学年度本科毕业论文（设计）抽检工作的通知,2023-08-29,https://jwch.fzu.edu.cn//info/1039/12939.htm,"[{'附件名': '【附件1：专家信息汇总表.xlsx', '下载词数': 2608, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13050845'}]"
489,实践科,关于公布第二十七、二十八期本科生科研训练计划项目结题成绩的通知,2023-09-15,https://jwch.fzu.edu.cn//info/1039/12998.htm,"[{'附件名': '【福州大学第二十七期本科生科研训练计划项目结题成绩汇总表.xls', '下载词数': 2393, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13134048'}, {'附件名': '【福州大学第二十八期本科生科研训练计划项目结题成绩汇总表.xls', '下载词数': 4285, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13134049'}]"
490,教学运行,关于做好2023年参军退役学生转专业的通知,2023-09-08,https://jwch.fzu.edu.cn//info/1036/12981.htm,"[{'附件名': '【福州大学本科生转专业管理实施办法（暂行）.docx', '下载词数': 1218, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13053671'}, {'附件名': '【福州大学参军退伍复学后学生转专业审批表.doc', '下载词数': 919, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13053672'}]"
491,实践科,关于公布省级以上大学生创新创业训练计划项目结题成绩的通知,2023-09-15,https://jwch.fzu.edu.cn//info/1039/12999.htm,"[{'附件名': '【福州大学2022年省级及以上大学生创新创业训练计划项目结题成绩汇总表.xls', '下载词数': 2711, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13134050'}, {'附件名': '【福州大学2021年国家级、省级大学生创新创业训练计划项目结题成绩汇总表.xls', '下载词数': 1576, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13134051'}]"
492,实践科,关于转发《关于举办第十三届海峡两岸信息服务创新大赛暨福建省第十七届计算机软件设计大赛的通知》的通知,2023-08-21,https://jwch.fzu.edu.cn//info/1039/12912.htm,"[{'附件名': '【闽工信联软件〔2023〕31号关于举办第十三届海峡两岸信息服务创新大赛暨福建省第十七届计算机软件设计大赛的通知.pdf', '下载词数': 1087, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13048683'}]"
493,计划科,关于2023-2024学年第一学期港澳台侨学生思政课和军事课程退选替代的通知,2023-08-26,https://jwch.fzu.edu.cn//info/1038/12932.htm,"[{'附件名': '【港澳台侨学生思政课和军事课程退选申请表.docx', '下载词数': 1511, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049258'}, {'附件名': '【2023-2024学年第一学期国情课列表.docx', '下载词数': 1657, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049257'}]"
494,教研教改,福州大学关于开展2023级“嘉锡化学拔尖班”招生工作的通知,2023-08-26,https://jwch.fzu.edu.cn//info/1037/12929.htm,"[{'附件名': '【附件1：福州大学2023级“嘉锡化学拔尖班”招生简章.doc', '下载词数': 2337, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049235'}, {'附件名': '【附件2：福州大学2023级“嘉锡化学拔尖班”选拔方案.doc', '下载词数': 1894, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049236'}]"
495,教研教改,福州大学关于开展2023级“数理综合班”招生工作的通知,2023-08-26,https://jwch.fzu.edu.cn//info/1037/12927.htm,"[{'附件名': '【附件2：承诺书.doc', '下载词数': 1203, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049232'}, {'附件名': '【附件1：福州大学2023级“数理综合班”招生简章.doc', '下载词数': 2687, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049231'}]"
496,计划科,关于2023-2024学年第一学期通识教育选修课选课的通知,2023-08-26,https://jwch.fzu.edu.cn//info/1038/12931.htm,"[{'附件名': '【超星尔雅使用手册（学生版）.pdf', '下载词数': 3435, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049254'}, {'附件名': '【智慧树学生端操作手册.pdf', '下载词数': 1734, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049255'}, {'附件名': '【慕课堂学生操作手册.pdf', '下载词数': 4138, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049256'}]"
497,质量办,关于开学第一周集中听课的通知,2023-08-27,https://jwch.fzu.edu.cn//info/1040/12935.htm,"[{'附件名': '【附件1：福州大学课堂教学质量评估表.doc', '下载词数': 1089, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049655'}, {'附件名': '【附件2：2023-2024学年第一学期第一周课表.xlsx', '下载词数': 1191, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049656'}, {'附件名': '【附件3：福州大学党政领导听课管理实施办法（福大教〔2022〕27号）.doc', '下载词数': 893, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049657'}]"
498,教研教改,福州大学关于开展2023级“数理金融实验班”招生工作的通知,2023-08-26,https://jwch.fzu.edu.cn//info/1037/12926.htm,"[{'附件名': '【附件3：2023级数理金融实验班申请表.doc', '下载词数': 1084, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049229'}, {'附件名': '【附件4：承诺书.doc', '下载词数': 1087, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049230'}, {'附件名': '【附件1：福州大学2023级“数理金融实验班”招生简章.doc', '下载词数': 2110, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049228'}, {'附件名': '【附件2：福州大学2023级“数理金融实验班”选拔方案.doc', '下载词数': 1852, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049227'}]"
499,教研教改,福州大学关于开展第三批国家级一流本科课程申报推荐工作的通知,2023-12-06,https://jwch.fzu.edu.cn//info/1037/13166.htm,"[{'附件名': '【附件2：教育部关于一流本科课程建设的实施意见（教高〔2019〕8号）.doc', '下载词数': 948, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13176112'}, {'附件名': '【附件1：教育部办公厅关于开展第三批国家级 一流本科课程认定工作的通知（教高厅函〔2023〕24 号）.pdf', '下载词数': 806, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13176113'}, {'附件名': '【附件3：第三批国家级一流本科课程申报说明.pdf', '下载词数': 2000, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13176114'}, {'附件名': '【附件4：社会实践课程申报书（第三批）.docx', '下载词数': 749, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13176115'}, {'附件名': '【附件4：课程数据信息表（线上课程申报书附件）.docx', '下载词数': 904, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13176116'}, {'附件名': '【附件4：线上课程申报书（第三批）.docx', '下载词数': 1071, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13176117'}, {'附件名': '【附件4：线下课程申报书（第三批）.docx', '下载词数': 869, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13176118'}, {'附件名': '【附件4：虚拟仿真实验教学课程申报书（第三批）.docx', '下载词数': 1057, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13176119'}, {'附件名': '【附件4；线上线下混合式课程申报书（第三批）.docx', '下载词数': 879, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13176120'}]"
