日期,时间,平均温度(2 米),最高温度(2 米),最低温度(2 米),日照时长,降水量,温度(2 米),相对湿度(2 米),体感温度,降水(雨 + 雪),天气代码,总云量,风速(10 米),风向(10 米),短波太阳辐射 GHI(即时),是否白天
,18:00,,,,,,20.6,100,24.2,0,1,30,3.8,287,0,No
,19:00,,,,,,20.1,100,23.4,0,1,42,4.4,261,0,No
,20:00,,,,,,20.3,99,23.7,0,1,31,4,270,0,No
,21:00,,,,,,20.3,100,23.8,0,0,17,3.6,270,0,No
,22:00,,,,,,19.9,100,23.2,0,3,97,3.6,270,7.8,Yes
,23:00,,,,,,22.3,95,26.5,0,0,4,3.4,328,152.4,Yes
2024/4/15,0:00,26,32.4,21.6,38820.83,1.8,24.9,85,29.5,0,1,44,3.6,360,359.7,Yes
,1:00,,,,,,27.4,76,32.5,0,1,26,2.2,360,566.2,Yes
,2:00,,,,,,29.1,71,35.2,0,3,84,3,346,744.1,Yes
,3:00,,,,,,30.5,66,37.3,0,2,65,4,350,841.2,Yes
,4:00,,,,,,31.4,63,39,0,1,40,2.4,27,885.7,Yes
,5:00,,,,,,31.8,62,39,0,1,45,4.1,105,836.3,Yes
,6:00,,,,,,32.4,58,38.4,0,1,46,6.6,135,739.6,Yes
,7:00,,,,,,32,59,36.4,0,3,87,10.3,126,572.9,Yes
,8:00,,,,,,30.5,67,34.6,0,3,99,12.8,112,316.8,Yes
,9:00,,,,,,29.2,74,33.6,0,3,99,11.5,110,171.4,Yes
,10:00,,,,,,27.3,81,32.2,0,3,100,7.6,98,32,Yes
,11:00,,,,,,25.5,85,30.1,0,3,97,5.5,101,0,No
,12:00,,,,,,24.4,88,28.7,0,1,38,4.9,107,0,No
,13:00,,,,,,24.4,89,28.7,0,3,82,6.8,122,0,No
,14:00,,,,,,23.5,91,27.7,0,3,98,5.2,146,0,No
,15:00,,,,,,22.8,93,26.8,0,2,71,5.2,155,0,No
,16:00,,,,,,22.4,92,26,0,3,100,6.3,156,0,No
,17:00,,,,,,22.3,92,26.1,0.6,53,100,4.7,247,0,No
,18:00,,,,,,22.3,95,26.4,0.6,53,100,3.8,107,0,No
,19:00,,,,,,21.8,97,25.8,0.6,53,100,3.5,294,0,No
,20:00,,,,,,21.8,97,26.2,0,3,100,1.5,225,0,No
,21:00,,,,,,21.6,97,25.6,0,3,95,3.3,193,0,No
,22:00,,,,,,22,95,26.5,0,3,84,0,270,7.7,Yes
,23:00,,,,,,22.5,94,26.6,0,3,100,3.8,221,138.2,Yes
2024/4/16,0:00,25,29,22.8,33161.66,1.2,23.6,87,27.9,0,3,100,2.3,309,296,Yes
,1:00,,,,,,23.7,89,27.6,0.2,51,26,6.6,202,263.9,Yes
,2:00,,,,,,25.7,79,30.8,0,3,100,2.3,129,685.1,Yes
,3:00,,,,,,26.5,77,31.3,0.1,51,100,0.7,180,515.6,Yes
,4:00,,,,,,27,75,31.4,0.3,51,99,5.3,62,391.7,Yes
,5:00,,,,,,27.6,76,32.8,0.3,51,84,5.6,75,616.7,Yes
,6:00,,,,,,27.9,76,32.9,0,2,76,4.5,61,499.1,Yes
,7:00,,,,,,28.6,75,34.3,0,3,100,5.9,52,586.6,Yes
,8:00,,,,,,29,72,34.7,0,1,49,0.5,135,363.6,Yes
,9:00,,,,,,28.5,76,33.9,0,2,70,4,117,182.8,Yes
,10:00,,,,,,26.7,84,31.5,0,3,97,8.2,113,41.2,Yes
,11:00,,,,,,24.9,91,29.7,0,3,94,6.1,93,0,No
,12:00,,,,,,24,95,28.8,0,2,70,5.1,94,0,No
,13:00,,,,,,23.9,92,28.7,0,3,99,3.3,84,0,No
,14:00,,,,,,23.7,92,28.2,0,3,100,4.7,90,0,No
,15:00,,,,,,23.5,93,28.1,0,3,100,4,95,0,No
,16:00,,,,,,23.5,93,28.3,0,3,100,2.7,67,0,No
,17:00,,,,,,23.5,93,27.8,0,3,100,6.2,10,0,No
,18:00,,,,,,23.5,92,27.9,0,3,99,4.6,141,0,No
,19:00,,,,,,22.8,97,27.5,0,3,100,2.6,164,0,No
,20:00,,,,,,22.8,97,27.4,0,3,100,3.1,144,0,No
,21:00,,,,,,22.9,96,27,0.1,51,100,6.6,139,0,No
,22:00,,,,,,23.2,93,27.4,0.1,51,93,6,147,5,Yes
,23:00,,,,,,23.6,91,27.6,0.1,51,44,6.2,170,71,Yes
2024/4/17,0:00,23.9,28.7,20.4,19435.96,12.5,24.5,85,29.1,0.1,51,70,2.2,270,216.3,Yes
,1:00,,,,,,26.1,78,30.2,0.1,51,100,5.6,207,423,Yes
,2:00,,,,,,26.1,78,30.6,0,3,100,2.3,72,215.2,Yes
,3:00,,,,,,26.5,77,30.9,0.3,51,99,3.6,186,249.9,Yes
,4:00,,,,,,27.1,76,31.7,0.2,51,89,4.5,256,459.4,Yes
,5:00,,,,,,28,74,33.7,0.1,51,92,3.7,259,650.9,Yes
,6:00,,,,,,28.7,73,34.5,0.1,51,100,2.9,300,595.7,Yes
,7:00,,,,,,25.7,82,28.9,10,65,95,12.6,323,372.7,Yes
,8:00,,,,,,25.7,83,29.8,1.3,61,94,7.9,183,175.1,Yes
,9:00,,,,,,25.2,87,30.2,0,3,100,3,194,112.1,Yes
,10:00,,,,,,24.9,93,30.4,0,3,100,2.9,277,31.9,Yes
,11:00,,,,,,23.5,94,28,0,3,100,5.8,274,0,No
,12:00,,,,,,22.9,96,27.1,0,3,100,6,295,0,No
,13:00,,,,,,22.8,97,27.2,0,3,100,4.7,279,0,No
,14:00,,,,,,22.6,97,27,0,3,100,4.1,308,0,No
,15:00,,,,,,22.2,97,26.3,0,3,100,4.2,329,0,No
,16:00,,,,,,21.4,97,25,0,3,100,5.9,317,0,No
,17:00,,,,,,22.6,95,27.1,0,3,100,2.3,288,0,No
,18:00,,,,,,21.7,96,25.7,0,3,100,3,256,0,No
,19:00,,,,,,21.5,97,25.4,0,3,100,3.6,270,0,No
,20:00,,,,,,20.4,99,23.5,0,2,53,5.6,315,0,No
,21:00,,,,,,21.8,96,25.8,0,1,49,2.6,304,0,No
,22:00,,,,,,20.7,98,24.2,0,3,100,3.5,114,7.5,Yes
,23:00,,,,,,21.1,94,23.9,0.3,51,100,7.5,107,64.1,Yes
2024/4/18,0:00,20,24,16.4,25118.5,2,20.4,90,22.3,0.3,51,100,9.7,112,96.6,Yes
,1:00,,,,,,21.8,87,24.3,0.1,51,100,8.4,121,254.3,Yes
,2:00,,,,,,22.2,82,24,0,3,100,11.2,130,363.9,Yes
,3:00,,,,,,22.9,77,24.2,0,3,100,13.5,124,503.9,Yes
,4:00,,,,,,23.1,74,24.3,0,2,73,13,114,480.6,Yes
,5:00,,,,,,24,71,25.9,0,3,100,13.7,108,680.3,Yes
,6:00,,,,,,23.7,70,24.8,0,3,100,13,104,554,Yes
,7:00,,,,,,23.2,68,24,0,3,100,11.6,106,491.6,Yes
,8:00,,,,,,22.6,65,22.8,0,3,100,12,111,383.5,Yes
,9:00,,,,,,21.4,65,21.5,0,3,100,9.6,103,168.4,Yes
,10:00,,,,,,20.6,66,21.4,0,3,100,4,95,34,Yes
,11:00,,,,,,19.7,65,20.1,0,3,100,3.5,66,0,No
,12:00,,,,,,19,67,19.4,0,3,100,3.6,96,0,No
,13:00,,,,,,19.2,67,19.7,0,3,100,2.7,113,0,No
,14:00,,,,,,20.2,47,19.5,0,3,100,2.1,239,0,No
,15:00,,,,,,18.4,58,17.6,0.1,51,100,6.1,135,0,No
,16:00,,,,,,17.3,72,17.7,0.6,53,100,1.5,135,0,No
,17:00,,,,,,16.6,78,17.3,0.8,53,100,1.8,307,0,No
,18:00,,,,,,16.7,81,17.3,0,3,100,3.4,238,0,No
,19:00,,,,,,16.4,84,17.1,0.1,51,100,3.1,306,0,No
,20:00,,,,,,17.1,71,17.5,0,3,100,0.8,297,0,No
,21:00,,,,,,17.3,68,17.4,0,3,100,2.2,261,0,No
,22:00,,,,,,17.4,65,17.4,0,3,100,2.3,231,9.9,Yes
,23:00,,,,,,17.4,71,17.8,0,3,99,1.8,217,135.2,Yes
2024/4/19,0:00,20.4,24.1,17.8,29923.68,1.5,18.5,68,18.9,0,3,99,2.5,188,333.2,Yes
,1:00,,,,,,20.3,66,21.2,0,0,7,2.2,171,576.9,Yes
,2:00,,,,,,21.6,64,23.3,0,1,46,4.4,145,735.2,Yes
,3:00,,,,,,22.8,66,25.7,0,3,98,6.4,137,854.9,Yes
,4:00,,,,,,23.9,67,27.1,0,3,96,9.4,133,893.2,Yes
,5:00,,,,,,24.1,71,26.7,0.9,53,97,8.2,119,652.8,Yes
,6:00,,,,,,23.3,74,24.8,0.5,53,100,12,74,478.3,Yes
,7:00,,,,,,22.3,82,24.6,0.1,51,99,7.3,57,215,Yes
,8:00,,,,,,22.5,80,25.2,0,3,100,4.3,85,250.1,Yes
,9:00,,,,,,22.2,82,24.7,0,3,100,5.7,108,133.4,Yes
,10:00,,,,,,21.4,85,23.9,0,3,100,4.9,107,34,Yes
,11:00,,,,,,19.8,93,22.5,0,3,100,3.9,124,0,No
,12:00,,,,,,19.7,93,22.4,0,3,100,3.3,96,0,No
,13:00,,,,,,19.7,91,22.4,0,3,100,2.4,117,0,No
,14:00,,,,,,19,95,21.5,0,3,100,2.9,150,0,No
,15:00,,,,,,19.8,92,22.8,0,3,100,1,135,0,No
,16:00,,,,,,19.6,93,22.5,0,3,100,2.1,31,0,No
,17:00,,,,,,19.2,94,21.7,0,3,100,3.4,18,0,No
,18:00,,,,,,18.4,97,20.7,0,3,97,4,350,0,No
,19:00,,,,,,17.8,98,19.9,0,3,95,4.3,318,0,No
,20:00,,,,,,17.8,100,20.2,0,3,99,3.6,323,0,No
,21:00,,,,,,18.1,100,20.7,0,3,100,3.1,324,0,No
,22:00,,,,,,18.2,100,20.8,0,3,100,2.8,320,9.8,Yes
,23:00,,,,,,19.8,98,23.2,0,3,100,1.5,14,137.4,Yes
2024/4/20,0:00,24.9,30.9,21.5,33093.12,4.5,21.7,90,25.3,0,3,100,1.8,37,326.4,Yes
,1:00,,,,,,24,83,28.2,0,3,100,1.5,76,574.2,Yes
,2:00,,,,,,24.3,85,27.8,1.7,61,100,8.4,20,398.4,Yes
,3:00,,,,,,25.2,85,29.5,0,3,100,7.1,24,550.6,Yes
,4:00,,,,,,26.6,81,31.4,0.1,51,100,5.6,45,518.9,Yes
,5:00,,,,,,28.8,73,34.8,0.1,51,100,4.5,104,666.5,Yes
,6:00,,,,,,30.1,65,35.5,0.1,51,100,1.5,194,544.6,Yes
,7:00,,,,,,30.8,58,34.8,0,3,100,5.4,180,368.4,Yes
,8:00,,,,,,30.9,56,33.9,0,3,100,10.1,180,371.9,Yes
,9:00,,,,,,27.3,76,32.3,0.1,51,100,2.7,337,87.8,Yes
,10:00,,,,,,25.8,92,31.9,0.3,51,100,2.7,67,26.5,Yes
,11:00,,,,,,24.3,95,29.3,0,3,100,5.7,18,0,No
,12:00,,,,,,25.3,91,30.7,0,3,100,3.4,162,0,No
,13:00,,,,,,25.1,87,30.4,1.7,61,100,0.4,270,0,No
,14:00,,,,,,23.8,94,28.8,0.2,51,100,3.1,291,0,No
,15:00,,,,,,23.9,95,29.1,0.1,51,100,2.5,278,0,No
,16:00,,,,,,22.7,98,27.4,0,3,100,3.1,216,0,No
,17:00,,,,,,22.5,99,27.2,0,3,100,2.8,230,0,No
,18:00,,,,,,23.1,99,28.5,0,3,100,1.1,270,0,No
,19:00,,,,,,22.8,100,27.9,0.1,51,100,1.8,307,0,No
,20:00,,,,,,21.5,100,25.4,0,3,100,5,330,0,No
,21:00,,,,,,22.2,100,26.7,0,3,100,3.8,343,0,No
,22:00,,,,,,21.7,100,26.2,0,3,100,1.8,281,7.3,Yes
,23:00,,,,,,22.5,99,26.9,0,3,100,4.5,346,150.7,Yes
2024/4/21,0:00,24.1,29.4,20.1,25970.96,26,24,91,28.7,0,3,99,3.3,347,333.3,Yes
,1:00,,,,,,25.1,84,29.9,0,3,100,1.9,112,474.3,Yes
,2:00,,,,,,25.6,83,30.7,0,2,68,0.5,225,304.9,Yes
,3:00,,,,,,27.4,75,33.1,0,1,37,3,346,706.1,Yes
,4:00,,,,,,28.7,67,34.8,0,3,91,3.4,18,819.2,Yes
,5:00,,,,,,29.2,63,34.2,0,3,100,6.6,49,730.2,Yes
,6:00,,,,,,29.4,63,33.3,0.1,51,100,10,52,621.3,Yes
,7:00,,,,,,28.7,65,32.3,0,3,100,6.6,49,402,Yes
,8:00,,,,,,28.4,66,32.1,0,3,100,6.3,336,245.2,Yes
,9:00,,,,,,26,79,29.7,0.1,51,100,8.9,220,87.9,Yes
,10:00,,,,,,24.8,84,29.3,0.1,51,100,3,194,17.1,Yes
,11:00,,,,,,23.8,90,28.3,0.1,51,100,3.3,193,0,No
,12:00,,,,,,23.8,90,28.1,0.8,53,100,4.4,189,0,No
,13:00,,,,,,23.2,94,28,0.4,51,100,1.9,112,0,No
,14:00,,,,,,22.8,95,27,0.8,53,100,5.6,130,0,No
,15:00,,,,,,22.2,96,26.1,0.7,53,100,5.2,115,0,No
,16:00,,,,,,21.5,95,24.9,0.3,51,100,5.5,122,0,No
,17:00,,,,,,21,95,24.3,0.2,51,100,4.3,114,0,No
,18:00,,,,,,20.6,96,23.9,0.1,51,100,3.5,114,0,No
,19:00,,,,,,20.3,96,23.5,0.1,51,100,3.8,131,0,No
,20:00,,,,,,20.5,97,24.2,3.1,63,100,1.1,72,0,No
,21:00,,,,,,20.1,96,23.6,10.6,65,100,1,315,0,No
,22:00,,,,,,20.4,95,23.8,1.6,61,99,1.8,360,4.8,Yes
,23:00,,,,,,20.6,94,23.6,6.9,63,98,4.9,144,78,Yes
2024/4/22,0:00,23.1,26.9,20.9,11798.82,11.2,21.4,91,25,0.1,51,100,2.2,189,172,Yes
,1:00,,,,,,23.8,83,26.8,0.3,51,100,8.7,175,411.1,Yes
,2:00,,,,,,24.3,85,28.8,0.1,51,75,1.8,191,274.4,Yes
,3:00,,,,,,25.8,80,30.2,0,2,76,4.3,180,548.3,Yes
,4:00,,,,,,26.9,76,31.9,0,3,99,5.1,141,650.2,Yes
,5:00,,,,,,26.4,77,30.4,0.4,51,100,6.9,129,248.9,Yes
,6:00,,,,,,26.2,78,30.7,1.2,55,100,2.5,8,251,Yes
,7:00,,,,,,24.4,88,28.4,1.1,55,94,7.8,326,236.9,Yes
,8:00,,,,,,24,89,28.1,0.2,51,94,6.6,292,207.9,Yes
,9:00,,,,,,23.9,87,28.1,0.3,51,100,4.2,250,75.3,Yes
,10:00,,,,,,23.4,94,28.3,0.8,53,99,2.2,261,9.3,Yes
,11:00,,,,,,23.5,89,27.9,1.3,61,100,2.6,344,0,No
,12:00,,,,,,22.7,96,27.2,1.9,61,86,2.7,203,0,No
,13:00,,,,,,23,90,27.4,2.5,63,100,0.4,360,0,No
,14:00,,,,,,22.2,96,26.5,0.1,51,99,2.5,45,0,No
,15:00,,,,,,21.5,97,25.4,0,3,100,3.3,131,0,No
,16:00,,,,,,21.6,98,25.7,0,3,100,2.4,117,0,No
,17:00,,,,,,21.7,97,25.7,0,3,100,3.1,135,0,No
,18:00,,,,,,21.6,97,25.5,0.1,51,100,3.9,112,0,No
,19:00,,,,,,21.3,96,24.9,0.4,51,100,4.6,108,0,No
,20:00,,,,,,21.1,96,24.6,0.2,51,100,4.7,113,0,No
,21:00,,,,,,21.1,94,24.1,0.1,51,100,6,115,0,No
,22:00,,,,,,20.9,94,24.1,0,3,100,5,111,4.8,Yes
,23:00,,,,,,21,94,24.1,0.1,51,100,6.2,144,51.2,Yes
2024/4/23,0:00,22.8,26.1,20.7,15469.82,9.2,21.6,92,25.1,0.2,51,100,3.1,135,104.5,Yes
,1:00,,,,,,22.8,89,26.6,0.1,51,100,3.8,139,281.9,Yes
,2:00,,,,,,22.7,90,26.4,0.1,51,100,4.9,107,210.3,Yes
,3:00,,,,,,23.5,88,27.2,0.2,51,100,6.4,128,368.6,Yes
,4:00,,,,,,24.6,84,28.6,0.1,51,100,6,147,440.8,Yes
,5:00,,,,,,26.1,79,30.4,0.4,51,100,5.1,172,514.5,Yes
,6:00,,,,,,25.5,82,29.3,1.4,61,98,9,175,331.5,Yes
,7:00,,,,,,24.7,88,29.2,2.7,63,72,6,155,330.4,Yes
,8:00,,,,,,25.9,80,30.6,0,3,86,2.4,153,326.4,Yes
,9:00,,,,,,25.1,84,29.5,0,3,95,4.6,321,119.1,Yes
,10:00,,,,,,23.9,91,28,0,3,99,7.2,342,30.7,Yes
,11:00,,,,,,22.7,94,26.8,0.1,51,95,4.4,325,0,No
,12:00,,,,,,22.9,93,27.2,0.1,51,67,3.2,207,0,No
,13:00,,,,,,23.1,96,28,0,3,91,2.2,171,0,No
,14:00,,,,,,22.5,99,27.1,0,3,100,3.7,119,0,No
,15:00,,,,,,22.4,98,26.4,0.4,51,100,6.8,115,0,No
,16:00,,,,,,21.6,97,24.9,1.6,61,100,8.2,119,0,No
,17:00,,,,,,21,97,24.6,0.4,51,100,4.2,110,0,No
,18:00,,,,,,20.9,97,24.5,0.3,51,100,3.5,156,0,No
,19:00,,,,,,20.7,98,24.1,0.2,51,100,4.2,160,0,No
,20:00,,,,,,20.7,95,24.2,0,3,100,2.5,172,0,No
,21:00,,,,,,20.7,95,24.2,0,3,100,1.6,153,0,No
,22:00,,,,,,20.8,95,24.4,0.1,51,100,2.6,214,4.7,Yes
,23:00,,,,,,21.1,92,24.5,0.8,53,100,2.6,146,38.6,Yes
2024/4/24,0:00,20.3,23.1,18,20747.47,3.7,21.3,91,24.6,0.6,53,100,2.6,124,94.4,Yes
,1:00,,,,,,21.5,87,24.6,0.3,51,100,2.6,124,130,Yes
,2:00,,,,,,21.9,85,25.2,0.8,53,100,1.8,127,239.5,Yes
,3:00,,,,,,22.1,82,24.7,0.2,51,100,5.2,78,228.6,Yes
,4:00,,,,,,22.9,77,24.5,0.2,51,100,11.2,84,397.3,Yes
,5:00,,,,,,23.1,72,24,0.2,51,83,12.7,98,483.1,Yes
,6:00,,,,,,23.1,68,23.6,0,2,50,13.3,93,524.8,Yes
,7:00,,,,,,23.1,64,23.4,0,3,80,12.2,92,477.6,Yes
,8:00,,,,,,22.4,66,22.7,0,3,85,11.5,94,290.8,Yes
,9:00,,,,,,21.6,69,22.4,0,2,76,8.2,105,147.2,Yes
,10:00,,,,,,20.6,76,22,0,1,48,5.2,124,49.5,Yes
,11:00,,,,,,18.7,87,20.1,0,3,98,5.8,158,0,No
,12:00,,,,,,18.5,86,19.9,0,3,98,5,159,0,No
,13:00,,,,,,19,90,20.9,0,3,87,4.7,122,0,No
,14:00,,,,,,19,88,21,0,3,97,3.6,127,0,No
,15:00,,,,,,19.6,84,21.8,0,3,94,1.8,259,0,No
,16:00,,,,,,18,93,19.7,0,3,100,4.5,299,0,No
,17:00,,,,,,19.1,89,21.3,0,3,100,2.3,309,0,No
,18:00,,,,,,18.6,92,20.8,0,3,100,2.9,263,0,No
,19:00,,,,,,18.6,92,21.1,0.3,51,100,0.8,297,0,No
,20:00,,,,,,18.1,97,20.6,1.1,55,96,2.1,149,0,No
,21:00,,,,,,18.1,97,20.4,0,1,47,3.3,276,0,No
,22:00,,,,,,18.4,93,20.7,0,3,100,2.2,261,16.5,Yes
,23:00,,,,,,19,90,21.2,0,3,99,2.9,270,171.9,Yes
2024/4/25,0:00,19.9,22.1,18.6,6858.42,7.9,20,86,22.6,0,3,100,1,315,328.8,Yes
,1:00,,,,,,21.2,78,23.3,0,3,100,3.8,73,364.7,Yes
,2:00,,,,,,22.1,76,24.2,0,3,100,4.3,138,359.7,Yes
,3:00,,,,,,22,76,24,0,3,100,4.9,163,205.6,Yes
,4:00,,,,,,21.7,79,23.7,0.3,51,100,5.7,145,130.4,Yes
,5:00,,,,,,21.4,86,23.9,1.2,55,100,5.7,125,184.2,Yes
,6:00,,,,,,21.1,88,23.6,1.2,55,100,6,163,159.2,Yes
,7:00,,,,,,20.6,91,23.2,2,61,100,5.9,137,76.3,Yes
,8:00,,,,,,20.4,92,23.2,0.8,53,100,5.1,135,85.3,Yes
,9:00,,,,,,20.3,91,22.7,0.2,51,100,5.9,137,60.5,Yes
,10:00,,,,,,19.7,95,22.5,1.4,61,100,3.6,127,19.7,Yes
,11:00,,,,,,19.2,95,21.9,0.1,51,100,3.2,117,0,No
,12:00,,,,,,19.2,95,21.6,0.2,51,100,5.1,141,0,No
,13:00,,,,,,18.9,96,21.6,0.4,51,100,2,45,0,No
,14:00,,,,,,19,95,21.8,0.1,51,100,2.2,9,0,No
,15:00,,,,,,19.6,88,22.2,0,3,100,0.8,243,0,No
,16:00,,,,,,19.1,94,21.8,0,3,98,2.4,243,0,No
,17:00,,,,,,19.1,93,21.6,0,3,85,2.3,288,0,No
,18:00,,,,,,18.6,95,20.9,0,3,97,3,256,0,No
,19:00,,,,,,18.6,95,21.1,0,3,92,2.2,270,0,No
,20:00,,,,,,18.7,96,21.4,0,3,100,1.8,270,0,No
,21:00,,,,,,18.8,97,21.7,0,3,100,1.4,270,0,No
,22:00,,,,,,19.2,94,22,0,3,100,1.9,338,9.4,Yes
,23:00,,,,,,19.7,93,22.5,0,3,100,2.5,360,97.7,Yes
2024/4/26,0:00,23.1,26.9,20.9,16288.39,2.2,20.9,88,24,0,3,90,1.8,11,230.4,Yes
,1:00,,,,,,22.1,86,25.2,0.1,51,100,4.1,165,354.2,Yes
,2:00,,,,,,22.9,85,25.8,0.2,51,100,7.4,133,355.2,Yes
,3:00,,,,,,23.4,86,26.9,0.3,51,100,6.3,103,266.1,Yes
,4:00,,,,,,24.6,82,28.8,0.1,51,100,2.8,40,492.2,Yes
,5:00,,,,,,24.5,84,28.6,0,3,100,4.7,90,257.7,Yes
,6:00,,,,,,26,80,30.2,0,2,63,5.6,75,443.4,Yes
,7:00,,,,,,26.9,76,31.3,0,1,37,4.7,99,449.6,Yes
,8:00,,,,,,26.7,77,30.8,0.1,51,42,7.1,114,366.2,Yes
,9:00,,,,,,25.7,82,29.8,1.3,61,93,7.1,131,180.9,Yes
,10:00,,,,,,24.6,92,29.8,0.1,51,79,2.3,72,35.4,Yes
,11:00,,,,,,22.9,96,27.3,0,0,15,4.8,63,0,No
,12:00,,,,,,23.5,93,28.2,0,1,39,3.1,21,0,No
,13:00,,,,,,22.3,91,25.9,0,3,100,4.9,107,0,No
,14:00,,,,,,22,92,25.8,0,3,100,3.1,45,0,No
,15:00,,,,,,21.9,95,26.1,0,3,100,1.3,124,0,No
,16:00,,,,,,21.5,95,25.3,0,3,100,3.1,159,0,No
,17:00,,,,,,21.5,96,25.4,0,3,100,2.8,130,0,No
,18:00,,,,,,21.3,97,25.5,0,3,100,1.1,108,0,No
,19:00,,,,,,21.4,98,25.6,0,3,100,1.3,34,0,No
,20:00,,,,,,21.5,96,25.6,0,3,100,2.1,31,0,No
,21:00,,,,,,21.5,98,25.8,0,3,100,1.1,18,0,No
,22:00,,,,,,21.8,95,26,0,3,100,1.5,346,9.3,Yes
,23:00,,,,,,22.4,92,26,0,3,100,6.1,152,85.1,Yes
2024/4/27,0:00,23.2,27.3,21,10941.76,0.7,23.1,89,27.2,0,3,100,3.3,96,205.4,Yes
,1:00,,,,,,24.5,83,28.4,0,3,95,4.9,107,308.5,Yes
,2:00,,,,,,25.5,79,29.8,0,3,100,2.5,98,459,Yes
,3:00,,,,,,25.9,77,30,0,3,100,3.6,135,419.4,Yes
,4:00,,,,,,26.2,78,30.4,0,1,41,5.4,70,481,Yes
,5:00,,,,,,27.3,75,31.8,0.1,51,89,12.3,122,725.1,Yes
,6:00,,,,,,24.5,85,27.1,0.2,51,93,16.3,115,352.4,Yes
,7:00,,,,,,24.6,83,27.5,0,3,100,12.2,114,287.1,Yes
,8:00,,,,,,24,85,27.2,0,3,100,9.2,111,93.9,Yes
,9:00,,,,,,23.8,86,27.4,0,3,100,6.8,108,69.7,Yes
,10:00,,,,,,23.5,88,27.5,0,3,100,4.8,132,14.7,Yes
,11:00,,,,,,22.9,91,26.7,0.1,51,100,5.8,97,0,No
,12:00,,,,,,22.5,93,26.5,0,3,100,3.7,119,0,No
,13:00,,,,,,22.2,95,25.9,0,3,100,6.4,128,0,No
,14:00,,,,,,21.9,95,25.7,0.1,51,100,4.6,108,0,No
,15:00,,,,,,21.8,95,25.9,0,3,100,2.5,98,0,No
,16:00,,,,,,21.7,95,25.5,0,3,100,3.7,61,0,No
,17:00,,,,,,21.6,96,25.3,0,3,100,4.1,135,0,No
,18:00,,,,,,21.4,97,25.3,0,3,100,3.6,127,0,No
,19:00,,,,,,21.4,97,25.5,0,3,100,1.9,112,0,No
,20:00,,,,,,21.4,97,25.4,0,3,100,2.2,90,0,No
,21:00,,,,,,21,98,25,0,3,100,1.9,112,0,No
,22:00,,,,,,21.2,98,25.1,0.1,51,100,3.3,103,16.3,Yes
,23:00,,,,,,21.7,97,25.5,0.1,51,100,4.8,77,63.5,Yes
2024/4/28,0:00,23.8,28.7,19.4,26601.83,1.7,22.6,95,26.6,0.4,51,100,5.7,18,142.1,Yes
,1:00,,,,,,22.9,95,27.1,0.8,53,100,5.6,63,158.1,Yes
,2:00,,,,,,23.4,94,28.1,0.3,51,100,3.2,63,108.2,Yes
,3:00,,,,,,26,82,31.1,0.2,51,100,1.1,180,563.2,Yes
,4:00,,,,,,26.6,77,30.3,0,3,95,9,182,369.8,Yes
,5:00,,,,,,27.2,72,30,0,2,74,15.5,192,593.8,Yes
,6:00,,,,,,27.9,65,30.1,0,3,85,16.6,202,581.8,Yes
,7:00,,,,,,28.4,66,30.4,0,1,29,17.5,189,474.3,Yes
,8:00,,,,,,28.7,65,31.2,0,3,81,14.6,200,402.4,Yes
,9:00,,,,,,28.1,68,31.5,0,3,100,8.7,204,225.4,Yes
,10:00,,,,,,26.4,81,30.9,0,3,100,5.9,191,50.4,Yes
,11:00,,,,,,25,79,28.6,0,1,33,6.4,164,0,No
,12:00,,,,,,23.1,90,26.9,0,0,5,6,163,0,No
,13:00,,,,,,23.1,90,26.8,0,1,22,5.7,162,0,No
,14:00,,,,,,23.6,85,27.7,0,2,53,2.1,211,0,No
,15:00,,,,,,22.9,89,27,0,3,83,1.9,202,0,No
,16:00,,,,,,22.3,93,26.6,0,0,3,1.1,270,0,No
,17:00,,,,,,20.6,98,24.2,0,0,14,3.2,243,0,No
,18:00,,,,,,20,100,23.3,0,3,98,3.7,299,0,No
,19:00,,,,,,19.4,100,22.3,0,3,97,5.3,298,0,No
,20:00,,,,,,19.6,100,22.7,0,3,96,4.2,250,0,No
,21:00,,,,,,20.5,100,24.2,0,3,84,3.1,249,0,No
,22:00,,,,,,20.3,100,23.8,0,2,78,3.2,270,23.1,Yes
,23:00,,,,,,22.1,95,26.6,0,2,71,0.8,117,197.1,Yes
2024/4/29,0:00,26.7,32.6,22.7,36671.1,5.4,24.3,88,28.8,0,3,81,3.7,79,409.6,Yes
,1:00,,,,,,26.9,83,32.3,0,1,36,4,90,609.3,Yes
,2:00,,,,,,28.5,77,35,0,1,47,4.4,99,775.7,Yes
,3:00,,,,,,30.4,70,38.4,0,2,73,2.3,72,889.6,Yes
,4:00,,,,,,31.8,65,39.3,0,3,99,5.9,79,870,Yes
,5:00,,,,,,32.6,60,39.9,0.4,51,99,3.7,101,825,Yes
,6:00,,,,,,30.5,67,36.1,1.5,61,99,3.3,283,417.9,Yes
,7:00,,,,,,30.1,69,36.1,0.3,51,100,1.3,236,516.2,Yes
,8:00,,,,,,30,71,35.7,0,3,99,3.8,163,262.4,Yes
,9:00,,,,,,30.1,69,35.7,0,3,92,2.5,172,215.8,Yes
,10:00,,,,,,28.5,85,35.1,0,3,100,4,153,58.9,Yes
,11:00,,,,,,26.9,87,32.6,0,3,100,5.6,135,0,No
