日期,时间,平均温度(2 米),最高温度(2 米),最低温度(2 米),日照时长,降水量,温度(2 米),相对湿度(2 米),体感温度,降水(雨 + 雪),天气代码,总云量,风速(10 米),风向(10 米),短波太阳辐射 GHI(即时),是否白天
2024/1/1,0:00,10.3,15.3,5.4,34956.35,0,9.9,74,8.2,0,0,8,4,85,138.8,Yes
,1:00,,,,,,11.5,67,9.5,0,0,7,6.3,77,320.2,Yes
,2:00,,,,,,12.7,62,10.7,0,0,11,6.1,87,474.2,Yes
,3:00,,,,,,13.9,57,11.7,0,0,9,7.6,93,592.8,Yes
,4:00,,,,,,15,53,13,0,0,13,9.4,97,645.1,Yes
,5:00,,,,,,15.3,51,12.7,0,0,12,12,99,602.8,Yes
,6:00,,,,,,15.2,49,12.1,0,0,15,13.2,101,535.5,Yes
,7:00,,,,,,14.5,50,11.3,0,0,4,12.8,100,384.7,Yes
,8:00,,,,,,13.4,55,10.5,0,0,0,11.4,103,218.4,Yes
,9:00,,,,,,12,64,9.6,0,0,0,8.6,105,42.8,Yes
,10:00,,,,,,10.2,76,8.6,0,0,0,4.6,108,0,No
,11:00,,,,,,9.3,80,7.6,0,0,0,5.5,101,0,No
,12:00,,,,,,10.4,73,9,0,0,2,2.8,50,0,No
,13:00,,,,,,11,73,9.8,0,0,2,2.1,31,0,No
,14:00,,,,,,10.6,76,9.4,0,0,3,2.4,27,0,No
,15:00,,,,,,10.1,81,9,0,0,4,2.2,9,0,No
,16:00,,,,,,9.2,88,8.2,0,0,11,2.6,344,0,No
,17:00,,,,,,7.5,99,6.3,0,0,17,4.1,322,0,No
,18:00,,,,,,6.4,100,4.6,0,3,97,6.4,317,0,No
,19:00,,,,,,5.7,100,3.6,0,1,21,7.1,311,0,No
,20:00,,,,,,5.4,99,3.2,0,0,15,6.9,309,0,No
,21:00,,,,,,5.4,95,3.1,0,0,6,6.9,309,0,No
,22:00,,,,,,6.7,93,4.7,0,0,2,6.3,301,0,No
,23:00,,,,,,5.9,94,3.6,0,0,1,7.2,297,0,Yes
2024/1/2,0:00,14,18.9,9,34982.11,0.9,9,85,7.4,0,0,1,5.3,298,139.4,Yes
,1:00,,,,,,11.3,74,9.8,0,0,14,4.6,309,305.2,Yes
,2:00,,,,,,14,63,12.9,0,0,0,3.1,315,479,Yes
,3:00,,,,,,15.9,58,15.2,0,0,0,1.5,45,600.5,Yes
,4:00,,,,,,17.3,55,17.1,0,0,0,2.4,117,650.4,Yes
,5:00,,,,,,18.4,53,18,0,0,0,4.4,125,629.4,Yes
,6:00,,,,,,18.9,52,17.8,0,0,0,6.7,126,541.4,Yes
,7:00,,,,,,18.8,52,17.2,0,0,0,9,127,398.9,Yes
,8:00,,,,,,18.2,55,16.4,0,0,5,10.3,126,221.2,Yes
,9:00,,,,,,16.4,62,15.1,0,0,12,7.4,137,44.2,Yes
,10:00,,,,,,13.9,74,12.9,0,3,96,6.2,144,0,No
,11:00,,,,,,14.4,72,13.7,0,3,100,4,185,0,No
,12:00,,,,,,13.2,81,12.5,0,3,83,4.6,225,0,No
,13:00,,,,,,13.2,89,13.2,0.9,53,88,3.1,249,0,No
,14:00,,,,,,13.2,87,13.2,0,2,78,2.6,196,0,No
,15:00,,,,,,13.7,82,13.6,0,3,100,2.2,180,0,No
,16:00,,,,,,13.8,82,14,0,3,100,0.7,180,0,No
,17:00,,,,,,13,90,13.1,0,0,9,2.2,180,0,No
,18:00,,,,,,13.1,87,12.9,0,1,26,3.4,238,0,No
,19:00,,,,,,13,87,12.8,0,1,45,4,265,0,No
,20:00,,,,,,11.3,91,10.3,0,1,31,7,282,0,No
,21:00,,,,,,11.2,85,9.9,0,0,1,6.7,286,0,No
,22:00,,,,,,10.7,83,8.9,0,0,5,8.8,289,0,No
,23:00,,,,,,9.9,86,8,0,1,24,8.4,290,0,Yes
2024/1/3,0:00,12.2,19.3,4.4,34464.38,0,10.9,80,8.8,0,0,14,10.6,288,107.2,Yes
,1:00,,,,,,13.3,71,11.3,0,0,18,10.7,290,260.9,Yes
,2:00,,,,,,14.4,67,12.2,0,0,9,12.1,297,410.9,Yes
,3:00,,,,,,15.1,63,12.6,0,1,28,13.7,300,523.8,Yes
,4:00,,,,,,16.2,58,13.8,0,1,49,14.2,300,599.6,Yes
,5:00,,,,,,17.5,51,15,0,0,6,15.3,294,603.3,Yes
,6:00,,,,,,18.5,46,15.7,0,0,5,14.8,293,532.4,Yes
,7:00,,,,,,19.3,43,17.2,0,0,16,8.2,293,391.5,Yes
,8:00,,,,,,18,46,15.6,0,2,69,10,111,207.4,Yes
,9:00,,,,,,13.9,70,11.5,0,0,18,14.4,112,42.3,Yes
,10:00,,,,,,11.4,81,10,0,0,18,6.4,133,0,No
,11:00,,,,,,13,69,11.8,0,1,22,3.6,135,0,No
,12:00,,,,,,12.7,68,11.7,0,0,15,1.8,360,0,No
,13:00,,,,,,12.8,75,12,0,2,53,3.1,21,0,No
,14:00,,,,,,12.7,76,11.8,0,2,78,3.4,18,0,No
,15:00,,,,,,10.2,85,8.7,0,3,82,6.4,38,0,No
,16:00,,,,,,9.7,87,8.1,0,0,13,6.9,43,0,No
,17:00,,,,,,8.8,86,6.8,0,0,1,8.2,49,0,No
,18:00,,,,,,8.3,78,5.8,0,0,0,8.4,43,0,No
,19:00,,,,,,10.9,64,8.7,0,0,0,5.5,11,0,No
,20:00,,,,,,8.3,76,6.2,0,0,0,5.5,349,0,No
,21:00,,,,,,7.1,84,5,0,0,0,5.6,333,0,No
,22:00,,,,,,6.1,95,4.1,0,0,0,6.3,329,0,No
,23:00,,,,,,4.4,100,1.8,0,0,0,8.2,331,0,Yes
2024/1/4,0:00,10.4,15.2,5.2,35040.16,0,7.7,89,5.8,0,0,0,6.8,328,149.4,Yes
,1:00,,,,,,10.7,61,8.2,0,0,3,7,339,343.9,Yes
,2:00,,,,,,12.2,50,9.2,0,0,7,8.4,40,474.8,Yes
,3:00,,,,,,13.2,48,10.4,0,0,17,8.2,61,604.1,Yes
,4:00,,,,,,14.1,47,11.8,0,0,16,7.6,71,631.5,Yes
,5:00,,,,,,14.9,46,12.7,0,0,10,8.4,83,627,Yes
,6:00,,,,,,15.2,45,12.7,0,0,2,8.6,90,554.1,Yes
,7:00,,,,,,15.2,45,12.3,0,0,0,9.4,94,421.3,Yes
,8:00,,,,,,14.6,47,11.7,0,0,0,9.3,103,238.9,Yes
,9:00,,,,,,12.9,57,10.8,0,0,0,5.2,106,51.1,Yes
,10:00,,,,,,12.8,59,11,0,0,0,4.3,85,0,No
,11:00,,,,,,11.9,69,10.7,0,0,0,2.2,360,0,No
,12:00,,,,,,10.8,80,9.8,0,0,0,3,346,0,No
,13:00,,,,,,10.3,89,9.7,0,0,4,1.6,333,0,No
,14:00,,,,,,9.4,96,8.6,0,0,1,3.8,319,0,No
,15:00,,,,,,8.9,97,7.7,0,0,0,5.6,315,0,No
,16:00,,,,,,6.7,98,4.7,0,0,6,7.5,305,0,No
,17:00,,,,,,8.7,92,7.2,0,0,2,5.6,297,0,No
,18:00,,,,,,8.7,90,7.2,0,0,0,5.1,278,0,No
,19:00,,,,,,7,94,5.1,0,0,1,6.7,286,0,No
,20:00,,,,,,6.7,94,4.6,0,0,5,7.4,284,0,No
,21:00,,,,,,6.3,95,4.2,0,0,8,7.3,281,0,No
,22:00,,,,,,5.7,96,3.4,0,0,11,8.1,283,0,No
,23:00,,,,,,5.2,97,2.6,0,0,15,8.9,284,0,Yes
2024/1/5,0:00,14.1,20.7,8.6,35050.47,0,8.6,85,6.9,0,1,26,5.6,255,120.7,Yes
,1:00,,,,,,11.7,74,10.1,0,1,31,5.6,310,281.7,Yes
,2:00,,,,,,14.6,62,13.4,0,1,40,3.6,315,438.5,Yes
,3:00,,,,,,16.7,54,15.6,0,1,30,3.6,323,495.2,Yes
,4:00,,,,,,18.6,48,17.8,0,0,1,3.5,336,604.1,Yes
,5:00,,,,,,19.9,43,19.5,0,0,0,2.3,18,632.1,Yes
,6:00,,,,,,20.6,41,19.9,0,0,0,1.5,76,550.6,Yes
,7:00,,,,,,20.7,41,19.6,0,0,0,2.4,117,409.6,Yes
,8:00,,,,,,20.4,43,19.4,0,0,1,2,135,228.9,Yes
,9:00,,,,,,19.4,48,18.3,0,0,5,4.3,114,49.2,Yes
,10:00,,,,,,15.2,62,13.6,0,0,3,7.5,125,0,No
,11:00,,,,,,13.1,82,12.1,0,0,2,7.3,110,0,No
,12:00,,,,,,13.8,80,13.4,0,0,0,4.1,52,0,No
,13:00,,,,,,13.5,85,13.5,0,0,2,1.8,53,0,No
,14:00,,,,,,13.1,88,13.4,0,0,5,0.7,270,0,No
,15:00,,,,,,12.7,90,12.6,0,0,4,3.3,264,0,No
,16:00,,,,,,12.2,92,12.1,0,0,1,2.9,277,0,No
,17:00,,,,,,11.8,95,11.6,0,0,0,3.2,270,0,No
,18:00,,,,,,11.3,97,11,0,0,2,4,280,0,No
,19:00,,,,,,10.8,99,10.4,0,0,0,4.4,279,0,No
,20:00,,,,,,10.4,100,9.9,0,3,98,4.3,265,0,No
,21:00,,,,,,10.1,100,9.7,0,3,98,3.8,253,0,No
,22:00,,,,,,10,98,9.4,0,1,48,4,260,0,No
,23:00,,,,,,8.9,100,8.1,0,1,20,3.8,253,0,Yes
2024/1/6,0:00,14.5,21.5,9.6,35039.76,0,10.4,96,10,0,0,0,3,256,128.3,Yes
,1:00,,,,,,14.2,74,13.8,0,0,0,2.5,315,315,Yes
,2:00,,,,,,16.8,61,16.3,0,0,7,2.7,337,482,Yes
,3:00,,,,,,18.8,54,18.4,0,0,1,1.6,27,590.6,Yes
,4:00,,,,,,20.3,50,20.5,0,0,0,1.8,90,648.2,Yes
,5:00,,,,,,21.2,48,21.2,0,0,2,4.2,110,630.4,Yes
,6:00,,,,,,21.5,48,20.5,0,0,17,6.6,112,510.9,Yes
,7:00,,,,,,20.8,50,19.3,0,0,11,10.6,114,354.4,Yes
,8:00,,,,,,18.4,54,16,0,0,16,15.2,112,188.4,Yes
,9:00,,,,,,16.3,57,14.8,0,0,7,6.2,111,49.7,Yes
,10:00,,,,,,14.9,62,13.5,0,0,2,5.4,138,0,No
,11:00,,,,,,15.1,60,13.8,0,0,1,4.5,119,0,No
,12:00,,,,,,14.1,65,13,0,0,7,3.6,96,0,No
,13:00,,,,,,14,70,13.5,0,1,22,1.1,360,0,No
,14:00,,,,,,13.3,75,12.5,0,0,6,3.4,342,0,No
,15:00,,,,,,12.4,82,11.6,0,0,11,4.8,333,0,No
,16:00,,,,,,10.5,90,9.4,0,1,25,5.9,313,0,No
,17:00,,,,,,11.1,90,10.5,0,1,41,3.8,319,0,No
,18:00,,,,,,10.6,95,10.1,0,3,100,3.3,311,0,No
,19:00,,,,,,9.8,98,9.3,0,3,100,2.6,286,0,No
,20:00,,,,,,9.6,98,9.2,0,3,100,2.3,288,0,No
,21:00,,,,,,10.2,97,9.8,0,3,100,2.7,293,0,No
,22:00,,,,,,10.8,91,10.4,0,3,100,1.8,281,0,No
,23:00,,,,,,12.1,78,11.6,0,3,97,0.8,297,0,Yes
2024/1/7,0:00,12.1,16.9,8.6,32426.91,0,12.5,73,11.7,0,3,96,1.8,79,73.5,Yes
,1:00,,,,,,13.6,65,12.4,0,2,66,3.2,90,268,Yes
,2:00,,,,,,14.7,61,13,0,1,35,6.8,90,451.4,Yes
,3:00,,,,,,16.1,56,13.7,0,3,80,11.2,84,523.3,Yes
,4:00,,,,,,16.5,55,14.1,0,2,68,11.9,90,536.1,Yes
,5:00,,,,,,16.9,54,14.6,0,2,68,11.5,92,487.9,Yes
,6:00,,,,,,16.7,55,14.3,0,3,97,12.3,93,406.9,Yes
,7:00,,,,,,15.8,57,13.2,0,3,81,13.1,98,284.3,Yes
,8:00,,,,,,14.8,60,12.3,0,0,17,11.6,106,188.1,Yes
,9:00,,,,,,13.5,65,11.4,0,1,21,9.3,106,48.9,Yes
,10:00,,,,,,12,74,10.3,0,1,24,7.1,105,0,No
,11:00,,,,,,10.5,81,9,0,1,40,5.8,83,0,No
,12:00,,,,,,9.8,82,8.2,0,1,34,6.1,45,0,No
,13:00,,,,,,10.8,80,9.5,0,3,90,4.7,32,0,No
,14:00,,,,,,9.9,80,8.3,0,2,51,5.8,22,0,No
,15:00,,,,,,9.4,79,7.5,0,1,35,6.3,24,0,No
,16:00,,,,,,8.6,82,6.5,0,1,45,6.8,32,0,No
,17:00,,,,,,8.9,81,7,0,2,52,5.9,14,0,No
,18:00,,,,,,9.7,78,8,0,3,91,5.4,4,0,No
,19:00,,,,,,10.1,76,8.2,0,3,99,6.5,341,0,No
,20:00,,,,,,9.8,78,8,0,3,94,6,327,0,No
,21:00,,,,,,9.8,76,8,0,3,87,5.7,325,0,No
,22:00,,,,,,9.7,77,8,0,3,100,4.5,346,0,No
,23:00,,,,,,9.4,80,8,0,3,100,3.4,342,0,Yes
2024/1/8,0:00,12.9,16.3,10.4,16752.85,6.5,10.4,74,8.6,0,3,85,5.4,340,70,Yes
,1:00,,,,,,12.1,68,10.7,0,3,100,3.6,360,208.1,Yes
,2:00,,,,,,13.2,64,11.8,0,3,93,3.3,347,326.1,Yes
,3:00,,,,,,14.8,59,13.6,0,3,88,2.6,16,437.8,Yes
,4:00,,,,,,15.9,55,14.5,0,3,100,4,63,488.2,Yes
,5:00,,,,,,16.3,54,14.8,0,3,93,5.4,98,403,Yes
,6:00,,,,,,16,56,14.5,0.1,51,100,5.8,112,210.5,Yes
,7:00,,,,,,14.3,79,13.9,1,55,100,4.7,99,36.6,Yes
,8:00,,,,,,13.8,80,13.6,0.9,53,99,3,76,27.5,Yes
,9:00,,,,,,13.4,84,13.5,2.5,63,91,1.3,56,20.2,Yes
,10:00,,,,,,12.7,86,12.3,0.9,53,100,4,95,0,No
,11:00,,,,,,12.7,89,12.6,0.1,51,100,2.6,74,0,No
,12:00,,,,,,12.5,90,12.5,0.2,51,100,2.2,81,0,No
,13:00,,,,,,12.5,93,12.7,0.1,51,99,1.5,76,0,No
,14:00,,,,,,11.9,92,11.8,0,3,100,2.5,90,0,No
,15:00,,,,,,12.4,87,12.3,0,3,100,1.1,108,0,No
,16:00,,,,,,12.4,87,12.2,0,1,44,2.3,108,0,No
,17:00,,,,,,12.2,88,11.8,0,2,53,3.3,131,0,No
,18:00,,,,,,12,89,11.7,0.2,51,91,3.1,144,0,No
,19:00,,,,,,11.9,91,11.8,0.1,51,100,1.5,135,0,No
,20:00,,,,,,11.8,91,11.7,0.2,51,99,2.4,153,0,No
,21:00,,,,,,11.9,91,12,0.1,51,100,0.8,207,0,No
,22:00,,,,,,12,91,12,0,3,100,1.6,117,0,No
,23:00,,,,,,10.9,97,10.5,0.1,51,92,4,170,0,Yes
2024/1/9,0:00,13.3,17,9.6,2056.92,1.4,12,95,12.1,0.2,51,100,2,135,77.5,Yes
,1:00,,,,,,12.9,93,13.4,0.3,51,85,0.5,135,106,Yes
,2:00,,,,,,14,85,14.1,0.1,51,100,3.1,306,227,Yes
,3:00,,,,,,15,81,15,0,3,100,3.5,336,240.9,Yes
,4:00,,,,,,16,77,16.3,0,3,100,2.5,360,301.4,Yes
,5:00,,,,,,17,73,17.3,0,3,100,2.7,23,347.3,Yes
,6:00,,,,,,16.7,75,16.9,0,3,100,3.1,45,137,Yes
,7:00,,,,,,16.4,77,16.5,0.2,51,100,4.5,119,95,Yes
,8:00,,,,,,15.6,84,15.7,0.3,51,100,5.7,145,38.3,Yes
,9:00,,,,,,14.7,90,15,0.1,51,74,4.7,148,9.1,Yes
,10:00,,,,,,14.9,85,15.3,0,2,50,2.9,120,0,No
,11:00,,,,,,14.7,87,15.4,0,2,76,0.4,270,0,No
,12:00,,,,,,14.4,88,15.2,0,0,19,0.4,270,0,No
,13:00,,,,,,14.7,89,15.1,0.2,51,31,4.2,290,0,No
,14:00,,,,,,12.5,94,12,0,1,29,6.7,324,0,No
,15:00,,,,,,11.1,96,10.1,0,1,23,8.5,298,0,No
,16:00,,,,,,10.6,97,9.6,0,1,29,7.6,289,0,No
,17:00,,,,,,10.6,98,9.7,0,1,38,6.6,292,0,No
,18:00,,,,,,10.5,97,9.4,0,2,69,7.4,299,0,No
,19:00,,,,,,11.1,97,10.5,0,0,15,5.7,305,0,No
,20:00,,,,,,9.6,98,8.2,0,1,25,8.6,303,0,No
,21:00,,,,,,11.5,95,10.9,0,1,43,5.9,317,0,No
,22:00,,,,,,11.5,95,11.2,0,2,54,3.6,307,0,No
,23:00,,,,,,10.7,98,10.2,0,2,51,4.1,315,0,Yes
2024/1/10,0:00,12.9,21,8.1,33021.32,0,11.3,96,10.7,0,2,70,5.5,302,94.2,Yes
,1:00,,,,,,13.3,89,13.1,0,0,16,4.8,318,284.9,Yes
,2:00,,,,,,15.5,80,15.4,0,1,21,5.1,315,463.2,Yes
,3:00,,,,,,17.4,68,16.9,0,0,17,6.1,310,551.6,Yes
,4:00,,,,,,19,57,18.6,0,0,19,6.1,310,619.3,Yes
,5:00,,,,,,20.1,49,19.2,0,0,11,6.3,301,577.5,Yes
,6:00,,,,,,21,35,19.2,0,0,0,6.2,324,548.4,Yes
,7:00,,,,,,20.6,26,17.8,0,0,0,5,21,435.1,Yes
,8:00,,,,,,18.8,35,16.5,0,0,0,5.1,98,253.1,Yes
,9:00,,,,,,15.7,71,14.7,0,0,0,7.8,124,63.6,Yes
,10:00,,,,,,12.9,85,11.6,0,0,0,9.8,126,0,No
,11:00,,,,,,10.9,87,9.8,0,0,0,5.4,127,0,No
,12:00,,,,,,11.7,76,10.6,0,0,0,3.3,131,0,No
,13:00,,,,,,10.4,87,9.1,0,1,22,6.4,52,0,No
,14:00,,,,,,9.9,86,8.3,0,0,15,6.5,56,0,No
,15:00,,,,,,11.5,74,10.2,0,0,14,3.8,17,0,No
,16:00,,,,,,8.7,88,7.2,0,1,29,5.2,344,0,No
,17:00,,,,,,8.1,94,6.5,0,1,41,6.3,329,0,No
,18:00,,,,,,8.8,96,7.7,0,2,75,4.3,336,0,No
,19:00,,,,,,9.1,95,8.1,0,3,92,4,10,0,No
,20:00,,,,,,9,92,7.7,0,3,95,4.9,36,0,No
,21:00,,,,,,8.8,82,7,0,3,96,5.3,62,0,No
,22:00,,,,,,9,80,7.4,0,3,100,4.4,81,0,No
,23:00,,,,,,8.4,81,6.5,0,3,100,5.1,98,0,Yes
2024/1/11,0:00,10.2,15.7,5.3,28176.11,0,10.2,73,8.4,0,3,100,4.8,103,88.8,Yes
,1:00,,,,,,11.1,71,9.4,0,3,99,5.4,110,158.5,Yes
,2:00,,,,,,12.1,66,10.6,0,3,99,3.6,90,305.8,Yes
,3:00,,,,,,13,62,11.7,0,1,39,1.8,79,400.6,Yes
,4:00,,,,,,14.2,56,12.9,0,0,8,2.7,113,591.8,Yes
,5:00,,,,,,15,54,13.9,0,0,4,4.5,119,637.4,Yes
,6:00,,,,,,15.6,51,14.1,0,0,7,5.2,115,564.5,Yes
,7:00,,,,,,15.7,51,13.6,0,0,3,7.2,117,432.9,Yes
,8:00,,,,,,14.9,55,12.5,0,0,0,9.7,121,256,Yes
,9:00,,,,,,12.8,65,10.5,0,0,0,9.7,121,65.6,Yes
,10:00,,,,,,10.4,77,8.6,0,0,0,6.2,126,0,No
,11:00,,,,,,8.7,86,6.8,0,0,0,6.6,131,0,No
,12:00,,,,,,9.2,80,7.4,0,0,0,5.4,132,0,No
,13:00,,,,,,10.2,79,8.9,0,0,0,3.3,131,0,No
,14:00,,,,,,9.8,84,8.8,0,0,1,2.2,171,0,No
,15:00,,,,,,9.4,88,8.5,0,0,7,1.9,248,0,No
,16:00,,,,,,9,93,7.9,0,0,12,3.9,304,0,No
,17:00,,,,,,8.2,98,7.1,0,0,16,4.5,299,0,No
,18:00,,,,,,7.5,100,6.2,0,3,98,4.5,284,0,No
,19:00,,,,,,6,100,4.3,0,3,97,4.9,287,0,No
,20:00,,,,,,5.3,100,3.3,0,3,96,6,295,0,No
,21:00,,,,,,5.3,100,3.3,0,3,96,5.8,300,0,No
,22:00,,,,,,5.3,100,3.3,0,3,96,5.5,302,0,No
,23:00,,,,,,5.8,99,3.9,0,2,64,5.7,288,0,Yes
2024/1/12,0:00,12.5,19.3,8.1,35010.46,0,8.1,88,6.8,0,1,40,3.1,291,118.4,Yes
,1:00,,,,,,10.4,80,9.4,0,1,39,1.8,307,286.4,Yes
,2:00,,,,,,12.6,71,11.6,0,1,23,2.2,9,453.1,Yes
,3:00,,,,,,14.9,60,14,0,0,1,2.1,31,603.2,Yes
,4:00,,,,,,16.9,49,16.4,0,0,0,2.2,90,678.9,Yes
,5:00,,,,,,18.4,42,17.5,0,0,0,4,117,665,Yes
,6:00,,,,,,19.2,39,17.6,0,0,0,5.7,125,582.5,Yes
,7:00,,,,,,19.3,39,17,0,0,0,8,126,441.1,Yes
,8:00,,,,,,18.4,44,16.1,0,0,0,9.3,126,257.3,Yes
,9:00,,,,,,15.8,58,14.3,0,0,0,5.6,117,67.5,Yes
,10:00,,,,,,11.7,74,9.8,0,0,0,8.7,132,0,No
,11:00,,,,,,11.7,76,10,0,0,0,7.1,139,0,No
,12:00,,,,,,12.6,74,11.7,0,0,0,3,104,0,No
,13:00,,,,,,12.1,79,11.5,0,0,0,1.6,207,0,No
,14:00,,,,,,11.3,84,10.7,0,0,0,2.2,270,0,No
,15:00,,,,,,10.7,89,9.8,0,0,0,4.1,308,0,No
,16:00,,,,,,10.1,93,9.3,0,0,0,4,297,0,No
,17:00,,,,,,9.9,93,9.1,0,0,0,4,270,0,No
,18:00,,,,,,9.7,93,8.8,0,0,0,3.6,264,0,No
,19:00,,,,,,9.4,93,8.4,0,0,0,3.6,276,0,No
,20:00,,,,,,9.2,92,8,0,0,0,4.7,274,0,No
,21:00,,,,,,9.2,89,7.9,0,0,0,4.7,270,0,No
,22:00,,,,,,9.2,85,7.7,0,0,0,5,270,0,No
,23:00,,,,,,9.2,83,7.6,0,0,0,4.7,261,0,Yes
2024/1/13,0:00,12.6,21.3,7,35011.95,0,9.6,81,8.3,0,0,0,3.3,257,148.1,Yes
,1:00,,,,,,12.1,75,11.2,0,0,0,1.9,292,347.8,Yes
,2:00,,,,,,15.2,60,14.2,0,0,0,2.5,278,523.9,Yes
,3:00,,,,,,17.9,47,17.1,0,0,0,2,225,646.2,Yes
,4:00,,,,,,19.7,40,19.1,0,0,0,3.2,153,702.5,Yes
,5:00,,,,,,20.8,35,19.5,0,0,0,6.9,133,684.8,Yes
,6:00,,,,,,21.3,27,18.5,0,0,0,10,120,600.5,Yes
,7:00,,,,,,20.7,26,16.9,0,0,0,12.2,114,457.2,Yes
,8:00,,,,,,19.2,31,15.8,0,0,0,11.1,119,269.5,Yes
,9:00,,,,,,15.9,49,14,0,0,0,5.6,140,72.9,Yes
,10:00,,,,,,12.8,58,10.4,0,0,0,7.9,150,0,No
,11:00,,,,,,13.9,57,12.1,0,0,0,4.3,132,0,No
,12:00,,,,,,12,69,11,0,0,0,1.1,72,0,No
,13:00,,,,,,11.4,76,10.5,0,0,0,2,315,0,No
,14:00,,,,,,9.4,87,7.9,0,0,2,5.9,308,0,No
,15:00,,,,,,8.1,92,6.4,0,0,17,6.9,313,0,No
,16:00,,,,,,7.4,94,5.4,0,1,20,7.9,313,0,No
,17:00,,,,,,8.5,91,7,0,2,76,5.9,308,0,No
,18:00,,,,,,9.4,83,7.8,0,1,39,5.1,309,0,No
,19:00,,,,,,8.4,85,6.6,0,1,25,6.1,315,0,No
,20:00,,,,,,7.6,88,5.4,0,0,15,8.1,315,0,No
,21:00,,,,,,7.1,90,4.7,0,0,7,9.2,318,0,No
,22:00,,,,,,7,92,4.6,0,0,4,9.4,313,0,No
,23:00,,,,,,7,94,4.7,0,0,2,9.3,306,0,Yes
2024/1/14,0:00,15.2,22.6,8.4,35015.21,0,10.8,87,9.4,0,0,2,7.1,300,133.2,Yes
,1:00,,,,,,13.5,70,12.3,0,0,0,5.5,293,324.8,Yes
,2:00,,,,,,17.3,55,16,0,0,0,5.6,297,496.6,Yes
,3:00,,,,,,19.8,51,19.1,0,0,0,5.4,307,616.3,Yes
,4:00,,,,,,21.3,50,21.9,0,0,0,2,315,672,Yes
,5:00,,,,,,22.1,49,23.1,0,0,0,0.7,180,656.6,Yes
,6:00,,,,,,22.5,48,23,0,0,0,2.2,171,572.8,Yes
,7:00,,,,,,22.6,48,22.5,0,0,1,2.9,150,432.2,Yes
,8:00,,,,,,22.2,49,21.8,0,0,5,4.7,148,249.2,Yes
,9:00,,,,,,19.8,61,19.6,0,0,0,5.6,140,68,Yes
,10:00,,,,,,16.3,73,15.6,0,0,0,7.7,127,0,No
,11:00,,,,,,16.4,71,15.8,0,0,0,6.6,151,0,No
,12:00,,,,,,16.3,71,16.2,0,0,0,3.5,204,0,No
,13:00,,,,,,15.9,74,15.9,0,0,0,3.2,270,0,No
,14:00,,,,,,14.9,79,14.8,0,0,0,3.4,302,0,No
,15:00,,,,,,13.3,85,12.8,0,0,0,5.2,304,0,No
,16:00,,,,,,10.9,93,9.6,0,0,0,8.4,301,0,No
,17:00,,,,,,11,92,9.8,0,0,0,8,288,0,No
,18:00,,,,,,11.1,91,9.9,0,0,0,7.8,292,0,No
,19:00,,,,,,9.7,94,8.1,0,0,0,8.7,294,0,No
,20:00,,,,,,9.2,94,7.5,0,0,0,8.8,289,0,No
,21:00,,,,,,8.4,95,6.5,0,0,0,8.8,282,0,No
,22:00,,,,,,9.3,92,7.8,0,0,0,7.3,290,0,No
,23:00,,,,,,10.7,91,10.1,0,0,0,2.6,236,0,Yes
2024/1/15,0:00,12.9,18.2,9.3,32003.89,0,11.5,88,10.9,0,0,0,4,243,135,Yes
,1:00,,,,,,14.9,75,14.5,0,0,0,3.4,198,322.2,Yes
,2:00,,,,,,16.9,62,16,0,0,1,5.5,113,495.5,Yes
,3:00,,,,,,17.8,59,16.7,0,0,1,8.5,102,611,Yes
,4:00,,,,,,18.2,58,17,0,0,4,12,111,667,Yes
,5:00,,,,,,17.8,59,16.4,0,0,3,13.8,110,656.8,Yes
,6:00,,,,,,17,61,15.1,0,0,15,13.8,110,553.4,Yes
,7:00,,,,,,15.7,65,13.3,0,1,42,15,111,399.3,Yes
,8:00,,,,,,14.4,69,12.4,0,3,100,12,99,197.8,Yes
,9:00,,,,,,13.1,73,11.2,0,3,97,10.4,90,39,Yes
,10:00,,,,,,12.4,76,10.6,0,3,99,9.3,77,0,No
,11:00,,,,,,12.1,76,10.3,0,3,99,9.2,64,0,No
,12:00,,,,,,11.8,77,10.1,0,3,100,8.5,62,0,No
,13:00,,,,,,11.6,78,9.7,0,3,100,9.1,72,0,No
,14:00,,,,,,11.2,79,9.4,0,3,100,8.1,69,0,No
,15:00,,,,,,11,78,9.3,0,3,100,7.1,60,0,No
,16:00,,,,,,10.9,78,9.4,0,3,100,6,65,0,No
,17:00,,,,,,10.8,78,9.3,0,3,100,5.5,67,0,No
,18:00,,,,,,10.6,77,9.1,0,3,100,5.4,70,0,No
,19:00,,,,,,10.5,77,8.8,0,3,100,6,73,0,No
,20:00,,,,,,10.1,77,8.3,0,3,100,6.2,80,0,No
,21:00,,,,,,9.9,76,7.9,0,3,94,7,78,0,No
,22:00,,,,,,9.6,74,7.5,0,3,97,6,73,0,No
,23:00,,,,,,9.3,72,7.1,0,3,98,6,73,0,Yes
2024/1/16,0:00,11.4,17.1,6.6,32417.76,0,9.4,70,7.3,0,2,75,5.6,75,79.5,Yes
,1:00,,,,,,10.9,66,8.9,0,1,21,5.7,55,222.5,Yes
,2:00,,,,,,12.5,58,10.4,0,1,34,5.6,40,397.3,Yes
,3:00,,,,,,13.7,53,11.7,0,1,30,5.1,45,484.6,Yes
,4:00,,,,,,15.2,49,13.1,0,0,16,5.8,68,577.1,Yes
