通知人,标题,日期,链接,是否存在附件,附件下载次数
教研教改,关于开展2011年教材建设立项工作的通知,"
2011-12-19
         ",https://jwch.fzu.edu.cn/info/1037/8702.htm,False,
教研教改,关于印发福州大学教材建设立项管理实施办法（修订）的通知,"
2011-12-19
         ",https://jwch.fzu.edu.cn/info/1037/8700.htm,False,
教学运行,2011-2012学年第一学期大学英语（三）期末考试安排,"
2011-12-16
         ",https://jwch.fzu.edu.cn/info/1036/9995.htm,False,
教学运行,关于2011－2012学年第二学期学期选课的通知,"
2011-12-14
         ",https://jwch.fzu.edu.cn/info/1036/9993.htm,False,
教学运行,2011-2012学年第一学期大物实验（下）与物理实验竞赛考试安排,"
2011-12-14
         ",https://jwch.fzu.edu.cn/info/1036/9994.htm,False,
教学运行,关于大学英语（三）独立重修班考试的通知,"
2011-12-12
         ",https://jwch.fzu.edu.cn/info/1036/9992.htm,False,
教学运行,关于做好期末复习考试及下学期开学等工作的通知,"
2011-12-09
         ",https://jwch.fzu.edu.cn/info/1036/9991.htm,False,
教学运行,2011-2012学年第一学期大学英语（四）期末考试安排,"
2011-12-09
         ",https://jwch.fzu.edu.cn/info/1036/9990.htm,False,
教学运行,2011-2012年上学期概率论与数理统计期末考,"
2011-12-06
         ",https://jwch.fzu.edu.cn/info/1036/9989.htm,False,
教学运行,2011-2012年第一学期高等数学A(下）期末考试,"
2011-12-05
         ",https://jwch.fzu.edu.cn/info/1036/9988.htm,False,
教研教改,关于征求《福州大学教材建设立项管理实施办法（修订）》意见的通知,"
2011-11-30
         ",https://jwch.fzu.edu.cn/info/1037/8698.htm,False,
实践科,关于做好本科生科研训练计划项目第十二期结题和第十三期中期检查及第十四期立项工作的通知,"
2011-11-30
         ",https://jwch.fzu.edu.cn/info/1039/9392.htm,False,
计划科,关于组织申报2011-2012学年第二学期全校性公共选修课的通知,"
2011-11-30
         ",https://jwch.fzu.edu.cn/info/1038/8379.htm,False,
实践科,关于省级以上大学生创新性实验计划项目年度报告与结题的通知,"
2011-11-29
         ",https://jwch.fzu.edu.cn/info/1039/9391.htm,False,
教研教改,关于下拨闽台高等工程教育研究第一批项目及第七届教学成果奖培育项目经费的通知,"
2011-11-29
         ",https://jwch.fzu.edu.cn/info/1037/8696.htm,False,
实践科,我校本科生获2011年全国大学生数学建模竞赛一等奖,"
2011-11-25
         ",https://jwch.fzu.edu.cn/info/1039/9389.htm,False,
实践科,我校本科生在福建省第五届大学生机械创新竞赛中获佳绩,"
2011-11-25
         ",https://jwch.fzu.edu.cn/info/1039/9390.htm,False,
教学运行,2011上学期《网络资源与信息检索》期末考试安排,"
2011-11-24
         ",https://jwch.fzu.edu.cn/info/1036/10140.htm,False,
教研教改,关于举办福州大学2011年民乐专场音乐会的通知,"
2011-11-24
         ",https://jwch.fzu.edu.cn/info/1037/8694.htm,False,
质量办,关于公布福州大学2011—2012学年网络教学课程建设项目的通知,"
2011-11-23
         ",https://jwch.fzu.edu.cn/info/1040/10039.htm,False,
教学运行,关于大学英语（一）独立重修班考试时间安排的通知,"
2011-11-23
         ",https://jwch.fzu.edu.cn/info/1036/10139.htm,False,
实践科,我校ACM代表队获第36届亚洲区域赛金奖,"
2011-11-23
         ",https://jwch.fzu.edu.cn/info/1039/9388.htm,False,
质量办,关于印发福州大学课堂教学质量检评标准的通知,"
2011-11-23
         ",https://jwch.fzu.edu.cn/info/1040/10040.htm,False,
教学运行,关于独立重修班课程机械原理、机械原理（双语）考试安排的通知,"
2011-11-22
         ",https://jwch.fzu.edu.cn/info/1036/10138.htm,False,
教研教改,关于开展2011年福州大学精品课立项建设工作的通知,"
2011-11-14
         ",https://jwch.fzu.edu.cn/info/1037/8693.htm,False,
教学运行,关于校运会顺延一周课程调整的紧急通知,"
2011-11-09
         ",https://jwch.fzu.edu.cn/info/1036/10134.htm,False,
教学运行,关于10号下午《机械原理》独立重修班停课的通知,"
2011-11-09
         ",https://jwch.fzu.edu.cn/info/1036/10136.htm,False,
教学运行,关于2011-2012年第一学期2011级大学英语期中考试安排的通知,"
2011-11-09
         ",https://jwch.fzu.edu.cn/info/1036/10137.htm,False,
教学运行,关于做好2012届预计毕业生电子注册图象采集工作的通知,"
2011-11-09
         ",https://jwch.fzu.edu.cn/info/1036/10135.htm,False,
教学运行,关于2011-2012年第一学期高等数学期中考试安排的通知,"
2011-11-08
         ",https://jwch.fzu.edu.cn/info/1036/10133.htm,False,
教研教改,关于公布2009-2010年立项的本科教学质量工程项目中期检查结果的通知,"
2011-11-07
         ",https://jwch.fzu.edu.cn/info/1037/8691.htm,False,
实践科,关于举办福州大学第九届物理实验竞赛的通知,"
2011-11-04
         ",https://jwch.fzu.edu.cn/info/1039/9387.htm,False,
教研教改,关于公布福州大学第七届教学成果培育项目名单的通知,"
2011-11-04
         ",https://jwch.fzu.edu.cn/info/1037/8688.htm,False,
实践科,关于公布洪金龙等147位同学获得奖励学分的通知,"
2011-11-02
         ",https://jwch.fzu.edu.cn/info/1039/9386.htm,False,
实践科,福州大学成功举办第三届全国大学生电子商务“三创”挑战赛福建赛区决赛,"
2011-10-31
         ",https://jwch.fzu.edu.cn/info/1039/9385.htm,False,
教研教改,关于公布福州大学闽台高等工程教育研究第一批项目名单的通知,"
2011-10-28
         ",https://jwch.fzu.edu.cn/info/1037/8686.htm,False,
实践科,关于公布福州大学第十届英语演讲比赛获奖名单的通知,"
2011-10-26
         ",https://jwch.fzu.edu.cn/info/1039/9384.htm,False,
教学运行,关于管理学院本周六（10月29日）停课的通知,"
2011-10-26
         ",https://jwch.fzu.edu.cn/info/1036/10132.htm,False,
教学运行,关于大学英语（一）独立重修班本周停课的通知,"
2011-10-25
         ",https://jwch.fzu.edu.cn/info/1036/10131.htm,False,
实践科,关于公布福州大学第十一届高等数学竞赛获奖名单的通知,"
2011-10-25
         ",https://jwch.fzu.edu.cn/info/1039/9383.htm,False,
教学运行,2011-2012学年第一学期在管院修读第二学位选修毕业论文及寒假毕业实习导师安排的通知,"
2011-10-24
         ",https://jwch.fzu.edu.cn/info/1036/10130.htm,False,
教学运行,关于举办教育部全国大学生电子商务“创新、创意、创业”挑战赛福建赛区竞赛的通知,"
2011-10-21
         ",https://jwch.fzu.edu.cn/info/1036/10129.htm,False,
质量办,关于参加福州大学新上岗教师达标培训班第八期闭学式暨第九期开学式的通知,"
2011-10-20
         ",https://jwch.fzu.edu.cn/info/1040/10038.htm,False,
教学运行,关于《大学物理》期中考试安排的通知,"
2011-10-14
         ",https://jwch.fzu.edu.cn/info/1036/10128.htm,False,
质量办,关于2010-2011学年第二学期学院本科教学基本情况通报的通知,"
2011-10-12
         ",https://jwch.fzu.edu.cn/info/1040/10036.htm,False,
质量办,关于开办2011年第九期新上岗教师教学达标培训班的通知,"
2011-10-12
         ",https://jwch.fzu.edu.cn/info/1040/10037.htm,False,
教学运行,关于重修选课延长缴费时间及免听相关问题的通知,"
2011-10-12
         ",https://jwch.fzu.edu.cn/info/1036/10127.htm,False,
教学运行,关于做好福州大学2011-2012学年第二学期排课准备工作的通知,"
2011-10-08
         ",https://jwch.fzu.edu.cn/info/1036/10126.htm,False,
教学运行,2011-2012-1学期2010级体育C理论课教室安排表,"
2011-10-08
         ",https://jwch.fzu.edu.cn/info/1036/10125.htm,False,
教研教改,关于召开福州大学2011年本科教学工作会议的通知,"
2011-09-26
         ",https://jwch.fzu.edu.cn/info/1037/8685.htm,False,
质量办,关于开展2011年新上岗教师教学达标培训（第九期）报名工作的通知,"
2011-09-23
         ",https://jwch.fzu.edu.cn/info/1040/10035.htm,False,
教学运行,关于举办福州大学第十届英语演讲赛暨2011年“外研社杯”全国英语演讲大赛福州大学选拔赛的通知,"
2011-09-23
         ",https://jwch.fzu.edu.cn/info/1036/10124.htm,False,
教学运行,关于2011年下半年全国大学英语四、六级考试补拍照片的通知,"
2011-09-22
         ",https://jwch.fzu.edu.cn/info/1036/10123.htm,False,
教学运行,关于国庆节放假及课程调整的通知,"
2011-09-20
         ",https://jwch.fzu.edu.cn/info/1036/10122.htm,False,
教学运行,关于2011级体育A第一节课上课地点的通知,"
2011-09-19
         ",https://jwch.fzu.edu.cn/info/1036/10121.htm,False,
计划科,关于校选课《心理健康教育》（周4晚）更改上课地点的通知,"
2011-09-16
         ",https://jwch.fzu.edu.cn/info/1038/8376.htm,False,
教研教改,关于公布入选2011级数理综合班外省生源学生名单的通知,"
2011-09-15
         ",https://jwch.fzu.edu.cn/info/1037/8683.htm,False,
教学运行,关于《大学英语（一）》独立重修班使用教材的通知,"
2011-09-15
         ",https://jwch.fzu.edu.cn/info/1036/10160.htm,False,
教研教改,关于公布2009级基础综合班专业分流学生名单及学科导师名单的通知,"
2011-09-15
         ",https://jwch.fzu.edu.cn/info/1037/8682.htm,False,
教学运行,关于领取2011年全国大学生英语竞赛获奖证书的通知,"
2011-09-13
         ",https://jwch.fzu.edu.cn/info/1036/10159.htm,False,
计划科,关于校选课《中华灯谜文化》等课程取消的通知,"
2011-09-13
         ",https://jwch.fzu.edu.cn/info/1038/8373.htm,False,
教学运行,关于2011-2012学年第一学期重修选课安排的通知,"
2011-09-09
         ",https://jwch.fzu.edu.cn/info/1036/10158.htm,False,
计划科,关于2011-2012第一学期校选课开课的有关通知,"
2011-09-08
         ",https://jwch.fzu.edu.cn/info/1038/8371.htm,False,
计划科,关于《GIS原理与技术》等全校性公共选修课取消及开通第三轮选课的通知,"
2011-09-05
         ",https://jwch.fzu.edu.cn/info/1038/8369.htm,False,
教研教改,关于公布参加2011级数理综合班外省生源选拔面试学生名单的紧急通知,"
2011-09-05
         ",https://jwch.fzu.edu.cn/info/1037/8751.htm,False,
综合科,关于组织教师参加第四届“中国大学教学论坛”征文的通知,"
2011-09-02
         ",https://jwch.fzu.edu.cn/info/1035/7428.htm,True,1036
教学运行,关于2011年12月全省高校计算机等级考试报名的通知,"
2011-09-02
         ",https://jwch.fzu.edu.cn/info/1036/10157.htm,False,
教学运行,关于2011年中秋节放假及课程调整通知,"
2011-09-02
         ",https://jwch.fzu.edu.cn/info/1036/10155.htm,False,
教学运行,关于2011年12月全国大学英语四、六级考试报名通知,"
2011-09-02
         ",https://jwch.fzu.edu.cn/info/1036/10156.htm,False,
实践科,福州大学获批2011年福建省大学生创新性实验计划立项项目,"
2011-09-02
         ",https://jwch.fzu.edu.cn/info/1039/9422.htm,False,
教研教改,关于福州大学2011年本科教学工作会议推迟召开的紧急通知,"
2011-09-02
         ",https://jwch.fzu.edu.cn/info/1037/8745.htm,False,
教研教改,关于组织参加清华大学林健和余寿文两位教授专题报告会的通知,"
2011-09-02
         ",https://jwch.fzu.edu.cn/info/1037/8747.htm,False,
教研教改,关于开展选拔2011级数理综合班外省生源学生的通知,"
2011-09-02
         ",https://jwch.fzu.edu.cn/info/1037/8743.htm,False,
教研教改,关于组织申报2011年度“教育部—IBM精品课程”建设项目的通知,"
2011-09-02
         ",https://jwch.fzu.edu.cn/info/1037/8749.htm,False,
实践科,关于参加2011年全国大学生数学建模竞赛有关事项的通知,"
2011-09-02
         ",https://jwch.fzu.edu.cn/info/1039/9421.htm,False,
教学运行,关于2011级新生英语分级考试安排的通知,"
2011-09-01
         ",https://jwch.fzu.edu.cn/info/1036/10154.htm,False,
教学运行,关于管理学院部分课程删除的通知,"
2011-08-28
         ",https://jwch.fzu.edu.cn/info/1036/10153.htm,False,
计划科,关于2011-2012学年第一学期跨院（系）、跨学科选修课（校选课）选课须知,"
2011-08-27
         ",https://jwch.fzu.edu.cn/info/1038/8368.htm,False,
教学运行,关于重申遵守教学相关纪律的通知,"
2011-08-27
         ",https://jwch.fzu.edu.cn/info/1036/10152.htm,False,
教学运行,2010-2011学年第二学期英语四级及专题课补考考场安排,"
2011-08-26
         ",https://jwch.fzu.edu.cn/info/1036/10150.htm,False,
教学运行,大学英语（二、三）补考通知,"
2011-08-26
         ",https://jwch.fzu.edu.cn/info/1036/10151.htm,False,
实践科,关于福州大学第十二期本科生科研训练计划项目中期检查情况的通知,"
2011-07-10
         ",https://jwch.fzu.edu.cn/info/1039/9420.htm,False,
质量办,关于组织申报2011-2012学年网络教学课程建设项目的通知,"
2011-07-10
         ",https://jwch.fzu.edu.cn/info/1040/10034.htm,False,
教学运行,2010年第一学期线性代数、概率与数理统计补考监考安排,"
2011-07-09
         ",https://jwch.fzu.edu.cn/info/1036/10149.htm,False,
教学运行,2010-2011第二学期公共基础课补考安排,"
2011-07-08
         ",https://jwch.fzu.edu.cn/info/1036/10147.htm,False,
教学运行,2010-2011年第二学期高数补考安排,"
2011-07-08
         ",https://jwch.fzu.edu.cn/info/1036/10148.htm,False,
教学运行,2010-2011第二学期各学院补考安排,"
2011-07-07
         ",https://jwch.fzu.edu.cn/info/1036/10146.htm,False,
实践科,关于举办福州大学第十一届高等数学竞赛的通知,"
2011-07-06
         ",https://jwch.fzu.edu.cn/info/1039/9419.htm,False,
实践科,关于公布福州大学第八届程序设计竞赛获奖名单的通知,"
2011-07-06
         ",https://jwch.fzu.edu.cn/info/1039/9418.htm,False,
计划科,关于核对2011-2012第一学期全校性公共选修课开课信息的有关通知,"
2011-07-01
         ",https://jwch.fzu.edu.cn/info/1038/8367.htm,False,
实践科,关于公布福州大学省级以上大学生创新性实验计划项目结题成绩的通知,"
2011-06-29
         ",https://jwch.fzu.edu.cn/info/1039/9416.htm,False,
实践科,关于公布福州大学二○一一届优秀本科生毕业设计（论文）名单的通知,"
2011-06-29
         ",https://jwch.fzu.edu.cn/info/1039/9417.htm,False,
教研教改,关于同意邱鑫茂等四位同学转入2010级数理基础综合班的通知,"
2011-06-28
         ",https://jwch.fzu.edu.cn/info/1037/8741.htm,False,
实践科,关于2011全国大学生数学建模竞赛暑期集训的通知,"
2011-06-28
         ",https://jwch.fzu.edu.cn/info/1039/9415.htm,False,
教学运行,关于召开校学位委员会全体委员会议的通知,"
2011-06-21
         ",https://jwch.fzu.edu.cn/info/1036/10145.htm,False,
