通知人,标题,日期,链接,附件数,附件下载次数
实践科,关于举办福州大学第四届材料创新、设计及应用大赛的通知,2018-03-16,https://jwch.fzu.edu.cn/../info/1039/8992.htm,0,0
实践科,关于举办福州大学第八届大学生节能减排社会实践与科技竞赛的通知,2018-03-16,https://jwch.fzu.edu.cn/../info/1039/8994.htm,0,0
教学运行,关于2014级学生《大学英语》免修申请的通知,2018-03-16,https://jwch.fzu.edu.cn/../info/1036/7843.htm,0,0
教学运行,关于2018年6月全国大学英语四、六级考试报名通知,2018-03-16,https://jwch.fzu.edu.cn/../info/1036/7845.htm,0,0
教学运行,关于2015、2016级学生《大学英语》免修申请的通知,2018-03-16,https://jwch.fzu.edu.cn/../info/1036/7844.htm,0,0
质量办,关于做好2018年福建省普通高校学校本科专业评估有关事项的通知,2018-03-15,https://jwch.fzu.edu.cn/../info/1040/9116.htm,0,0
综合科,福州大学关于推荐2018-2022年教育部高等学校教学指导委员会委员的通知,2018-03-14,https://jwch.fzu.edu.cn/../info/1035/11555.htm,1,982
实践科,关于召开第九届全国大学生过程装备实践与创新大赛宣讲会的通知,2018-03-13,https://jwch.fzu.edu.cn/../info/1039/8988.htm,1,647
教学运行,2018年暑期&秋季学期境外交流项目申请通知汇总（第一批）,2018-03-13,https://jwch.fzu.edu.cn/../info/1036/7842.htm,0,0
教学运行,关于公布2017-2018学年第二学期校选课取消开课名单的通知,2018-03-12,https://jwch.fzu.edu.cn/../info/1036/7841.htm,0,0
教学运行,关于2018届预计毕业生上网核对电子注册图像信息的通知,2018-03-12,https://jwch.fzu.edu.cn/../info/1036/7840.htm,0,0
教学运行,关于信息资源讲座第212讲——《图书馆数字资源与服务》报名的通知,2018-03-07,https://jwch.fzu.edu.cn/../info/1036/7839.htm,0,0
教学运行,关于高校毕业生图像采集补拍摄的通知,2018-03-05,https://jwch.fzu.edu.cn/../info/1036/7838.htm,0,0
教学运行,2017-2018学年第二学期学期选课补退选的的通知,2018-03-04,https://jwch.fzu.edu.cn/../info/1036/7875.htm,0,0
教学运行,关于2017-2018学年第二学期通识教育选修课选课须知,2018-03-04,https://jwch.fzu.edu.cn/../info/1036/7837.htm,0,0
质量办,关于开学第一周集中听课的通知,2018-03-04,https://jwch.fzu.edu.cn/../info/1040/9114.htm,0,0
教学运行,2017-2018学年第二学期辅修专业选课补退选的的通知,2018-03-04,https://jwch.fzu.edu.cn/../info/1036/7876.htm,0,0
教学运行,关于计算机类课程补考安排的补充通知,2018-02-26,https://jwch.fzu.edu.cn/../info/1036/7874.htm,0,0
实践科,关于做好第二十四期本科生科研训练计划项目立项工作的通知,2018-02-03,https://jwch.fzu.edu.cn/../info/1039/8985.htm,1,783
实践科,关于公布2018年省级以上大学生创新创业训练计划项目结题成绩的通知,2018-02-03,https://jwch.fzu.edu.cn/../info/1039/9042.htm,0,0
实践科,关于公布第十五届大学物理实验竞赛获奖名单的通知,2018-02-03,https://jwch.fzu.edu.cn/../info/1039/8984.htm,0,0
教学运行,关于2017-2018学年第一学期本科补考试卷印制事宜的通知,2018-01-30,https://jwch.fzu.edu.cn/../info/1036/7873.htm,0,0
教学运行,关于辅修专业选课的相关通知,2018-01-29,https://jwch.fzu.edu.cn/../info/1036/7872.htm,0,0
实践科,关于举办福州大学第十一届企业经营模拟沙盘对抗赛暨榕城高校沙盘邀请赛的通知,2018-01-19,https://jwch.fzu.edu.cn/../info/1039/9041.htm,0,0
教研教改,关于召开国家精品在线开放课程总结表彰会暨在线开放课程课程建设与应用推进会的通知,2018-01-18,https://jwch.fzu.edu.cn/../info/1037/8136.htm,0,0
教学运行,【暑期项目】2018年欧美名校Summer School申请通知,2018-01-18,https://jwch.fzu.edu.cn/../info/1036/7871.htm,0,0
教学运行,关于2017-2018学年第一学期《概率论与数理统计》期末考试安排的通知,2018-01-16,https://jwch.fzu.edu.cn/../info/1036/7870.htm,0,0
实践科,关于转发工信部人才交流中心《关于邀请参加第二届（2017-2018）全国大学生集成电路创新创业大赛的通知》的通知,2018-01-16,https://jwch.fzu.edu.cn/../info/1039/9040.htm,1,699
教学运行,关于2017-2018学年第一学期《高等数学》期末考试安排的通知,2018-01-16,https://jwch.fzu.edu.cn/../info/1036/7869.htm,0,0
教学运行,关于2017-2018学年第一学期《工程制图》、《画法几何》期末考试安排的通知,2018-01-15,https://jwch.fzu.edu.cn/../info/1036/7867.htm,0,0
教学运行,关于2017-2018学年第一学期《大学物理》期末考试安排的通知,2018-01-15,https://jwch.fzu.edu.cn/../info/1036/7868.htm,0,0
教学运行,关于2017-2018学年第一学期英语拓展课期末考试安排的通知,2018-01-15,https://jwch.fzu.edu.cn/../info/1036/7866.htm,0,0
教学运行,关于2017-2018学年第一学期《大学英语（一）、（三））》期末考试安排的通知,2018-01-15,https://jwch.fzu.edu.cn/../info/1036/7864.htm,0,0
教学运行,关于2017-2018学年第一学期《大学英语（二）》期末考试安排的通知,2018-01-15,https://jwch.fzu.edu.cn/../info/1036/7865.htm,0,0
实践科,关于公布第五届“华测杯”测量技能大赛获奖名单的通知,2018-01-11,https://jwch.fzu.edu.cn/../info/1039/9039.htm,0,0
实践科,关于转发中国高等教育学会《关于举办首届中国高校智能机器人创意大赛的通知》的通知,2018-01-10,https://jwch.fzu.edu.cn/../info/1039/9038.htm,1,811
教学运行,关于2017-2018学年第一学期《高等数学A（下）》期末考试安排的通知,2018-01-10,https://jwch.fzu.edu.cn/../info/1036/7862.htm,0,0
教学运行,关于2017-2018学年第一学期《线性代数与解析几何》期末考试安排的通知,2018-01-10,https://jwch.fzu.edu.cn/../info/1036/7863.htm,0,0
实践科,关于继续做好“校友邦”大学生实习实践管理平台试用工作的通知,2018-01-09,https://jwch.fzu.edu.cn/../info/1039/9037.htm,0,0
实践科,关于做好2018届本科生毕业设计（论文）工作的通知,2018-01-05,https://jwch.fzu.edu.cn/../info/1039/9036.htm,0,0
实践科,关于召开国家、省级大学生创新创业训练计划项目结题答辩暨经验交流会的通知,2018-01-05,https://jwch.fzu.edu.cn/../info/1039/9034.htm,0,0
质量办,关于推荐校本科教学督导组成员的通知,2018-01-05,https://jwch.fzu.edu.cn/../info/1040/9112.htm,0,0
实践科,关于举办福州大学第五届桥梁图文大赛的通知,2018-01-05,https://jwch.fzu.edu.cn/../info/1039/9035.htm,2,"678,756"
教学运行,关于2017-2018学年第一学期《大学物理实验》（下）期末考试的通知,2018-01-05,https://jwch.fzu.edu.cn/../info/1036/7861.htm,0,0
教学运行,关于2017-2018学年第一学期《大学英语（四）》期末考试安排的通知,2018-01-04,https://jwch.fzu.edu.cn/../info/1036/7859.htm,0,0
教学运行,关于2017-2018学年第一学期2017级《C语言》、《Access数据库程序设计》期末考试安排的通知,2018-01-04,https://jwch.fzu.edu.cn/../info/1036/7860.htm,0,0
实践科,关于对2017年学院教学有关数据进行统计的通知,2018-01-03,https://jwch.fzu.edu.cn/../info/1039/9033.htm,1,636
教学运行,2018年春季学期《大学物理实验（上）》绪论课安排（开学第一周）,2018-01-02,https://jwch.fzu.edu.cn/../info/1036/7858.htm,0,0
教学运行,关于2017-2018学年第二学期学生学期选课的通知,2017-12-29,https://jwch.fzu.edu.cn/../info/1036/7857.htm,0,0
实践科,关于开展大学生学科竞赛集训基地建设项目年度检查的通知,2017-12-28,https://jwch.fzu.edu.cn/../info/1039/9032.htm,0,0
教学运行,关于信息资源讲座第210讲——《科技查新方法及其在文献调研中的应用》报名的通知,2017-12-28,https://jwch.fzu.edu.cn/../info/1036/7908.htm,0,0
教学运行,关于2018年元旦放假课程调整的通知,2017-12-28,https://jwch.fzu.edu.cn/../info/1036/7910.htm,0,0
教学运行,关于做好期末复习考试及下学期开学等工作的通知,2017-12-27,https://jwch.fzu.edu.cn/../info/1036/7906.htm,0,0
实践科,关于做好2018年全国大学生英语竞赛报名工作的通知,2017-12-26,https://jwch.fzu.edu.cn/../info/1039/9030.htm,1,611
实践科,关于做好2017年省级以上大学生创新创业训练计划项目和第二十三期本科生科研训练计划项目中期检查工作的通知,2017-12-26,https://jwch.fzu.edu.cn/../info/1039/9031.htm,1,751
实践科,关于公布蔡斯婷等820位同学获得奖励学分的通知,2017-12-22,https://jwch.fzu.edu.cn/../info/1039/9029.htm,0,0
教学运行,关于信息资源讲座第209讲——《善用信息资源 提高检索效率  ——以学位论文撰写为例》报名的通知,2017-12-20,https://jwch.fzu.edu.cn/../info/1036/7903.htm,0,0
综合科,关于报送各学院2017年教学工作总结和2018年教学工作计划的通知,2017-12-19,https://jwch.fzu.edu.cn/../info/1035/11554.htm,0,0
教学运行,关于做好2017学年本科生转专业工作的通知,2017-12-18,https://jwch.fzu.edu.cn/../info/1036/7901.htm,0,0
实践科,关于第十五届福州大学物理实验竞赛初赛考场安排的通知,2017-12-18,https://jwch.fzu.edu.cn/../info/1039/9028.htm,1,656
实践科,关于公布“紫金杯”第五届大学生GPS定向越野大赛获奖名单的通知,2017-12-18,https://jwch.fzu.edu.cn/../info/1039/9027.htm,0,0
实践科,关于2018年福建省合泰杯单片机应用设计竞赛报名的通知,2017-12-14,https://jwch.fzu.edu.cn/../info/1039/9026.htm,0,0
教学运行,关于信息资源讲座第208讲——《理工科外文信息资源导航》报名的通知,2017-12-13,https://jwch.fzu.edu.cn/../info/1036/7899.htm,0,0
教学运行,关于报名参加福州大学“嘉锡讲坛”第469期讲座的通知,2017-12-10,https://jwch.fzu.edu.cn/../info/1036/7898.htm,0,0
质量办,关于教师综合测评集中考核安排的通知,2017-12-06,https://jwch.fzu.edu.cn/../info/1040/9111.htm,0,0
教学运行,关于福州大学“嘉锡讲坛”第468期讲座报名的补充通知,2017-12-06,https://jwch.fzu.edu.cn/../info/1036/7896.htm,0,0
教学运行,关于信息资源讲座第207讲——《开题与课题申请前的文献调研概述（理工类）》报名的通知,2017-12-06,https://jwch.fzu.edu.cn/../info/1036/7894.htm,0,0
计划科,关于组织申报2017—2018学年第二学期通识教育选修课的通知,2017-12-04,https://jwch.fzu.edu.cn/../info/1038/8241.htm,0,0
综合科,关于做好2017-2018学年第二学期教材征订工作的通知,2017-12-01,https://jwch.fzu.edu.cn/../info/1035/11553.htm,0,0
实践科,关于召开本科教学实验室建设工作会议的通知,2017-12-01,https://jwch.fzu.edu.cn/../info/1039/9024.htm,0,0
实践科,关于公布福州大学2017年大学生校外实践教育基地立项项目的通知,2017-12-01,https://jwch.fzu.edu.cn/../info/1039/9025.htm,0,0
质量办,关于期中党政领导集中听课的通知,2017-11-29,https://jwch.fzu.edu.cn/../info/1040/9110.htm,0,0
教学运行,关于信息资源讲座第206讲——《专利信息利用新思路——专利分析》报名的通知,2017-11-29,https://jwch.fzu.edu.cn/../info/1036/7892.htm,0,0
教学运行,关于2017-2018第一学期《网络资源与信息检索》期末考试安排的通知,2017-11-28,https://jwch.fzu.edu.cn/../info/1036/7890.htm,0,0
教学运行,关于做好2018届预计毕业生电子注册图像采集工作的通知,2017-11-27,https://jwch.fzu.edu.cn/../info/1036/7888.htm,0,0
实践科,关于举办“紫金杯”福州大学第五届大学生GPS定向越野大赛的通知,2017-11-23,https://jwch.fzu.edu.cn/../info/1039/9023.htm,0,0
教学运行,关于信息资源讲座第205讲——《利用Web of Science助力科研创新》报名的通知,2017-11-22,https://jwch.fzu.edu.cn/../info/1036/7885.htm,0,0
教学运行,关于信息资源讲座第204讲——《SciFinder 与文献调研及物质精确检索》报名的通知,2017-11-15,https://jwch.fzu.edu.cn/../info/1036/7883.htm,0,0
教学运行,关于2017-2018学年第一学期《线性代数》期末考试安排的通知,2017-11-14,https://jwch.fzu.edu.cn/../info/1036/7882.htm,0,0
教学运行,关于报名参加福州大学“嘉锡讲坛”第465期讲座的通知,2017-11-14,https://jwch.fzu.edu.cn/../info/1036/7880.htm,0,0
教学运行,关于2017-2018学年第一学期高等数学半期考试安排的通知,2017-11-14,https://jwch.fzu.edu.cn/../info/1036/7881.htm,0,0
教学运行,关于校运会调课的紧急通知,2017-11-13,https://jwch.fzu.edu.cn/../info/1036/7879.htm,0,0
实践科,关于举办福州大学第七届大学生工程训练综合能力竞赛的通知,2017-11-10,https://jwch.fzu.edu.cn/../info/1039/9065.htm,0,0
综合科,关于教务处暂停对外办公的通知,2017-11-10,https://jwch.fzu.edu.cn/../info/1035/11552.htm,0,0
教学运行,关于2017级《大学生心理健康教育》期末考试的通知,2017-11-10,https://jwch.fzu.edu.cn/../info/1036/7878.htm,0,0
质量办,关于福州大学2017年第十五期新上岗教师达标培训班观摩公开课（二）的通知,2017-11-09,https://jwch.fzu.edu.cn/../info/1040/9108.htm,0,0
质量办,关于2018年职称评定工作教师教学综合测评的补充通知,2017-11-08,https://jwch.fzu.edu.cn/../info/1040/9106.htm,0,0
教学运行,关于信息资源讲座第203讲——《网络开放学术资源检索和利用》报名的通知,2017-11-08,https://jwch.fzu.edu.cn/../info/1036/7877.htm,0,0
实践科,关于公布第十三届福州大学数学建模竞赛获奖名单的通知,2017-11-02,https://jwch.fzu.edu.cn/../info/1039/9064.htm,0,0
教学运行,关于组织2017级新生开展学籍信息自查工作的通知,2017-11-02,https://jwch.fzu.edu.cn/../info/1036/7965.htm,0,0
教学运行,关于信息资源讲座第202讲——《特种文献检索与应用（科技报告资源服务系统）》报名的通知,2017-11-01,https://jwch.fzu.edu.cn/../info/1036/7963.htm,0,0
实践科,关于举办福州大学第十五届物理实验竞赛的通知,2017-11-01,https://jwch.fzu.edu.cn/../info/1039/9061.htm,0,0
实践科,关于举办“幸福家园杯”福州大学首届大学生VR创新大赛的通知,2017-11-01,https://jwch.fzu.edu.cn/../info/1039/9062.htm,0,0
教学运行,关于报名参加福州大学“嘉锡讲坛”第462期讲座的通知,2017-10-30,https://jwch.fzu.edu.cn/../info/1036/7961.htm,0,0
教学运行,关于2018年寒假短期交流项目的申请通知,2017-10-27,https://jwch.fzu.edu.cn/../info/1036/7959.htm,0,0
教学运行,关于信息资源讲座第201讲——《发现不一样的CNKI（中国知网）》报名的通知,2017-10-25,https://jwch.fzu.edu.cn/../info/1036/7957.htm,0,0
教学运行,关于2017-2018学年第一学期大学物理（下）半期考试安排的通知,2017-10-25,https://jwch.fzu.edu.cn/../info/1036/7955.htm,0,0
教学运行,关于2017年下半年英语四六级口语考试的补充通知,2017-10-20,https://jwch.fzu.edu.cn/../info/1036/7951.htm,0,0
教学运行,关于开展福州大学2017年本科教学干事业务培训的通知,2017-10-19,https://jwch.fzu.edu.cn/../info/1036/7940.htm,0,0
教学运行,关于 我校拟开始2018年度春季赴台学生项目（第一批）选派工作的通知,2017-10-18,https://jwch.fzu.edu.cn/../info/1036/7938.htm,0,0
质量办,关于福州大学2017年第十五期新上岗教师达标培训班观摩公开课（一）的通知,2017-10-18,https://jwch.fzu.edu.cn/../info/1040/9104.htm,0,0
教学运行,关于信息资源讲座第200讲——《写论文那些事（新版万方知识服务平台）》报名的通知,2017-10-18,https://jwch.fzu.edu.cn/../info/1036/7936.htm,0,0
质量办,关于开展2017年度教师本科教学综合测评工作的通知,2017-10-17,https://jwch.fzu.edu.cn/../info/1040/9103.htm,0,0
教学运行,关于重修选课延长缴费时间的通知,2017-10-17,https://jwch.fzu.edu.cn/../info/1036/7934.htm,0,0
质量办,关于申请福州大学2017-2018学年全日制研究生助教岗位的通知,2017-10-16,https://jwch.fzu.edu.cn/../info/1040/9201.htm,0,0
实践科,关于公布第三届网络信息安全竞赛获奖名单的通知,2017-10-13,https://jwch.fzu.edu.cn/../info/1039/9059.htm,0,0
教学运行,2016级第2017-2018-1学期体育理论课教室安排表--,2017-10-12,https://jwch.fzu.edu.cn/../info/1036/7933.htm,0,0
实践科,关于举办“实达迪美杯”福州大学第六届大学生软件设计与服务外包创新创业竞赛的通知,2017-10-11,https://jwch.fzu.edu.cn/../info/1039/9719.htm,0,0
教学运行,关于做好参军退役复学学生转专业工作的通知,2017-10-11,https://jwch.fzu.edu.cn/../info/1036/7928.htm,0,0
教学运行,关于信息资源讲座第199讲——《FULink文献检索、获取技巧及移动阅读》报名的通知,2017-10-11,https://jwch.fzu.edu.cn/../info/1036/7930.htm,0,0
教学运行,关于2015、2016级学生《大学英语》免修申请的通知,2017-09-30,https://jwch.fzu.edu.cn/../info/1036/7919.htm,0,0
教学运行,关于2017年下半年全国大学英语四、六级口语考试报名的通知,2017-09-30,https://jwch.fzu.edu.cn/../info/1036/7923.htm,0,0
教学运行,关于做好2017-2018学年第二学期排课准备工作的通知,2017-09-30,https://jwch.fzu.edu.cn/../info/1036/7925.htm,0,0
教学运行,关于2014级学生《大学英语》免修申请的通知,2017-09-30,https://jwch.fzu.edu.cn/../info/1036/7921.htm,0,0
教学运行,关于2018年春季学期海外名校交流项目的申请通知,2017-09-29,https://jwch.fzu.edu.cn/../info/1036/7917.htm,0,0
教学运行,关于公布2017年重修课程学分认定及替代方案的通知,2017-09-28,https://jwch.fzu.edu.cn/../info/1036/7989.htm,0,0
教学运行,关于信息资源讲座第198讲——《轻松享用图书馆资源服务 ——人文学科专题》报名的通知,2017-09-28,https://jwch.fzu.edu.cn/../info/1036/7915.htm,0,0
教学运行,关于辅修专业延长缴费的通知,2017-09-28,https://jwch.fzu.edu.cn/../info/1036/7988.htm,0,0
教学运行,关于2018年1月全省高校计算机等级考试报名的通知,2017-09-27,https://jwch.fzu.edu.cn/../info/1036/7987.htm,0,0
教学运行,关于2017-2018学年第一学期重修选课的通知,2017-09-26,https://jwch.fzu.edu.cn/../info/1036/7986.htm,0,0
教学运行,关于2017年国庆节、中秋节放假课程调整的通知,2017-09-25,https://jwch.fzu.edu.cn/../info/1036/7985.htm,0,0
教学运行,关于成绩录入的紧急通知,2017-09-23,https://jwch.fzu.edu.cn/../info/1036/7984.htm,0,0
教学运行,关于信息资源讲座第197讲——《图书馆信息资源总览》报名的通知,2017-09-20,https://jwch.fzu.edu.cn/../info/1036/7983.htm,0,0
实践科,关于公布第十七届高等数学竞赛获奖名单的通知,2017-09-18,https://jwch.fzu.edu.cn/../info/1039/9057.htm,0,0
质量办,关于2017年新上岗教师达标培训班教师配备导师的通知,2017-09-18,https://jwch.fzu.edu.cn/../info/1040/9200.htm,0,0
教学运行,关于2017年全国大学生英语竞赛获奖名单的通知,2017-09-15,https://jwch.fzu.edu.cn/../info/1036/7982.htm,0,0
教学运行,关于2017级新生军训及上课时间调整的通知,2017-09-14,https://jwch.fzu.edu.cn/../info/1036/7980.htm,0,0
教学运行,关于调整2017级新生入学周安排的通知,2017-09-14,https://jwch.fzu.edu.cn/../info/1036/7981.htm,0,0
综合科,关于填报2018年《印刷和出版服务购买预算表》的通知,2017-09-13,https://jwch.fzu.edu.cn/../info/1035/7364.htm,1,1056
教学运行,关于《大学英语（四）》与英语拓展课补考安排的补充通知,2017-09-13,https://jwch.fzu.edu.cn/../info/1036/7979.htm,0,0
教学运行,有关2017级学生图像信息采集的通知,2017-09-12,https://jwch.fzu.edu.cn/../info/1036/7977.htm,0,0
教学运行,关于2017年12月全国大学英语四、六级考试报名通知,2017-09-12,https://jwch.fzu.edu.cn/../info/1036/7976.htm,0,0
教学运行,2017-2018学年第一学期辅修专业选课补退选的的通知,2017-09-10,https://jwch.fzu.edu.cn/../info/1036/7975.htm,0,0
教学运行,福州大学关于印发本科生转专业管理实施办法（暂行）的通知,2017-09-10,https://jwch.fzu.edu.cn/../info/1036/7971.htm,0,0
教学运行,2017-2018学年第一学期学期选课补退选的的通知,2017-09-10,https://jwch.fzu.edu.cn/../info/1036/7974.htm,0,0
教学运行,福州大学关于印发学生管理规定的通知,2017-09-10,https://jwch.fzu.edu.cn/../info/1036/7972.htm,0,0
教学运行,福州大学关于印发授予学士学位工作细则（暂行）的通知,2017-09-10,https://jwch.fzu.edu.cn/../info/1036/7973.htm,0,0
教学运行,福州大学关于印发本科生转学管理实施办法（暂行）的通知,2017-09-10,https://jwch.fzu.edu.cn/../info/1036/7970.htm,0,0
教学运行,福州大学关于印发本科生课程考核与成绩记载管理实施办法（暂行）的通知,2017-09-10,https://jwch.fzu.edu.cn/../info/1036/7968.htm,0,0
教学运行,关于2017年９月课程成绩录入要求的紧急通知,2017-09-08,https://jwch.fzu.edu.cn/../info/1036/8013.htm,0,0
质量办,关于开展2018年工程教育专业认证申请工作的通知,2017-09-06,https://jwch.fzu.edu.cn/../info/1040/9199.htm,0,0
综合科,关于成立福州大学本科生学籍事务管理委员会的通知,2017-07-10,https://jwch.fzu.edu.cn/../info/1035/7362.htm,0,0
实践科,关于公布第十四届程序设计竞赛获奖名单的通知,2017-07-08,https://jwch.fzu.edu.cn/../info/1039/9056.htm,0,0
教学运行,关于2016-2017学年第二学期本科补考试卷印制事宜的通知,2017-07-08,https://jwch.fzu.edu.cn/../info/1036/8012.htm,0,0
实践科,关于公布第四届桥梁图文大赛获奖名单的通知,2017-07-08,https://jwch.fzu.edu.cn/../info/1039/9054.htm,0,0
教学运行,2016-2017学年第二学期暑假公共基础课补考安排表,2017-07-07,https://jwch.fzu.edu.cn/../info/1036/8011.htm,0,0
教研教改,关于公布第八批“福州大学高等教育教学改革工程”项目结题验收结果的通知,2017-07-06,https://jwch.fzu.edu.cn/../info/1037/8289.htm,0,0
实践科,关于公布第四届大学生用户体验设计大赛获奖名单的通知,2017-07-05,https://jwch.fzu.edu.cn/../info/1039/9053.htm,0,0
教学运行,关于辅修专业选课的相关通知,2017-07-03,https://jwch.fzu.edu.cn/../info/1036/8010.htm,0,0
实践科,关于召开大学生学科竞赛集训基地项目建设工作座谈会的通知,2017-06-27,https://jwch.fzu.edu.cn/../info/1039/9052.htm,0,0
教学运行,关于征求《福州大学学生管理规定》等相关条例修改意见的通知,2017-06-22,https://jwch.fzu.edu.cn/../info/1036/8009.htm,0,0
教学运行,关于2016-2017学年第二学期高等数学A（中）、B（下）、C（下）、D期末考试安排的通知,2017-06-20,https://jwch.fzu.edu.cn/../info/1036/8007.htm,0,0
教学运行,关于2016-2017学年第二学期概率论与数理统计期末考试安排的通知,2017-06-20,https://jwch.fzu.edu.cn/../info/1036/8008.htm,0,0
实践科,关于公布2017年省级以上大学生创新创业训练计划项目结题成绩的通知,2017-06-20,https://jwch.fzu.edu.cn/../info/1039/9051.htm,0,0
教学运行,关于高等数学（A、B、C）上重修班及高等数学A下重修班期末考试的通知,2017-06-19,https://jwch.fzu.edu.cn/../info/1036/8006.htm,0,0
教学运行,关于2016-2017第二学期大学英语（一）独立重修班考试时间安排的通知,2017-06-19,https://jwch.fzu.edu.cn/../info/1036/8005.htm,0,0
实践科,关于召开2017年度申报省级实验教学示范中心和虚拟仿真实验教学中心专家评审会的通知,2017-06-15,https://jwch.fzu.edu.cn/../info/1039/9050.htm,0,0
教学运行,关于征求福州大学授予学士学位工作细则修改意见的通知,2017-06-14,https://jwch.fzu.edu.cn/../info/1036/8003.htm,0,0
教学运行,关于2017-2018学年第一学期学生学期选课的通知,2017-06-14,https://jwch.fzu.edu.cn/../info/1036/8004.htm,0,0
质量办,关于开办2017年第十五期新上岗教师教学达标培训班的通知,2017-06-14,https://jwch.fzu.edu.cn/../info/1040/9198.htm,0,0
教学运行,关于报名参加福州大学“嘉锡讲坛”第454期讲座的通知,2017-06-13,https://jwch.fzu.edu.cn/../info/1036/7997.htm,0,0
教学运行,关于2016-2017第二学期大学英语（三）期末考试安排的通知,2017-06-13,https://jwch.fzu.edu.cn/../info/1036/7998.htm,0,0
实践科,关于公布首届大学生交通科技大赛获奖名单的通知,2017-06-12,https://jwch.fzu.edu.cn/../info/1039/9049.htm,0,0
实践科,关于召开2017年福州大学虚拟仿真实验教学现场交流会的通知,2017-06-05,https://jwch.fzu.edu.cn/../info/1039/9046.htm,0,0
实践科,关于举办福州大学第八届证券模拟交易大赛的通知,2017-06-05,https://jwch.fzu.edu.cn/../info/1039/9047.htm,0,0
实践科,关于2017届本科生毕业设计（论文）推优和抽检工作的通知,2017-06-05,https://jwch.fzu.edu.cn/../info/1039/9048.htm,0,0
教学运行,关于做好期末复习考试及下学期开学等工作的通知,2017-06-05,https://jwch.fzu.edu.cn/../info/1036/7996.htm,0,0
实践科,关于公布第十届企业经营模拟沙盘对抗赛暨榕城高校沙盘邀请赛获奖名单的通知,2017-06-02,https://jwch.fzu.edu.cn/../info/1039/9044.htm,0,0
实践科,关于公布第七届大学生节能减排社会实践与科技竞赛获奖名单的通知,2017-06-02,https://jwch.fzu.edu.cn/../info/1039/9043.htm,0,0
教学运行,关于信息资源讲座第194讲——《文献综述的撰写》的报名通知,2017-06-02,https://jwch.fzu.edu.cn/../info/1036/7995.htm,0,0
教研教改,福州大学关于印发修订后的本科教学优秀奖评选办法的通知,2017-06-02,https://jwch.fzu.edu.cn/../info/1037/8288.htm,0,0
实践科,关于公布第三届材料创新、设计及应用大赛获奖名单的通知,2017-06-02,https://jwch.fzu.edu.cn/../info/1039/9045.htm,0,0
实践科,关于公布2017年福州大学大学生学科竞赛集训基地建设资助项目的通知,2017-05-31,https://jwch.fzu.edu.cn/../info/1039/9102.htm,0,0
教学运行,关于2016-2017第二学期《网络资源与信息检索》期末考试安排的通知,2017-05-31,https://jwch.fzu.edu.cn/../info/1036/7994.htm,0,0
教学运行,关于信息资源讲座第193讲——《事半功倍——个人文献管理工具及其使用》报名的通知,2017-05-24,https://jwch.fzu.edu.cn/../info/1036/7993.htm,0,0
教学运行,关于2017年“端午”节放假课程调整的通知,2017-05-23,https://jwch.fzu.edu.cn/../info/1036/7992.htm,0,0
教学运行,关于《大学物理实验》（上）期末考试通知,2017-05-22,https://jwch.fzu.edu.cn/../info/1036/7991.htm,0,0
综合科,关于哲学社会科学相关专业统一使用马工程教材的通知,2017-05-19,https://jwch.fzu.edu.cn/../info/1035/7361.htm,0,0
质量办,关于第十四期新上岗教师观摩青年教师“最佳一节课”竞赛决赛的通知,2017-05-17,https://jwch.fzu.edu.cn/../info/1040/9197.htm,0,0
教学运行,关于2015、2016级体育理论课上课通知,2017-05-17,https://jwch.fzu.edu.cn/../info/1036/7990.htm,0,0
教学运行,关于信息资源讲座第192讲《利用Web of Science助力科研创新》的报名通知,2017-05-17,https://jwch.fzu.edu.cn/../info/1036/9708.htm,0,0
教学运行,关于印发2017-2018学年校历的通知,2017-05-11,https://jwch.fzu.edu.cn/../info/1036/8032.htm,0,0
教学运行,关于开展福州大学2017版本科培养方案、修读指南和学生手册封面设计征集活动的通知,2017-05-10,https://jwch.fzu.edu.cn/../info/1036/8031.htm,0,0
实践科,关于公布邵伟等288位同学获得奖励学分的通知,2017-05-09,https://jwch.fzu.edu.cn/../info/1039/9101.htm,0,0
教学运行,2017年全国大学生英语竞赛福建省赛区决赛通知,2017-05-08,https://jwch.fzu.edu.cn/../info/1036/8029.htm,0,0
教学运行,关于2017年选派我校学生赴台湾东海大学参加暑期研习班的通知,2017-05-08,https://jwch.fzu.edu.cn/../info/1036/8030.htm,0,0
教学运行,关于信息资源讲座第190讲的报名通知,2017-05-08,https://jwch.fzu.edu.cn/../info/1036/8028.htm,0,0
教研教改,福州大学关于公布2017年创新创业类慕课（MOOC）课程立项建设名单的通知,2017-05-05,https://jwch.fzu.edu.cn/../info/1037/8286.htm,0,0
教研教改,福州大学关于公布“学科特色创新创业课程”立项建设名单的通知,2017-05-05,https://jwch.fzu.edu.cn/../info/1037/8283.htm,0,0
教研教改,福州大学关于公布“十大跨学科创新创业课程”立项建设名单的通知,2017-05-05,https://jwch.fzu.edu.cn/../info/1037/8280.htm,0,0
教学运行,关于2016-2017学年第二学期线性代数期末考试安排的通知,2017-04-27,https://jwch.fzu.edu.cn/../info/1036/8027.htm,0,0
教学运行,关于报名信息资源讲座第189讲——《专利检索与情报应用》的通知,2017-04-26,https://jwch.fzu.edu.cn/../info/1036/8026.htm,0,0
