time,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,weather_code,cloud_cover,wind_speed_10m,wind_direction_10m,wind_gusts_10m
2024-04-16T08:00,23.6,87,21.3,27.9,0.0,3,100,2.3,309,9.7
2024-04-16T09:00,23.7,89,21.8,27.6,0.2,51,26,6.6,202,16.2
2024-04-16T10:00,25.7,79,21.8,30.8,0.0,3,100,2.3,129,16.6
2024-04-16T11:00,26.5,77,22.0,31.3,0.1,51,100,0.7,180,14.8
2024-04-16T12:00,27.0,75,22.3,31.4,0.3,51,99,5.3,62,18.0
2024-04-16T13:00,27.6,76,23.0,32.8,0.3,51,84,5.6,75,18.7
2024-04-16T14:00,27.9,76,23.3,32.9,0.0,2,76,4.5,61,16.2
2024-04-16T15:00,28.6,75,23.7,34.3,0.0,3,100,5.9,52,16.9
2024-04-16T16:00,29.0,72,23.5,34.7,0.0,1,49,0.5,135,15.8
2024-04-16T17:00,28.5,76,23.8,33.9,0.0,2,70,4.0,117,9.0
2024-04-16T18:00,26.7,84,23.8,31.5,0.0,3,97,8.2,113,16.6
2024-04-16T19:00,24.9,91,23.3,29.7,0.0,3,94,6.1,93,16.6
2024-04-16T20:00,24.0,95,23.1,28.8,0.0,2,70,5.1,94,11.9
2024-04-16T21:00,23.9,92,22.6,28.7,0.0,3,99,3.3,84,10.4
2024-04-16T22:00,23.7,92,22.4,28.2,0.0,3,100,4.7,90,9.7
2024-04-16T23:00,23.5,93,22.3,28.1,0.0,3,100,4.0,95,11.5
2024-04-17T00:00,23.5,93,22.4,28.3,0.0,3,100,2.7,67,8.3
2024-04-17T01:00,23.5,93,22.3,27.8,0.0,3,100,6.2,10,12.6
2024-04-17T02:00,23.5,92,22.2,27.9,0.0,3,99,4.6,141,12.6
2024-04-17T03:00,22.8,97,22.3,27.5,0.0,3,100,2.6,164,13.3
2024-04-17T04:00,22.8,97,22.2,27.4,0.0,3,100,3.1,144,6.8
2024-04-17T05:00,22.9,96,22.2,27.0,0.1,51,100,6.6,139,13.3
2024-04-17T06:00,23.2,93,22.1,27.4,0.1,51,93,6.0,147,14.8
2024-04-17T07:00,23.6,91,22.0,27.6,0.1,51,44,6.2,170,14.0
2024-04-17T08:00,24.5,85,21.8,29.1,0.1,51,70,2.2,270,13.7
2024-04-17T09:00,26.1,78,22.0,30.2,0.1,51,100,5.6,207,17.6
2024-04-17T10:00,26.1,78,21.9,30.6,0.0,3,100,2.3,72,15.1
2024-04-17T11:00,26.5,77,22.1,30.9,0.3,51,99,3.6,186,10.4
2024-04-17T12:00,27.1,76,22.6,31.7,0.2,51,89,4.5,256,20.9
2024-04-17T13:00,28.0,74,22.9,33.7,0.1,51,92,3.7,259,25.9
2024-04-17T14:00,28.7,73,23.3,34.5,0.1,51,100,2.9,300,25.6
2024-04-17T15:00,25.7,82,22.3,28.9,10.0,65,95,12.6,323,30.6
2024-04-17T16:00,25.7,83,22.5,29.8,1.3,61,94,7.9,183,24.8
2024-04-17T17:00,25.2,87,22.9,30.2,0.0,3,100,3.0,194,18.7
2024-04-17T18:00,24.9,93,23.7,30.4,0.0,3,100,2.9,277,7.9
2024-04-17T19:00,23.5,94,22.6,28.0,0.0,3,100,5.8,274,10.8
2024-04-17T20:00,22.9,96,22.2,27.1,0.0,3,100,6.0,295,11.2
2024-04-17T21:00,22.8,97,22.2,27.2,0.0,3,100,4.7,279,10.4
2024-04-17T22:00,22.6,97,22.1,27.0,0.0,3,100,4.1,308,9.4
2024-04-17T23:00,22.2,97,21.7,26.3,0.0,3,100,4.2,329,9.4
2024-04-18T00:00,21.4,97,21.0,25.0,0.0,3,100,5.9,317,10.4
2024-04-18T01:00,22.6,95,21.7,27.1,0.0,3,100,2.3,288,10.4
2024-04-18T02:00,21.7,96,21.1,25.7,0.0,3,100,3.0,256,7.9
2024-04-18T03:00,21.5,97,21.0,25.4,0.0,3,100,3.6,270,7.9
2024-04-18T04:00,20.4,99,20.2,23.5,0.0,2,53,5.6,315,10.1
2024-04-18T05:00,21.8,96,21.0,25.8,0.0,1,49,2.6,304,10.1
2024-04-18T06:00,20.7,98,20.3,24.2,0.0,3,100,3.5,114,7.2
2024-04-18T07:00,21.1,94,20.1,23.9,0.3,51,100,7.5,107,15.5
2024-04-18T08:00,20.4,90,18.8,22.3,0.3,51,100,9.7,112,20.2
2024-04-18T09:00,21.8,87,19.6,24.3,0.1,51,100,8.4,121,18.7
2024-04-18T10:00,22.2,82,19.0,24.0,0.0,3,100,11.2,130,24.5
2024-04-18T11:00,22.9,77,18.6,24.2,0.0,3,100,13.5,124,29.2
2024-04-18T12:00,23.1,74,18.3,24.3,0.0,2,73,13.0,114,29.2
2024-04-18T13:00,24.0,71,18.4,25.9,0.0,3,100,13.7,108,29.9
2024-04-18T14:00,23.7,70,17.8,24.8,0.0,3,100,13.0,104,29.9
2024-04-18T15:00,23.2,68,17.0,24.0,0.0,3,100,11.6,106,28.4
2024-04-18T16:00,22.6,65,15.7,22.8,0.0,3,100,12.0,111,25.2
2024-04-18T17:00,21.4,65,14.6,21.5,0.0,3,100,9.6,103,25.6
2024-04-18T18:00,20.6,66,14.1,21.4,0.0,3,100,4.0,95,19.1
2024-04-18T19:00,19.7,65,13.0,20.1,0.0,3,100,3.5,66,9.0
2024-04-18T20:00,19.0,67,12.8,19.4,0.0,3,100,3.6,96,8.6
2024-04-18T21:00,19.2,67,12.9,19.7,0.0,3,100,2.7,113,7.2
2024-04-18T22:00,20.2,47,8.4,19.5,0.0,3,100,2.1,239,6.5
2024-04-18T23:00,18.4,58,10.1,17.6,0.1,51,100,6.1,135,11.9
2024-04-19T00:00,17.3,72,12.1,17.7,0.6,53,100,1.5,135,13.3
2024-04-19T01:00,16.6,78,12.8,17.3,0.8,53,100,1.8,307,9.4
2024-04-19T02:00,16.7,81,13.3,17.3,0.0,3,100,3.4,238,7.2
2024-04-19T03:00,16.4,84,13.6,17.1,0.1,51,100,3.1,306,6.8
2024-04-19T04:00,17.1,71,11.7,17.5,0.0,3,100,0.8,297,5.0
2024-04-19T05:00,17.3,68,11.3,17.4,0.0,3,100,2.2,261,3.6
2024-04-19T06:00,17.4,65,10.8,17.4,0.0,3,100,2.3,231,4.3
2024-04-19T07:00,17.4,71,12.1,17.8,0.0,3,99,1.8,217,5.8
2024-04-19T08:00,18.5,68,12.5,18.9,0.0,3,99,2.5,188,10.4
2024-04-19T09:00,20.3,66,13.7,21.2,0.0,0,7,2.2,171,11.9
2024-04-19T10:00,21.6,64,14.5,23.3,0.0,1,46,4.4,145,15.5
2024-04-19T11:00,22.8,66,16.0,25.7,0.0,3,98,6.4,137,18.7
2024-04-19T12:00,23.9,67,17.4,27.1,0.0,3,96,9.4,133,23.4
2024-04-19T13:00,24.1,71,18.4,26.7,0.9,53,97,8.2,119,23.8
2024-04-19T14:00,23.3,74,18.5,24.8,0.5,53,100,12.0,74,28.1
2024-04-19T15:00,22.3,82,19.0,24.6,0.1,51,99,7.3,57,25.9
2024-04-19T16:00,22.5,80,18.9,25.2,0.0,3,100,4.3,85,15.5
2024-04-19T17:00,22.2,82,18.9,24.7,0.0,3,100,5.7,108,13.0
2024-04-19T18:00,21.4,85,18.7,23.9,0.0,3,100,4.9,107,13.3
2024-04-19T19:00,19.8,93,18.6,22.5,0.0,3,100,3.9,124,10.1
2024-04-19T20:00,19.7,93,18.5,22.4,0.0,3,100,3.3,96,8.3
2024-04-19T21:00,19.7,91,18.3,22.4,0.0,3,100,2.4,117,8.3
2024-04-19T22:00,19.0,95,18.1,21.5,0.0,3,100,2.9,150,7.2
2024-04-19T23:00,19.8,92,18.5,22.8,0.0,3,100,1.0,135,9.0
2024-04-20T00:00,19.6,93,18.5,22.5,0.0,3,100,2.1,31,7.2
2024-04-20T01:00,19.2,94,18.2,21.7,0.0,3,100,3.4,18,7.9
2024-04-20T02:00,18.4,97,17.9,20.7,0.0,3,97,4.0,350,8.6
2024-04-20T03:00,17.8,98,17.5,19.9,0.0,3,95,4.3,318,9.7
2024-04-20T04:00,17.8,100,17.8,20.2,0.0,3,99,3.6,323,9.4
2024-04-20T05:00,18.1,100,18.1,20.7,0.0,3,100,3.1,324,9.0
2024-04-20T06:00,18.2,100,18.2,20.8,0.0,3,100,2.8,320,8.6
2024-04-20T07:00,19.8,98,19.4,23.2,0.0,3,100,1.5,14,9.0
2024-04-20T08:00,21.7,90,20.0,25.3,0.0,3,100,1.8,37,9.7
2024-04-20T09:00,24.0,83,21.0,28.2,0.0,3,100,1.5,76,13.0
2024-04-20T10:00,24.3,85,21.6,27.8,1.7,61,100,8.4,20,24.8
2024-04-20T11:00,25.2,85,22.6,29.5,0.0,3,100,7.1,24,20.2
2024-04-20T12:00,26.6,81,23.1,31.4,0.1,51,100,5.6,45,18.7
2024-04-20T13:00,28.8,73,23.5,34.8,0.1,51,100,4.5,104,15.8
2024-04-20T14:00,30.1,65,22.8,35.5,0.1,51,100,1.5,194,15.1
2024-04-20T15:00,30.8,58,21.7,34.8,0.0,3,100,5.4,180,11.5
2024-04-20T16:00,30.9,56,21.1,33.9,0.0,3,100,10.1,180,22.7
2024-04-20T17:00,27.3,76,22.7,32.3,0.1,51,100,2.7,337,24.1
2024-04-20T18:00,25.8,92,24.5,31.9,0.3,51,100,2.7,67,5.8
2024-04-20T19:00,24.3,95,23.5,29.3,0.0,3,100,5.7,18,7.2
2024-04-20T20:00,25.3,91,23.6,30.7,0.0,3,100,3.4,162,7.2
2024-04-20T21:00,25.1,87,22.7,30.4,1.7,61,100,0.4,270,6.8
2024-04-20T22:00,23.8,94,22.8,28.8,0.2,51,100,3.1,291,7.2
2024-04-20T23:00,23.9,95,23.0,29.1,0.1,51,100,2.5,278,7.2
2024-04-21T00:00,22.7,98,22.4,27.4,0.0,3,100,3.1,216,7.9
2024-04-21T01:00,22.5,99,22.3,27.2,0.0,3,100,2.8,230,7.9
2024-04-21T02:00,23.1,99,23.0,28.5,0.0,3,100,1.1,270,7.9
2024-04-21T03:00,22.8,100,22.8,27.9,0.1,51,100,1.8,307,6.1
2024-04-21T04:00,21.5,100,21.5,25.4,0.0,3,100,5.0,330,9.0
2024-04-21T05:00,22.2,100,22.2,26.7,0.0,3,100,3.8,343,9.0
2024-04-21T06:00,21.7,100,21.7,26.2,0.0,3,100,1.8,281,7.6
2024-04-21T07:00,22.5,99,22.3,26.9,0.0,3,100,4.5,346,11.9
2024-04-21T08:00,24.0,91,22.5,28.7,0.0,3,99,3.3,347,12.2
2024-04-21T09:00,25.1,84,22.2,29.9,0.0,3,100,1.9,112,11.5
2024-04-21T10:00,25.6,83,22.4,30.7,0.0,2,68,0.5,225,11.5
2024-04-21T11:00,27.4,75,22.5,33.1,0.0,1,37,3.0,346,13.0
2024-04-21T12:00,28.7,67,22.0,34.8,0.0,3,91,3.4,18,14.8
2024-04-21T13:00,29.2,63,21.6,34.2,0.0,3,100,6.6,49,17.6
2024-04-21T14:00,29.4,63,21.6,33.3,0.1,51,100,10.0,52,22.0
2024-04-21T15:00,28.7,65,21.3,32.3,0.0,3,100,6.6,49,22.3
2024-04-21T16:00,28.4,66,21.4,32.1,0.0,3,100,6.3,336,14.4
2024-04-21T17:00,26.0,79,22.0,29.7,0.1,51,100,8.9,220,16.9
2024-04-21T18:00,24.8,84,22.0,29.3,0.1,51,100,3.0,194,16.6
2024-04-21T19:00,23.8,90,22.1,28.3,0.1,51,100,3.3,193,7.2
2024-04-21T20:00,23.8,90,22.0,28.1,0.8,53,100,4.4,189,10.4
2024-04-21T21:00,23.2,94,22.2,28.0,0.4,51,100,1.9,112,6.1
2024-04-21T22:00,22.8,95,22.0,27.0,0.8,53,100,5.6,130,11.9
2024-04-21T23:00,22.2,96,21.4,26.1,0.7,53,100,5.2,115,13.7
2024-04-22T00:00,21.5,95,20.6,24.9,0.3,51,100,5.5,122,13.3
2024-04-22T01:00,21.0,95,20.2,24.3,0.2,51,100,4.3,114,12.2
2024-04-22T02:00,20.6,96,19.9,23.9,0.1,51,100,3.5,114,11.2
2024-04-22T03:00,20.3,96,19.7,23.5,0.1,51,100,3.8,131,9.4
2024-04-22T04:00,20.5,97,19.9,24.2,3.1,63,100,1.1,72,20.2
2024-04-22T05:00,20.1,96,19.5,23.6,10.6,65,100,1.0,315,17.3
2024-04-22T06:00,20.4,95,19.5,23.8,1.6,61,99,1.8,360,13.3
2024-04-22T07:00,20.6,94,19.6,23.6,6.9,63,98,4.9,144,17.3
2024-04-22T08:00,21.4,91,20.0,25.0,0.1,51,100,2.2,189,14.4
2024-04-22T09:00,23.8,83,20.7,26.8,0.3,51,100,8.7,175,18.4
2024-04-22T10:00,24.3,85,21.6,28.8,0.1,51,75,1.8,191,20.9
2024-04-22T11:00,25.8,80,22.2,30.2,0.0,2,76,4.3,180,14.4
2024-04-22T12:00,26.9,76,22.3,31.9,0.0,3,99,5.1,141,15.5
2024-04-22T13:00,26.4,77,22.1,30.4,0.4,51,100,6.9,129,21.6
2024-04-22T14:00,26.2,78,22.0,30.7,1.2,55,100,2.5,8,19.4
2024-04-22T15:00,24.4,88,22.3,28.4,1.1,55,94,7.8,326,17.3
2024-04-22T16:00,24.0,89,22.1,28.1,0.2,51,94,6.6,292,18.0
2024-04-22T17:00,23.9,87,21.7,28.1,0.3,51,100,4.2,250,15.1
2024-04-22T18:00,23.4,94,22.4,28.3,0.8,53,99,2.2,261,8.6
2024-04-22T19:00,23.5,89,21.7,27.9,1.3,61,100,2.6,344,11.2
2024-04-22T20:00,22.7,96,21.9,27.2,1.9,61,86,2.7,203,11.2
2024-04-22T21:00,23.0,90,21.2,27.4,2.5,63,100,0.4,360,11.2
2024-04-22T22:00,22.2,96,21.6,26.5,0.1,51,99,2.5,45,4.7
2024-04-22T23:00,21.5,97,21.0,25.4,0.0,3,100,3.3,131,6.5
2024-04-23T00:00,21.6,98,21.2,25.7,0.0,3,100,2.4,117,6.1
2024-04-23T01:00,21.7,97,21.1,25.7,0.0,3,100,3.1,135,7.6
2024-04-23T02:00,21.6,97,21.1,25.5,0.1,51,100,3.9,112,7.2
2024-04-23T03:00,21.3,96,20.7,24.9,0.4,51,100,4.6,108,9.7
2024-04-23T04:00,21.1,96,20.4,24.6,0.2,51,100,4.7,113,9.7
2024-04-23T05:00,21.1,94,20.1,24.1,0.1,51,100,6.0,115,11.9
2024-04-23T06:00,20.9,94,20.0,24.1,0.0,3,100,5.0,111,10.8
2024-04-23T07:00,21.0,94,20.1,24.1,0.1,51,100,6.2,144,13.0
2024-04-23T08:00,21.6,92,20.2,25.1,0.2,51,100,3.1,135,14.0
2024-04-23T09:00,22.8,89,20.8,26.6,0.1,51,100,3.8,139,12.2
2024-04-23T10:00,22.7,90,21.0,26.4,0.1,51,100,4.9,107,13.0
2024-04-23T11:00,23.5,88,21.4,27.2,0.2,51,100,6.4,128,16.6
2024-04-23T12:00,24.6,84,21.8,28.6,0.1,51,100,6.0,147,16.6
2024-04-23T13:00,26.1,79,22.1,30.4,0.4,51,100,5.1,172,19.1
2024-04-23T14:00,25.5,82,22.3,29.3,1.4,61,98,9.0,175,18.4
2024-04-23T15:00,24.7,88,22.7,29.2,2.7,63,72,6.0,155,21.2
2024-04-23T16:00,25.9,80,22.2,30.6,0.0,3,86,2.4,153,15.5
2024-04-23T17:00,25.1,84,22.3,29.5,0.0,3,95,4.6,321,9.7
2024-04-23T18:00,23.9,91,22.3,28.0,0.0,3,99,7.2,342,17.6
2024-04-23T19:00,22.7,94,21.7,26.8,0.1,51,95,4.4,325,13.3
2024-04-23T20:00,22.9,93,21.7,27.2,0.1,51,67,3.2,207,8.6
2024-04-23T21:00,23.1,96,22.5,28.0,0.0,3,91,2.2,171,9.7
2024-04-23T22:00,22.5,99,22.4,27.1,0.0,3,100,3.7,119,7.9
2024-04-23T23:00,22.4,98,22.1,26.4,0.4,51,100,6.8,115,13.0
2024-04-24T00:00,21.6,97,21.1,24.9,1.6,61,100,8.2,119,16.6
2024-04-24T01:00,21.0,97,20.5,24.6,0.4,51,100,4.2,110,16.9
2024-04-24T02:00,20.9,97,20.4,24.5,0.3,51,100,3.5,156,9.0
2024-04-24T03:00,20.7,98,20.3,24.1,0.2,51,100,4.2,160,9.7
2024-04-24T04:00,20.7,95,19.9,24.2,0.0,3,100,2.5,172,8.3
2024-04-24T05:00,20.7,95,19.8,24.2,0.0,3,100,1.6,153,5.4
2024-04-24T06:00,20.8,95,20.0,24.4,0.1,51,100,2.6,214,5.0
2024-04-24T07:00,21.1,92,19.8,24.5,0.8,53,100,2.6,146,6.8
2024-04-24T08:00,21.3,91,19.7,24.6,0.6,53,100,2.6,124,7.9
2024-04-24T09:00,21.5,87,19.2,24.6,0.3,51,100,2.6,124,8.3
2024-04-24T10:00,21.9,85,19.3,25.2,0.8,53,100,1.8,127,15.1
2024-04-24T11:00,22.1,82,18.9,24.7,0.2,51,100,5.2,78,13.7
2024-04-24T12:00,22.9,77,18.7,24.5,0.2,51,100,11.2,84,23.4
2024-04-24T13:00,23.1,72,17.7,24.0,0.2,51,83,12.7,98,27.4
2024-04-24T14:00,23.1,68,16.9,23.6,0.0,2,50,13.3,93,29.5
2024-04-24T15:00,23.1,64,16.0,23.4,0.0,3,80,12.2,92,27.7
2024-04-24T16:00,22.4,66,15.8,22.7,0.0,3,85,11.5,94,25.9
2024-04-24T17:00,21.6,69,15.7,22.4,0.0,2,76,8.2,105,23.0
2024-04-24T18:00,20.6,76,16.2,22.0,0.0,1,48,5.2,124,16.6
2024-04-24T19:00,18.7,87,16.4,20.1,0.0,3,98,5.8,158,11.2
2024-04-24T20:00,18.5,86,16.1,19.9,0.0,3,98,5.0,159,9.4
2024-04-24T21:00,19.0,90,17.3,20.9,0.0,3,87,4.7,122,10.1
2024-04-24T22:00,19.0,88,17.0,21.0,0.0,3,97,3.6,127,8.3
2024-04-24T23:00,19.6,84,16.9,21.8,0.0,3,94,1.8,259,6.8
2024-04-25T00:00,18.0,93,16.8,19.7,0.0,3,100,4.5,299,6.8
2024-04-25T01:00,19.1,89,17.2,21.3,0.0,3,100,2.3,309,7.2
2024-04-25T02:00,18.6,92,17.2,20.8,0.0,3,100,2.9,263,5.0
2024-04-25T03:00,18.6,92,17.3,21.1,0.3,51,100,0.8,297,5.0
2024-04-25T04:00,18.1,97,17.6,20.6,1.1,55,96,2.1,149,4.7
2024-04-25T05:00,18.1,97,17.6,20.4,0.0,1,47,3.3,276,5.0
2024-04-25T06:00,18.4,93,17.2,20.7,0.0,3,100,2.2,261,5.4
2024-04-25T07:00,19.0,90,17.3,21.2,0.0,3,99,2.9,270,9.0
2024-04-25T08:00,20.0,86,17.5,22.6,0.0,3,100,1.0,315,9.4
2024-04-25T09:00,21.2,78,17.2,23.3,0.0,3,100,3.8,73,12.6
2024-04-25T10:00,22.1,76,17.6,24.2,0.0,3,100,4.3,138,12.6
2024-04-25T11:00,22.0,76,17.5,24.0,0.0,3,100,4.9,163,13.3
2024-04-25T12:00,21.7,79,17.9,23.7,0.3,51,100,5.7,145,14.0
2024-04-25T13:00,21.4,86,18.9,23.9,1.2,55,100,5.7,125,13.3
2024-04-25T14:00,21.1,88,19.1,23.6,1.2,55,100,6.0,163,13.3
2024-04-25T15:00,20.6,91,19.1,23.2,2.0,61,100,5.9,137,13.0
2024-04-25T16:00,20.4,92,19.1,23.2,0.8,53,100,5.1,135,14.4
2024-04-25T17:00,20.3,91,18.7,22.7,0.2,51,100,5.9,137,13.3
2024-04-25T18:00,19.7,95,18.8,22.5,1.4,61,100,3.6,127,13.0
2024-04-25T19:00,19.2,95,18.4,21.9,0.1,51,100,3.2,117,9.7
2024-04-25T20:00,19.2,95,18.3,21.6,0.2,51,100,5.1,141,9.4
2024-04-25T21:00,18.9,96,18.2,21.6,0.4,51,100,2.0,45,8.3
2024-04-25T22:00,19.0,95,18.3,21.8,0.1,51,100,2.2,9,4.3
2024-04-25T23:00,19.6,88,17.5,22.2,0.0,3,100,0.8,243,6.5
2024-04-26T00:00,19.1,94,18.1,21.8,0.0,3,98,2.4,243,5.8
2024-04-26T01:00,19.1,93,17.9,21.6,0.0,3,85,2.3,288,5.8
2024-04-26T02:00,18.6,95,17.7,20.9,0.0,3,97,3.0,256,5.8
2024-04-26T03:00,18.6,95,17.8,21.1,0.0,3,92,2.2,270,6.1
2024-04-26T04:00,18.7,96,18.0,21.4,0.0,3,100,1.8,270,5.4
2024-04-26T05:00,18.8,97,18.3,21.7,0.0,3,100,1.4,270,5.0
2024-04-26T06:00,19.2,94,18.2,22.0,0.0,3,100,1.9,338,4.7
2024-04-26T07:00,19.7,93,18.5,22.5,0.0,3,100,2.5,360,8.3
2024-04-26T08:00,20.9,88,18.9,24.0,0.0,3,90,1.8,11,9.4
2024-04-26T09:00,22.1,86,19.7,25.2,0.1,51,100,4.1,165,13.3
2024-04-26T10:00,22.9,85,20.2,25.8,0.2,51,100,7.4,133,18.0
2024-04-26T11:00,23.4,86,20.9,26.9,0.3,51,100,6.3,103,17.6
2024-04-26T12:00,24.6,82,21.4,28.8,0.1,51,100,2.8,40,16.2
2024-04-26T13:00,24.5,84,21.6,28.6,0.0,3,100,4.7,90,13.0
2024-04-26T14:00,26.0,80,22.2,30.2,0.0,2,63,5.6,75,15.5
2024-04-26T15:00,26.9,76,22.3,31.3,0.0,1,37,4.7,99,15.8
2024-04-26T16:00,26.7,77,22.3,30.8,0.1,51,42,7.1,114,16.2
2024-04-26T17:00,25.7,82,22.4,29.8,1.3,61,93,7.1,131,18.4
2024-04-26T18:00,24.6,92,23.1,29.8,0.1,51,79,2.3,72,13.7
2024-04-26T19:00,22.9,96,22.2,27.3,0.0,0,15,4.8,63,7.9
2024-04-26T20:00,23.5,93,22.3,28.2,0.0,1,39,3.1,21,9.0
2024-04-26T21:00,22.3,91,20.8,25.9,0.0,3,100,4.9,107,9.4
2024-04-26T22:00,22.0,92,20.7,25.8,0.0,3,100,3.1,45,9.7
2024-04-26T23:00,21.9,95,21.0,26.1,0.0,3,100,1.3,124,6.1
2024-04-27T00:00,21.5,95,20.7,25.3,0.0,3,100,3.1,159,6.8
2024-04-27T01:00,21.5,96,20.8,25.4,0.0,3,100,2.8,130,7.6
2024-04-27T02:00,21.3,97,20.9,25.5,0.0,3,100,1.1,108,5.8
2024-04-27T03:00,21.4,98,21.0,25.6,0.0,3,100,1.3,34,3.6
2024-04-27T04:00,21.5,96,20.9,25.6,0.0,3,100,2.1,31,5.0
2024-04-27T05:00,21.5,98,21.1,25.8,0.0,3,100,1.1,18,3.2
2024-04-27T06:00,21.8,95,21.0,26.0,0.0,3,100,1.5,346,4.0
2024-04-27T07:00,22.4,92,21.1,26.0,0.0,3,100,6.1,152,11.9
2024-04-27T08:00,23.1,89,21.2,27.2,0.0,3,100,3.3,96,14.0
2024-04-27T09:00,24.5,83,21.5,28.4,0.0,3,95,4.9,107,14.4
2024-04-27T10:00,25.5,79,21.5,29.8,0.0,3,100,2.5,98,13.7
2024-04-27T11:00,25.9,77,21.5,30.0,0.0,3,100,3.6,135,12.6
2024-04-27T12:00,26.2,78,22.0,30.4,0.0,1,41,5.4,70,15.1
2024-04-27T13:00,27.3,75,22.5,31.8,0.1,51,89,12.3,122,25.6
2024-04-27T14:00,24.5,85,21.9,27.1,0.2,51,93,16.3,115,34.9
2024-04-27T15:00,24.6,83,21.5,27.5,0.0,3,100,12.2,114,32.8
2024-04-27T16:00,24.0,85,21.3,27.2,0.0,3,100,9.2,111,24.8
2024-04-27T17:00,23.8,86,21.3,27.4,0.0,3,100,6.8,108,18.0
2024-04-27T18:00,23.5,88,21.4,27.5,0.0,3,100,4.8,132,14.0
2024-04-27T19:00,22.9,91,21.3,26.7,0.1,51,100,5.8,97,10.8
2024-04-27T20:00,22.5,93,21.3,26.5,0.0,3,100,3.7,119,10.8
2024-04-27T21:00,22.2,95,21.4,25.9,0.0,3,100,6.4,128,14.0
2024-04-27T22:00,21.9,95,21.1,25.7,0.1,51,100,4.6,108,13.0
2024-04-27T23:00,21.8,95,21.0,25.9,0.0,3,100,2.5,98,8.6
2024-04-28T00:00,21.7,95,20.9,25.5,0.0,3,100,3.7,61,7.6
2024-04-28T01:00,21.6,96,20.9,25.3,0.0,3,100,4.1,135,8.3
2024-04-28T02:00,21.4,97,20.9,25.3,0.0,3,100,3.6,127,9.0
2024-04-28T03:00,21.4,97,20.9,25.5,0.0,3,100,1.9,112,7.9
2024-04-28T04:00,21.4,97,20.9,25.4,0.0,3,100,2.2,90,6.1
2024-04-28T05:00,21.0,98,20.7,25.0,0.0,3,100,1.9,112,6.8
2024-04-28T06:00,21.2,98,20.9,25.1,0.1,51,100,3.3,103,6.8
2024-04-28T07:00,21.7,97,21.2,25.5,0.1,51,100,4.8,77,10.1
2024-04-28T08:00,22.6,95,21.8,26.6,0.4,51,100,5.7,18,11.9
2024-04-28T09:00,22.9,95,22.1,27.1,0.8,53,100,5.6,63,11.2
2024-04-28T10:00,23.4,94,22.3,28.1,0.3,51,100,3.2,63,11.5
2024-04-28T11:00,26.0,82,22.6,31.1,0.2,51,100,1.1,180,13.0
2024-04-28T12:00,26.6,77,22.1,30.3,0.0,3,95,9.0,182,19.1
2024-04-28T13:00,27.2,72,21.6,30.0,0.0,2,74,15.5,192,31.3
2024-04-28T14:00,27.9,65,20.8,30.1,0.0,3,85,16.6,202,33.8
2024-04-28T15:00,28.4,66,21.4,30.4,0.0,1,29,17.5,189,33.5
2024-04-28T16:00,28.7,65,21.4,31.2,0.0,3,81,14.6,200,33.1
2024-04-28T17:00,28.1,68,21.6,31.5,0.0,3,100,8.7,204,27.4
2024-04-28T18:00,26.4,81,22.8,30.9,0.0,3,100,5.9,191,17.6
2024-04-28T19:00,25.0,79,21.2,28.6,0.0,1,33,6.4,164,11.9
2024-04-28T20:00,23.1,90,21.5,26.9,0.0,0,5,6.0,163,13.0
2024-04-28T21:00,23.1,90,21.3,26.8,0.0,1,22,5.7,162,13.3
2024-04-28T22:00,23.6,85,21.0,27.7,0.0,2,53,2.1,211,10.1
2024-04-28T23:00,22.9,89,21.0,27.0,0.0,3,83,1.9,202,6.1
2024-04-29T00:00,22.3,93,21.1,26.6,0.0,0,3,1.1,270,7.2
2024-04-29T01:00,20.6,98,20.4,24.2,0.0,0,14,3.2,243,7.2
2024-04-29T02:00,20.0,100,20.0,23.3,0.0,3,98,3.7,299,7.2
2024-04-29T03:00,19.4,100,19.4,22.3,0.0,3,97,5.3,298,10.4
2024-04-29T04:00,19.6,100,19.6,22.7,0.0,3,96,4.2,250,10.1
2024-04-29T05:00,20.5,100,20.5,24.2,0.0,3,84,3.1,249,9.0
2024-04-29T06:00,20.3,100,20.2,23.8,0.0,2,78,3.2,270,7.6
2024-04-29T07:00,22.1,95,21.3,26.6,0.0,2,71,0.8,117,7.2
2024-04-29T08:00,24.3,88,22.1,28.8,0.0,3,81,3.7,79,11.5
2024-04-29T09:00,26.9,83,23.8,32.3,0.0,1,36,4.0,90,13.7
2024-04-29T10:00,28.5,77,24.0,35.0,0.0,1,47,4.4,99,15.5
2024-04-29T11:00,30.4,70,24.4,38.4,0.0,2,73,2.3,72,15.5
2024-04-29T12:00,31.8,65,24.5,39.3,0.0,3,99,5.9,79,18.0
2024-04-29T13:00,32.6,60,23.8,39.9,0.4,51,99,3.7,101,24.8
2024-04-29T14:00,30.5,67,23.8,36.1,1.5,61,99,3.3,283,19.8
2024-04-29T15:00,30.1,69,23.8,36.1,0.3,51,100,1.3,236,16.2
2024-04-29T16:00,30.0,71,24.1,35.7,0.0,3,99,3.8,163,9.0
2024-04-29T17:00,30.1,69,23.7,35.7,0.0,3,92,2.5,172,10.8
2024-04-29T18:00,28.5,85,25.6,35.1,0.0,3,100,4.0,153,6.5
